"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Policy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Policy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Unknown","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Unknown","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Unknown","G6/G7","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Unknown","G6/G7","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Unknown","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Unknown","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Unknown","SEO/HEO","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Unknown","SEO/HEO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Communications","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Counter Fraud","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Counter Fraud","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Counter Fraud","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Counter Fraud","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Digital, Data and Technology","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Digital, Data and Technology","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Digital, Data and Technology","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Economics","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Economics","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Economics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Economics","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Finance","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Finance","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Human Resources","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Human Resources","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Intelligence Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Intelligence Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Intelligence Analysis","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Intelligence Analysis","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Legal","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Legal","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Legal","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Legal","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Legal","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Delivery","AA/AO","Female","280","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Delivery","AA/AO","Male","195","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Delivery","EO","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Delivery","EO","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Delivery","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Delivery","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Delivery","SEO/HEO","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Delivery","SEO/HEO","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Other","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Other","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Other","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Other","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Other","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Other","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Policy","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Policy","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Policy","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Project Delivery","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Project Delivery","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Project Delivery","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Property","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Property","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Property","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Social Research","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Social Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Statistics","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Statistics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Tax","AA/AO","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Tax","AA/AO","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Tax","EO","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Tax","EO","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Tax","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Tax","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Tax","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Tax","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Economics","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Economics","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Economics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Economics","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Finance","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Human Resources","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Internal Audit","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Internal Audit","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Operational Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Operational Delivery","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Operational Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Operational Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Other","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Policy","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Policy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Policy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Policy","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Policy","G6/G7","Female","35","[c]","57630","54130"
"Leaver Dept.","2023","HM Treasury","Policy","G6/G7","Male","40","[c]","58410","54270"
"Leaver Dept.","2023","HM Treasury","Policy","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Policy","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Policy","SEO/HEO","Female","45","[c]","34440","33630"
"Leaver Dept.","2023","HM Treasury","Policy","SEO/HEO","Male","40","[c]","35670","34190"
"Leaver Dept.","2023","HM Treasury","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Commercial","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Communications","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Communications","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Counter Fraud","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Counter Fraud","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Digital, Data and Technology","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Digital, Data and Technology","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Digital, Data and Technology","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Digital, Data and Technology","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Economics","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Economics","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Economics","SEO/HEO","Female","5","[c]","[c]","[c]"
