"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Department for Transport","North Yorkshire","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","North Yorkshire","York","Outside London","25","[c]","44970","39430"
"New entrant CS","2023","Department for Transport","Northern Ireland","Ards and North Down","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Northumberland, and Tyne and Wear","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Northumberland, and Tyne and Wear","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Northumberland, and Tyne and Wear","Tyneside","Outside London","50","[c]","24310","22500"
"New entrant CS","2023","Department for Transport","Outer London - East and North East","Barking & Dagenham and Havering","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Outer London - East and North East","Bexley and Greenwich","London","15","[c]","30080","30780"
"New entrant CS","2023","Department for Transport","Outer London - East and North East","Enfield","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Outer London - East and North East","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Outer London - South","Bromley","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Outer London - South","Merton, Kingston upon Thames and Sutton","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Outer London - West and North West","Ealing","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Outer London - West and North West","Harrow and Hillingdon","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Outer London - West and North West","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Shropshire and Staffordshire","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Shropshire and Staffordshire","Staffordshire CC","Outside London","10","[c]","26840","27490"
"New entrant CS","2023","Department for Transport","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Shropshire and Staffordshire","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","South Yorkshire","Sheffield","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Southern Scotland","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Southern Scotland","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Surrey, East and West Sussex","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Surrey, East and West Sussex","East Sussex CC","Outside London","10","[c]","26040","22500"
"New entrant CS","2023","Department for Transport","Surrey, East and West Sussex","West Surrey","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Surrey, East and West Sussex","West Sussex (North East)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Surrey, East and West Sussex","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Tees Valley and Durham","Darlington","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Tees Valley and Durham","Durham","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","Tees Valley and Durham","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","West Central Scotland","Glasgow City","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","West Midlands","Birmingham","Outside London","155","[c]","26390","22500"
"New entrant CS","2023","Department for Transport","West Midlands","Coventry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","West Midlands","Dudley","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","West Midlands","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","West Midlands","Solihull","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","West Midlands","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","West Wales and The Valleys","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","West Wales and The Valleys","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","West Wales and The Valleys","Isle of Anglesey","Outside London","15","[c]","24340","22500"
"New entrant CS","2023","Department for Transport","West Wales and The Valleys","South West Wales","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","West Wales and The Valleys","Swansea","Outside London","595","[c]","23270","22500"
"New entrant CS","2023","Department for Transport","West Yorkshire","Bradford","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","West Yorkshire","Calderdale and Kirklees","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","West Yorkshire","Leeds","Outside London","70","[c]","37660","31350"
"New entrant CS","2023","Department for Transport","West Yorkshire","Wakefield","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Bedfordshire and Hertfordshire","Bedford","Outside London","10","[c]","32910","30460"
"New entrant CS","2023","Department for Work and Pensions","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Bedfordshire and Hertfordshire","Luton","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Outside London","10","[c]","30300","28120"
"New entrant CS","2023","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Cheshire","Cheshire East","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Cheshire","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Cumbria","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Derbyshire and Nottinghamshire","Derby","Outside London","20","[c]","29170","28120"
"New entrant CS","2023","Department for Work and Pensions","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Derbyshire and Nottinghamshire","Nottingham","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","20","[c]","30460","27690"
"New entrant CS","2023","Department for Work and Pensions","Devon","Devon CC","Outside London","15","[c]","25670","28120"
"New entrant CS","2023","Department for Work and Pensions","Devon","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Devon","Torbay","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Dorset and Somerset","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Dorset and Somerset","Dorset","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Dorset and Somerset","Somerset CC","Outside London","25","[c]","23680","21690"
"New entrant CS","2023","Department for Work and Pensions","East Anglia","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","East Anglia","Norwich and East Norfolk","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","East Anglia","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","East Anglia","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","East Wales","Cardiff and Vale of Glamorgan","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","East Wales","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","East Wales","Powys","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Outside London","20","[c]","23990","21690"
"New entrant CS","2023","Department for Work and Pensions","Eastern Scotland","Angus and Dundee City","Outside London","20","[c]","28120","28120"
"New entrant CS","2023","Department for Work and Pensions","Eastern Scotland","City of Edinburgh","Outside London","25","[c]","32330","28120"
"New entrant CS","2023","Department for Work and Pensions","Eastern Scotland","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Eastern Scotland","East Lothian and Midlothian","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Eastern Scotland","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Eastern Scotland","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Essex","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Essex","Essex Thames Gateway","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Essex","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","20","[c]","32810","28120"
"New entrant CS","2023","Department for Work and Pensions","Greater Manchester","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Greater Manchester","Greater Manchester North West","Outside London","165","[c]","21840","21690"
"New entrant CS","2023","Department for Work and Pensions","Greater Manchester","Greater Manchester South East","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Greater Manchester","Greater Manchester South West","Outside London","20","[c]","22360","21690"
"New entrant CS","2023","Department for Work and Pensions","Greater Manchester","Manchester","Outside London","150","[c]","39350","34970"
"New entrant CS","2023","Department for Work and Pensions","Hampshire and Isle of Wight","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Hampshire and Isle of Wight","Isle of Wight","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Hampshire and Isle of Wight","North Hampshire","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Hampshire and Isle of Wight","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Hampshire and Isle of Wight","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Hampshire and Isle of Wight","Southampton","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","15","[c]","22580","21690"
"New entrant CS","2023","Department for Work and Pensions","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Highlands and Islands","Na h-Eileanan Siar","Outside London","20","[c]","22030","21690"
"New entrant CS","2023","Department for Work and Pensions","Highlands and Islands","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Inner London - East","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Inner London - East","Lambeth","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Inner London - East","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Inner London - East","Tower Hamlets","London","15","[c]","34700","37180"
"New entrant CS","2023","Department for Work and Pensions","Inner London - West","Westminster","London","190","[c]","39160","39150"
"New entrant CS","2023","Department for Work and Pensions","Kent","East Kent","Outside London","80","[c]","25860","25610"
"New entrant CS","2023","Department for Work and Pensions","Kent","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Kent","West Kent","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Lancashire","Blackburn with Darwen","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Lancashire","Blackpool","Outside London","210","[c]","30660","28120"
"New entrant CS","2023","Department for Work and Pensions","Lancashire","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Lancashire","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Lancashire","Mid Lancashire","Outside London","130","[c]","22610","21690"
"New entrant CS","2023","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","Leicester","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Outside London","20","[c]","21610","21690"
"New entrant CS","2023","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Lincolnshire","Lincolnshire CC","Outside London","15","[c]","24690","21690"
"New entrant CS","2023","Department for Work and Pensions","Merseyside","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Merseyside","Liverpool","Outside London","15","[c]","29490","28120"
"New entrant CS","2023","Department for Work and Pensions","Merseyside","Sefton","Outside London","130","[c]","29400","27320"
"New entrant CS","2023","Department for Work and Pensions","Merseyside","Wirral","Outside London","60","[c]","22210","21690"
"New entrant CS","2023","Department for Work and Pensions","North Eastern Scotland","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","North Yorkshire","North Yorkshire CC","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","North Yorkshire","York","Outside London","25","[c]","28030","27320"
"New entrant CS","2023","Department for Work and Pensions","Northumberland, and Tyne and Wear","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Northumberland, and Tyne and Wear","Sunderland","Outside London","15","[c]","23790","21690"
"New entrant CS","2023","Department for Work and Pensions","Northumberland, and Tyne and Wear","Tyneside","Outside London","365","[c]","32940","28120"
"New entrant CS","2023","Department for Work and Pensions","Outer London - East and North East","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Outer London - East and North East","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Outer London - East and North East","Redbridge and Waltham Forest","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Outer London - South","Bromley","London","15","[c]","30620","32520"
"New entrant CS","2023","Department for Work and Pensions","Outer London - South","Croydon","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Outer London - South","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Outer London - West and North West","Barnet","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Outer London - West and North West","Brent","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Outer London - West and North West","Ealing","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Outer London - West and North West","Harrow and Hillingdon","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Outer London - West and North West","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Shropshire and Staffordshire","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Shropshire and Staffordshire","Telford and Wrekin","Outside London","40","[c]","23930","21690"
"New entrant CS","2023","Department for Work and Pensions","South Yorkshire","Barnsley, Doncaster and Rotherham","Outside London","30","[c]","23070","21690"
"New entrant CS","2023","Department for Work and Pensions","South Yorkshire","Sheffield","Outside London","170","[c]","32760","28120"
"New entrant CS","2023","Department for Work and Pensions","Southern Scotland","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Southern Scotland","East Ayrshire and North Ayrshire mainland","Outside London","40","[c]","22160","21690"
"New entrant CS","2023","Department for Work and Pensions","Southern Scotland","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Southern Scotland","South Ayrshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Southern Scotland","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Surrey, East and West Sussex","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Surrey, East and West Sussex","East Surrey","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Surrey, East and West Sussex","East Sussex CC","Outside London","35","[c]","25820","28120"
"New entrant CS","2023","Department for Work and Pensions","Surrey, East and West Sussex","West Surrey","Outside London","10","[c]","30740","31280"
"New entrant CS","2023","Department for Work and Pensions","Surrey, East and West Sussex","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Tees Valley and Durham","Durham","Outside London","30","[c]","22230","21690"
"New entrant CS","2023","Department for Work and Pensions","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Tees Valley and Durham","South Teesside","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","Unknown","Unknown","Unknown","25","[c]","27910","28120"
"New entrant CS","2023","Department for Work and Pensions","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","West Central Scotland","Glasgow City","Outside London","80","[c]","29770","28120"
"New entrant CS","2023","Department for Work and Pensions","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","West Central Scotland","North Lanarkshire","Outside London","170","[c]","22210","21690"
"New entrant CS","2023","Department for Work and Pensions","West Midlands","Birmingham","Outside London","200","[c]","26690","21690"
"New entrant CS","2023","Department for Work and Pensions","West Midlands","Coventry","Outside London","20","[c]","22950","21690"
"New entrant CS","2023","Department for Work and Pensions","West Midlands","Dudley","Outside London","165","[c]","22260","21690"
"New entrant CS","2023","Department for Work and Pensions","West Midlands","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","West Midlands","Solihull","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","West Midlands","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","West Wales and The Valleys","Central Valleys","Outside London","150","[c]","26610","28120"
"New entrant CS","2023","Department for Work and Pensions","West Wales and The Valleys","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","West Wales and The Valleys","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","West Wales and The Valleys","Gwynedd","Outside London","15","[c]","23980","21690"
"New entrant CS","2023","Department for Work and Pensions","West Wales and The Valleys","South West Wales","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","West Wales and The Valleys","Swansea","Outside London","115","[c]","21850","21690"
"New entrant CS","2023","Department for Work and Pensions","West Yorkshire","Bradford","Outside London","70","[c]","23860","21690"
"New entrant CS","2023","Department for Work and Pensions","West Yorkshire","Calderdale and Kirklees","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","West Yorkshire","Leeds","Outside London","195","[c]","32160","28120"
"New entrant CS","2023","Department for Work and Pensions","West Yorkshire","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","30","[c]","39540","33500"
"New entrant CS","2023","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","30","[c]","42890","31490"
"New entrant CS","2023","Department of Health and Social Care","Cheshire","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Cheshire","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Cheshire","Warrington","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Cumbria","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Derbyshire and Nottinghamshire","Derby","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Derbyshire and Nottinghamshire","Nottingham","Outside London","20","[c]","36050","33880"
"New entrant CS","2023","Department of Health and Social Care","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Devon","Devon CC","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Devon","Plymouth","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Devon","Torbay","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Dorset and Somerset","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Dorset and Somerset","Dorset","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","East Anglia","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","East Anglia","Cambridgeshire CC","Outside London","30","[c]","42900","32280"
"New entrant CS","2023","Department of Health and Social Care","East Anglia","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","East Anglia","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","East Anglia","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","East Wales","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","East Wales","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Eastern Scotland","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Essex","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Essex","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Essex","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Essex","West Essex","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","30","[c]","38000","29160"
"New entrant CS","2023","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","95","[c]","28680","24090"
"New entrant CS","2023","Department of Health and Social Care","Greater Manchester","Greater Manchester North East","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Greater Manchester","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care","Greater Manchester","Greater Manchester South East","Outside London","5","[c]","[c]","[c]"
