"Status","Year","Disability","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Scottish Courts and Tribunals Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","Outside London","G6/G7","45","40","65540","65280"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","Outside London","SEO/HEO","75","75","42280","41640"
"In post","2023","Undeclared","Scottish Housing Regulator","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Housing Regulator","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Prison Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Prison Service","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Scottish Prison Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Prison Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Public Pensions Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Public Pensions Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Public Pensions Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Public Pensions Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Serious Fraud Office","London","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Serious Fraud Office","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Serious Fraud Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Serious Fraud Office","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Social Security Scotland","Outside London","AA/AO","25","20","[c]","[c]"
"In post","2023","Undeclared","Social Security Scotland","Outside London","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Social Security Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Security Scotland","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Standards and Testing Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Standards and Testing Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Standards and Testing Agency","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Submarine Delivery Agency","Outside London","Unknown","115","110","46280","42670"
"In post","2023","Undeclared","Submarine Delivery Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Teaching Regulation Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Teaching Regulation Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","The National Archives","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The National Archives","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Transport Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Transport Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Transport Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Debt Management Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Debt Management Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","London","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","London","AA/AO","40","30","24340","24630"
"In post","2023","Undeclared","UK Health Security Agency","London","EO","75","70","30180","29560"
"In post","2023","Undeclared","UK Health Security Agency","London","G6/G7","270","260","62510","60570"
"In post","2023","Undeclared","UK Health Security Agency","London","SCS level","70","65","109880","102850"
"In post","2023","Undeclared","UK Health Security Agency","London","SEO/HEO","240","230","40420","40880"
"In post","2023","Undeclared","UK Health Security Agency","Outside London","AA/AO","75","65","22200","22270"
"In post","2023","Undeclared","UK Health Security Agency","Outside London","EO","85","80","27090","27900"
"In post","2023","Undeclared","UK Health Security Agency","Outside London","G6/G7","365","350","58360","53950"
"In post","2023","Undeclared","UK Health Security Agency","Outside London","SCS level","55","50","119110","122000"
"In post","2023","Undeclared","UK Health Security Agency","Outside London","SEO/HEO","360","335","37580","37920"
"In post","2023","Undeclared","UK Hydrographic Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Hydrographic Office","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","UK Hydrographic Office","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Hydrographic Office","Outside London","SEO/HEO","35","30","39240","37590"
"In post","2023","Undeclared","UK Space Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Space Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Space Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Space Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","Outside London","AA/AO","50","30","21260","21200"
"In post","2023","Undeclared","UK Statistics Authority","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","Outside London","SEO/HEO","50","45","35010","36100"
"In post","2023","Undeclared","UK Supreme Court","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","London","AA/AO","10","5","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","London","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","London","SEO/HEO","30","30","44250","40190"
"In post","2023","Undeclared","Valuation Office Agency","Outside London","AA/AO","40","35","22610","22520"
"In post","2023","Undeclared","Valuation Office Agency","Outside London","EO","60","50","27430","27810"
"In post","2023","Undeclared","Valuation Office Agency","Outside London","G6/G7","30","30","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","Outside London","SEO/HEO","100","90","39380","37630"
"In post","2023","Undeclared","Vehicle Certification Agency","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Vehicle Certification Agency","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Vehicle Certification Agency","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Veterinary Medicines Directorate","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinary Medicines Directorate","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Veterinary Medicines Directorate","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Welsh Government (excl. agencies)","Outside London","AA/AO","25","25","[c]","[c]"
"In post","2023","Undeclared","Welsh Government (excl. agencies)","Outside London","EO","25","20","[c]","[c]"
"In post","2023","Undeclared","Welsh Government (excl. agencies)","Outside London","G6/G7","40","40","65030","63900"
"In post","2023","Undeclared","Welsh Government (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Welsh Government (excl. agencies)","Outside London","SEO/HEO","90","85","44010","43660"
"In post","2023","Undeclared","Wilton Park","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Accountant in Bankruptcy","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2023","Unknown","Accountant in Bankruptcy","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Accountant in Bankruptcy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Accountant in Bankruptcy","Outside London","SEO/HEO","15","10","[c]","[c]"
"In post","2023","Unknown","Active Travel England","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Active Travel England","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2023","Unknown","Active Travel England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Active Travel England","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","London","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","50","50","41340","39360"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","15","15","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Outside London","EO","120","110","25670","25160"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","160","145","35450","35190"
"In post","2023","Unknown","Animal and Plant Health Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Outside London","AA/AO","110","105","22840","22150"
"In post","2023","Unknown","Animal and Plant Health Agency","Outside London","EO","35","35","26610","25920"
"In post","2023","Unknown","Animal and Plant Health Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Outside London","SEO/HEO","50","50","36220","37300"
"In post","2023","Unknown","Animal and Plant Health Agency","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","Attorney General's Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Attorney General's Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Attorney General's Office","London","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Attorney General's Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Attorney General's Office","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Building Digital UK","London","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Building Digital UK","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Building Digital UK","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Building Digital UK","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Building Digital UK","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Building Digital UK","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Building Digital UK","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","London","EO","60","60","28590","28370"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","London","G6/G7","290","285","60310","56430"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","London","SCS level","80","80","100410","88670"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","London","SEO/HEO","175","170","39100","39350"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Outside London","AA/AO","55","50","21780","21830"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Outside London","EO","70","65","25720","24860"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Outside London","G6/G7","50","50","55150","51290"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","95","90","35200","34320"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Unknown","EO","30","30","25120","24330"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Unknown","G6/G7","15","10","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","London","SEO/HEO","905","905","30760","30130"
"In post","2023","Unknown","Central Civil Service Fast Stream","Outside London","SEO/HEO","330","330","30700","30130"
"In post","2023","Unknown","Central Civil Service Fast Stream","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","20","15","[c]","[c]"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","45","40","53220","49400"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","70","65","34060","31270"
"In post","2023","Unknown","Charity Commission","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Charity Commission","London","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Charity Commission","London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Outside London","AA/AO","15","15","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Outside London","EO","60","60","25890","25300"
"In post","2023","Unknown","Charity Commission","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Outside London","SEO/HEO","90","85","33750","31000"
"In post","2023","Unknown","Companies House","Outside London","AA/AO","110","95","22700","23240"
"In post","2023","Unknown","Companies House","Outside London","EO","45","45","29730","28070"
"In post","2023","Unknown","Companies House","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Companies House","Outside London","SEO/HEO","45","45","39220","38650"
"In post","2023","Unknown","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","London","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","London","G6/G7","40","35","71980","74600"
"In post","2023","Unknown","Competition and Markets Authority","London","SCS level","15","15","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Criminal Injuries Compensation Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Criminal Injuries Compensation Authority","Outside London","AA/AO","30","30","21780","21780"
"In post","2023","Unknown","Criminal Injuries Compensation Authority","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Criminal Injuries Compensation Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","London","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","Outside London","EO","45","40","26360","26410"
"In post","2023","Unknown","Crown Commercial Service","Outside London","G6/G7","80","80","55880","53160"
"In post","2023","Unknown","Crown Commercial Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","Outside London","SEO/HEO","210","205","36460","39860"
"In post","2023","Unknown","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2023","Unknown","Crown Office and Procurator Fiscal Service","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Crown Office and Procurator Fiscal Service","Outside London","G6/G7","25","25","[c]","[c]"
"In post","2023","Unknown","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","London","AA/AO","75","75","24110","24480"
"In post","2023","Unknown","Crown Prosecution Service","London","EO","85","85","28830","28200"
"In post","2023","Unknown","Crown Prosecution Service","London","G6/G7","150","145","59230","55850"
"In post","2023","Unknown","Crown Prosecution Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","London","SEO/HEO","55","55","37200","36780"
"In post","2023","Unknown","Crown Prosecution Service","Outside London","AA/AO","275","260","22940","22870"
"In post","2023","Unknown","Crown Prosecution Service","Outside London","EO","215","210","27570","26900"
"In post","2023","Unknown","Crown Prosecution Service","Outside London","G6/G7","510","485","54470","53750"
"In post","2023","Unknown","Crown Prosecution Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Outside London","SEO/HEO","150","150","36570","38760"
"In post","2023","Unknown","Crown Prosecution Service","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Electronics and Components Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Electronics and Components Agency","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Defence Electronics and Components Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","London","AA/AO","15","15","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","London","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","Outside London","AA/AO","485","475","22030","21090"
"In post","2023","Unknown","Defence Equipment and Support","Outside London","EO","85","80","27080","26830"
"In post","2023","Unknown","Defence Equipment and Support","Outside London","G6/G7","195","185","59580","56430"
"In post","2023","Unknown","Defence Equipment and Support","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","Outside London","SEO/HEO","710","685","37900","38790"
"In post","2023","Unknown","Defence Equipment and Support","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Outside London","AA/AO","105","100","20710","19430"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Outside London","EO","130","125","24690","24630"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Outside London","G6/G7","510","490","53220","49260"
"In post","2023","Unknown","Defence Science and Technology Laboratory","Outside London","SEO/HEO","835","820","33320","30650"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","45","45","29050","28510"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","305","300","58550","55120"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","30","30","95520","84360"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","350","345","39510","41060"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","30","30","25530","25310"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","70","65","54100","50740"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","170","165","35390","34440"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","London","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G6/G7","75","75","58630","57110"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","London","SEO/HEO","65","65","38450","36520"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","London","EO","60","60","29800","29530"
"In post","2023","Unknown","Department for Education (excl. agencies)","London","G6/G7","205","200","58560","55020"
"In post","2023","Unknown","Department for Education (excl. agencies)","London","SCS level","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","London","SEO/HEO","220","220","39510","41440"
"In post","2023","Unknown","Department for Education (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","Outside London","EO","225","220","26280","25900"
"In post","2023","Unknown","Department for Education (excl. agencies)","Outside London","G6/G7","310","305","55190","51360"
"In post","2023","Unknown","Department for Education (excl. agencies)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Education (excl. agencies)","Outside London","SEO/HEO","725","705","34900","36190"
"In post","2023","Unknown","Department for Education (excl. agencies)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","35","35","28030","29080"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","140","135","57710","54950"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","15","10","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","160","160","37390","36950"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","30","30","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","130","125","53160","49970"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","180","170","34670","37300"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","London","EO","80","80","29630","29280"
"In post","2023","Unknown","Department for International Trade","London","G6/G7","385","380","59650","55500"
"In post","2023","Unknown","Department for International Trade","London","SCS level","40","40","95350","84000"
"In post","2023","Unknown","Department for International Trade","London","SEO/HEO","465","465","39130","41550"
"In post","2023","Unknown","Department for International Trade","Outside London","EO","35","30","26300","25660"
"In post","2023","Unknown","Department for International Trade","Outside London","G6/G7","70","65","55680","52850"
"In post","2023","Unknown","Department for International Trade","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","Outside London","SEO/HEO","150","145","39110","39400"
"In post","2023","Unknown","Department for International Trade","Overseas","G6/G7","95","95","58540","57790"
"In post","2023","Unknown","Department for International Trade","Overseas","SCS level","25","25","[c]","[c]"
