"Status","Year","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","White","Medicine","Outside London","220","[c]","50190","40590"
"Leaver CS","2023","White","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Operational Delivery","London","1475","[c]","38100","32520"
"Leaver CS","2023","White","Operational Delivery","Outside London","14515","[c]","27310","25920"
"Leaver CS","2023","White","Operational Delivery","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Operational Delivery","Unknown","45","[c]","31080","28120"
"Leaver CS","2023","White","Operational Research","London","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Operational Research","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Other","London","135","[c]","48630","35800"
"Leaver CS","2023","White","Other","Outside London","720","[c]","28410","21690"
"Leaver CS","2023","White","Other","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Planning","London","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Planning","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Planning Inspectors","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Policy","London","830","[c]","51520","53030"
"Leaver CS","2023","White","Policy","Outside London","395","[c]","41200","36640"
"Leaver CS","2023","White","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","London","160","[c]","53820","53030"
"Leaver CS","2023","White","Project Delivery","Outside London","675","[c]","42820","40120"
"Leaver CS","2023","White","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","London","45","[c]","49000","46800"
"Leaver CS","2023","White","Property","Outside London","310","[c]","34440","33300"
"Leaver CS","2023","White","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Psychology","London","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Psychology","Outside London","80","[c]","[c]","[c]"
"Leaver CS","2023","White","Science and Engineering","London","95","[c]","46020","40500"
"Leaver CS","2023","White","Science and Engineering","Outside London","940","[c]","36960","33990"
"Leaver CS","2023","White","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","London","55","[c]","39370","37970"
"Leaver CS","2023","White","Security","Outside London","550","[c]","32340","27680"
"Leaver CS","2023","White","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Social Research","London","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Social Research","Outside London","30","[c]","35840","33160"
"Leaver CS","2023","White","Statistics","London","45","[c]","36830","31540"
"Leaver CS","2023","White","Statistics","Outside London","65","[c]","37390","36840"
"Leaver CS","2023","White","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Tax","London","60","[c]","[c]","[c]"
"Leaver CS","2023","White","Tax","Outside London","530","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","London","640","[c]","54380","54700"
"Leaver CS","2023","White","Unknown","Outside London","1355","[c]","41000","34730"
"Leaver CS","2023","White","Unknown","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Veterinarian","London","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Veterinarian","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Commercial","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Counter Fraud","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Digital, Data and Technology","London","35","[c]","48350","44000"
"Leaver Dept.","2023","Asian","Digital, Data and Technology","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Economics","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Legal","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","London","215","[c]","35090","32520"
"Leaver Dept.","2023","Asian","Operational Delivery","Outside London","370","[c]","26440","27570"
"Leaver Dept.","2023","Asian","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Other","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Other","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Policy","London","160","[c]","43130","39600"
"Leaver Dept.","2023","Asian","Policy","Outside London","40","[c]","38150","34170"
"Leaver Dept.","2023","Asian","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","London","35","[c]","38710","35880"
"Leaver Dept.","2023","Asian","Project Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Statistics","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Tax","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Tax","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","London","130","[c]","43080","35770"
"Leaver Dept.","2023","Asian","Unknown","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Delivery","London","135","[c]","31540","31060"
"Leaver Dept.","2023","Black","Operational Delivery","Outside London","125","[c]","27040","27570"
"Leaver Dept.","2023","Black","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Other","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","London","75","[c]","39140","36870"
"Leaver Dept.","2023","Black","Policy","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Tax","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","London","55","[c]","42040","37260"
"Leaver Dept.","2023","Black","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data and Technology","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Economics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Delivery","London","55","[c]","34050","31790"
"Leaver Dept.","2023","Mixed","Operational Delivery","Outside London","90","[c]","27700","28120"
"Leaver Dept.","2023","Mixed","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Other","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Policy","London","80","[c]","45870","41550"
"Leaver Dept.","2023","Mixed","Policy","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Social Research","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Tax","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","London","65","[c]","43900","40600"
"Leaver Dept.","2023","Mixed","Unknown","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
