"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","International Trade","G6/G7","Male","105","100","58200","55500"
"In post","2023","Unknown","International Trade","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Unknown","International Trade","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Unknown","International Trade","SEO/HEO","Female","115","115","39110","39860"
"In post","2023","Unknown","International Trade","SEO/HEO","Male","155","150","39450","41550"
"In post","2023","Unknown","Knowledge and Information Management","AA/AO","Female","30","25","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","EO","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","EO","Male","30","30","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","G6/G7","Male","25","20","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","SEO/HEO","Female","55","50","37870","36720"
"In post","2023","Unknown","Knowledge and Information Management","SEO/HEO","Male","40","40","37890","38100"
"In post","2023","Unknown","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","AA/AO","Female","25","20","[c]","[c]"
"In post","2023","Unknown","Legal","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Legal","EO","Female","150","140","29440","28130"
"In post","2023","Unknown","Legal","EO","Male","115","110","29340","28130"
"In post","2023","Unknown","Legal","G6/G7","Female","445","405","61180","59440"
"In post","2023","Unknown","Legal","G6/G7","Male","245","235","63300","62830"
"In post","2023","Unknown","Legal","SCS level","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Legal","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Legal","SEO/HEO","Female","200","190","39290","38450"
"In post","2023","Unknown","Legal","SEO/HEO","Male","185","180","39740","39790"
"In post","2023","Unknown","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Medicine","AA/AO","Female","85","75","22860","23180"
"In post","2023","Unknown","Medicine","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Medicine","EO","Female","35","30","33160","32930"
"In post","2023","Unknown","Medicine","EO","Male","20","15","[c]","[c]"
"In post","2023","Unknown","Medicine","G6/G7","Female","90","70","75680","79390"
"In post","2023","Unknown","Medicine","G6/G7","Male","45","35","85280","85070"
"In post","2023","Unknown","Medicine","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Medicine","SCS level","Male","15","10","[c]","[c]"
"In post","2023","Unknown","Medicine","SEO/HEO","Female","85","75","41210","40590"
"In post","2023","Unknown","Medicine","SEO/HEO","Male","35","30","39710","40590"
"In post","2023","Unknown","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","AA/AO","Female","10905","9755","23810","22520"
"In post","2023","Unknown","Operational Delivery","AA/AO","Male","8965","8650","24920","22520"
"In post","2023","Unknown","Operational Delivery","EO","Female","6000","5605","28650","28120"
"In post","2023","Unknown","Operational Delivery","EO","Male","5835","5635","29360","28120"
"In post","2023","Unknown","Operational Delivery","G6/G7","Female","360","350","59530","56870"
"In post","2023","Unknown","Operational Delivery","G6/G7","Male","385","380","59290","57650"
"In post","2023","Unknown","Operational Delivery","SCS level","Female","35","35","91150","84000"
"In post","2023","Unknown","Operational Delivery","SCS level","Male","50","50","94570","85800"
"In post","2023","Unknown","Operational Delivery","SEO/HEO","Female","1995","1915","37030","35220"
"In post","2023","Unknown","Operational Delivery","SEO/HEO","Male","1955","1885","37910","36000"
"In post","2023","Unknown","Operational Delivery","Unknown","Female","2395","2160","27860","26840"
"In post","2023","Unknown","Operational Delivery","Unknown","Male","960","875","28840","26840"
"In post","2023","Unknown","Operational Research","AA/AO","Female","40","40","22520","22520"
"In post","2023","Unknown","Operational Research","AA/AO","Male","40","40","22520","22520"
"In post","2023","Unknown","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","EO","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Operational Research","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Operational Research","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","SEO/HEO","Female","30","30","[c]","[c]"
"In post","2023","Unknown","Operational Research","SEO/HEO","Male","55","55","38010","37020"
"In post","2023","Unknown","Other","AA/AO","Female","285","255","23070","22400"
"In post","2023","Unknown","Other","AA/AO","Male","375","370","23710","22220"
"In post","2023","Unknown","Other","EO","Female","190","180","29160","29730"
"In post","2023","Unknown","Other","EO","Male","150","145","30810","29750"
"In post","2023","Unknown","Other","G6/G7","Female","65","65","58600","57970"
"In post","2023","Unknown","Other","G6/G7","Male","90","90","59070","57970"
"In post","2023","Unknown","Other","SCS level","Female","15","10","[c]","[c]"
"In post","2023","Unknown","Other","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Other","SEO/HEO","Female","200","195","37880","36180"
"In post","2023","Unknown","Other","SEO/HEO","Male","200","185","39520","38070"
"In post","2023","Unknown","Other","Unknown","Female","170","170","37930","36860"
"In post","2023","Unknown","Other","Unknown","Male","1530","1530","42370","40530"
"In post","2023","Unknown","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Planning","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","AA/AO","Female","45","40","23080","22500"
"In post","2023","Unknown","Policy","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Policy","EO","Female","190","190","29100","29530"
"In post","2023","Unknown","Policy","EO","Male","130","125","28910","28850"
"In post","2023","Unknown","Policy","G6/G7","Female","940","910","58820","56840"
"In post","2023","Unknown","Policy","G6/G7","Male","800","795","59140","57190"
"In post","2023","Unknown","Policy","SCS level","Female","85","85","91850","79990"
"In post","2023","Unknown","Policy","SCS level","Male","65","65","90840","79640"
"In post","2023","Unknown","Policy","SEO/HEO","Female","1080","1050","38670","38560"
"In post","2023","Unknown","Policy","SEO/HEO","Male","895","895","38730","38600"
"In post","2023","Unknown","Policy","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","AA/AO","Female","35","30","22860","23390"
"In post","2023","Unknown","Project Delivery","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Project Delivery","EO","Female","95","90","28170","28080"
"In post","2023","Unknown","Project Delivery","EO","Male","75","75","28430","28120"
"In post","2023","Unknown","Project Delivery","G6/G7","Female","270","265","58750","56740"
"In post","2023","Unknown","Project Delivery","G6/G7","Male","315","315","60430","57970"
"In post","2023","Unknown","Project Delivery","SCS level","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Project Delivery","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Project Delivery","SEO/HEO","Female","500","480","38060","37980"
"In post","2023","Unknown","Project Delivery","SEO/HEO","Male","485","480","38690","39000"
"In post","2023","Unknown","Project Delivery","Unknown","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Unknown","Male","30","30","[c]","[c]"
"In post","2023","Unknown","Property","AA/AO","Female","115","100","21720","22520"
"In post","2023","Unknown","Property","AA/AO","Male","110","105","21290","21580"
"In post","2023","Unknown","Property","EO","Female","140","125","28040","27740"
"In post","2023","Unknown","Property","EO","Male","150","145","28100","27770"
"In post","2023","Unknown","Property","G6/G7","Female","30","25","[c]","[c]"
"In post","2023","Unknown","Property","G6/G7","Male","85","85","59320","57970"
"In post","2023","Unknown","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Property","SEO/HEO","Female","150","140","37920","35210"
"In post","2023","Unknown","Property","SEO/HEO","Male","285","280","39010","37680"
"In post","2023","Unknown","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Psychology","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","EO","Female","70","65","31850","31290"
"In post","2023","Unknown","Psychology","EO","Male","10","5","[c]","[c]"
"In post","2023","Unknown","Psychology","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Psychology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","SEO/HEO","Female","75","65","37330","35260"
"In post","2023","Unknown","Psychology","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","AA/AO","Female","50","45","22160","22150"
"In post","2023","Unknown","Science and Engineering","AA/AO","Male","140","140","21740","21580"
"In post","2023","Unknown","Science and Engineering","EO","Female","40","40","27160","27150"
"In post","2023","Unknown","Science and Engineering","EO","Male","65","65","27310","26710"
"In post","2023","Unknown","Science and Engineering","G6/G7","Female","40","40","58300","56790"
"In post","2023","Unknown","Science and Engineering","G6/G7","Male","145","130","57590","59370"
"In post","2023","Unknown","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","SEO/HEO","Female","125","120","35870","34260"
"In post","2023","Unknown","Science and Engineering","SEO/HEO","Male","415","410","37260","36280"
"In post","2023","Unknown","Science and Engineering","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Unknown","Male","70","65","41030","37310"
"In post","2023","Unknown","Security","AA/AO","Female","140","140","27120","25350"
"In post","2023","Unknown","Security","AA/AO","Male","815","810","30280","27500"
"In post","2023","Unknown","Security","EO","Female","30","30","28640","27650"
"In post","2023","Unknown","Security","EO","Male","90","90","35110","30360"
"In post","2023","Unknown","Security","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Security","G6/G7","Male","65","65","63870","60780"
"In post","2023","Unknown","Security","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Security","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Security","SEO/HEO","Female","80","75","38310","36180"
"In post","2023","Unknown","Security","SEO/HEO","Male","140","135","40680","39080"
"In post","2023","Unknown","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","G6/G7","Female","25","20","[c]","[c]"
"In post","2023","Unknown","Social Research","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","SEO/HEO","Female","90","90","38330","37960"
"In post","2023","Unknown","Social Research","SEO/HEO","Male","35","35","37730","38470"
"In post","2023","Unknown","Statistics","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Statistics","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Statistics","EO","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Statistics","EO","Male","15","15","[c]","[c]"
"In post","2023","Unknown","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","G6/G7","Female","30","30","[c]","[c]"
"In post","2023","Unknown","Statistics","G6/G7","Male","35","35","59880","58800"
"In post","2023","Unknown","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","SEO/HEO","Female","80","75","38370","38680"
"In post","2023","Unknown","Statistics","SEO/HEO","Male","100","100","38670","39190"
"In post","2023","Unknown","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Tax","AA/AO","Female","430","380","22590","22520"
"In post","2023","Unknown","Tax","AA/AO","Male","370","355","22580","22520"
"In post","2023","Unknown","Tax","EO","Female","520","490","28700","28130"
"In post","2023","Unknown","Tax","EO","Male","635","620","28470","28130"
"In post","2023","Unknown","Tax","G6/G7","Female","95","90","61350","57970"
"In post","2023","Unknown","Tax","G6/G7","Male","190","185","62340","57970"
"In post","2023","Unknown","Tax","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Tax","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Tax","SEO/HEO","Female","565","535","37000","35000"
"In post","2023","Unknown","Tax","SEO/HEO","Male","790","770","36980","35000"
"In post","2023","Unknown","Unknown","AA/AO","Female","1025","945","23790","22520"
"In post","2023","Unknown","Unknown","AA/AO","Male","840","820","24480","23340"
"In post","2023","Unknown","Unknown","EO","Female","940","900","29380","29100"
"In post","2023","Unknown","Unknown","EO","Male","725","720","29490","29100"
"In post","2023","Unknown","Unknown","G6/G7","Female","810","775","61670","58850"
"In post","2023","Unknown","Unknown","G6/G7","Male","705","695","62190","59290"
"In post","2023","Unknown","Unknown","SCS level","Female","100","95","92430","85200"
"In post","2023","Unknown","Unknown","SCS level","Male","90","90","99600","86310"
"In post","2023","Unknown","Unknown","SEO/HEO","Female","1430","1375","38670","37830"
"In post","2023","Unknown","Unknown","SEO/HEO","Male","1165","1150","39610","38330"
"In post","2023","Unknown","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Veterinarian","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Veterinarian","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","White","Commercial","AA/AO","Female","165","145","23230","22390"
"In post","2023","White","Commercial","AA/AO","Male","95","90","23160","22360"
"In post","2023","White","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Commercial","EO","Female","335","310","27710","27400"
"In post","2023","White","Commercial","EO","Male","210","205","27730","27250"
"In post","2023","White","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Commercial","G6/G7","Female","890","860","63030","61420"
"In post","2023","White","Commercial","G6/G7","Male","905","895","65390","65500"
"In post","2023","White","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Commercial","SCS level","Female","100","95","106450","99870"
"In post","2023","White","Commercial","SCS level","Male","145","140","120230","117990"
"In post","2023","White","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Commercial","SEO/HEO","Female","1605","1530","38290","38470"
"In post","2023","White","Commercial","SEO/HEO","Male","1145","1120","38920","38470"
"In post","2023","White","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Commercial","Unknown","Female","85","80","39930","42250"
"In post","2023","White","Commercial","Unknown","Male","70","70","46610","43400"
"In post","2023","White","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Communications","AA/AO","Female","75","70","22790","22330"
"In post","2023","White","Communications","AA/AO","Male","55","50","23190","22330"
"In post","2023","White","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Communications","EO","Female","205","190","28280","27470"
"In post","2023","White","Communications","EO","Male","160","155","28470","28010"
"In post","2023","White","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Communications","G6/G7","Female","480","455","59900","58760"
"In post","2023","White","Communications","G6/G7","Male","285","285","60000","57990"
"In post","2023","White","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Communications","SCS level","Female","40","40","86730","81870"
"In post","2023","White","Communications","SCS level","Male","35","35","93630","88790"
"In post","2023","White","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Communications","SEO/HEO","Female","950","900","38890","39160"
"In post","2023","White","Communications","SEO/HEO","Male","590","585","39660","39720"
"In post","2023","White","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Communications","Unknown","Female","10","10","[c]","[c]"
"In post","2023","White","Communications","Unknown","Male","10","10","[c]","[c]"
"In post","2023","White","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Corporate Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","White","Corporate Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Corporate Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Corporate Finance","EO","Female","5","5","[c]","[c]"
"In post","2023","White","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Corporate Finance","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","White","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Corporate Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","White","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Corporate Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Corporate Finance","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","White","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Corporate Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Counter Fraud","AA/AO","Female","700","575","22740","21690"
"In post","2023","White","Counter Fraud","AA/AO","Male","355","340","22650","21690"
"In post","2023","White","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Counter Fraud","EO","Female","2060","1840","28540","28120"
"In post","2023","White","Counter Fraud","EO","Male","1345","1260","28710","28120"
"In post","2023","White","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Counter Fraud","G6/G7","Female","95","85","61780","57970"
"In post","2023","White","Counter Fraud","G6/G7","Male","160","155","62510","60310"
"In post","2023","White","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Counter Fraud","SCS level","Female","5","5","[c]","[c]"
"In post","2023","White","Counter Fraud","SCS level","Male","10","10","[c]","[c]"
"In post","2023","White","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Counter Fraud","SEO/HEO","Female","970","915","36710","34980"
"In post","2023","White","Counter Fraud","SEO/HEO","Male","940","905","37530","35240"
"In post","2023","White","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Digital, Data and Technology","AA/AO","Female","155","145","23360","22500"
"In post","2023","White","Digital, Data and Technology","AA/AO","Male","255","250","23010","22220"
"In post","2023","White","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Digital, Data and Technology","EO","Female","810","745","28350","28120"
"In post","2023","White","Digital, Data and Technology","EO","Male","1375","1325","28660","28120"
"In post","2023","White","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Digital, Data and Technology","G6/G7","Female","1770","1705","58220","56430"
"In post","2023","White","Digital, Data and Technology","G6/G7","Male","3190","3150","60310","58720"
"In post","2023","White","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Digital, Data and Technology","SCS level","Female","100","100","89760","84480"
"In post","2023","White","Digital, Data and Technology","SCS level","Male","200","195","97160","91510"
"In post","2023","White","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Digital, Data and Technology","SEO/HEO","Female","2800","2665","37950","37890"
"In post","2023","White","Digital, Data and Technology","SEO/HEO","Male","4695","4615","39100","38470"
"In post","2023","White","Digital, Data and Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Digital, Data and Technology","Unknown","Female","15","15","[c]","[c]"
"In post","2023","White","Digital, Data and Technology","Unknown","Male","35","35","38900","39150"
"In post","2023","White","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Economics","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","White","Economics","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","White","Economics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Economics","EO","Female","50","45","27730","28130"
"In post","2023","White","Economics","EO","Male","55","55","27400","27770"
"In post","2023","White","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Economics","G6/G7","Female","230","215","61770","59370"
"In post","2023","White","Economics","G6/G7","Male","410","400","61950","59600"
"In post","2023","White","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Economics","SCS level","Female","35","30","88390","82970"
"In post","2023","White","Economics","SCS level","Male","45","45","92970","83000"
"In post","2023","White","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Economics","SEO/HEO","Female","190","185","37950","37380"
"In post","2023","White","Economics","SEO/HEO","Male","320","320","37400","36180"
"In post","2023","White","Economics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","White","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","White","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Finance","AA/AO","Female","470","410","22880","22330"
"In post","2023","White","Finance","AA/AO","Male","235","225","22930","22520"
"In post","2023","White","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Finance","EO","Female","705","645","28200","27470"
"In post","2023","White","Finance","EO","Male","390","385","28140","27890"
"In post","2023","White","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Finance","G6/G7","Female","965","925","59660","58110"
"In post","2023","White","Finance","G6/G7","Male","935","915","61010","59290"
"In post","2023","White","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Finance","SCS level","Female","120","115","90680","83410"
"In post","2023","White","Finance","SCS level","Male","140","140","96710","86460"
"In post","2023","White","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Finance","SEO/HEO","Female","1755","1650","38380","37990"
"In post","2023","White","Finance","SEO/HEO","Male","1335","1305","39150","38470"
"In post","2023","White","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Finance","Unknown","Female","20","20","[c]","[c]"
"In post","2023","White","Finance","Unknown","Male","30","30","58150","52710"
"In post","2023","White","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Geography","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","White","Geography","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","White","Geography","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Geography","EO","Female","50","45","28180","27610"
"In post","2023","White","Geography","EO","Male","80","75","28640","27610"
"In post","2023","White","Geography","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Geography","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","White","Geography","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","White","Geography","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Geography","SEO/HEO","Female","65","60","37060","34370"
"In post","2023","White","Geography","SEO/HEO","Male","115","110","36890","34370"
"In post","2023","White","Geography","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Human Resources","AA/AO","Female","695","630","22630","22220"
"In post","2023","White","Human Resources","AA/AO","Male","260","255","22500","22220"
"In post","2023","White","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Human Resources","EO","Female","1080","1005","27840","27470"
"In post","2023","White","Human Resources","EO","Male","1030","1010","29320","28130"
"In post","2023","White","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Human Resources","G6/G7","Female","1425","1370","58940","57260"
"In post","2023","White","Human Resources","G6/G7","Male","640","635","59880","58540"
