"Status","Year","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Operational Delivery","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Operational Delivery","Unknown","110","[c]","25880","25060"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Unknown","Heterosexual / straight","225","[c]","47930","42860"
"Leaver CS","2023","Scottish Government (excl. agencies)","Unknown","LGBO","30","[c]","41130","36330"
"Leaver CS","2023","Scottish Government (excl. agencies)","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Unknown","Unknown","215","[c]","38340","34730"
"Leaver CS","2023","Scottish Prison Service","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Operational Delivery","Heterosexual / straight","85","[c]","37220","37060"
"Leaver CS","2023","Scottish Prison Service","Operational Delivery","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Operational Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Operational Delivery","Unknown","200","[c]","31790","31290"
"Leaver CS","2023","Scottish Prison Service","Other","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Other","Unknown","50","[c]","31460","28490"
"Leaver CS","2023","Scottish Prison Service","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Counter Fraud","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Counter Fraud","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Digital, Data and Technology","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Other","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Unknown","Heterosexual / straight","60","[c]","30920","29100"
"Leaver CS","2023","Social Security Scotland","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Unknown","Unknown","85","[c]","27610","23340"
"Leaver CS","2023","Standards and Testing Agency","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Commercial","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Operational Delivery","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Project Delivery","Heterosexual / straight","30","[c]","40890","40890"
"Leaver CS","2023","Submarine Delivery Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Science and Engineering","Heterosexual / straight","50","[c]","40250","34760"
"Leaver CS","2023","Submarine Delivery Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Science and Engineering","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Counter Fraud","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Operational Delivery","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Operational Delivery","Unknown","40","[c]","23860","22180"
"Leaver CS","2023","The Insolvency Service","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
