"Status","Year","Age","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Qualifications and Examinations Regulation","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of Rail and Road","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Secretary of State for Scotland","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Secretary of State for Scotland","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Secretary of State for Scotland","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Secretary of State for Scotland","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Secretary of State for Scotland","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Secretary of State for Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Secretary of State for Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Office of the Secretary of State for Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Legal","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Operational Delivery","Heterosexual / straight","35","[c]","25580","23190"
"New entrant CS","2023","40-49","Scottish Government","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Operational Delivery","Unknown","40","[c]","27420","24710"
"New entrant CS","2023","40-49","Scottish Government","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Other","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Unknown","Heterosexual / straight","245","[c]","35930","30440"
"New entrant CS","2023","40-49","Scottish Government","Unknown","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Scottish Government","Unknown","Unknown","370","[c]","34640","29100"
"New entrant CS","2023","40-49","The National Archives","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The National Archives","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The National Archives","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The National Archives","Digital, Data and Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The National Archives","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The National Archives","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The National Archives","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The National Archives","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The National Archives","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The National Archives","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The National Archives","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The National Archives","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The National Archives","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","The National Archives","Other","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Export Finance","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Export Finance","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Export Finance","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Export Finance","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Export Finance","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Export Finance","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Export Finance","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Export Finance","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Export Finance","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Export Finance","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Export Finance","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Digital, Data and Technology","Heterosexual / straight","30","[c]","39010","37720"
"New entrant CS","2023","40-49","UK Statistics Authority","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Operational Delivery","Heterosexual / straight","45","[c]","29650","24840"
"New entrant CS","2023","40-49","UK Statistics Authority","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Social Research","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Statistics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Statistics Authority","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Supreme Court","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Supreme Court","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Supreme Court","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Supreme Court","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Supreme Court","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","UK Supreme Court","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Water Services Regulation Authority","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Water Services Regulation Authority","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Water Services Regulation Authority","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Water Services Regulation Authority","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
