"Status","Year","Function_of_post","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","London","G6/G7","65","65","58950","57030"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","London","SEO/HEO","50","50","40070","39330"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","15","15","36980","36560"
"In post","2023","Analysis","Department for Education","London","EO","15","15","31720","30560"
"In post","2023","Analysis","Department for Education","London","G6/G7","90","85","59830","56040"
"In post","2023","Analysis","Department for Education","London","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education","London","SEO/HEO","115","110","43760","46600"
"In post","2023","Analysis","Department for Education","Outside London","EO","20","20","27960","26940"
"In post","2023","Analysis","Department for Education","Outside London","G6/G7","105","100","54840","52060"
"In post","2023","Analysis","Department for Education","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education","Outside London","SEO/HEO","245","235","39490","43250"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","20","20","21710","22150"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Outside London","EO","125","115","26000","25920"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","100","100","53240","49400"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","295","280","33700","30820"
"In post","2023","Analysis","Department for International Trade","London","EO","25","25","29440","29280"
"In post","2023","Analysis","Department for International Trade","London","G6/G7","120","120","59390","56110"
"In post","2023","Analysis","Department for International Trade","London","SCS level","10","10","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","London","SEO/HEO","90","85","37910","35010"
"In post","2023","Analysis","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","London","EO","15","15","30070","28850"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","London","G6/G7","110","105","59390","55370"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","London","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","London","SEO/HEO","75","75","36370","34310"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","25","25","54020","53410"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","25","25","35990","34000"
"In post","2023","Analysis","Department for Transport","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","London","EO","20","20","31880","31070"
"In post","2023","Analysis","Department for Transport","London","G6/G7","175","165","59670","56340"
"In post","2023","Analysis","Department for Transport","London","SCS level","10","10","78740","78980"
"In post","2023","Analysis","Department for Transport","London","SEO/HEO","115","115","38750","38220"
"In post","2023","Analysis","Department for Transport","Outside London","AA/AO","20","15","22300","22500"
"In post","2023","Analysis","Department for Transport","Outside London","EO","15","15","27280","26960"
"In post","2023","Analysis","Department for Transport","Outside London","G6/G7","15","10","55590","51160"
"In post","2023","Analysis","Department for Transport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Outside London","SEO/HEO","45","45","36580","36330"
"In post","2023","Analysis","Department for Work and Pensions","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","London","EO","10","10","32520","32520"
"In post","2023","Analysis","Department for Work and Pensions","London","G6/G7","85","80","63230","58370"
"In post","2023","Analysis","Department for Work and Pensions","London","SCS level","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","London","SEO/HEO","120","115","40700","39150"
"In post","2023","Analysis","Department for Work and Pensions","Outside London","AA/AO","10","10","22040","21690"
"In post","2023","Analysis","Department for Work and Pensions","Outside London","EO","40","40","28190","28170"
"In post","2023","Analysis","Department for Work and Pensions","Outside London","G6/G7","145","130","58670","54090"
"In post","2023","Analysis","Department for Work and Pensions","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Outside London","SEO/HEO","260","245","37210","37700"
"In post","2023","Analysis","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","London","EO","35","35","28250","27840"
"In post","2023","Analysis","Department of Health and Social Care","London","G6/G7","55","50","59920","55110"
"In post","2023","Analysis","Department of Health and Social Care","London","SCS level","10","10","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","London","SEO/HEO","45","45","37510","34280"
"In post","2023","Analysis","Department of Health and Social Care","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Outside London","G6/G7","50","45","56590","53380"
"In post","2023","Analysis","Department of Health and Social Care","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Outside London","SEO/HEO","35","35","36270","38120"
"In post","2023","Analysis","Estyn","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","London","SEO/HEO","10","10","38010","38430"
"In post","2023","Analysis","Food Standards Agency","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Outside London","SEO/HEO","25","25","36690","37720"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","London","G6/G7","20","20","62790","61580"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Outside London","SEO/HEO","15","10","37260","34850"
"In post","2023","Analysis","HM Revenue and Customs","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","London","EO","15","15","33220","32540"
"In post","2023","Analysis","HM Revenue and Customs","London","G6/G7","165","160","67620","65230"
"In post","2023","Analysis","HM Revenue and Customs","London","SCS level","15","15","86180","84160"
"In post","2023","Analysis","HM Revenue and Customs","London","SEO/HEO","235","225","42490","40070"
"In post","2023","Analysis","HM Revenue and Customs","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Outside London","EO","30","30","27820","27810"
"In post","2023","Analysis","HM Revenue and Customs","Outside London","G6/G7","135","125","59670","57970"
"In post","2023","Analysis","HM Revenue and Customs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Outside London","SEO/HEO","235","230","38450","39590"
"In post","2023","Analysis","HM Treasury","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Analysis","HM Treasury","London","EO","20","20","25210","24790"
"In post","2023","Analysis","HM Treasury","London","G6/G7","90","90","58550","54810"
"In post","2023","Analysis","HM Treasury","London","SCS level","10","10","90320","82400"
"In post","2023","Analysis","HM Treasury","London","SEO/HEO","75","75","36160","35590"
"In post","2023","Analysis","HM Treasury","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Treasury","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Analysis","HM Treasury","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Home Office","London","AA/AO","25","25","23930","23500"
"In post","2023","Analysis","Home Office","London","EO","40","40","30410","29950"
"In post","2023","Analysis","Home Office","London","G6/G7","145","140","63810","61540"
"In post","2023","Analysis","Home Office","London","SCS level","10","10","[c]","[c]"
"In post","2023","Analysis","Home Office","London","SEO/HEO","250","245","40450","42710"
"In post","2023","Analysis","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Analysis","Home Office","Outside London","G6/G7","25","20","57970","55770"
"In post","2023","Analysis","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Home Office","Outside London","SEO/HEO","65","65","36020","34080"
"In post","2023","Analysis","Ministry of Defence","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","London","EO","15","15","30760","30950"
"In post","2023","Analysis","Ministry of Defence","London","G6/G7","30","30","62310","63220"
"In post","2023","Analysis","Ministry of Defence","London","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","London","SEO/HEO","85","85","43170","42110"
"In post","2023","Analysis","Ministry of Defence","Outside London","AA/AO","35","35","23140","23340"
"In post","2023","Analysis","Ministry of Defence","Outside London","EO","60","60","27570","27080"
"In post","2023","Analysis","Ministry of Defence","Outside London","G6/G7","560","535","54640","49260"
"In post","2023","Analysis","Ministry of Defence","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Defence","Outside London","SEO/HEO","570","555","35920","38070"
"In post","2023","Analysis","Ministry of Defence","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","London","EO","40","40","30130","29660"
"In post","2023","Analysis","Ministry of Justice","London","G6/G7","215","205","62330","61530"
"In post","2023","Analysis","Ministry of Justice","London","SCS level","10","10","84030","82640"
"In post","2023","Analysis","Ministry of Justice","London","SEO/HEO","295","290","40470","43650"
"In post","2023","Analysis","Ministry of Justice","Outside London","EO","10","10","26100","25830"
"In post","2023","Analysis","Ministry of Justice","Outside London","G6/G7","45","45","54050","51770"
"In post","2023","Analysis","Ministry of Justice","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Outside London","SEO/HEO","140","140","35130","36590"
"In post","2023","Analysis","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Ministry of Justice","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","20","20","38610","36330"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","EO","25","20","27030","27140"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","25","25","63760","61480"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","90","80","37010","40640"
"In post","2023","Analysis","Office of Gas and Electricity Markets","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office of Gas and Electricity Markets","London","EO","15","15","27110","26390"
"In post","2023","Analysis","Office of Gas and Electricity Markets","London","G6/G7","55","55","61810","60000"
"In post","2023","Analysis","Office of Gas and Electricity Markets","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office of Gas and Electricity Markets","London","SEO/HEO","30","30","36920","35660"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Outside London","G6/G7","25","25","57890","57120"
"In post","2023","Analysis","Office of Gas and Electricity Markets","Outside London","SEO/HEO","25","25","34970","34420"
"In post","2023","Analysis","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","London","G6/G7","15","15","65120","60580"
"In post","2023","Analysis","Office of Rail and Road","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Office of Rail and Road","Outside London","G6/G7","15","15","60220","59930"
"In post","2023","Analysis","Office of Rail and Road","Outside London","SEO/HEO","10","10","36570","39430"
"In post","2023","Analysis","Scottish Government","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scottish Government","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scottish Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Scottish Government","Outside London","SEO/HEO","15","15","41200","39590"
"In post","2023","Analysis","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Export Finance","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Analysis","UK Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","UK Statistics Authority","London","EO","5","5","[c]","[c]"
"In post","2023","Analysis","UK Statistics Authority","London","G6/G7","45","40","59050","55630"
"In post","2023","Analysis","UK Statistics Authority","London","SCS level","15","15","98670","80150"
"In post","2023","Analysis","UK Statistics Authority","London","SEO/HEO","115","110","37430","34560"
"In post","2023","Analysis","UK Statistics Authority","Outside London","AA/AO","50","50","21270","21200"
"In post","2023","Analysis","UK Statistics Authority","Outside London","EO","160","145","25520","24840"
"In post","2023","Analysis","UK Statistics Authority","Outside London","G6/G7","375","355","54320","51460"
"In post","2023","Analysis","UK Statistics Authority","Outside London","SCS level","25","25","83340","73770"
"In post","2023","Analysis","UK Statistics Authority","Outside London","SEO/HEO","1135","1090","35320","34740"
"In post","2023","Analysis","Water Services Regulation Authority","London","EO","10","10","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","London","SEO/HEO","10","10","47530","47500"
"In post","2023","Analysis","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Analysis","Water Services Regulation Authority","Outside London","SEO/HEO","10","10","45240","41880"
"In post","2023","Analysis","Welsh Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Welsh Government","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","London","SEO/HEO","10","10","37780","37790"
"In post","2023","Commercial","Attorney General's Departments","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Attorney General's Departments","Outside London","G6/G7","10","10","59640","59600"
"In post","2023","Commercial","Attorney General's Departments","Outside London","SEO/HEO","15","15","37490","38940"
"In post","2023","Commercial","Cabinet Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","London","EO","10","10","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","London","G6/G7","565","560","66960","66270"
"In post","2023","Commercial","Cabinet Office","London","SCS level","135","130","125690","123120"
"In post","2023","Commercial","Cabinet Office","London","SEO/HEO","120","120","34880","32960"
"In post","2023","Commercial","Cabinet Office","Outside London","EO","35","35","26210","26410"
"In post","2023","Commercial","Cabinet Office","Outside London","G6/G7","755","745","66700","66270"
"In post","2023","Commercial","Cabinet Office","Outside London","SCS level","100","95","113890","109680"
"In post","2023","Commercial","Cabinet Office","Outside London","SEO/HEO","400","390","36750","38460"
"In post","2023","Commercial","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Chancellor's other departments","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","Charity Commission","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","London","G6/G7","10","10","55770","55350"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","15","15","42620","41360"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","EO","15","15","26050","25620"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","95","90","51630","47960"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","95","90","37480","37420"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","London","G6/G7","15","15","61290","56220"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","London","SEO/HEO","10","10","36840","36580"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","10","10","33280","31880"
"In post","2023","Commercial","Department for Education","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","London","G6/G7","10","10","62240","63260"
"In post","2023","Commercial","Department for Education","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","Outside London","EO","20","20","26270","25900"
"In post","2023","Commercial","Department for Education","Outside London","G6/G7","90","90","56850","54640"
"In post","2023","Commercial","Department for Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","Outside London","SEO/HEO","155","150","36890","37590"
"In post","2023","Commercial","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","London","SEO/HEO","15","15","39440","40630"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","15","15","22790","22150"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Outside London","EO","15","15","26900","25940"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","30","30","54680","52790"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","160","155","35620","37300"
"In post","2023","Commercial","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","London","SEO/HEO","30","30","38760","37090"
"In post","2023","Commercial","Department for International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","London","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","London","SEO/HEO","15","15","42010","41820"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","[c]","[c]","[c]","[c]"
