"Status","Year","Function_of_post","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Welsh Government","Outside London","AA/AO","45","[c]","23380","24630"
"Leaver CS","2023","Unknown","Welsh Government","Outside London","EO","40","[c]","28240","29430"
"Leaver CS","2023","Unknown","Welsh Government","Outside London","G6/G7","35","[c]","64970","61440"
"Leaver CS","2023","Unknown","Welsh Government","Outside London","SCS level","10","[c]","99490","92110"
"Leaver CS","2023","Unknown","Welsh Government","Outside London","SEO/HEO","75","[c]","41730","41980"
"Leaver Dept.","2023","Analysis","Cabinet Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Cabinet Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Cabinet Office","London","SEO/HEO","40","[c]","32370","32000"
"Leaver Dept.","2023","Analysis","Cabinet Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Cabinet Office","Outside London","SEO/HEO","10","[c]","32750","33250"
"Leaver Dept.","2023","Analysis","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Chancellor's other departments","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Chancellor's other departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Competition and Markets Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Business, Energy and Industrial Strategy","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Business, Energy and Industrial Strategy","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Business, Energy and Industrial Strategy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","15","[c]","31720","29840"
"Leaver Dept.","2023","Analysis","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Digital, Culture, Media and Sport","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Digital, Culture, Media and Sport","London","SEO/HEO","10","[c]","38690","38280"
"Leaver Dept.","2023","Analysis","Department for Education","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Education","London","SEO/HEO","10","[c]","43060","46600"
"Leaver Dept.","2023","Analysis","Department for Education","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Education","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Education","Outside London","SEO/HEO","25","[c]","40210","43250"
"Leaver Dept.","2023","Analysis","Department for Environment, Food and Rural Affairs","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for International Trade","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for International Trade","London","SEO/HEO","10","[c]","35190","32330"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities","London","SEO/HEO","20","[c]","33720","34000"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Transport","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Transport","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Work and Pensions","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Work and Pensions","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department of Health and Social Care","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department of Health and Social Care","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Food Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Food Standards Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs","London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Treasury","London","G6/G7","10","[c]","56140","54130"
"Leaver Dept.","2023","Analysis","HM Treasury","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Treasury","London","SEO/HEO","15","[c]","35500","34320"
"Leaver Dept.","2023","Analysis","HM Treasury","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Home Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Home Office","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Home Office","London","SEO/HEO","25","[c]","40040","42120"
"Leaver Dept.","2023","Analysis","Home Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Home Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence","London","SEO/HEO","10","[c]","47380","47500"
"Leaver Dept.","2023","Analysis","Ministry of Defence","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence","Outside London","G6/G7","15","[c]","51840","49260"
"Leaver Dept.","2023","Analysis","Ministry of Defence","Outside London","SEO/HEO","25","[c]","36840","38070"
"Leaver Dept.","2023","Analysis","Ministry of Justice","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Justice","London","G6/G7","10","[c]","63570","61390"
"Leaver Dept.","2023","Analysis","Ministry of Justice","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Justice","London","SEO/HEO","30","[c]","38150","35950"
"Leaver Dept.","2023","Analysis","Ministry of Justice","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Justice","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Justice","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Gas and Electricity Markets","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Rail and Road","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Rail and Road","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Export Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","London","SEO/HEO","20","[c]","36520","33710"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","Outside London","SEO/HEO","50","[c]","34020","31560"
"Leaver Dept.","2023","Analysis","Water Services Regulation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Attorney General's Departments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Attorney General's Departments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office","London","G6/G7","15","[c]","60920","56430"
"Leaver Dept.","2023","Commercial","Cabinet Office","London","SEO/HEO","20","[c]","35810","33250"
"Leaver Dept.","2023","Commercial","Cabinet Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office","Outside London","G6/G7","10","[c]","51990","53050"
"Leaver Dept.","2023","Commercial","Cabinet Office","Outside London","SEO/HEO","20","[c]","36290","38460"
"Leaver Dept.","2023","Commercial","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Chancellor's other departments","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Chancellor's other departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Chancellor's other departments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Charity Commission","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Business, Energy and Industrial Strategy","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Digital, Culture, Media and Sport","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Digital, Culture, Media and Sport","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Education","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Education","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Education","Outside London","SEO/HEO","30","[c]","38860","40650"
"Leaver Dept.","2023","Commercial","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for International Trade","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Levelling Up, Housing and Communities","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Levelling Up, Housing and Communities","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Transport","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Transport","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Transport","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Transport","Outside London","SEO/HEO","10","[c]","33700","31660"
"Leaver Dept.","2023","Commercial","Department for Work and Pensions","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Work and Pensions","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department of Health and Social Care","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department of Health and Social Care","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HM Revenue and Customs","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HM Revenue and Customs","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HM Treasury","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence","Outside London","G6/G7","10","[c]","49210","43300"
"Leaver Dept.","2023","Commercial","Ministry of Defence","Outside London","SEO/HEO","30","[c]","39190","41200"
"Leaver Dept.","2023","Commercial","Ministry of Defence","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice","Outside London","SEO/HEO","10","[c]","34930","36050"
"Leaver Dept.","2023","Commercial","National Crime Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scottish Government","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scottish Government","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Export Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Attorney General's Departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Attorney General's Departments","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Attorney General's Departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office","London","G6/G7","20","[c]","60720","56430"
"Leaver Dept.","2023","Communications","Cabinet Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office","London","SEO/HEO","40","[c]","36990","35690"
"Leaver Dept.","2023","Communications","Cabinet Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","15","[c]","35900","33570"
"Leaver Dept.","2023","Communications","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Business, Energy and Industrial Strategy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Digital, Culture, Media and Sport","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Digital, Culture, Media and Sport","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education","London","SEO/HEO","15","[c]","42210","46600"
"Leaver Dept.","2023","Communications","Department for Education","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for International Trade","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for International Trade","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Transport","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Transport","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Work and Pensions","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Work and Pensions","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Work and Pensions","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Treasury","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Treasury","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Home Office","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Home Office","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","National Crime Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Gas and Electricity Markets","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Gas and Electricity Markets","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Rail and Road","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","The National Archives","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Export Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Statistics Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Water Services Regulation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Attorney General's Departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Attorney General's Departments","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Attorney General's Departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Cabinet Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Cabinet Office","London","G6/G7","[c]","[c]","[c]","[c]"
