"Status","Year","Disability","Function_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Finance","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","South East (England)","Female","540","505","36830","33990"
"In post","2023","Declared non-disabled","Finance","South East (England)","Male","315","305","39170","35650"
"In post","2023","Declared non-disabled","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","South West (England)","Female","565","530","40330","35400"
"In post","2023","Declared non-disabled","Finance","South West (England)","Male","460","455","45440","41800"
"In post","2023","Declared non-disabled","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Wales","Female","195","185","36190","31660"
"In post","2023","Declared non-disabled","Finance","Wales","Male","155","150","40310","38470"
"In post","2023","Declared non-disabled","Finance","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","West Midlands (England)","Female","260","250","39350","37300"
"In post","2023","Declared non-disabled","Finance","West Midlands (England)","Male","170","165","43380","38470"
"In post","2023","Declared non-disabled","Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Yorkshire and The Humber","Female","555","495","36990","34170"
"In post","2023","Declared non-disabled","Finance","Yorkshire and The Humber","Male","485","475","40620","38070"
"In post","2023","Declared non-disabled","Finance","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","East Midlands (England)","Female","30","30","26710","25920"
"In post","2023","Declared non-disabled","Grants Management","East Midlands (England)","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","East of England","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","East of England","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","London","Female","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","London","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","North East (England)","Female","145","130","26140","22150"
"In post","2023","Declared non-disabled","Grants Management","North East (England)","Male","125","120","24580","22150"
"In post","2023","Declared non-disabled","Grants Management","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","North West (England)","Female","360","315","25770","22150"
"In post","2023","Declared non-disabled","Grants Management","North West (England)","Male","175","170","25310","22150"
"In post","2023","Declared non-disabled","Grants Management","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","South East (England)","Female","50","45","25660","22150"
"In post","2023","Declared non-disabled","Grants Management","South East (England)","Male","35","35","31900","26850"
"In post","2023","Declared non-disabled","Grants Management","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","South West (England)","Female","90","80","26440","25920"
"In post","2023","Declared non-disabled","Grants Management","South West (England)","Male","65","65","27120","25920"
"In post","2023","Declared non-disabled","Grants Management","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","West Midlands (England)","Female","55","50","25360","25920"
"In post","2023","Declared non-disabled","Grants Management","West Midlands (England)","Male","40","40","27730","25920"
"In post","2023","Declared non-disabled","Grants Management","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Yorkshire and The Humber","Female","75","70","27900","25920"
"In post","2023","Declared non-disabled","Grants Management","Yorkshire and The Humber","Male","75","75","27230","25920"
"In post","2023","Declared non-disabled","Grants Management","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","East Midlands (England)","Female","305","285","39210","35000"
"In post","2023","Declared non-disabled","Human Resources","East Midlands (England)","Male","150","150","38570","35000"
"In post","2023","Declared non-disabled","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","East of England","Female","220","205","34460","32200"
"In post","2023","Declared non-disabled","Human Resources","East of England","Male","110","105","37410","34300"
"In post","2023","Declared non-disabled","Human Resources","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","London","Female","1315","1255","48830","43780"
"In post","2023","Declared non-disabled","Human Resources","London","Male","625","615","50330","45410"
"In post","2023","Declared non-disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","North East (England)","Female","375","345","33940","33020"
"In post","2023","Declared non-disabled","Human Resources","North East (England)","Male","195","190","35740","34080"
"In post","2023","Declared non-disabled","Human Resources","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","North West (England)","Female","675","635","39100","35000"
"In post","2023","Declared non-disabled","Human Resources","North West (England)","Male","360","355","38450","34700"
"In post","2023","Declared non-disabled","Human Resources","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Northern Ireland","Female","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Northern Ireland","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Overseas","Female","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Overseas","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Scotland","Female","335","315","35090","33020"
"In post","2023","Declared non-disabled","Human Resources","Scotland","Male","195","185","35850","34090"
"In post","2023","Declared non-disabled","Human Resources","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","South East (England)","Female","530","500","35760","33830"
"In post","2023","Declared non-disabled","Human Resources","South East (England)","Male","360","355","37900","34300"
"In post","2023","Declared non-disabled","Human Resources","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","South West (England)","Female","645","600","38360","34300"
"In post","2023","Declared non-disabled","Human Resources","South West (England)","Male","420","415","38450","34300"
"In post","2023","Declared non-disabled","Human Resources","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Wales","Female","445","415","36810","32570"
"In post","2023","Declared non-disabled","Human Resources","Wales","Male","200","195","36370","32560"
"In post","2023","Declared non-disabled","Human Resources","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","West Midlands (England)","Female","340","320","38130","33980"
"In post","2023","Declared non-disabled","Human Resources","West Midlands (England)","Male","295","285","36390","33910"
"In post","2023","Declared non-disabled","Human Resources","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Yorkshire and The Humber","Female","465","430","38980","35030"
"In post","2023","Declared non-disabled","Human Resources","Yorkshire and The Humber","Male","390","380","34920","29570"
"In post","2023","Declared non-disabled","Human Resources","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","East of England","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","East of England","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","London","Female","60","55","54040","51400"
"In post","2023","Declared non-disabled","Internal Audit","London","Male","70","70","53840","53200"
"In post","2023","Declared non-disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","North East (England)","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","North East (England)","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","North West (England)","Female","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","North West (England)","Male","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Northern Ireland","Female","[c]","[c]","[c]","[c]"
