"Status","Year","Disability","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","11520","9770","28410","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","5510","5145","28910","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","140","135","45710","41950"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","65","60","51670","41950"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Disclosure Scotland","Scottish Government","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Disclosure Scotland","Scottish Government","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Disclosure Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Female","475","380","24580","22500"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Male","210","195","27560","22500"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Female","160","145","29890","27450"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Male","280","255","30440","27490"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education Scotland","Scottish Government","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Education Scotland","Scottish Government","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Education Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","Department for Education","Female","40","40","40300","37980"
"In post","2023","Declared disabled","Education and Skills Funding Agency","Department for Education","Male","30","30","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Estyn","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Female","30","30","40890","32750"
"In post","2023","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Male","50","50","38210","33500"
"In post","2023","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Food Standards Agency","Female","75","70","41020","38670"
"In post","2023","Declared disabled","Food Standards Agency","Food Standards Agency","Male","70","70","38590","35180"
"In post","2023","Declared disabled","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Scotland","Scottish Government","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Scotland","Scottish Government","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","280","275","46220","40600"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","265","260","48970","43310"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Forestry and Land Scotland","Scottish Government","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Forestry and Land Scotland","Scottish Government","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Forestry and Land Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","Chancellor's other departments","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","Chancellor's other departments","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Commercial Organisation","Cabinet Office","Female","75","75","69970","66270"
"In post","2023","Declared disabled","Government Commercial Organisation","Cabinet Office","Male","90","90","75850","69690"
"In post","2023","Declared disabled","Government Commercial Organisation","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Internal Audit Agency","HM Treasury","Female","35","35","43900","40270"
"In post","2023","Declared disabled","Government Internal Audit Agency","HM Treasury","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Legal Department","Attorney General's Departments","Female","130","120","54680","53500"
"In post","2023","Declared disabled","Government Legal Department","Attorney General's Departments","Male","85","85","53160","52790"
"In post","2023","Declared disabled","Government Legal Department","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","Cabinet Office","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","Cabinet Office","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Female","1760","1540","26670","21780"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Male","690","660","26660","21780"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","HM Land Registry","Female","445","390","30580","28080"
"In post","2023","Declared disabled","HM Land Registry","HM Land Registry","Male","245","225","31970","28080"
"In post","2023","Declared disabled","HM Land Registry","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Female","5255","4890","31520","29050"
"In post","2023","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Male","3315","3120","33430","32410"
"In post","2023","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","3655","3230","34560","31980"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","2725","2570","35700","34400"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","Female","130","125","44320","39050"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","Male","80","80","49090","52270"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Department for Work and Pensions","Female","215","195","38820","35540"
"In post","2023","Declared disabled","Health and Safety Executive","Department for Work and Pensions","Male","145","140","43640","42940"
"In post","2023","Declared disabled","Health and Safety Executive","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Home Office","Home Office","Female","1765","1605","33610","29890"
"In post","2023","Declared disabled","Home Office","Home Office","Male","1460","1385","34380","29750"
"In post","2023","Declared disabled","Home Office","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","Female","20","15","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","45","40","37150","31330"
"In post","2023","Declared disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","50","45","41830","42820"
"In post","2023","Declared disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","Ministry of Justice","Female","120","105","27590","25830"
"In post","2023","Declared disabled","Legal Aid Agency","Ministry of Justice","Male","60","55","30420","25830"
"In post","2023","Declared disabled","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","Department for Transport","Female","20","15","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","Department for Transport","Male","40","40","32860","27450"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","30","30","46200","37820"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","Female","115","105","35890","37420"
"In post","2023","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","Male","125","120","35480","33930"
"In post","2023","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","1750","1665","33370","28220"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","1740","1695","34770","33470"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","530","515","41200","37680"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","310","300","44740","41510"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","National Crime Agency","Female","140","135","39730","38640"
"In post","2023","Declared disabled","National Crime Agency","National Crime Agency","Male","140","135","42260","40280"
"In post","2023","Declared disabled","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Infrastructure Commission","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Infrastructure Commission","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Infrastructure Commission","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Records of Scotland","Scottish Government","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","National Records of Scotland","Scottish Government","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","National Records of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","Chancellor's other departments","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Northern Ireland Office","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Budget Responsibility","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Budget Responsibility","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Budget Responsibility","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","120","115","47430","50020"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","50","50","49270","39790"
"In post","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","65","60","40200","35000"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","65","65","38350","33400"
"In post","2023","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","30","30","41090","37900"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","Office of Rail and Road","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","Office of Rail and Road","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office of Rail and Road","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Public Guardian","Ministry of Justice","Female","150","135","26200","25830"
"In post","2023","Declared disabled","Office of the Public Guardian","Ministry of Justice","Male","90","85","25230","21780"
"In post","2023","Declared disabled","Office of the Public Guardian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Female","30","25","37580","30940"
"In post","2023","Declared disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Male","25","25","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Registers of Scotland","Scottish Government","Female","70","65","34290","32510"
"In post","2023","Declared disabled","Registers of Scotland","Scottish Government","Male","60","55","35220","32510"
"In post","2023","Declared disabled","Registers of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","Scottish Government","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","Scottish Government","Male","5","5","[c]","[c]"
"In post","2023","Declared disabled","Revenue Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","280","250","26320","22150"
"In post","2023","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","155","150","26080","22150"
"In post","2023","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","Female","60","60","30730","28540"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","Male","35","30","27660","25060"
"In post","2023","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Fiscal Commission","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Fiscal Commission","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Fiscal Commission","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","Scottish Government","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","Scottish Government","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Scottish Forestry","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
