"Status","Year","Disability","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Commercial","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Croydon","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Devon CC","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Glasgow City","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Greater Manchester South West","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Leeds","45","45","40010","34870"
"In post","2023","Declared disabled","Commercial","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Liverpool","25","25","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Manchester","25","25","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Milton Keynes","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Monmouthshire and Newport","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Nottingham","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Peterborough","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Sheffield","35","35","40190","38470"
"In post","2023","Declared disabled","Commercial","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Somerset CC","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South Lanarkshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Staffordshire CC","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Swansea","25","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tower Hamlets","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tyneside","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Warrington","10","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Surrey","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Westminster","145","140","57310","55320"
"In post","2023","Declared disabled","Commercial","Wiltshire","30","30","49230","42160"
"In post","2023","Declared disabled","Commercial","Wirral","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","York","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bristol, City of","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cardiff and Vale of Glamorgan","15","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Central Hampshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Coventry","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Devon CC","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Dorset","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Leeds","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Manchester","15","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Nottingham","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Sheffield","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South Hampshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Swansea","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Tower Hamlets","15","15","[c]","[c]"
"In post","2023","Declared disabled","Communications","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Westminster","110","105","47080","44360"
"In post","2023","Declared disabled","Communications","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","York","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Corporate Finance","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Angus and Dundee City","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Barking & Dagenham and Havering","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Barnet","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Barnsley, Doncaster and Rotherham","20","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Bedford","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Belfast","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Berkshire","15","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Bexley and Greenwich","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Birmingham","45","40","29760","28120"
"In post","2023","Declared disabled","Counter Fraud","Blackburn with Darwen","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Blackpool","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Bournemouth, Christchurch and Poole","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Brent","[c]","[c]","[c]","[c]"
