"Status","Year","Profession_of_post","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","East Anglia","Peterborough","Male","20","20","[c]","[c]"
"In post","2023","Commercial","East Anglia","Suffolk CC","Female","20","15","[c]","[c]"
"In post","2023","Commercial","East Anglia","Suffolk CC","Male","10","10","[c]","[c]"
"In post","2023","Commercial","East Wales","Cardiff and Vale of Glamorgan","Female","35","30","41780","38460"
"In post","2023","Commercial","East Wales","Cardiff and Vale of Glamorgan","Male","25","25","[c]","[c]"
"In post","2023","Commercial","East Wales","Flintshire and Wrexham","Female","10","10","[c]","[c]"
"In post","2023","Commercial","East Wales","Flintshire and Wrexham","Male","15","15","[c]","[c]"
"In post","2023","Commercial","East Wales","Monmouthshire and Newport","Female","55","55","38800","32730"
"In post","2023","Commercial","East Wales","Monmouthshire and Newport","Male","60","60","40270","37760"
"In post","2023","Commercial","East Wales","Powys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","Powys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Female","5","5","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","City of Edinburgh","Female","30","30","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","City of Edinburgh","Male","30","30","45190","43130"
"In post","2023","Commercial","Eastern Scotland","Clackmannanshire and Fife","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Clackmannanshire and Fife","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Perth and Kinross, and Stirling","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Perth and Kinross, and Stirling","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","West Lothian","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","West Lothian","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Essex","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","West Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","West Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","650","610","41250","41800"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","600","590","45420","42620"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Female","55","50","47410","38970"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Male","40","40","49260","40930"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Female","135","125","40380","35800"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Male","110","110","46730","40580"
"In post","2023","Commercial","Greater Manchester","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Greater Manchester North West","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Greater Manchester South East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Greater Manchester South West","Female","70","65","45870","42140"
"In post","2023","Commercial","Greater Manchester","Greater Manchester South West","Male","70","65","50020","44930"
"In post","2023","Commercial","Greater Manchester","Manchester","Female","125","120","49210","39090"
"In post","2023","Commercial","Greater Manchester","Manchester","Male","100","100","51940","43120"
"In post","2023","Commercial","Hampshire and Isle of Wight","Central Hampshire","Female","115","110","40600","36920"
"In post","2023","Commercial","Hampshire and Isle of Wight","Central Hampshire","Male","80","75","46290","40240"
"In post","2023","Commercial","Hampshire and Isle of Wight","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","Portsmouth","Female","40","35","40470","35800"
"In post","2023","Commercial","Hampshire and Isle of Wight","Portsmouth","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","South Hampshire","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","South Hampshire","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","Southampton","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","Southampton","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Hackney and Newham","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Hackney and Newham","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Lambeth","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","Tower Hamlets","Female","75","75","47120","43650"
"In post","2023","Commercial","Inner London - East","Tower Hamlets","Male","85","85","57770","47230"
"In post","2023","Commercial","Inner London - West","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - West","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - West","Wandsworth","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - West","Wandsworth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - West","Westminster","Female","625","610","57210","55740"
"In post","2023","Commercial","Inner London - West","Westminster","Male","665","660","65730","58460"
"In post","2023","Commercial","Kent","East Kent","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Kent","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancashire","Blackpool","Female","110","110","42450","38470"
"In post","2023","Commercial","Lancashire","Blackpool","Male","55","55","44180","38470"
"In post","2023","Commercial","Lancashire","Chorley and West Lancashire","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Lancashire","Chorley and West Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancashire","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancashire","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancashire","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancashire","Mid Lancashire","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","Leicester","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","Lincolnshire CC","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","Lincolnshire CC","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Merseyside","East Merseyside","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Merseyside","East Merseyside","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Merseyside","Liverpool","Female","150","150","42230","40090"
"In post","2023","Commercial","Merseyside","Liverpool","Male","90","90","43430","40450"
"In post","2023","Commercial","Merseyside","Sefton","Female","10","5","[c]","[c]"
"In post","2023","Commercial","Merseyside","Sefton","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Merseyside","Wirral","Female","25","20","[c]","[c]"
"In post","2023","Commercial","Merseyside","Wirral","Male","10","10","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","North Yorkshire CC","Female","15","15","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","North Yorkshire CC","Male","10","5","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","York","Female","45","45","46330","51290"
"In post","2023","Commercial","North Yorkshire","York","Male","30","30","47150","38940"
"In post","2023","Commercial","Northern Ireland","Lisburn and Castlereagh","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","Mid and East Antrim","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","Mid and East Antrim","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","Sunderland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","Tyneside","Female","50","50","42310","37700"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","Tyneside","Male","50","50","46380","39580"
"In post","2023","Commercial","Outer London - East and North East","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","Barking & Dagenham and Havering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","Bexley and Greenwich","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","Enfield","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","Enfield","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - East and North East","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - South","Croydon","Female","90","85","48110","43210"
"In post","2023","Commercial","Outer London - South","Croydon","Male","55","55","49880","45930"
"In post","2023","Commercial","Outer London - South","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - South","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","Barnet","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","Barnet","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","Brent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","Brent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","Hounslow and Richmond upon Thames","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Outer London - West and North West","Hounslow and Richmond upon Thames","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Overseas","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Overseas","Overseas","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Shropshire and Staffordshire","Shropshire","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Shropshire and Staffordshire","Shropshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Shropshire and Staffordshire","Staffordshire CC","Female","65","65","37230","33910"
"In post","2023","Commercial","Shropshire and Staffordshire","Staffordshire CC","Male","70","70","34900","31270"
"In post","2023","Commercial","Shropshire and Staffordshire","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Shropshire and Staffordshire","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Shropshire and Staffordshire","Telford and Wrekin","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Shropshire and Staffordshire","Telford and Wrekin","Male","15","15","[c]","[c]"
"In post","2023","Commercial","South Yorkshire","Barnsley, Doncaster and Rotherham","Female","10","10","[c]","[c]"
"In post","2023","Commercial","South Yorkshire","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","South Yorkshire","Sheffield","Female","150","140","41670","38470"
"In post","2023","Commercial","South Yorkshire","Sheffield","Male","120","120","43470","38470"
"In post","2023","Commercial","Southern Scotland","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Southern Scotland","South Lanarkshire","Female","40","40","50990","46000"
"In post","2023","Commercial","Southern Scotland","South Lanarkshire","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","East Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","East Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","West Surrey","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","West Surrey","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Surrey, East and West Sussex","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","Darlington","Female","30","30","45590","39090"
"In post","2023","Commercial","Tees Valley and Durham","Darlington","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","Durham","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","Durham","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","5","5","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","10","5","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","Glasgow City","Female","95","95","39330","34170"
"In post","2023","Commercial","West Central Scotland","Glasgow City","Male","95","90","43980","38470"
"In post","2023","Commercial","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Central Scotland","North Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands","Birmingham","Female","65","60","49780","39860"
"In post","2023","Commercial","West Midlands","Birmingham","Male","55","55","54540","43220"
"In post","2023","Commercial","West Midlands","Coventry","Female","25","25","[c]","[c]"
"In post","2023","Commercial","West Midlands","Coventry","Male","20","20","[c]","[c]"
"In post","2023","Commercial","West Midlands","Sandwell","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands","Sandwell","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands","Solihull","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","West Midlands","Solihull","Male","10","10","[c]","[c]"
"In post","2023","Commercial","West Midlands","Walsall","Female","[c]","[c]","[c]","[c]"
