"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Westminster","15","15","47790","42850"
"In post","2023","Analysis","Department for Education","Digital, Data and Technology","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Digital, Data and Technology","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Digital, Data and Technology","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Digital, Data and Technology","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Economics","Bristol, City of","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education","Economics","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Economics","Manchester","10","10","34750","33950"
"In post","2023","Analysis","Department for Education","Economics","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Economics","Sheffield","10","5","[c]","[c]"
"In post","2023","Analysis","Department for Education","Economics","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Economics","Westminster","55","55","54930","55020"
"In post","2023","Analysis","Department for Education","Finance","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Delivery","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Research","Bristol, City of","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Research","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Research","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Research","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Research","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Research","Manchester","10","10","39500","33950"
"In post","2023","Analysis","Department for Education","Operational Research","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Research","Sheffield","30","25","46050","43690"
"In post","2023","Analysis","Department for Education","Operational Research","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Operational Research","Westminster","40","35","52280","47410"
"In post","2023","Analysis","Department for Education","Policy","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Science and Engineering","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Science and Engineering","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Social Research","Bristol, City of","15","15","42870","43250"
"In post","2023","Analysis","Department for Education","Social Research","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Social Research","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Social Research","Darlington","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education","Social Research","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Social Research","Manchester","15","15","39690","43250"
"In post","2023","Analysis","Department for Education","Social Research","Nottingham","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education","Social Research","Sheffield","35","30","46840","43860"
"In post","2023","Analysis","Department for Education","Social Research","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Social Research","Westminster","50","45","49350","47410"
"In post","2023","Analysis","Department for Education","Statistics","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Statistics","Bristol, City of","20","20","45620","43250"
"In post","2023","Analysis","Department for Education","Statistics","Coventry","20","20","40930","37900"
"In post","2023","Analysis","Department for Education","Statistics","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Statistics","Darlington","35","35","43600","43490"
"In post","2023","Analysis","Department for Education","Statistics","Leeds","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education","Statistics","Manchester","30","30","41990","43250"
"In post","2023","Analysis","Department for Education","Statistics","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Statistics","Sheffield","70","70","44030","43250"
"In post","2023","Analysis","Department for Education","Statistics","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Statistics","Westminster","75","70","48080","46600"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Finance","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Human Resources","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","East Cumbria","10","10","33400","33810"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Tyneside","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","West Cumbria","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","York","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Other","Dorset","10","10","35540","26190"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Other","Suffolk CC","35","35","38450","37300"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Project Delivery","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Dorset","125","120","34760","30350"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","North Yorkshire CC","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Suffolk CC","305","295","36320","31690"
"In post","2023","Analysis","Department for International Trade","Economics","Darlington","5","5","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Economics","Westminster","130","130","50130","55370"
"In post","2023","Analysis","Department for International Trade","International Trade","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Operational Research","Westminster","5","5","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Other","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Other","Westminster","15","15","42050","35200"
"In post","2023","Analysis","Department for International Trade","Policy","Westminster","10","10","51940","47270"
"In post","2023","Analysis","Department for International Trade","Social Research","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Social Research","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Social Research","Westminster","30","25","48800","49000"
"In post","2023","Analysis","Department for International Trade","Statistics","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Statistics","Westminster","55","55","48450","47550"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Bristol, City of","15","15","45510","41560"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Economics","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Economics","Westminster","55","55","50220","54630"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Economics","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Finance","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Operational Research","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Westminster","25","25","53860","56370"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Statistics","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Darlington","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Westminster","125","125","48240","44180"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Wolverhampton","15","15","36730","31040"
"In post","2023","Analysis","Department for Transport","Digital, Data and Technology","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Economics","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Economics","Leeds","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Economics","Westminster","160","155","51860","55740"
"In post","2023","Analysis","Department for Transport","Economics","York","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Birmingham","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Bristol, City of","10","10","34790","32950"
"In post","2023","Analysis","Department for Transport","Operational Research","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Leeds","10","10","26200","22500"
"In post","2023","Analysis","Department for Transport","Operational Research","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Operational Research","Westminster","15","10","51180","55740"
"In post","2023","Analysis","Department for Transport","Operational Research","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Other","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Other","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Other","Westminster","30","30","53930","55740"
"In post","2023","Analysis","Department for Transport","Science and Engineering","Westminster","[c]","[c]","[c]","[c]"
