"Status","Year","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","The National Archives","EO","10","[c]","25200","24990"
"Leaver CS","2023","The National Archives","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","HEO","25","[c]","31390","29990"
"Leaver CS","2023","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SEO","20","[c]","41450","42000"
"Leaver CS","2023","Transport Scotland","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","EO","10","[c]","31790","32300"
"Leaver CS","2023","UK Export Finance","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","G7","15","[c]","57520","57120"
"Leaver CS","2023","UK Export Finance","HEO","10","[c]","34360","34000"
"Leaver CS","2023","UK Export Finance","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SEO","25","[c]","43180","42000"
"Leaver CS","2023","UK Health Security Agency","AA","55","[c]","20810","20100"
"Leaver CS","2023","UK Health Security Agency","AO","180","[c]","21550","20880"
"Leaver CS","2023","UK Health Security Agency","EO","280","[c]","26040","26470"
"Leaver CS","2023","UK Health Security Agency","G6","140","[c]","66270","66230"
"Leaver CS","2023","UK Health Security Agency","G7","255","[c]","52790","52610"
"Leaver CS","2023","UK Health Security Agency","HEO","470","[c]","32160","32330"
"Leaver CS","2023","UK Health Security Agency","SCS level","110","[c]","100020","95070"
"Leaver CS","2023","UK Health Security Agency","SEO","425","[c]","40070","40610"
"Leaver CS","2023","UK Hydrographic Office","AO","25","[c]","21450","21690"
"Leaver CS","2023","UK Hydrographic Office","EO","20","[c]","28200","27610"
"Leaver CS","2023","UK Hydrographic Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","HEO","20","[c]","34400","34370"
"Leaver CS","2023","UK Hydrographic Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","SEO","15","[c]","44300","43890"
"Leaver CS","2023","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","AA","75","[c]","20480","20150"
"Leaver CS","2023","UK Statistics Authority","AO","290","[c]","20760","21200"
"Leaver CS","2023","UK Statistics Authority","EO","60","[c]","25290","24840"
"Leaver CS","2023","UK Statistics Authority","G6","25","[c]","63290","61920"
"Leaver CS","2023","UK Statistics Authority","G7","55","[c]","53220","52490"
"Leaver CS","2023","UK Statistics Authority","HEO","100","[c]","31750","31440"
"Leaver CS","2023","UK Statistics Authority","SCS level","10","[c]","82780","77250"
"Leaver CS","2023","UK Statistics Authority","SEO","80","[c]","38390","37760"
"Leaver CS","2023","UK Supreme Court","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","AO","80","[c]","22600","22520"
"Leaver CS","2023","Valuation Office Agency","EO","60","[c]","27610","27000"
"Leaver CS","2023","Valuation Office Agency","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","G7","15","[c]","58140","58170"
"Leaver CS","2023","Valuation Office Agency","HEO","30","[c]","34730","34000"
"Leaver CS","2023","Valuation Office Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","SEO","65","[c]","46660","46800"
"Leaver CS","2023","Vehicle Certification Agency","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","HEO","15","[c]","42370","42000"
"Leaver CS","2023","Water Services Regulation Authority","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","AO","45","[c]","23380","24630"
"Leaver CS","2023","Welsh Government (excl. agencies)","EO","40","[c]","28240","29430"
"Leaver CS","2023","Welsh Government (excl. agencies)","G6","10","[c]","74770","75480"
"Leaver CS","2023","Welsh Government (excl. agencies)","G7","25","[c]","60070","61440"
"Leaver CS","2023","Welsh Government (excl. agencies)","HEO","35","[c]","36250","38160"
"Leaver CS","2023","Welsh Government (excl. agencies)","SCS level","10","[c]","99490","92110"
"Leaver CS","2023","Welsh Government (excl. agencies)","SEO","40","[c]","46300","47470"
"Leaver CS","2023","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","EO","20","[c]","24810","24970"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","AO","25","[c]","22090","22150"
"Leaver Dept.","2023","Animal and Plant Health Agency","EO","15","[c]","26530","25920"
"Leaver Dept.","2023","Animal and Plant Health Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","HEO","15","[c]","35020","34790"
"Leaver Dept.","2023","Building Digital UK","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","AO","50","[c]","22300","21720"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","EO","175","[c]","26900","27500"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G6","110","[c]","66480","66530"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","G7","265","[c]","55370","55590"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","HEO","270","[c]","34700","34550"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SCS level","75","[c]","83650","77390"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","SEO","165","[c]","40990","40600"
"Leaver Dept.","2023","Central Civil Service Fast Stream","HEO","520","[c]","31790","32000"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","HEO","15","[c]","29200","29250"
"Leaver Dept.","2023","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","EO","10","[c]","26350","25610"
"Leaver Dept.","2023","Companies House","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","SEO","10","[c]","43020","42990"
"Leaver Dept.","2023","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","HEO","10","[c]","35240","34590"
"Leaver Dept.","2023","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","SEO","15","[c]","40280","39500"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","AO","30","[c]","24100","24480"
"Leaver Dept.","2023","Crown Prosecution Service","EO","35","[c]","27790","28200"
"Leaver Dept.","2023","Crown Prosecution Service","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","G7","30","[c]","54480","54100"
"Leaver Dept.","2023","Crown Prosecution Service","HEO","20","[c]","32080","32420"
"Leaver Dept.","2023","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","SEO","15","[c]","40840","40800"
"Leaver Dept.","2023","Defence Electronics and Components Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","HEO","20","[c]","32610","32330"
"Leaver Dept.","2023","Defence Equipment and Support","SEO","20","[c]","40610","40430"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","G7","25","[c]","50430","49260"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","HEO","15","[c]","30600","30650"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","SEO","15","[c]","40010","39890"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","35","[c]","27190","27680"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","35","[c]","66900","64700"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","140","[c]","53840","53390"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","140","[c]","32920","33570"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","20","[c]","85260","75550"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","120","[c]","40160","40050"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","20","[c]","27210","27780"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6","20","[c]","63340","61920"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G7","60","[c]","53940","53030"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","HEO","110","[c]","36120","35620"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","10","[c]","87400","76700"
"Leaver Dept.","2023","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","EO","50","[c]","27600","26940"
"Leaver Dept.","2023","Department for Education (excl. agencies)","G6","25","[c]","66800","65780"
"Leaver Dept.","2023","Department for Education (excl. agencies)","G7","90","[c]","54340","53920"
"Leaver Dept.","2023","Department for Education (excl. agencies)","HEO","110","[c]","32840","32970"
"Leaver Dept.","2023","Department for Education (excl. agencies)","SCS level","20","[c]","92470","77550"
"Leaver Dept.","2023","Department for Education (excl. agencies)","SEO","150","[c]","40900","41440"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","80","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","170","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","105","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","EO","25","[c]","26160","26250"
"Leaver Dept.","2023","Department for International Trade","G6","20","[c]","64820","64500"
"Leaver Dept.","2023","Department for International Trade","G7","45","[c]","53730","52780"
"Leaver Dept.","2023","Department for International Trade","HEO","65","[c]","32640","32120"
"Leaver Dept.","2023","Department for International Trade","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","SEO","55","[c]","39640","38940"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","60","[c]","27930","27850"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","30","[c]","64510","64470"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","100","[c]","54220","54630"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","155","[c]","33170","33210"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","15","[c]","87680","76060"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","75","[c]","40280","39600"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","EO","25","[c]","30590","30920"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","G6","15","[c]","68440","67420"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","G7","45","[c]","55280","54880"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","HEO","80","[c]","34780","35400"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","SEO","50","[c]","42230","42890"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","AO","565","[c]","21730","21690"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","EO","1555","[c]","28750","28120"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","G6","30","[c]","69830","68080"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","G7","85","[c]","53670","53190"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","HEO","305","[c]","34740","34170"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","SCS level","15","[c]","94880","81410"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","SEO","135","[c]","39110","38470"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","EO","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","G6","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","G7","90","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","HEO","110","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","SEO","85","[c]","[c]","[c]"
"Leaver Dept.","2023","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Disclosure Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","AA","10","[c]","18870","19000"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","AO","65","[c]","22350","22500"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","EO","45","[c]","26810","26960"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","HEO","55","[c]","31750","31660"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","SEO","25","[c]","40740","40180"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","AO","35","[c]","22660","22500"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","EO","40","[c]","27800","26960"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","HEO","25","[c]","32420","31940"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","SEO","15","[c]","42220","40570"
"Leaver Dept.","2023","Education Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","G7","10","[c]","53230","52030"
"Leaver Dept.","2023","Education and Skills Funding Agency","HEO","15","[c]","31710","30710"
"Leaver Dept.","2023","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Education and Skills Funding Agency","SEO","20","[c]","38330","37590"
"Leaver Dept.","2023","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","FCDO Services","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","EO","10","[c]","28460","28090"
"Leaver Dept.","2023","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","HEO","20","[c]","32350","32350"
"Leaver Dept.","2023","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SEO","20","[c]","40010","40960"
"Leaver Dept.","2023","Food Standards Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","G7","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Forestry and Land Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Actuary's Department","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Actuary's Department","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Actuary's Department","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Commercial Organisation","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Commercial Organisation","G7","15","[c]","57970","56120"
"Leaver Dept.","2023","Government Commercial Organisation","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Internal Audit Agency","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Legal Department","EO","25","[c]","27580","27760"
"Leaver Dept.","2023","Government Legal Department","G6","25","[c]","66910","65660"
"Leaver Dept.","2023","Government Legal Department","G7","30","[c]","52020","51940"
"Leaver Dept.","2023","Government Legal Department","HEO","15","[c]","33780","31640"
"Leaver Dept.","2023","Government Legal Department","SCS level","10","[c]","85530","79220"
"Leaver Dept.","2023","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Government Property Agency","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Courts and Tribunals Service","AA","30","[c]","20290","19930"
"Leaver Dept.","2023","HM Courts and Tribunals Service","AO","280","[c]","22340","21780"
"Leaver Dept.","2023","HM Courts and Tribunals Service","EO","75","[c]","27290","25830"
