"Status","Year","Organisation","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Midlands (England)","Outside London","95","90","30200","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","East of England","Outside London","40","35","34840","34970"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","London","90","85","40820","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","North East (England)","Outside London","125","115","30720","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Outside London","140","125","32070","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Scotland","Outside London","85","75","31920","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","Outside London","25","20","35510","35190"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","Outside London","40","40","33590","32150"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","Outside London","80","70","30990","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","Outside London","65","60","32660","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Yorkshire and The Humber","Outside London","60","55","33250","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","Outside London","10","10","33330","30960"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Outside London","50","45","31540","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","East of England","Outside London","120","115","31760","30320"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","London","London","80","75","35700","32720"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North East (England)","Outside London","35","30","32120","27560"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","North West (England)","Outside London","285","275","27270","24920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Scotland","Outside London","105","100","27780","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South East (England)","Outside London","290","280","32180","29150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","South West (England)","Outside London","370","350","26660","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Wales","Outside London","280","260","27370","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Outside London","235","215","27560","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","Outside London","270","260","28460","25920"
"In post","2023","Animal and Plant Health Agency","Other","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","South East (England)","Outside London","15","15","37140","40260"
"In post","2023","Animal and Plant Health Agency","Other","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","Outside London","25","20","35640","34480"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","Outside London","20","15","30210","30320"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","North East (England)","Outside London","15","15","29730","25920"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","North West (England)","Outside London","20","20","27900","25920"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","South East (England)","Outside London","455","435","33670","29190"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","South West (England)","Outside London","15","15","32560","30320"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Wales","Outside London","15","15","26850","22500"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","Outside London","15","15","29280","30320"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","Outside London","10","10","35830","32570"
"In post","2023","Animal and Plant Health Agency","Unknown","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Unknown","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","Outside London","15","15","49680","49400"
"In post","2023","Animal and Plant Health Agency","Veterinarian","East of England","Outside London","15","15","42400","38880"
"In post","2023","Animal and Plant Health Agency","Veterinarian","London","London","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Veterinarian","North West (England)","Outside London","20","15","45410","44750"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Scotland","Outside London","40","35","42770","37980"
"In post","2023","Animal and Plant Health Agency","Veterinarian","South East (England)","Outside London","30","30","47340","41960"
"In post","2023","Animal and Plant Health Agency","Veterinarian","South West (England)","Outside London","90","85","40360","37980"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Wales","Outside London","40","35","44890","39290"
"In post","2023","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","Outside London","30","30","46090","46720"
"In post","2023","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","Outside London","25","25","38750","37710"
"In post","2023","Attorney General's Office","Communications","London","London","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","Corporate Finance","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Digital, Data and Technology","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Legal","London","London","20","20","57760","61980"
"In post","2023","Attorney General's Office","Operational Delivery","London","London","5","5","[c]","[c]"
"In post","2023","Attorney General's Office","Other","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","Policy","London","London","10","10","51560","51620"
"In post","2023","Building Digital UK","Counter Fraud","London","London","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Counter Fraud","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Digital, Data and Technology","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","London","London","10","10","53890","58030"
"In post","2023","Building Digital UK","Finance","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Finance","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","London","London","10","5","[c]","[c]"
"In post","2023","Building Digital UK","Human Resources","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","London","London","15","15","46800","39040"
"In post","2023","Building Digital UK","Operational Research","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Operational Research","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Other","London","London","25","25","43280","37540"
"In post","2023","Building Digital UK","Other","North West (England)","Outside London","20","20","39030","35000"
"In post","2023","Building Digital UK","Other","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Other","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","London","London","75","75","51220","53030"
"In post","2023","Building Digital UK","Project Delivery","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","North West (England)","Outside London","30","30","44350","48010"
"In post","2023","Building Digital UK","Project Delivery","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Project Delivery","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","London","London","95","90","63830","56430"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Scotland","Outside London","10","10","41660","38050"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","Yorkshire and The Humber","Outside London","25","25","44790","51290"
"In post","2023","Cabinet Office (excl. agencies)","Communications","London","London","135","135","52470","56430"
"In post","2023","Cabinet Office (excl. agencies)","Communications","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","London","London","15","15","60470","56430"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","East of England","Outside London","10","10","47560","38460"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","London","705","695","54880","56430"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","North East (England)","Outside London","30","30","38240","33500"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","North West (England)","Outside London","105","105","47680","51290"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Scotland","Outside London","35","35","44230","38460"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","South East (England)","Outside London","10","10","44960","38230"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","South West (England)","Outside London","65","60","52760","51290"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Wales","Outside London","15","15","46070","51290"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Yorkshire and The Humber","Outside London","45","45","43370","38050"
"In post","2023","Cabinet Office (excl. agencies)","Economics","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","London","London","25","25","58730","56430"
"In post","2023","Cabinet Office (excl. agencies)","Economics","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","London","London","80","80","60610","44770"
"In post","2023","Cabinet Office (excl. agencies)","Finance","North East (England)","Outside London","10","10","33190","28940"
"In post","2023","Cabinet Office (excl. agencies)","Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","London","London","355","340","50560","44770"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","North East (England)","Outside London","230","210","25720","21720"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","North West (England)","Outside London","75","75","42020","38460"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Scotland","Outside London","55","55","43030","38460"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","South East (England)","Outside London","15","10","40530","35650"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","South West (England)","Outside London","10","10","44730","39580"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Unknown","Unknown","15","15","48980","45870"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","West Midlands (England)","Outside London","15","15","60720","51290"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","Yorkshire and The Humber","Outside London","110","105","42870","39580"
"In post","2023","Cabinet Office (excl. agencies)","Intelligence Analysis","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","London","45","45","41370","36170"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","London","London","60","60","83460","81600"
"In post","2023","Cabinet Office (excl. agencies)","Legal","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","East of England","Outside London","20","15","51730","51290"
"In post","2023","Cabinet Office (excl. agencies)","Policy","London","London","285","280","51980","56430"
"In post","2023","Cabinet Office (excl. agencies)","Policy","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","North West (England)","Outside London","10","10","43030","38460"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Scotland","Outside London","20","20","43750","40510"
"In post","2023","Cabinet Office (excl. agencies)","Policy","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Unknown","Unknown","10","10","45740","49700"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Yorkshire and The Humber","Outside London","20","20","44960","40660"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","London","London","50","50","64140","59060"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","London","London","10","10","62310","62820"
"In post","2023","Cabinet Office (excl. agencies)","Property","North East (England)","Outside London","[c]","[c]","[c]","[c]"
