"Status","Year","Disability","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Undeclared","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scotland","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scotland","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scotland","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scotland","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scotland","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scotland","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scotland","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scotland","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scotland","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scotland","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","South West (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","West Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Yorkshire and The Humber","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East of England","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East of England","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East of England","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East of England","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East of England","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East of England","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East of England","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East of England","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East of England","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East of England","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East of England","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East of England","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East of England","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East of England","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East of England","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East of England","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","AO","Female","50","[c]","26070","25600"
"Leaver Dept.","2023","Unknown","London","AO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","EO","Female","175","[c]","29460","29530"
"Leaver Dept.","2023","Unknown","London","EO","Male","100","[c]","29900","29820"
"Leaver Dept.","2023","Unknown","London","G6","Female","75","[c]","67050","66040"
"Leaver Dept.","2023","Unknown","London","G6","Male","70","[c]","67750","67440"
"Leaver Dept.","2023","Unknown","London","G7","Female","190","[c]","55820","55070"
"Leaver Dept.","2023","Unknown","London","G7","Male","205","[c]","56440","55720"
"Leaver Dept.","2023","Unknown","London","HEO","Female","530","[c]","33380","32960"
"Leaver Dept.","2023","Unknown","London","HEO","Male","415","[c]","33560","33250"
"Leaver Dept.","2023","Unknown","London","SCS level","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","SCS level","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","SEO","Female","195","[c]","42570","41950"
"Leaver Dept.","2023","Unknown","London","SEO","Male","145","[c]","42610","42040"
"Leaver Dept.","2023","Unknown","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","North East (England)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","North East (England)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","North East (England)","AO","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","North East (England)","AO","Male","35","[c]","[c]","[c]"
