"Status","Year","Disability","Ethnicity","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","Asian","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Scotland","Heterosexual / straight","95","[c]","29190","23890"
"New entrant CS","2023","Declared non-disabled","Asian","Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","South East (England)","Heterosexual / straight","135","[c]","28410","25830"
"New entrant CS","2023","Declared non-disabled","Asian","South East (England)","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","South East (England)","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","South West (England)","Heterosexual / straight","75","[c]","28610","26000"
"New entrant CS","2023","Declared non-disabled","Asian","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Wales","Heterosexual / straight","75","[c]","28110","22520"
"New entrant CS","2023","Declared non-disabled","Asian","Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Wales","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","West Midlands (England)","Heterosexual / straight","445","[c]","26880","22520"
"New entrant CS","2023","Declared non-disabled","Asian","West Midlands (England)","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","West Midlands (England)","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","West Midlands (England)","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Yorkshire and The Humber","Heterosexual / straight","295","[c]","27120","22520"
"New entrant CS","2023","Declared non-disabled","Asian","Yorkshire and The Humber","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Yorkshire and The Humber","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","Yorkshire and The Humber","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","East Midlands (England)","Heterosexual / straight","80","[c]","25970","23230"
"New entrant CS","2023","Declared non-disabled","Black","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","East Midlands (England)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","East of England","Heterosexual / straight","60","[c]","28380","26900"
"New entrant CS","2023","Declared non-disabled","Black","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","London","Heterosexual / straight","420","[c]","34690","32110"
"New entrant CS","2023","Declared non-disabled","Black","London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","North East (England)","Heterosexual / straight","40","[c]","32350","33090"
"New entrant CS","2023","Declared non-disabled","Black","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","North West (England)","Heterosexual / straight","100","[c]","29180","25260"
"New entrant CS","2023","Declared non-disabled","Black","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","North West (England)","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","North West (England)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Scotland","Heterosexual / straight","65","[c]","29750","28120"
"New entrant CS","2023","Declared non-disabled","Black","Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","South East (England)","Heterosexual / straight","110","[c]","28330","28880"
"New entrant CS","2023","Declared non-disabled","Black","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","South West (England)","Heterosexual / straight","50","[c]","31870","31530"
"New entrant CS","2023","Declared non-disabled","Black","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Wales","Heterosexual / straight","50","[c]","30120","24240"
"New entrant CS","2023","Declared non-disabled","Black","Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","West Midlands (England)","Heterosexual / straight","135","[c]","28620","23850"
"New entrant CS","2023","Declared non-disabled","Black","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","West Midlands (England)","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Yorkshire and The Humber","Heterosexual / straight","70","[c]","29730","28120"
"New entrant CS","2023","Declared non-disabled","Black","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","East Midlands (England)","Heterosexual / straight","45","[c]","26210","23640"
"New entrant CS","2023","Declared non-disabled","Mixed","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","East of England","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","East of England","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","London","Heterosexual / straight","165","[c]","36610","33800"
"New entrant CS","2023","Declared non-disabled","Mixed","London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","North East (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","North West (England)","Heterosexual / straight","80","[c]","29430","24070"
"New entrant CS","2023","Declared non-disabled","Mixed","North West (England)","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Scotland","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Scotland","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","South East (England)","Heterosexual / straight","65","[c]","27710","25610"
"New entrant CS","2023","Declared non-disabled","Mixed","South East (England)","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","South West (England)","Heterosexual / straight","55","[c]","31050","27540"
"New entrant CS","2023","Declared non-disabled","Mixed","South West (England)","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Wales","Heterosexual / straight","40","[c]","27920","23640"
"New entrant CS","2023","Declared non-disabled","Mixed","Wales","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","West Midlands (England)","Heterosexual / straight","60","[c]","25620","23640"
"New entrant CS","2023","Declared non-disabled","Mixed","West Midlands (England)","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Yorkshire and The Humber","Heterosexual / straight","40","[c]","26800","23850"
"New entrant CS","2023","Declared non-disabled","Mixed","Yorkshire and The Humber","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","East Midlands (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","East of England","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","London","Heterosexual / straight","65","[c]","36400","30720"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","North East (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","North West (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","South East (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","South West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Wales","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","West Midlands (England)","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Yorkshire and The Humber","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","East Midlands (England)","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","East of England","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","East of England","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","North East (England)","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","North West (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","North West (England)","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Scotland","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Scotland","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","South East (England)","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","South East (England)","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","South West (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","South West (England)","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Wales","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Wales","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","West Midlands (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","West Midlands (England)","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Yorkshire and The Humber","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
