"Status","Year","Age","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Declared disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","York","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","15","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Birmingham","20","20","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Bradford","15","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Bristol, City of","15","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Cardiff and Vale of Glamorgan","20","20","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Central Hampshire","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Central Valleys","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","City of Edinburgh","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Devon CC","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Durham","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","East Ayrshire and North Ayrshire mainland","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","East Riding of Yorkshire","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Flintshire and Wrexham","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Glasgow City","20","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Greater Manchester North West","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Greater Manchester South West","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Heart of Essex","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Leeds","25","25","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Leicester","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Lincolnshire CC","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Liverpool","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Manchester","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Medway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Mid Lancashire","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Milton Keynes","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Monmouthshire and Newport","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Nottingham","20","20","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Plymouth","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Sheffield","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","South Hampshire","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","South Lanarkshire","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","South and West Derbyshire","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Staffordshire CC","15","15","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Suffolk CC","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Swansea","45","40","21120","22320"
"In post","2023","16-19","Declared non-disabled","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Tower Hamlets","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Tyneside","25","25","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Wakefield","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","West Cumbria","5","5","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Westminster","35","35","26470","26330"
"In post","2023","16-19","Declared non-disabled","Wiltshire","10","10","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared non-disabled","York","5","5","[c]","[c]"
"In post","2023","16-19","Undeclared","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Aberdeen City and Aberdeenshire","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","85","85","19150","18780"
"In post","2023","16-19","Unknown","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Birmingham","25","25","[c]","[c]"
"In post","2023","16-19","Unknown","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Bradford","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","City of Edinburgh","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Croydon","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Darlington","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Durham","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","East Ayrshire and North Ayrshire mainland","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","East Kent","40","40","23260","22400"
"In post","2023","16-19","Unknown","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Glasgow City","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Greater Manchester South West","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Harrow and Hillingdon","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Heart of Essex","[c]","[c]","[c]","[c]"
