"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Food Standards Agency","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","SEO/HEO","45","45","37180","37720"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","AA/AO","35","35","27910","28950"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","EO","85","80","31790","31460"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","G6/G7","145","145","61120","58970"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","SCS level","25","25","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","SEO/HEO","205","200","38450","38060"
"In post","2023","Asian","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Land Registry","AA/AO","65","60","23850","23390"
"In post","2023","Asian","HM Land Registry","EO","80","75","28890","28080"
"In post","2023","Asian","HM Land Registry","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Land Registry","SEO/HEO","65","60","38480","38410"
"In post","2023","Asian","HM Revenue and Customs","AA/AO","1905","1705","23170","22520"
"In post","2023","Asian","HM Revenue and Customs","EO","1555","1480","29350","28130"
"In post","2023","Asian","HM Revenue and Customs","G6/G7","635","625","62940","62770"
"In post","2023","Asian","HM Revenue and Customs","SCS level","25","25","[c]","[c]"
"In post","2023","Asian","HM Revenue and Customs","SEO/HEO","2370","2310","38630","39110"
"In post","2023","Asian","HM Treasury","AA/AO","10","10","[c]","[c]"
"In post","2023","Asian","HM Treasury","EO","50","50","28040","28380"
"In post","2023","Asian","HM Treasury","G6/G7","115","115","58150","54970"
"In post","2023","Asian","HM Treasury","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","HM Treasury","SEO/HEO","150","150","37570","35650"
"In post","2023","Asian","Home Office","AA/AO","1015","880","24380","23500"
"In post","2023","Asian","Home Office","EO","1830","1680","28860","29890"
"In post","2023","Asian","Home Office","G6/G7","360","355","62420","59510"
"In post","2023","Asian","Home Office","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Home Office","SEO/HEO","1325","1290","38330","36310"
"In post","2023","Asian","Home Office","Unknown","30","30","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","AA/AO","420","400","24670","23500"
"In post","2023","Asian","Ministry of Defence","EO","200","190","29780","28830"
"In post","2023","Asian","Ministry of Defence","G6/G7","185","175","63050","59890"
"In post","2023","Asian","Ministry of Defence","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","SEO/HEO","660","645","39400","38790"
"In post","2023","Asian","Ministry of Defence","Unknown","50","50","40570","39500"
"In post","2023","Asian","Ministry of Justice","AA/AO","2215","2010","24970","23000"
"In post","2023","Asian","Ministry of Justice","EO","625","605","28690","28480"
"In post","2023","Asian","Ministry of Justice","G6/G7","240","240","60020","58000"
"In post","2023","Asian","Ministry of Justice","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Ministry of Justice","SEO/HEO","1015","955","39890","38450"
"In post","2023","Asian","Ministry of Justice","Unknown","940","875","29500","27280"
"In post","2023","Asian","National Crime Agency","AA/AO","25","20","[c]","[c]"
"In post","2023","Asian","National Crime Agency","EO","140","135","35670","34670"
"In post","2023","Asian","National Crime Agency","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","SEO/HEO","110","110","43910","42240"
"In post","2023","Asian","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","AA/AO","20","20","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","EO","20","20","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","G6/G7","20","20","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","SEO/HEO","60","60","41880","41050"
"In post","2023","Asian","Office of Gas and Electricity Markets","AA/AO","10","10","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","EO","60","60","27130","26060"
"In post","2023","Asian","Office of Gas and Electricity Markets","G6/G7","65","65","59680","60000"
"In post","2023","Asian","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","SEO/HEO","60","55","38430","38500"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","25","20","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","EO","5","5","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Government","AA/AO","85","75","24680","24490"
"In post","2023","Asian","Scottish Government","EO","75","75","30420","29450"
"In post","2023","Asian","Scottish Government","G6/G7","60","60","61320","57260"
"In post","2023","Asian","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Government","SEO/HEO","115","115","41390","39730"
"In post","2023","Asian","The National Archives","AA/AO","10","10","[c]","[c]"
"In post","2023","Asian","The National Archives","EO","5","5","[c]","[c]"
"In post","2023","Asian","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","The National Archives","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Asian","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Export Finance","EO","20","20","[c]","[c]"
"In post","2023","Asian","UK Export Finance","G6/G7","25","25","[c]","[c]"
"In post","2023","Asian","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Export Finance","SEO/HEO","45","45","41960","42000"
"In post","2023","Asian","UK Statistics Authority","AA/AO","60","45","22540","21200"
"In post","2023","Asian","UK Statistics Authority","EO","25","25","[c]","[c]"
"In post","2023","Asian","UK Statistics Authority","G6/G7","35","35","55080","52490"
"In post","2023","Asian","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Statistics Authority","SEO/HEO","110","105","35030","34060"
"In post","2023","Asian","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Water Services Regulation Authority","EO","10","10","[c]","[c]"
"In post","2023","Asian","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Water Services Regulation Authority","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Asian","Welsh Government","AA/AO","15","15","[c]","[c]"
"In post","2023","Asian","Welsh Government","EO","10","10","[c]","[c]"
"In post","2023","Asian","Welsh Government","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","SEO/HEO","35","35","42760","41700"
"In post","2023","Black","Attorney General's Departments","AA/AO","130","125","24080","24480"
"In post","2023","Black","Attorney General's Departments","EO","155","150","29020","28410"
"In post","2023","Black","Attorney General's Departments","G6/G7","230","225","59130","57900"
"In post","2023","Black","Attorney General's Departments","SCS level","10","10","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","SEO/HEO","100","95","37140","36050"
"In post","2023","Black","Cabinet Office","AA/AO","20","20","[c]","[c]"
"In post","2023","Black","Cabinet Office","EO","60","60","28230","28370"
"In post","2023","Black","Cabinet Office","G6/G7","100","100","62030","58950"
"In post","2023","Black","Cabinet Office","SCS level","10","10","[c]","[c]"
"In post","2023","Black","Cabinet Office","SEO/HEO","165","165","36190","35650"
"In post","2023","Black","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Black","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","EO","10","10","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","AA/AO","35","35","23570","22440"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","EO","70","70","28840","28720"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","G6/G7","110","110","57550","55350"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","SCS level","10","10","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","250","250","37970","37470"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","EO","25","25","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","G6/G7","20","20","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","SEO/HEO","50","50","36180","35620"
"In post","2023","Black","Department for Education","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Department for Education","EO","50","50","29650","30560"
"In post","2023","Black","Department for Education","G6/G7","80","80","56510","55290"
"In post","2023","Black","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","SEO/HEO","165","160","37570","37590"
"In post","2023","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","AA/AO","45","45","23670","22150"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","EO","65","65","28980","29080"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","G6/G7","55","55","54480","54330"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","120","120","36040","35210"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","EO","35","35","29800","29400"
"In post","2023","Black","Department for International Trade","G6/G7","45","45","57900","55500"
"In post","2023","Black","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","SEO/HEO","85","80","38750","38050"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","AA/AO","10","10","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","EO","30","30","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","G6/G7","50","50","57050","54630"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","SEO/HEO","90","90","37050","36880"
"In post","2023","Black","Department for Transport","AA/AO","50","45","25800","22500"
"In post","2023","Black","Department for Transport","EO","65","65","30440","31150"
"In post","2023","Black","Department for Transport","G6/G7","50","50","58370","55740"
"In post","2023","Black","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","SEO/HEO","105","105","39740","39430"
"In post","2023","Black","Department for Work and Pensions","AA/AO","795","715","23500","23140"
"In post","2023","Black","Department for Work and Pensions","EO","2380","2230","30840","32520"
"In post","2023","Black","Department for Work and Pensions","G6/G7","75","70","58710","55350"
"In post","2023","Black","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","SEO/HEO","460","450","39350","39150"
"In post","2023","Black","Department of Health and Social Care","AA/AO","35","35","23280","23470"
"In post","2023","Black","Department of Health and Social Care","EO","105","105","28530","28690"
"In post","2023","Black","Department of Health and Social Care","G6/G7","105","105","58210","55100"
"In post","2023","Black","Department of Health and Social Care","SCS level","25","25","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","SEO/HEO","235","230","37900","37620"
"In post","2023","Black","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","EO","15","15","[c]","[c]"
"In post","2023","Black","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","AA/AO","40","40","28260","28950"
"In post","2023","Black","Foreign, Commonwealth and Development Office","EO","55","55","31800","31790"
"In post","2023","Black","Foreign, Commonwealth and Development Office","G6/G7","55","55","57990","57710"
"In post","2023","Black","Foreign, Commonwealth and Development Office","SCS level","5","5","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","SEO/HEO","95","95","39660","39220"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","AA/AO","20","20","[c]","[c]"
"In post","2023","Black","HM Land Registry","EO","25","20","[c]","[c]"
"In post","2023","Black","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","AA/AO","515","475","23770","22520"
"In post","2023","Black","HM Revenue and Customs","EO","540","520","30520","31540"
"In post","2023","Black","HM Revenue and Customs","G6/G7","190","190","63670","63990"
"In post","2023","Black","HM Revenue and Customs","SCS level","5","5","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","SEO/HEO","875","865","39600","39790"
"In post","2023","Black","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","EO","15","15","[c]","[c]"
"In post","2023","Black","HM Treasury","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Black","Home Office","AA/AO","380","335","25020","26400"
"In post","2023","Black","Home Office","EO","705","660","29400","29890"
"In post","2023","Black","Home Office","G6/G7","135","135","62260","59290"
"In post","2023","Black","Home Office","SCS level","5","5","[c]","[c]"
"In post","2023","Black","Home Office","SEO/HEO","595","585","38970","36450"
"In post","2023","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence","AA/AO","200","195","24100","23510"
"In post","2023","Black","Ministry of Defence","EO","90","90","29190","28370"
"In post","2023","Black","Ministry of Defence","G6/G7","60","60","60960","59710"
"In post","2023","Black","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence","SEO/HEO","385","380","39040","38790"
"In post","2023","Black","Ministry of Defence","Unknown","15","15","[c]","[c]"
"In post","2023","Black","Ministry of Justice","AA/AO","1900","1795","28190","26630"
"In post","2023","Black","Ministry of Justice","EO","475","465","31380","29660"
"In post","2023","Black","Ministry of Justice","G6/G7","115","115","61740","59100"
"In post","2023","Black","Ministry of Justice","SCS level","5","5","[c]","[c]"
"In post","2023","Black","Ministry of Justice","SEO/HEO","620","605","40790","39830"
"In post","2023","Black","Ministry of Justice","Unknown","1310","1255","32020","29300"
"In post","2023","Black","National Crime Agency","AA/AO","20","20","[c]","[c]"
"In post","2023","Black","National Crime Agency","EO","45","45","35790","35490"
"In post","2023","Black","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","SEO/HEO","40","40","44370","42240"
"In post","2023","Black","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","EO","10","10","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","SEO/HEO","45","45","46030","47750"
"In post","2023","Black","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Gas and Electricity Markets","EO","35","35","28090","26880"
"In post","2023","Black","Office of Gas and Electricity Markets","G6/G7","40","40","56220","55000"
"In post","2023","Black","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Gas and Electricity Markets","SEO/HEO","40","35","39010","38740"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
