"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Asian","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Gas and Electricity Markets","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Statistics Authority","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Statistics Authority","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Attorney General's Departments","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Attorney General's Departments","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Digital, Culture, Media and Sport","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Digital, Culture, Media and Sport","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions","EO","110","[c]","29990","31060"
"Leaver Dept.","2023","Black","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Revenue and Customs","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Revenue and Customs","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Revenue and Customs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Home Office","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Home Office","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Home Office","SEO/HEO","35","[c]","38650","36180"
"Leaver Dept.","2023","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Defence","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Justice","AA/AO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Justice","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Justice","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Statistics Authority","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Statistics Authority","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Cabinet Office","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Business, Energy and Industrial Strategy","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Digital, Culture, Media and Sport","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Digital, Culture, Media and Sport","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for International Trade","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Levelling Up, Housing and Communities","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions","EO","55","[c]","29210","28120"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department for Work and Pensions","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
