"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Analysis","Department for Transport","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Transport","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department for Work and Pensions","SEO/HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Department of Health and Social Care","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Estyn","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Estyn","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Food Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Land Registry","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Land Registry","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Land Registry","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Land Registry","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Revenue and Customs","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Revenue and Customs","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Revenue and Customs","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Revenue and Customs","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Revenue and Customs","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Revenue and Customs","SEO/HEO","Male","50","[c]","36490","34700"
"New entrant CS","2023","Analysis","HM Treasury","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Treasury","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Treasury","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Treasury","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Treasury","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","HM Treasury","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Home Office","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Home Office","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Home Office","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Home Office","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Home Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Home Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Home Office","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Home Office","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Home Office","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Home Office","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Ministry of Defence","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Ministry of Defence","AA/AO","Male","40","[c]","21490","21380"
"New entrant CS","2023","Analysis","Ministry of Defence","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Ministry of Defence","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Ministry of Defence","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Ministry of Defence","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Ministry of Defence","SEO/HEO","Female","60","[c]","32150","30650"
"New entrant CS","2023","Analysis","Ministry of Defence","SEO/HEO","Male","80","[c]","32830","30650"
"New entrant CS","2023","Analysis","Ministry of Justice","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Ministry of Justice","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Ministry of Justice","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Ministry of Justice","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Ministry of Justice","SEO/HEO","Female","60","[c]","35640","35410"
"New entrant CS","2023","Analysis","Ministry of Justice","SEO/HEO","Male","75","[c]","36210","35410"
"New entrant CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office of Gas and Electricity Markets","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office of Gas and Electricity Markets","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office of Gas and Electricity Markets","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office of Gas and Electricity Markets","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office of Gas and Electricity Markets","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office of Gas and Electricity Markets","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office of Gas and Electricity Markets","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office of Gas and Electricity Markets","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office of Rail and Road","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office of Rail and Road","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office of Rail and Road","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","UK Statistics Authority","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","UK Statistics Authority","AA/AO","Male","30","[c]","20960","21200"
"New entrant CS","2023","Analysis","UK Statistics Authority","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","UK Statistics Authority","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","UK Statistics Authority","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","UK Statistics Authority","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","UK Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","UK Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","UK Statistics Authority","SEO/HEO","Female","85","[c]","32860","31560"
"New entrant CS","2023","Analysis","UK Statistics Authority","SEO/HEO","Male","70","[c]","32610","31560"
"New entrant CS","2023","Analysis","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Water Services Regulation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Attorney General's Departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Attorney General's Departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Attorney General's Departments","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Attorney General's Departments","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Attorney General's Departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Attorney General's Departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Cabinet Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Cabinet Office","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Cabinet Office","G6/G7","Female","35","[c]","69890","70130"
"New entrant CS","2023","Commercial","Cabinet Office","G6/G7","Male","55","[c]","72080","70500"
"New entrant CS","2023","Commercial","Cabinet Office","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Cabinet Office","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Cabinet Office","SEO/HEO","Female","35","[c]","31870","28840"
"New entrant CS","2023","Commercial","Cabinet Office","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Chancellor's other departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Business, Energy and Industrial Strategy","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Business, Energy and Industrial Strategy","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Business, Energy and Industrial Strategy","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Education","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Education","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Education","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Education","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Environment, Food and Rural Affairs","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Environment, Food and Rural Affairs","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Environment, Food and Rural Affairs","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Environment, Food and Rural Affairs","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Environment, Food and Rural Affairs","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Environment, Food and Rural Affairs","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
