"Status","Year","Parent_department","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Cabinet Office","Commercial","London","SEO/HEO","105","105","34220","32960"
"In post","2023","Cabinet Office","Commercial","Outside London","EO","35","30","26270","26410"
"In post","2023","Cabinet Office","Commercial","Outside London","G6/G7","700","690","67100","66270"
"In post","2023","Cabinet Office","Commercial","Outside London","SCS level","90","90","112180","109590"
"In post","2023","Cabinet Office","Commercial","Outside London","SEO/HEO","385","380","36590","38050"
"In post","2023","Cabinet Office","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","London","EO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Communications","London","G6/G7","65","60","60770","58310"
"In post","2023","Cabinet Office","Communications","London","SCS level","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Communications","London","SEO/HEO","70","70","38970","38860"
"In post","2023","Cabinet Office","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Communications","Outside London","G6/G7","10","10","57690","59270"
"In post","2023","Cabinet Office","Communications","Outside London","SEO/HEO","25","25","35880","35530"
"In post","2023","Cabinet Office","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","London","EO","25","25","28790","28370"
"In post","2023","Cabinet Office","Digital, Data and Technology","London","G6/G7","480","470","59630","56430"
"In post","2023","Cabinet Office","Digital, Data and Technology","London","SCS level","30","30","106290","1e+05"
"In post","2023","Cabinet Office","Digital, Data and Technology","London","SEO/HEO","290","290","37230","36680"
"In post","2023","Cabinet Office","Digital, Data and Technology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","Outside London","EO","35","35","26450","26520"
"In post","2023","Cabinet Office","Digital, Data and Technology","Outside London","G6/G7","200","195","54620","51290"
"In post","2023","Cabinet Office","Digital, Data and Technology","Outside London","SCS level","25","25","93420","88740"
"In post","2023","Cabinet Office","Digital, Data and Technology","Outside London","SEO/HEO","250","250","34670","33020"
"In post","2023","Cabinet Office","Digital, Data and Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Economics","London","G6/G7","10","10","60150","56430"
"In post","2023","Cabinet Office","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Economics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","London","EO","10","10","29050","28780"
"In post","2023","Cabinet Office","Finance","London","G6/G7","30","25","62310","61850"
"In post","2023","Cabinet Office","Finance","London","SCS level","15","15","123790","118450"
"In post","2023","Cabinet Office","Finance","London","SEO/HEO","95","95","34150","32960"
"In post","2023","Cabinet Office","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","Outside London","EO","15","15","26050","25670"
"In post","2023","Cabinet Office","Finance","Outside London","G6/G7","45","45","55720","53860"
"In post","2023","Cabinet Office","Finance","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Finance","Outside London","SEO/HEO","85","85","35210","34250"
"In post","2023","Cabinet Office","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","London","EO","45","45","28990","29120"
"In post","2023","Cabinet Office","Human Resources","London","G6/G7","150","145","60990","60100"
"In post","2023","Cabinet Office","Human Resources","London","SCS level","30","25","91960","82960"
"In post","2023","Cabinet Office","Human Resources","London","SEO/HEO","130","125","39160","40610"
"In post","2023","Cabinet Office","Human Resources","Outside London","AA/AO","130","115","21720","21720"
"In post","2023","Cabinet Office","Human Resources","Outside London","EO","100","95","25390","24860"
"In post","2023","Cabinet Office","Human Resources","Outside London","G6/G7","120","115","55190","52990"
"In post","2023","Cabinet Office","Human Resources","Outside London","SCS level","10","10","85970","77090"
"In post","2023","Cabinet Office","Human Resources","Outside London","SEO/HEO","205","195","36070","35570"
"In post","2023","Cabinet Office","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","London","EO","10","10","28430","28370"
"In post","2023","Cabinet Office","Knowledge and Information Management","London","G6/G7","15","15","58490","56430"
"In post","2023","Cabinet Office","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","London","SEO/HEO","10","10","37030","36680"
"In post","2023","Cabinet Office","Knowledge and Information Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Legal","London","SCS level","55","50","86860","81600"
"In post","2023","Cabinet Office","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","London","G6/G7","15","15","58980","58190"
"In post","2023","Cabinet Office","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","Outside London","AA/AO","15","15","21020","21040"
"In post","2023","Cabinet Office","Operational Delivery","Outside London","EO","35","35","26090","26410"
"In post","2023","Cabinet Office","Operational Delivery","Outside London","G6/G7","65","65","55630","53160"
"In post","2023","Cabinet Office","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","Outside London","SEO/HEO","40","35","35630","32350"
"In post","2023","Cabinet Office","Other","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Policy","London","EO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Policy","London","G6/G7","150","145","59840","56430"
"In post","2023","Cabinet Office","Policy","London","SCS level","15","15","87680","83210"
"In post","2023","Cabinet Office","Policy","London","SEO/HEO","120","120","39560","41410"
"In post","2023","Cabinet Office","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Policy","Outside London","G6/G7","45","45","55150","52790"
"In post","2023","Cabinet Office","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Policy","Outside London","SEO/HEO","45","45","37490","38460"
"In post","2023","Cabinet Office","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Policy","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","London","G6/G7","40","40","62130","61850"
"In post","2023","Cabinet Office","Project Delivery","London","SCS level","15","10","109410","116080"
"In post","2023","Cabinet Office","Project Delivery","London","SEO/HEO","185","185","31360","30130"
"In post","2023","Cabinet Office","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","Outside London","G6/G7","30","30","55500","53000"
"In post","2023","Cabinet Office","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","Outside London","SEO/HEO","120","120","31630","30130"
"In post","2023","Cabinet Office","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Property","London","EO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Property","London","G6/G7","40","40","59270","56160"
"In post","2023","Cabinet Office","Property","London","SCS level","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Property","London","SEO/HEO","40","35","36600","37670"
"In post","2023","Cabinet Office","Property","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Property","Outside London","G6/G7","90","90","55590","54130"
"In post","2023","Cabinet Office","Property","Outside London","SCS level","10","10","104190","102000"
"In post","2023","Cabinet Office","Property","Outside London","SEO/HEO","80","80","33910","32960"
"In post","2023","Cabinet Office","Psychology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","London","SEO/HEO","85","85","30260","30130"
"In post","2023","Cabinet Office","Science and Engineering","Outside London","SEO/HEO","15","15","30330","30130"
"In post","2023","Cabinet Office","Science and Engineering","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Security","London","AA/AO","15","15","25280","25280"
"In post","2023","Cabinet Office","Security","London","EO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Security","London","G6/G7","55","50","62150","60610"
"In post","2023","Cabinet Office","Security","London","SCS level","25","25","92410","82890"
"In post","2023","Cabinet Office","Security","London","SEO/HEO","45","45","38320","37260"
"In post","2023","Cabinet Office","Security","Outside London","AA/AO","20","20","21790","21830"
"In post","2023","Cabinet Office","Security","Outside London","EO","15","15","26450","27110"
"In post","2023","Cabinet Office","Security","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2023","Cabinet Office","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Security","Outside London","SEO/HEO","195","185","34780","34320"
"In post","2023","Cabinet Office","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Security","Unknown","SEO/HEO","15","15","35540","35740"
"In post","2023","Cabinet Office","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Social Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","London","SEO/HEO","85","85","31420","30130"
"In post","2023","Cabinet Office","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Outside London","SEO/HEO","35","35","31350","32960"
"In post","2023","Cabinet Office","Statistics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","London","AA/AO","70","70","25280","25280"
"In post","2023","Cabinet Office","Unknown","London","EO","220","215","28750","28370"
"In post","2023","Cabinet Office","Unknown","London","G6/G7","705","695","61010","57560"
"In post","2023","Cabinet Office","Unknown","London","SCS level","170","165","93540","81600"
"In post","2023","Cabinet Office","Unknown","London","SEO/HEO","1040","1035","34060","32960"
"In post","2023","Cabinet Office","Unknown","Outside London","AA/AO","165","155","21790","21830"
"In post","2023","Cabinet Office","Unknown","Outside London","EO","215","200","25770","25090"
"In post","2023","Cabinet Office","Unknown","Outside London","G6/G7","190","185","56910","54370"
"In post","2023","Cabinet Office","Unknown","Outside London","SCS level","30","30","100950","92660"
"In post","2023","Cabinet Office","Unknown","Outside London","SEO/HEO","460","455","33710","32960"
"In post","2023","Cabinet Office","Unknown","Unknown","EO","50","50","25160","24610"
"In post","2023","Cabinet Office","Unknown","Unknown","G6/G7","30","30","59070","56800"
"In post","2023","Cabinet Office","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","Unknown","SEO/HEO","25","25","36260","38050"
"In post","2023","Chancellor's other departments","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","London","G6/G7","15","15","58440","58170"
"In post","2023","Chancellor's other departments","Communications","London","SEO/HEO","10","10","[c]","[c]"
