"Status","Year","Disability","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Department for Transport","South West (England)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","Wales","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","Wales","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","East Midlands (England)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","East Midlands (England)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","North East (England)","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","North East (England)","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","North West (England)","Female","70","[c]","23830","21690"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","North West (England)","Male","55","[c]","24560","21690"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","Scotland","Female","40","[c]","24340","21690"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","Scotland","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","South East (England)","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","South East (England)","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","South West (England)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","South West (England)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","Wales","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","Wales","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","West Midlands (England)","Female","30","[c]","25160","21690"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","West Midlands (England)","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Estyn","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Estyn","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Estyn","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Agency","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Agency","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
