"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","South East (England)","Kent","Female","55","[c]","26030","25610"
"New entrant CS","2023","Counter Fraud","South East (England)","Kent","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","South West (England)","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","South West (England)","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Wales","East Wales","Female","40","[c]","24140","21380"
"New entrant CS","2023","Counter Fraud","Wales","East Wales","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Wales","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Wales","West Wales and The Valleys","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","West Midlands (England)","West Midlands","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","West Midlands (England)","West Midlands","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Yorkshire and The Humber","North Yorkshire","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Yorkshire and The Humber","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Yorkshire and The Humber","South Yorkshire","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Yorkshire and The Humber","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Yorkshire and The Humber","West Yorkshire","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Yorkshire and The Humber","West Yorkshire","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Debt","East Midlands (England)","Derbyshire and Nottinghamshire","Female","115","[c]","22740","22520"
"New entrant CS","2023","Debt","East Midlands (England)","Derbyshire and Nottinghamshire","Male","80","[c]","22660","22520"
"New entrant CS","2023","Debt","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Debt","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Debt","London","Inner London - East","Female","65","[c]","26850","26920"
"New entrant CS","2023","Debt","London","Inner London - East","Male","45","[c]","26920","26920"
"New entrant CS","2023","Debt","London","Outer London - South","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Debt","London","Outer London - South","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Debt","North East (England)","Northumberland, and Tyne and Wear","Female","130","[c]","22610","22520"
"New entrant CS","2023","Debt","North East (England)","Northumberland, and Tyne and Wear","Male","80","[c]","22440","22520"
"New entrant CS","2023","Debt","North West (England)","Greater Manchester","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Debt","North West (England)","Greater Manchester","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Debt","North West (England)","Lancashire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","North West (England)","Lancashire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","North West (England)","Merseyside","Female","40","[c]","22670","22520"
"New entrant CS","2023","Debt","North West (England)","Merseyside","Male","35","[c]","22520","22520"
"New entrant CS","2023","Debt","Scotland","Eastern Scotland","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Scotland","Eastern Scotland","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Scotland","Highlands and Islands","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Scotland","Highlands and Islands","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Scotland","Southern Scotland","Female","100","[c]","22520","22520"
"New entrant CS","2023","Debt","Scotland","Southern Scotland","Male","70","[c]","22610","22520"
"New entrant CS","2023","Debt","Scotland","West Central Scotland","Female","30","[c]","22520","22520"
"New entrant CS","2023","Debt","Scotland","West Central Scotland","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Debt","South West (England)","Dorset and Somerset","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Debt","South West (England)","Dorset and Somerset","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Wales","East Wales","Female","40","[c]","22670","22520"
"New entrant CS","2023","Debt","Wales","East Wales","Male","40","[c]","22960","22520"
"New entrant CS","2023","Debt","Wales","West Wales and The Valleys","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Wales","West Wales and The Valleys","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Debt","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","West Midlands (England)","West Midlands","Female","235","[c]","21860","21690"
"New entrant CS","2023","Debt","West Midlands (England)","West Midlands","Male","145","[c]","22060","21690"
"New entrant CS","2023","Debt","Yorkshire and The Humber","South Yorkshire","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Yorkshire and The Humber","South Yorkshire","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Yorkshire and The Humber","West Yorkshire","Female","80","[c]","22400","22520"
"New entrant CS","2023","Debt","Yorkshire and The Humber","West Yorkshire","Male","95","[c]","22690","22520"
"New entrant CS","2023","Digital, Data & Technology","East Midlands (England)","Derbyshire and Nottinghamshire","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","East Midlands (England)","Derbyshire and Nottinghamshire","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","East Midlands (England)","Lincolnshire","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","East Midlands (England)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","East of England","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","East of England","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","East of England","East Anglia","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","East of England","East Anglia","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","East of England","Essex","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","East of England","Essex","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","London","Inner London - East","Female","100","[c]","43300","39280"
"New entrant CS","2023","Digital, Data & Technology","London","Inner London - East","Male","135","[c]","48040","43650"
"New entrant CS","2023","Digital, Data & Technology","London","Inner London - West","Female","120","[c]","41770","38590"
"New entrant CS","2023","Digital, Data & Technology","London","Inner London - West","Male","200","[c]","47970","40880"
"New entrant CS","2023","Digital, Data & Technology","London","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","London","Outer London - East and North East","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","London","Outer London - South","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","London","Outer London - South","Male","75","[c]","42830","37440"
"New entrant CS","2023","Digital, Data & Technology","London","Outer London - West and North West","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","London","Outer London - West and North West","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","North East (England)","Northumberland, and Tyne and Wear","Female","100","[c]","38690","34400"
"New entrant CS","2023","Digital, Data & Technology","North East (England)","Northumberland, and Tyne and Wear","Male","165","[c]","41060","39250"
"New entrant CS","2023","Digital, Data & Technology","North East (England)","Tees Valley and Durham","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","North East (England)","Tees Valley and Durham","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","North West (England)","Cheshire","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","North West (England)","Cheshire","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","North West (England)","Greater Manchester","Female","100","[c]","37410","34400"
"New entrant CS","2023","Digital, Data & Technology","North West (England)","Greater Manchester","Male","180","[c]","38390","34400"
"New entrant CS","2023","Digital, Data & Technology","North West (England)","Lancashire","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","North West (England)","Lancashire","Male","50","[c]","41840","36320"
"New entrant CS","2023","Digital, Data & Technology","North West (England)","Merseyside","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","North West (England)","Merseyside","Male","50","[c]","34060","32000"
"New entrant CS","2023","Digital, Data & Technology","Northern Ireland","Northern Ireland","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Northern Ireland","Northern Ireland","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scotland","Eastern Scotland","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scotland","Eastern Scotland","Male","40","[c]","41040","41780"
"New entrant CS","2023","Digital, Data & Technology","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scotland","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scotland","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scotland","West Central Scotland","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scotland","West Central Scotland","Male","30","[c]","39260","37340"
"New entrant CS","2023","Digital, Data & Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","South East (England)","Hampshire and Isle of Wight","Female","45","[c]","31680","29950"
"New entrant CS","2023","Digital, Data & Technology","South East (England)","Hampshire and Isle of Wight","Male","60","[c]","38340","33830"
"New entrant CS","2023","Digital, Data & Technology","South East (England)","Kent","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","South East (England)","Kent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","South East (England)","Surrey, East and West Sussex","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","South East (England)","Surrey, East and West Sussex","Male","40","[c]","47280","44930"
"New entrant CS","2023","Digital, Data & Technology","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","South West (England)","Devon","Female","60","[c]","28150","26650"
"New entrant CS","2023","Digital, Data & Technology","South West (England)","Devon","Male","105","[c]","28090","26650"
"New entrant CS","2023","Digital, Data & Technology","South West (England)","Dorset and Somerset","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","South West (England)","Dorset and Somerset","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","90","[c]","36200","33500"
"New entrant CS","2023","Digital, Data & Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","150","[c]","38620","33830"
"New entrant CS","2023","Digital, Data & Technology","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Wales","East Wales","Female","75","[c]","34940","31750"
"New entrant CS","2023","Digital, Data & Technology","Wales","East Wales","Male","150","[c]","39130","36550"
"New entrant CS","2023","Digital, Data & Technology","Wales","West Wales and The Valleys","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Wales","West Wales and The Valleys","Male","40","[c]","36280","34850"
"New entrant CS","2023","Digital, Data & Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","West Midlands (England)","Shropshire and Staffordshire","Female","50","[c]","36610","34400"
"New entrant CS","2023","Digital, Data & Technology","West Midlands (England)","Shropshire and Staffordshire","Male","160","[c]","42000","41780"
"New entrant CS","2023","Digital, Data & Technology","West Midlands (England)","West Midlands","Female","40","[c]","40130","37590"
"New entrant CS","2023","Digital, Data & Technology","West Midlands (England)","West Midlands","Male","55","[c]","38860","36350"
"New entrant CS","2023","Digital, Data & Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Yorkshire and The Humber","North Yorkshire","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Yorkshire and The Humber","North Yorkshire","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Yorkshire and The Humber","South Yorkshire","Female","30","[c]","48560","41060"
"New entrant CS","2023","Digital, Data & Technology","Yorkshire and The Humber","South Yorkshire","Male","75","[c]","42800","40000"
"New entrant CS","2023","Digital, Data & Technology","Yorkshire and The Humber","West Yorkshire","Female","50","[c]","40040","38470"
"New entrant CS","2023","Digital, Data & Technology","Yorkshire and The Humber","West Yorkshire","Male","85","[c]","42040","38800"
"New entrant CS","2023","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","East Midlands (England)","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","East Midlands (England)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","East of England","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","East of England","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","East of England","East Anglia","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","East of England","East Anglia","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","East of England","Essex","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","East of England","Essex","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","London","Inner London - East","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Finance","London","Inner London - East","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Finance","London","Inner London - West","Female","70","[c]","41270","35410"
"New entrant CS","2023","Finance","London","Inner London - West","Male","80","[c]","39370","34270"
"New entrant CS","2023","Finance","London","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","London","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","London","Outer London - South","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","London","Outer London - South","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","North East (England)","Northumberland, and Tyne and Wear","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","North East (England)","Northumberland, and Tyne and Wear","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Finance","North East (England)","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","North East (England)","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","North West (England)","Cheshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","North West (England)","Cheshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","North West (England)","Cumbria","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","North West (England)","Cumbria","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","North West (England)","Greater Manchester","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Finance","North West (England)","Greater Manchester","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Finance","North West (England)","Lancashire","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","North West (England)","Lancashire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","North West (England)","Merseyside","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Finance","North West (England)","Merseyside","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Northern Ireland","Northern Ireland","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Northern Ireland","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scotland","Eastern Scotland","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scotland","Eastern Scotland","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scotland","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scotland","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scotland","West Central Scotland","Female","45","[c]","25720","22520"
"New entrant CS","2023","Finance","Scotland","West Central Scotland","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","South East (England)","Hampshire and Isle of Wight","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","South East (England)","Hampshire and Isle of Wight","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","South East (England)","Kent","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","South East (England)","Kent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","South East (England)","Surrey, East and West Sussex","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","South East (England)","Surrey, East and West Sussex","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","South West (England)","Devon","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","South West (England)","Devon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","South West (England)","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","South West (England)","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","60","[c]","32450","27080"
"New entrant CS","2023","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","55","[c]","27780","26000"
"New entrant CS","2023","Finance","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Wales","East Wales","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Wales","East Wales","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Wales","West Wales and The Valleys","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Wales","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","West Midlands (England)","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","West Midlands (England)","Shropshire and Staffordshire","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","West Midlands (England)","West Midlands","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","West Midlands (England)","West Midlands","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Yorkshire and The Humber","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Yorkshire and The Humber","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Yorkshire and The Humber","South Yorkshire","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Yorkshire and The Humber","South Yorkshire","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Yorkshire and The Humber","West Yorkshire","Female","30","[c]","29850","25830"
"New entrant CS","2023","Finance","Yorkshire and The Humber","West Yorkshire","Male","40","[c]","26890","22520"
"New entrant CS","2023","Grants Management","East Midlands (England)","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","East Midlands (England)","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","East of England","East Anglia","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","East of England","East Anglia","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","London","Inner London - East","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","London","Inner London - East","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","London","Inner London - West","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","London","Inner London - West","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","London","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","London","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","North East (England)","Northumberland, and Tyne and Wear","Female","35","[c]","23340","22150"
"New entrant CS","2023","Grants Management","North East (England)","Northumberland, and Tyne and Wear","Male","35","[c]","23530","22150"
"New entrant CS","2023","Grants Management","North West (England)","Cheshire","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","North West (England)","Cheshire","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","North West (England)","Cumbria","Female","70","[c]","21970","22150"
"New entrant CS","2023","Grants Management","North West (England)","Cumbria","Male","45","[c]","22150","22150"
"New entrant CS","2023","Grants Management","North West (England)","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","North West (England)","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","North West (England)","Lancashire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","North West (England)","Lancashire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","South West (England)","Devon","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","South West (England)","Devon","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","South West (England)","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
