"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","No function","Department for Work and Pensions","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Work and Pensions","Operational Delivery","SEO/HEO","280","[c]","39050","34970"
"Leaver CS","2023","No function","Department for Work and Pensions","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Work and Pensions","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Work and Pensions","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Work and Pensions","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Work and Pensions","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Work and Pensions","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Work and Pensions","Science and Engineering","EO","15","[c]","27570","27320"
"Leaver CS","2023","No function","Department for Work and Pensions","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department for Work and Pensions","Science and Engineering","SEO/HEO","15","[c]","37550","38350"
"Leaver CS","2023","No function","Department of Health and Social Care","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Medicine","G6/G7","15","[c]","59060","54010"
"Leaver CS","2023","No function","Department of Health and Social Care","Medicine","SCS level","30","[c]","115440","119130"
"Leaver CS","2023","No function","Department of Health and Social Care","Medicine","SEO/HEO","20","[c]","37540","40590"
"Leaver CS","2023","No function","Department of Health and Social Care","Operational Delivery","AA/AO","195","[c]","21330","20880"
"Leaver CS","2023","No function","Department of Health and Social Care","Operational Delivery","EO","230","[c]","26100","26880"
"Leaver CS","2023","No function","Department of Health and Social Care","Operational Delivery","G6/G7","325","[c]","57550","54690"
"Leaver CS","2023","No function","Department of Health and Social Care","Operational Delivery","SCS level","75","[c]","95220","92270"
"Leaver CS","2023","No function","Department of Health and Social Care","Operational Delivery","SEO/HEO","575","[c]","35790","36330"
"Leaver CS","2023","No function","Department of Health and Social Care","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Policy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Science and Engineering","AA/AO","35","[c]","21470","20880"
"Leaver CS","2023","No function","Department of Health and Social Care","Science and Engineering","EO","50","[c]","25860","24980"
"Leaver CS","2023","No function","Department of Health and Social Care","Science and Engineering","G6/G7","50","[c]","57120","53920"
"Leaver CS","2023","No function","Department of Health and Social Care","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Science and Engineering","SEO/HEO","285","[c]","35990","35610"
"Leaver CS","2023","No function","Department of Health and Social Care","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Operational Delivery","EO","25","[c]","27080","26910"
"Leaver CS","2023","No function","Food Standards Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Policy","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Policy","SEO/HEO","10","[c]","38430","38000"
"Leaver CS","2023","No function","Food Standards Agency","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Land Registry","Operational Delivery","AA/AO","115","[c]","23470","23390"
"Leaver CS","2023","No function","HM Land Registry","Operational Delivery","EO","95","[c]","28210","28080"
"Leaver CS","2023","No function","HM Land Registry","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Land Registry","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Land Registry","Operational Delivery","SEO/HEO","80","[c]","36490","34850"
"Leaver CS","2023","No function","HM Land Registry","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","International Trade","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Operational Delivery","AA/AO","1290","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Operational Delivery","EO","255","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Operational Delivery","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Operational Delivery","SEO/HEO","125","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Other","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Tax","AA/AO","220","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Tax","EO","245","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Tax","G6/G7","110","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Tax","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Tax","SEO/HEO","255","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury","Operational Delivery","EO","15","[c]","27530","26750"
"Leaver CS","2023","No function","HM Treasury","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury","Other","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury","Policy","AA/AO","15","[c]","21150","20750"
"Leaver CS","2023","No function","HM Treasury","Policy","EO","10","[c]","26590","27820"
"Leaver CS","2023","No function","HM Treasury","Policy","G6/G7","85","[c]","56830","54440"
"Leaver CS","2023","No function","HM Treasury","Policy","SCS level","15","[c]","102420","91000"
"Leaver CS","2023","No function","HM Treasury","Policy","SEO/HEO","70","[c]","34930","33630"
"Leaver CS","2023","No function","Home Office","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Digital, Data and Technology","G6/G7","20","[c]","63240","61420"
"Leaver CS","2023","No function","Home Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Digital, Data and Technology","SEO/HEO","20","[c]","41720","42220"
"Leaver CS","2023","No function","Home Office","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Intelligence Analysis","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Intelligence Analysis","EO","45","[c]","27880","27650"
"Leaver CS","2023","No function","Home Office","Intelligence Analysis","SEO/HEO","25","[c]","37490","37410"
"Leaver CS","2023","No function","Home Office","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Operational Delivery","AA/AO","685","[c]","22830","22400"
"Leaver CS","2023","No function","Home Office","Operational Delivery","EO","765","[c]","27340","26750"
"Leaver CS","2023","No function","Home Office","Operational Delivery","G6/G7","30","[c]","61440","59290"
"Leaver CS","2023","No function","Home Office","Operational Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Operational Delivery","SEO/HEO","185","[c]","36810","36180"
"Leaver CS","2023","No function","Home Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Other","AA/AO","15","[c]","22730","22400"
"Leaver CS","2023","No function","Home Office","Other","EO","30","[c]","28660","28650"
"Leaver CS","2023","No function","Home Office","Other","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Other","SEO/HEO","15","[c]","38270","36800"
"Leaver CS","2023","No function","Home Office","Policy","EO","15","[c]","28930","28650"
"Leaver CS","2023","No function","Home Office","Policy","G6/G7","50","[c]","61900","59290"
"Leaver CS","2023","No function","Home Office","Policy","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Policy","SEO/HEO","95","[c]","40230","41970"
"Leaver CS","2023","No function","Home Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Project Delivery","G6/G7","30","[c]","61460","59290"
"Leaver CS","2023","No function","Home Office","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Project Delivery","SEO/HEO","40","[c]","38750","39190"
"Leaver CS","2023","No function","Home Office","Science and Engineering","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Statistics","AA/AO","15","[c]","23500","23500"
"Leaver CS","2023","No function","Home Office","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Geography","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Intelligence Analysis","EO","25","[c]","29430","29520"
"Leaver CS","2023","No function","Ministry of Defence","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Intelligence Analysis","SEO/HEO","40","[c]","39520","39030"
"Leaver CS","2023","No function","Ministry of Defence","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Medicine","AA/AO","45","[c]","23840","24310"
"Leaver CS","2023","No function","Ministry of Defence","Medicine","EO","45","[c]","33530","32930"
"Leaver CS","2023","No function","Ministry of Defence","Medicine","G6/G7","50","[c]","79560","82020"
"Leaver CS","2023","No function","Ministry of Defence","Medicine","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Medicine","SEO/HEO","115","[c]","40760","40590"
"Leaver CS","2023","No function","Ministry of Defence","Operational Delivery","AA/AO","280","[c]","22360","22220"
"Leaver CS","2023","No function","Ministry of Defence","Operational Delivery","EO","85","[c]","29240","27740"
"Leaver CS","2023","No function","Ministry of Defence","Operational Delivery","G6/G7","20","[c]","59930","58440"
"Leaver CS","2023","No function","Ministry of Defence","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Operational Delivery","SEO/HEO","100","[c]","37380","36300"
"Leaver CS","2023","No function","Ministry of Defence","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Other","AA/AO","220","[c]","20880","20750"
"Leaver CS","2023","No function","Ministry of Defence","Other","EO","30","[c]","28170","27470"
"Leaver CS","2023","No function","Ministry of Defence","Other","G6/G7","15","[c]","62000","58790"
"Leaver CS","2023","No function","Ministry of Defence","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Other","SEO/HEO","55","[c]","37770","36540"
"Leaver CS","2023","No function","Ministry of Defence","Policy","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Policy","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Policy","G6/G7","15","[c]","60920","60220"
"Leaver CS","2023","No function","Ministry of Defence","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Policy","SEO/HEO","30","[c]","42580","42390"
"Leaver CS","2023","No function","Ministry of Defence","Science and Engineering","AA/AO","110","[c]","22340","21580"
"Leaver CS","2023","No function","Ministry of Defence","Science and Engineering","EO","65","[c]","27660","27000"
"Leaver CS","2023","No function","Ministry of Defence","Science and Engineering","G6/G7","35","[c]","64320","61440"
"Leaver CS","2023","No function","Ministry of Defence","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Science and Engineering","SEO/HEO","280","[c]","39510","38580"
"Leaver CS","2023","No function","Ministry of Justice","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Intelligence Analysis","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Knowledge and Information Management","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Legal","G6/G7","20","[c]","60720","60460"
"Leaver CS","2023","No function","Ministry of Justice","Legal","SEO/HEO","105","[c]","40220","41510"
"Leaver CS","2023","No function","Ministry of Justice","Operational Delivery","AA/AO","5780","[c]","22050","21780"
"Leaver CS","2023","No function","Ministry of Justice","Operational Delivery","EO","615","[c]","27440","26200"
"Leaver CS","2023","No function","Ministry of Justice","Operational Delivery","G6/G7","65","[c]","60850","59000"
"Leaver CS","2023","No function","Ministry of Justice","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Operational Delivery","SEO/HEO","310","[c]","37840","36050"
"Leaver CS","2023","No function","Ministry of Justice","Operational Delivery","Unknown","1810","[c]","36030","29050"
"Leaver CS","2023","No function","Ministry of Justice","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Policy","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Policy","G6/G7","10","[c]","59280","58470"
"Leaver CS","2023","No function","Ministry of Justice","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Policy","SEO/HEO","30","[c]","39290","38920"
"Leaver CS","2023","No function","Ministry of Justice","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Psychology","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Psychology","EO","45","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Psychology","SEO/HEO","60","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Unknown","AA/AO","180","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Unknown","EO","100","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Unknown","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Unknown","SEO/HEO","155","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Unknown","Unknown","145","[c]","[c]","[c]"
"Leaver CS","2023","No function","National Crime Agency","Operational Delivery","AA/AO","35","[c]","26490","24750"
"Leaver CS","2023","No function","National Crime Agency","Operational Delivery","EO","140","[c]","36020","36250"
"Leaver CS","2023","No function","National Crime Agency","Operational Delivery","G6/G7","20","[c]","69270","69530"
"Leaver CS","2023","No function","National Crime Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","National Crime Agency","Operational Delivery","SEO/HEO","110","[c]","45280","45610"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","G6/G7","85","[c]","78290","77470"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","SEO/HEO","55","[c]","51140","52750"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","AA/AO","10","[c]","20710","22170"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Other","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Other","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Other","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Policy","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Gas and Electricity Markets","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Gas and Electricity Markets","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Gas and Electricity Markets","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Gas and Electricity Markets","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Gas and Electricity Markets","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Gas and Electricity Markets","Policy","G6/G7","10","[c]","62060","64280"
"Leaver CS","2023","No function","Office of Gas and Electricity Markets","Policy","SEO/HEO","10","[c]","36820","34900"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Rail and Road","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Rail and Road","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Rail and Road","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Rail and Road","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Rail and Road","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Rail and Road","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of the Secretary of State for Scotland","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of the Secretary of State for Wales","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of the Secretary of State for Wales","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of the Secretary of State for Wales","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Operational Delivery","AA/AO","295","[c]","24510","24710"
"Leaver CS","2023","No function","Scottish Government","Operational Delivery","EO","195","[c]","35280","37060"
