"Status","Year","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","UK Export Finance","5","5","[c]","[c]"
"In post","2023","Mixed","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Attorney General's Departments","5","5","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Cabinet Office","10","10","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Department for Work and Pensions","130","120","29610","28120"
"In post","2023","Mixed","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","HM Revenue and Customs","160","155","36860","32540"
"In post","2023","Mixed","Counter Fraud","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","Department for Work and Pensions","50","45","23250","21690"
"In post","2023","Mixed","Debt","HM Revenue and Customs","60","55","24840","22520"
"In post","2023","Mixed","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Attorney General's Departments","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Cabinet Office","50","50","46000","39350"
"In post","2023","Mixed","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","45","45","40030","39650"
"In post","2023","Mixed","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Department for Education","15","15","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Department for International Trade","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Department for Transport","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Department for Work and Pensions","50","50","42940","39970"
"In post","2023","Mixed","Digital, Data & Technology","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","HM Land Registry","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","HM Revenue and Customs","50","50","43570","41960"
"In post","2023","Mixed","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Home Office","30","30","47530","44590"
"In post","2023","Mixed","Digital, Data & Technology","Ministry of Defence","40","40","35440","33910"
"In post","2023","Mixed","Digital, Data & Technology","Ministry of Justice","30","30","49580","51770"
"In post","2023","Mixed","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","The National Archives","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","UK Statistics Authority","20","20","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Attorney General's Departments","10","10","[c]","[c]"
"In post","2023","Mixed","Finance","Cabinet Office","10","10","[c]","[c]"
"In post","2023","Mixed","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2023","Mixed","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Department for Education","15","10","[c]","[c]"
"In post","2023","Mixed","Finance","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2023","Mixed","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Department for Levelling Up, Housing and Communities","5","5","[c]","[c]"
"In post","2023","Mixed","Finance","Department for Transport","5","5","[c]","[c]"
"In post","2023","Mixed","Finance","Department for Work and Pensions","40","40","40100","38470"
"In post","2023","Mixed","Finance","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2023","Mixed","Finance","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Foreign, Commonwealth and Development Office","15","15","[c]","[c]"
"In post","2023","Mixed","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","HM Revenue and Customs","40","35","43930","42140"
"In post","2023","Mixed","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Home Office","5","5","[c]","[c]"
"In post","2023","Mixed","Finance","Ministry of Defence","35","35","40060","35200"
"In post","2023","Mixed","Finance","Ministry of Justice","15","15","[c]","[c]"
"In post","2023","Mixed","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Grants Management","Department for Environment, Food and Rural Affairs","35","30","25180","22150"
"In post","2023","Mixed","Grants Management","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Grants Management","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Attorney General's Departments","10","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","Cabinet Office","30","25","[c]","[c]"
"In post","2023","Mixed","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2023","Mixed","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Department for Transport","10","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","Department for Work and Pensions","35","35","34240","28120"
"In post","2023","Mixed","Human Resources","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2023","Mixed","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","HM Revenue and Customs","30","25","[c]","[c]"
"In post","2023","Mixed","Human Resources","HM Treasury","5","5","[c]","[c]"
"In post","2023","Mixed","Human Resources","Home Office","20","20","[c]","[c]"
"In post","2023","Mixed","Human Resources","Ministry of Defence","65","65","36940","34300"
"In post","2023","Mixed","Human Resources","Ministry of Justice","35","35","44450","40120"
"In post","2023","Mixed","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","HM Treasury","10","10","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Attorney General's Departments","300","280","46370","49050"
"In post","2023","Mixed","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2023","Mixed","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2023","Mixed","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2023","Mixed","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","HM Revenue and Customs","35","35","54200","56880"
"In post","2023","Mixed","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","No function","Cabinet Office","55","55","49470","44770"
"In post","2023","Mixed","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","No function","Charity Commission","5","5","[c]","[c]"
"In post","2023","Mixed","No function","Department for Business, Energy and Industrial Strategy","255","250","46010","42860"
"In post","2023","Mixed","No function","Department for Digital, Culture, Media and Sport","55","50","48110","52760"
"In post","2023","Mixed","No function","Department for Education","120","115","43180","41440"
"In post","2023","Mixed","No function","Department for Environment, Food and Rural Affairs","170","165","39460","37300"
"In post","2023","Mixed","No function","Department for International Trade","80","75","49010","41570"
"In post","2023","Mixed","No function","Department for Levelling Up, Housing and Communities","75","70","46100","40800"
"In post","2023","Mixed","No function","Department for Transport","180","170","36190","31280"
"In post","2023","Mixed","No function","Department for Work and Pensions","1185","1085","28430","28120"
"In post","2023","Mixed","No function","Department of Health and Social Care","160","155","46790","41950"
"In post","2023","Mixed","No function","Food Standards Agency","20","20","[c]","[c]"
"In post","2023","Mixed","No function","Foreign, Commonwealth and Development Office","175","175","48070","44150"
"In post","2023","Mixed","No function","HM Land Registry","50","50","28220","28080"
"In post","2023","Mixed","No function","HM Revenue and Customs","485","460","33220","28130"
"In post","2023","Mixed","No function","HM Treasury","75","75","47830","51770"
"In post","2023","Mixed","No function","Home Office","645","600","33890","29990"
"In post","2023","Mixed","No function","Ministry of Defence","270","260","38130","33000"
"In post","2023","Mixed","No function","Ministry of Justice","1970","1870","32260","30410"
"In post","2023","Mixed","No function","National Crime Agency","100","100","40550","39630"
"In post","2023","Mixed","No function","Office for Standards in Education, Children's Services and Skills","20","20","[c]","[c]"
"In post","2023","Mixed","No function","Office of Gas and Electricity Markets","25","25","[c]","[c]"
"In post","2023","Mixed","No function","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2023","Mixed","No function","Office of Rail and Road","5","5","[c]","[c]"
"In post","2023","Mixed","No function","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","No function","Scottish Government","25","25","[c]","[c]"
"In post","2023","Mixed","No function","The National Archives","15","10","[c]","[c]"
"In post","2023","Mixed","No function","UK Statistics Authority","45","35","29730","25100"
"In post","2023","Mixed","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","No function","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Cabinet Office","20","20","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Competition and Markets Authority","20","20","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Department for Business, Energy and Industrial Strategy","20","20","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Department for Education","35","35","46380","46600"
"In post","2023","Mixed","Project Delivery","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Department for Transport","15","15","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Department for Work and Pensions","25","25","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Department of Health and Social Care","20","20","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Foreign, Commonwealth and Development Office","40","35","53620","55850"
"In post","2023","Mixed","Project Delivery","HM Land Registry","5","5","[c]","[c]"
"In post","2023","Mixed","Project Delivery","HM Revenue and Customs","95","90","47410","42140"
"In post","2023","Mixed","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Ministry of Defence","105","100","41130","38790"
"In post","2023","Mixed","Project Delivery","Ministry of Justice","10","10","[c]","[c]"
"In post","2023","Mixed","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Cabinet Office","20","20","[c]","[c]"
"In post","2023","Mixed","Property","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","HM Revenue and Customs","40","40","34290","31540"
"In post","2023","Mixed","Property","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Ministry of Defence","25","25","[c]","[c]"
"In post","2023","Mixed","Property","Ministry of Justice","10","10","[c]","[c]"
"In post","2023","Mixed","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Cabinet Office","25","25","[c]","[c]"
"In post","2023","Mixed","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Department for Transport","5","5","[c]","[c]"
"In post","2023","Mixed","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Foreign, Commonwealth and Development Office","20","20","[c]","[c]"
"In post","2023","Mixed","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Home Office","10","10","[c]","[c]"
"In post","2023","Mixed","Security","Ministry of Defence","50","50","34000","30200"
"In post","2023","Mixed","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Cabinet Office","70","70","30600","30130"
"In post","2023","Mixed","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Department for Education","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Department for Work and Pensions","40","40","39950","34170"
"In post","2023","Mixed","Unknown","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Ministry of Defence","35","35","40520","39890"
"In post","2023","Mixed","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
