"Status","Year","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Cabinet Office","50","50","42970","36680"
"In post","2023","Asian","Property","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2023","Asian","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Department for Transport","5","5","[c]","[c]"
"In post","2023","Asian","Property","Department for Work and Pensions","20","20","[c]","[c]"
"In post","2023","Asian","Property","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2023","Asian","Property","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2023","Asian","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","HM Revenue and Customs","235","225","34300","31540"
"In post","2023","Asian","Property","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Home Office","10","10","[c]","[c]"
"In post","2023","Asian","Property","Ministry of Defence","20","20","[c]","[c]"
"In post","2023","Asian","Property","Ministry of Justice","40","40","42550","35590"
"In post","2023","Asian","Property","National Crime Agency","5","5","[c]","[c]"
"In post","2023","Asian","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Cabinet Office","40","35","36020","33020"
"In post","2023","Asian","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department for International Trade","5","5","[c]","[c]"
"In post","2023","Asian","Security","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Department for Transport","10","10","[c]","[c]"
"In post","2023","Asian","Security","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2023","Asian","Security","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2023","Asian","Security","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Foreign, Commonwealth and Development Office","55","50","40240","36620"
"In post","2023","Asian","Security","HM Revenue and Customs","15","10","[c]","[c]"
"In post","2023","Asian","Security","Home Office","75","70","29320","26400"
"In post","2023","Asian","Security","Ministry of Defence","135","135","30170","26350"
"In post","2023","Asian","Security","Ministry of Justice","15","15","[c]","[c]"
"In post","2023","Asian","Security","National Crime Agency","10","10","[c]","[c]"
"In post","2023","Asian","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Attorney General's Departments","5","5","[c]","[c]"
"In post","2023","Asian","Unknown","Cabinet Office","115","115","30650","30130"
"In post","2023","Asian","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Department for Education","25","20","[c]","[c]"
"In post","2023","Asian","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Department for Work and Pensions","150","140","37040","38470"
"In post","2023","Asian","Unknown","Department of Health and Social Care","30","30","47350","43840"
"In post","2023","Asian","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2023","Asian","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Ministry of Defence","50","45","41890","39890"
"In post","2023","Asian","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Office of Gas and Electricity Markets","20","20","[c]","[c]"
"In post","2023","Asian","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Scottish Government","245","235","38470","34730"
"In post","2023","Asian","Unknown","Welsh Government","75","70","42740","39690"
"In post","2023","Black","Analysis","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2023","Black","Analysis","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2023","Black","Analysis","Department for Education","15","15","[c]","[c]"
"In post","2023","Black","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Department for International Trade","10","10","[c]","[c]"
"In post","2023","Black","Analysis","Department for Levelling Up, Housing and Communities","15","15","[c]","[c]"
"In post","2023","Black","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Department for Work and Pensions","15","15","[c]","[c]"
"In post","2023","Black","Analysis","Department of Health and Social Care","15","15","[c]","[c]"
"In post","2023","Black","Analysis","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","HM Revenue and Customs","35","30","44990","42060"
"In post","2023","Black","Analysis","HM Treasury","5","5","[c]","[c]"
"In post","2023","Black","Analysis","Home Office","15","15","[c]","[c]"
"In post","2023","Black","Analysis","Ministry of Defence","15","15","[c]","[c]"
"In post","2023","Black","Analysis","Ministry of Justice","30","30","[c]","[c]"
"In post","2023","Black","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2023","Black","Analysis","Office of Rail and Road","5","5","[c]","[c]"
"In post","2023","Black","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","UK Statistics Authority","45","40","36100","34060"
"In post","2023","Black","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Cabinet Office","50","50","65810","65500"
"In post","2023","Black","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2023","Black","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Department for Education","15","15","[c]","[c]"
"In post","2023","Black","Commercial","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2023","Black","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Department for Transport","15","15","[c]","[c]"
"In post","2023","Black","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2023","Black","Commercial","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2023","Black","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","HM Revenue and Customs","10","10","[c]","[c]"
"In post","2023","Black","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Home Office","5","5","[c]","[c]"
"In post","2023","Black","Commercial","Ministry of Defence","45","40","33880","32500"
"In post","2023","Black","Commercial","Ministry of Justice","20","20","[c]","[c]"
"In post","2023","Black","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
