"Status","Year","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Outside London","EO","Heterosexual / straight","4870","[c]","28080","27570"
"Leaver CS","2023","Outside London","EO","LGBO","375","[c]","27740","27570"
"Leaver CS","2023","Outside London","EO","Undeclared","600","[c]","28190","27570"
"Leaver CS","2023","Outside London","EO","Unknown","2265","[c]","28200","27570"
"Leaver CS","2023","Outside London","G6/G7","Heterosexual / straight","1485","[c]","60960","58380"
"Leaver CS","2023","Outside London","G6/G7","LGBO","95","[c]","59000","56310"
"Leaver CS","2023","Outside London","G6/G7","Undeclared","195","[c]","60400","58080"
"Leaver CS","2023","Outside London","G6/G7","Unknown","805","[c]","59410","56680"
"Leaver CS","2023","Outside London","SCS level","Heterosexual / straight","145","[c]","101140","95140"
"Leaver CS","2023","Outside London","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Outside London","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Outside London","SCS level","Unknown","75","[c]","98500","92900"
"Leaver CS","2023","Outside London","SEO/HEO","Heterosexual / straight","3980","[c]","38070","37420"
"Leaver CS","2023","Outside London","SEO/HEO","LGBO","275","[c]","36330","34730"
"Leaver CS","2023","Outside London","SEO/HEO","Undeclared","555","[c]","39060","38470"
"Leaver CS","2023","Outside London","SEO/HEO","Unknown","1900","[c]","37330","37570"
"Leaver CS","2023","Outside London","Unknown","Heterosexual / straight","1160","[c]","40080","35020"
"Leaver CS","2023","Outside London","Unknown","LGBO","115","[c]","[c]","[c]"
"Leaver CS","2023","Outside London","Unknown","Undeclared","120","[c]","[c]","[c]"
"Leaver CS","2023","Outside London","Unknown","Unknown","475","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","SEO/HEO","Heterosexual / straight","45","[c]","44560","42480"
"Leaver CS","2023","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","SEO/HEO","Unknown","40","[c]","47160","47620"
"Leaver CS","2023","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","Heterosexual / straight","35","[c]","29190","28120"
"Leaver CS","2023","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","210","[c]","36830","33920"
"Leaver Dept.","2023","London","AA/AO","Heterosexual / straight","175","[c]","25030","25480"
"Leaver Dept.","2023","London","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","London","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","London","AA/AO","Unknown","100","[c]","24980","25480"
"Leaver Dept.","2023","London","EO","Heterosexual / straight","650","[c]","29960","29890"
"Leaver Dept.","2023","London","EO","LGBO","70","[c]","29430","28780"
"Leaver Dept.","2023","London","EO","Undeclared","80","[c]","30090","29660"
"Leaver Dept.","2023","London","EO","Unknown","210","[c]","29540","29660"
"Leaver Dept.","2023","London","G6/G7","Heterosexual / straight","1005","[c]","59330","56520"
"Leaver Dept.","2023","London","G6/G7","LGBO","130","[c]","58920","56430"
"Leaver Dept.","2023","London","G6/G7","Undeclared","170","[c]","59620","56680"
"Leaver Dept.","2023","London","G6/G7","Unknown","410","[c]","59220","56430"
"Leaver Dept.","2023","London","SCS level","Heterosexual / straight","205","[c]","91090","82830"
"Leaver Dept.","2023","London","SCS level","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","London","SCS level","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","London","SCS level","Unknown","60","[c]","88250","76740"
"Leaver Dept.","2023","London","SEO/HEO","Heterosexual / straight","1590","[c]","38020","36560"
"Leaver Dept.","2023","London","SEO/HEO","LGBO","220","[c]","37660","36180"
"Leaver Dept.","2023","London","SEO/HEO","Undeclared","250","[c]","37940","36330"
"Leaver Dept.","2023","London","SEO/HEO","Unknown","1095","[c]","35450","34000"
"Leaver Dept.","2023","London","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Outside London","AA/AO","Heterosexual / straight","1235","[c]","21880","21690"
"Leaver Dept.","2023","Outside London","AA/AO","LGBO","125","[c]","21970","21690"
"Leaver Dept.","2023","Outside London","AA/AO","Undeclared","135","[c]","22140","21690"
"Leaver Dept.","2023","Outside London","AA/AO","Unknown","900","[c]","22160","21780"
"Leaver Dept.","2023","Outside London","EO","Heterosexual / straight","1655","[c]","27510","27570"
"Leaver Dept.","2023","Outside London","EO","LGBO","145","[c]","27220","27570"
"Leaver Dept.","2023","Outside London","EO","Undeclared","135","[c]","27360","27570"
"Leaver Dept.","2023","Outside London","EO","Unknown","570","[c]","27290","27570"
"Leaver Dept.","2023","Outside London","G6/G7","Heterosexual / straight","525","[c]","55890","54000"
"Leaver Dept.","2023","Outside London","G6/G7","LGBO","40","[c]","53950","51640"
"Leaver Dept.","2023","Outside London","G6/G7","Undeclared","50","[c]","56790","54540"
"Leaver Dept.","2023","Outside London","G6/G7","Unknown","220","[c]","56800","54700"
"Leaver Dept.","2023","Outside London","SCS level","Heterosexual / straight","50","[c]","89570","80000"
"Leaver Dept.","2023","Outside London","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Outside London","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Outside London","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Outside London","SEO/HEO","Heterosexual / straight","1650","[c]","36090","34860"
"Leaver Dept.","2023","Outside London","SEO/HEO","LGBO","150","[c]","35720","34300"
"Leaver Dept.","2023","Outside London","SEO/HEO","Undeclared","170","[c]","36570","36510"
"Leaver Dept.","2023","Outside London","SEO/HEO","Unknown","705","[c]","34950","33330"
"Leaver Dept.","2023","Outside London","Unknown","Heterosexual / straight","100","[c]","[c]","[c]"
"Leaver Dept.","2023","Outside London","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Outside London","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Outside London","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Unknown","45","[c]","32150","32000"
"Leaver Dept.","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","London","AA/AO","Heterosexual / straight","940","[c]","27230","26510"
"New entrant CS","2023","London","AA/AO","LGBO","90","[c]","26860","25610"
"New entrant CS","2023","London","AA/AO","Undeclared","85","[c]","25880","25140"
"New entrant CS","2023","London","AA/AO","Unknown","1315","[c]","27140","26400"
"New entrant CS","2023","London","EO","Heterosexual / straight","1020","[c]","29400","29530"
"New entrant CS","2023","London","EO","LGBO","150","[c]","29120","29280"
"New entrant CS","2023","London","EO","Undeclared","155","[c]","28910","28770"
"New entrant CS","2023","London","EO","Unknown","1075","[c]","29460","29750"
"New entrant CS","2023","London","G6/G7","Heterosexual / straight","645","[c]","60440","56430"
"New entrant CS","2023","London","G6/G7","LGBO","75","[c]","61740","58860"
"New entrant CS","2023","London","G6/G7","Undeclared","85","[c]","58500","55330"
"New entrant CS","2023","London","G6/G7","Unknown","270","[c]","62690","59180"
"New entrant CS","2023","London","SCS level","Heterosexual / straight","75","[c]","99980","95000"
"New entrant CS","2023","London","SCS level","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","London","SCS level","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","London","SCS level","Unknown","55","[c]","115290","106000"
"New entrant CS","2023","London","SEO/HEO","Heterosexual / straight","1550","[c]","38060","37150"
"New entrant CS","2023","London","SEO/HEO","LGBO","265","[c]","37260","35410"
"New entrant CS","2023","London","SEO/HEO","Undeclared","230","[c]","37750","35410"
"New entrant CS","2023","London","SEO/HEO","Unknown","1270","[c]","35610","35410"
"New entrant CS","2023","London","Unknown","Heterosexual / straight","215","[c]","27050","27640"
"New entrant CS","2023","London","Unknown","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","London","Unknown","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","London","Unknown","Unknown","135","[c]","25700","27640"
"New entrant CS","2023","Outside London","AA/AO","Heterosexual / straight","11110","[c]","23780","22520"
"New entrant CS","2023","Outside London","AA/AO","LGBO","1260","[c]","23690","22520"
"New entrant CS","2023","Outside London","AA/AO","Undeclared","655","[c]","23140","22240"
"New entrant CS","2023","Outside London","AA/AO","Unknown","10380","[c]","23420","22400"
"New entrant CS","2023","Outside London","EO","Heterosexual / straight","3735","[c]","27500","27200"
"New entrant CS","2023","Outside London","EO","LGBO","505","[c]","26980","26910"
"New entrant CS","2023","Outside London","EO","Undeclared","295","[c]","27030","26780"
"New entrant CS","2023","Outside London","EO","Unknown","3825","[c]","27070","25880"
"New entrant CS","2023","Outside London","G6/G7","Heterosexual / straight","1565","[c]","57320","54100"
"New entrant CS","2023","Outside London","G6/G7","LGBO","120","[c]","55170","52360"
"New entrant CS","2023","Outside London","G6/G7","Undeclared","135","[c]","54820","52360"
"New entrant CS","2023","Outside London","G6/G7","Unknown","690","[c]","59340","55390"
"New entrant CS","2023","Outside London","SCS level","Heterosexual / straight","80","[c]","97530","90000"
"New entrant CS","2023","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Outside London","SCS level","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Outside London","SCS level","Unknown","65","[c]","105280","97850"
"New entrant CS","2023","Outside London","SEO/HEO","Heterosexual / straight","4880","[c]","36760","35000"
"New entrant CS","2023","Outside London","SEO/HEO","LGBO","485","[c]","35230","34170"
"New entrant CS","2023","Outside London","SEO/HEO","Undeclared","400","[c]","36140","34400"
"New entrant CS","2023","Outside London","SEO/HEO","Unknown","2430","[c]","35780","34400"
"New entrant CS","2023","Outside London","Unknown","Heterosexual / straight","2470","[c]","23730","23640"
"New entrant CS","2023","Outside London","Unknown","LGBO","320","[c]","22800","23640"
"New entrant CS","2023","Outside London","Unknown","Undeclared","110","[c]","24080","23640"
"New entrant CS","2023","Outside London","Unknown","Unknown","1055","[c]","23240","23640"
"New entrant CS","2023","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","SEO/HEO","Unknown","30","[c]","48610","46940"
"New entrant CS","2023","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","AA/AO","Heterosexual / straight","40","[c]","25650","24070"
"New entrant CS","2023","Unknown","AA/AO","LGBO","5","[c]","[c]","[c]"
