"Status","Year","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Driver and Vehicle Standards Agency","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","AO","Unknown","130","[c]","25380","27160"
"New entrant CS","2023","Driver and Vehicle Standards Agency","EO","Heterosexual / straight","115","[c]","27340","26780"
"New entrant CS","2023","Driver and Vehicle Standards Agency","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","EO","Unknown","200","[c]","27070","26780"
"New entrant CS","2023","Driver and Vehicle Standards Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","EO","Unknown","30","[c]","26320","26910"
"New entrant CS","2023","Food Standards Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","HEO","Heterosexual / straight","30","[c]","31620","31260"
"New entrant CS","2023","Food Standards Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","SEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","G6","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","G7","Unknown","50","[c]","69020","69830"
"New entrant CS","2023","Government Commercial Organisation","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","EO","Heterosexual / straight","105","[c]","28000","27760"
"New entrant CS","2023","Government Legal Department","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","G7","Heterosexual / straight","85","[c]","52730","52020"
"New entrant CS","2023","Government Legal Department","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","HEO","Heterosexual / straight","45","[c]","41690","45230"
"New entrant CS","2023","Government Legal Department","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","AA","Heterosexual / straight","140","[c]","20370","19930"
"New entrant CS","2023","HM Courts and Tribunals Service","AA","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","AA","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","AA","Unknown","95","[c]","20760","19930"
"New entrant CS","2023","HM Courts and Tribunals Service","AO","Heterosexual / straight","610","[c]","22120","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","AO","LGBO","70","[c]","22040","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","AO","Undeclared","65","[c]","22340","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","AO","Unknown","385","[c]","22580","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","EO","Heterosexual / straight","100","[c]","26810","25830"
"New entrant CS","2023","HM Courts and Tribunals Service","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","EO","Unknown","60","[c]","26740","25830"
"New entrant CS","2023","HM Courts and Tribunals Service","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","HEO","Heterosexual / straight","35","[c]","33460","35410"
"New entrant CS","2023","HM Courts and Tribunals Service","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","SEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","AO","Heterosexual / straight","55","[c]","23640","23390"
"New entrant CS","2023","HM Land Registry","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","AO","Unknown","155","[c]","23500","23390"
"New entrant CS","2023","HM Land Registry","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","EO","Unknown","45","[c]","28680","28080"
"New entrant CS","2023","HM Land Registry","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","SEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","AA","Heterosexual / straight","1025","[c]","23320","23230"
"New entrant CS","2023","HM Prison and Probation Service","AA","LGBO","120","[c]","23180","23230"
"New entrant CS","2023","HM Prison and Probation Service","AA","Undeclared","50","[c]","22910","23230"
"New entrant CS","2023","HM Prison and Probation Service","AA","Unknown","745","[c]","23410","23230"
"New entrant CS","2023","HM Prison and Probation Service","AO","Heterosexual / straight","2965","[c]","29170","28880"
"New entrant CS","2023","HM Prison and Probation Service","AO","LGBO","310","[c]","29310","28880"
"New entrant CS","2023","HM Prison and Probation Service","AO","Undeclared","120","[c]","29240","28880"
"New entrant CS","2023","HM Prison and Probation Service","AO","Unknown","1680","[c]","29360","28880"
"New entrant CS","2023","HM Prison and Probation Service","EO","Heterosexual / straight","145","[c]","29140","28480"
"New entrant CS","2023","HM Prison and Probation Service","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","EO","Unknown","80","[c]","30050","28480"
"New entrant CS","2023","HM Prison and Probation Service","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","HEO","Heterosexual / straight","130","[c]","33110","33200"
"New entrant CS","2023","HM Prison and Probation Service","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","HEO","Unknown","70","[c]","33890","33200"
"New entrant CS","2023","HM Prison and Probation Service","SEO","Heterosexual / straight","40","[c]","45530","44330"
"New entrant CS","2023","HM Prison and Probation Service","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","SEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","Unknown","Heterosexual / straight","2510","[c]","23200","23640"
"New entrant CS","2023","HM Prison and Probation Service","Unknown","LGBO","340","[c]","22800","23640"
"New entrant CS","2023","HM Prison and Probation Service","Unknown","Undeclared","115","[c]","23650","23640"
"New entrant CS","2023","HM Prison and Probation Service","Unknown","Unknown","1090","[c]","22820","23640"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","AO","Heterosexual / straight","1365","[c]","22870","22520"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","AO","LGBO","190","[c]","22620","22520"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","AO","Undeclared","85","[c]","22680","22520"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","AO","Unknown","1520","[c]","22800","22520"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","EO","Heterosexual / straight","315","[c]","28270","27650"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","EO","LGBO","35","[c]","28100","27650"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","EO","Unknown","205","[c]","28520","27650"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","G7","Heterosexual / straight","110","[c]","54630","52600"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","G7","Unknown","55","[c]","55600","54680"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","HEO","Heterosexual / straight","310","[c]","35580","34400"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","HEO","LGBO","45","[c]","35010","34400"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","HEO","Unknown","205","[c]","35770","34400"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","SEO","Heterosexual / straight","165","[c]","43120","42140"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","SEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","SEO","Unknown","60","[c]","43210","42140"
"New entrant CS","2023","HM Treasury (excl. agencies)","AO","Heterosexual / straight","35","[c]","22100","21700"
