"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Commercial","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Commercial","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2023","Mixed","Commercial","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","London","Female","55","50","47680","43350"
"In post","2023","Mixed","Communications","London","Male","25","25","[c]","[c]"
"In post","2023","Mixed","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","South West (England)","Male","5","5","[c]","[c]"
"In post","2023","Mixed","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Communications","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Corporate Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","East Midlands (England)","Female","10","5","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","East of England","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","East of England","Male","5","5","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","London","Female","35","30","33610","32520"
"In post","2023","Mixed","Counter Fraud","London","Male","35","35","37570","32540"
"In post","2023","Mixed","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","North West (England)","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","North West (England)","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Scotland","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","South East (England)","Female","15","10","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","South East (England)","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Yorkshire and The Humber","Female","15","10","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2023","Mixed","Counter Fraud","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","East of England","Male","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","London","Female","55","55","49250","48570"
"In post","2023","Mixed","Digital, Data and Technology","London","Male","100","100","47980","45940"
"In post","2023","Mixed","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","North East (England)","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","North East (England)","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","North West (England)","Female","25","25","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","North West (England)","Male","25","25","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Scotland","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","South East (England)","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","South East (England)","Male","15","15","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","South West (England)","Female","15","15","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","South West (England)","Male","40","35","39140","34350"
"In post","2023","Mixed","Digital, Data and Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Wales","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Wales","Male","15","15","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Yorkshire and The Humber","Male","15","15","[c]","[c]"
"In post","2023","Mixed","Digital, Data and Technology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","London","Female","25","25","[c]","[c]"
"In post","2023","Mixed","Economics","London","Male","30","30","[c]","[c]"
"In post","2023","Mixed","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Economics","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Finance","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","London","Female","45","45","47760","44050"
"In post","2023","Mixed","Finance","London","Male","35","35","49060","47320"
"In post","2023","Mixed","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","North West (England)","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Finance","North West (England)","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","South East (England)","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Finance","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","South West (England)","Female","15","15","[c]","[c]"
"In post","2023","Mixed","Finance","South West (England)","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Finance","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Finance","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Finance","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Finance","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Geography","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Human Resources","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","East of England","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Human Resources","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","London","Female","85","80","45640","43500"
"In post","2023","Mixed","Human Resources","London","Male","30","30","44000","39150"
"In post","2023","Mixed","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","North East (England)","Female","5","5","[c]","[c]"
"In post","2023","Mixed","Human Resources","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","North West (England)","Female","20","15","[c]","[c]"
"In post","2023","Mixed","Human Resources","North West (England)","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","South East (England)","Female","15","15","[c]","[c]"
"In post","2023","Mixed","Human Resources","South East (England)","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","South West (England)","Female","20","20","[c]","[c]"
"In post","2023","Mixed","Human Resources","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Wales","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","Mixed","Human Resources","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Human Resources","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2023","Mixed","Human Resources","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Wales","Female","[c]","[c]","[c]","[c]"
