"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","White","Knowledge and Information Management","South West (England)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Knowledge and Information Management","South West (England)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Knowledge and Information Management","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Knowledge and Information Management","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Knowledge and Information Management","Wales","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Knowledge and Information Management","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Knowledge and Information Management","West Midlands (England)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Knowledge and Information Management","West Midlands (England)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Knowledge and Information Management","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Knowledge and Information Management","Yorkshire and The Humber","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Knowledge and Information Management","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Knowledge and Information Management","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","East Midlands (England)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","East of England","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","London","Female","120","[c]","46460","52020"
"New entrant CS","2023","White","Legal","London","Male","75","[c]","48090","45230"
"New entrant CS","2023","White","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","North East (England)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","North East (England)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","North West (England)","Female","40","[c]","43400","49050"
"New entrant CS","2023","White","Legal","North West (England)","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Scotland","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Scotland","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","South East (England)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","South East (England)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","South West (England)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","South West (England)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Wales","Female","35","[c]","43390","38760"
"New entrant CS","2023","White","Legal","Wales","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","West Midlands (England)","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","West Midlands (England)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Yorkshire and The Humber","Female","35","[c]","42430","42000"
"New entrant CS","2023","White","Legal","Yorkshire and The Humber","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","East Midlands (England)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","East of England","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","East of England","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","Scotland","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","South East (England)","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","South West (England)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","South West (England)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","Wales","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","Wales","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","Yorkshire and The Humber","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Medicine","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Delivery","East Midlands (England)","Female","630","[c]","24570","23230"
"New entrant CS","2023","White","Operational Delivery","East Midlands (England)","Male","410","[c]","26090","23640"
"New entrant CS","2023","White","Operational Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Delivery","East of England","Female","605","[c]","25080","23640"
"New entrant CS","2023","White","Operational Delivery","East of England","Male","435","[c]","27040","28880"
"New entrant CS","2023","White","Operational Delivery","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Delivery","London","Female","490","[c]","32680","29660"
"New entrant CS","2023","White","Operational Delivery","London","Male","395","[c]","35180","30640"
"New entrant CS","2023","White","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Delivery","North East (England)","Female","765","[c]","24560","22520"
"New entrant CS","2023","White","Operational Delivery","North East (England)","Male","560","[c]","25890","23640"
"New entrant CS","2023","White","Operational Delivery","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Delivery","North West (England)","Female","1410","[c]","24460","23230"
"New entrant CS","2023","White","Operational Delivery","North West (England)","Male","970","[c]","25680","23640"
"New entrant CS","2023","White","Operational Delivery","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Delivery","Northern Ireland","Female","70","[c]","23680","22520"
"New entrant CS","2023","White","Operational Delivery","Northern Ireland","Male","85","[c]","25720","22520"
"New entrant CS","2023","White","Operational Delivery","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Delivery","Overseas","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Delivery","Scotland","Female","560","[c]","24450","22520"
"New entrant CS","2023","White","Operational Delivery","Scotland","Male","470","[c]","25730","22520"
"New entrant CS","2023","White","Operational Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Delivery","South East (England)","Female","980","[c]","25480","23640"
"New entrant CS","2023","White","Operational Delivery","South East (England)","Male","815","[c]","27700","25880"
"New entrant CS","2023","White","Operational Delivery","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Delivery","South West (England)","Female","725","[c]","25900","23640"
"New entrant CS","2023","White","Operational Delivery","South West (England)","Male","525","[c]","28360","26590"
"New entrant CS","2023","White","Operational Delivery","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Delivery","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Delivery","Unknown","Male","30","[c]","30430","28880"
"New entrant CS","2023","White","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Delivery","Wales","Female","930","[c]","23880","22500"
"New entrant CS","2023","White","Operational Delivery","Wales","Male","585","[c]","25330","22520"
"New entrant CS","2023","White","Operational Delivery","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Delivery","West Midlands (England)","Female","585","[c]","25260","23640"
"New entrant CS","2023","White","Operational Delivery","West Midlands (England)","Male","390","[c]","27640","25970"
"New entrant CS","2023","White","Operational Delivery","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Delivery","Yorkshire and The Humber","Female","875","[c]","25300","23640"
"New entrant CS","2023","White","Operational Delivery","Yorkshire and The Humber","Male","540","[c]","26950","26780"
"New entrant CS","2023","White","Operational Delivery","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","South East (England)","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","South East (England)","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Operational Research","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","East Midlands (England)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","East Midlands (England)","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","East of England","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","East of England","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","London","Female","55","[c]","37350","29980"
"New entrant CS","2023","White","Other","London","Male","40","[c]","41180","35410"
"New entrant CS","2023","White","Other","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","North East (England)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","North East (England)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","North West (England)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","North West (England)","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","Scotland","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","Scotland","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","South East (England)","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","South East (England)","Male","40","[c]","28550","27080"
"New entrant CS","2023","White","Other","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","South West (England)","Female","145","[c]","27140","22410"
"New entrant CS","2023","White","Other","South West (England)","Male","120","[c]","29380","22310"
"New entrant CS","2023","White","Other","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","Wales","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","Wales","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","West Midlands (England)","Female","75","[c]","22360","21690"
"New entrant CS","2023","White","Other","West Midlands (England)","Male","45","[c]","23100","21690"
"New entrant CS","2023","White","Other","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","Yorkshire and The Humber","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","Yorkshire and The Humber","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Other","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","North East (England)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","South East (England)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","South West (England)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","South West (England)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","West Midlands (England)","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","Yorkshire and The Humber","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Planning Inspectors","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","East Midlands (England)","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","East of England","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","London","Female","325","[c]","38400","35040"
"New entrant CS","2023","White","Policy","London","Male","275","[c]","40080","35400"
"New entrant CS","2023","White","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","North East (England)","Female","40","[c]","33290","30140"
"New entrant CS","2023","White","Policy","North East (England)","Male","45","[c]","37240","31370"
"New entrant CS","2023","White","Policy","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","North West (England)","Female","60","[c]","36490","31120"
"New entrant CS","2023","White","Policy","North West (England)","Male","30","[c]","35150","31120"
"New entrant CS","2023","White","Policy","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","Scotland","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","Scotland","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","South East (England)","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","South East (England)","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","South West (England)","Female","45","[c]","36840","33130"
"New entrant CS","2023","White","Policy","South West (England)","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","Wales","Female","50","[c]","36010","32540"
"New entrant CS","2023","White","Policy","Wales","Male","30","[c]","40870","38690"
"New entrant CS","2023","White","Policy","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","West Midlands (England)","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","West Midlands (England)","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","Yorkshire and The Humber","Female","65","[c]","36420","31760"
"New entrant CS","2023","White","Policy","Yorkshire and The Humber","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","White","Policy","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","East Midlands (England)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","East Midlands (England)","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","East of England","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","East of England","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","London","Female","95","[c]","39480","34110"
"New entrant CS","2023","White","Project Delivery","London","Male","75","[c]","43940","35400"
"New entrant CS","2023","White","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","North East (England)","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","North East (England)","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","North West (England)","Female","50","[c]","36000","32380"
"New entrant CS","2023","White","Project Delivery","North West (England)","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","North West (England)","Unknown","[c]","[c]","[c]","[c]"
