"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Crown Commercial Service","SEO/HEO","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","AA/AO","AO","Heterosexual / straight","95","[c]","22190","22180"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","AA/AO","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","EO","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","G6/G7","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","AA/AO","AO","Heterosexual / straight","400","[c]","21740","20980"
"New entrant CS","2023","Crown Prosecution Service","AA/AO","AO","LGBO","35","[c]","21640","20980"
"New entrant CS","2023","Crown Prosecution Service","AA/AO","AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","AA/AO","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","EO","EO","Heterosexual / straight","90","[c]","27350","26900"
"New entrant CS","2023","Crown Prosecution Service","EO","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","EO","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","G6/G7","G7","Heterosexual / straight","95","[c]","51840","49050"
"New entrant CS","2023","Crown Prosecution Service","G6/G7","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","SEO/HEO","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","SEO/HEO","SEO","Heterosexual / straight","125","[c]","39460","38760"
"New entrant CS","2023","Crown Prosecution Service","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Electronics and Components Agency","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Electronics and Components Agency","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","AA/AO","AO","Heterosexual / straight","230","[c]","21860","20750"
"New entrant CS","2023","Defence Equipment and Support","AA/AO","AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","AA/AO","AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","AA/AO","AO","Unknown","205","[c]","21630","20750"
"New entrant CS","2023","Defence Equipment and Support","EO","EO","Heterosexual / straight","70","[c]","27230","26750"
"New entrant CS","2023","Defence Equipment and Support","EO","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","EO","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","G6/G7","G7","Heterosexual / straight","45","[c]","57020","55500"
"New entrant CS","2023","Defence Equipment and Support","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","SEO/HEO","HEO","Heterosexual / straight","260","[c]","33270","32500"
"New entrant CS","2023","Defence Equipment and Support","SEO/HEO","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","SEO/HEO","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","SEO/HEO","HEO","Unknown","70","[c]","33650","32500"
"New entrant CS","2023","Defence Equipment and Support","SEO/HEO","SEO","Heterosexual / straight","195","[c]","43120","43400"
"New entrant CS","2023","Defence Equipment and Support","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","SEO/HEO","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","SEO/HEO","SEO","Unknown","60","[c]","42600","43400"
"New entrant CS","2023","Defence Science and Technology Laboratory","AA/AO","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","AA/AO","AA","Unknown","45","[c]","19290","19280"
"New entrant CS","2023","Defence Science and Technology Laboratory","AA/AO","AO","Heterosexual / straight","35","[c]","21060","19430"
"New entrant CS","2023","Defence Science and Technology Laboratory","AA/AO","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","AA/AO","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","EO","EO","Heterosexual / straight","55","[c]","24530","24630"
"New entrant CS","2023","Defence Science and Technology Laboratory","EO","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","EO","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","G6/G7","G7","Heterosexual / straight","85","[c]","50180","49260"
"New entrant CS","2023","Defence Science and Technology Laboratory","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","G6/G7","G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","G6/G7","G7","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","SEO/HEO","HEO","Heterosexual / straight","200","[c]","29080","28360"
"New entrant CS","2023","Defence Science and Technology Laboratory","SEO/HEO","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","SEO/HEO","HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","SEO/HEO","HEO","Unknown","105","[c]","28680","28360"
"New entrant CS","2023","Defence Science and Technology Laboratory","SEO/HEO","SEO","Heterosexual / straight","70","[c]","39480","39890"
"New entrant CS","2023","Defence Science and Technology Laboratory","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","SEO/HEO","SEO","Unknown","35","[c]","38570","39890"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","Heterosexual / straight","45","[c]","27460","28510"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","Heterosexual / straight","105","[c]","33470","33280"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","Unknown","60","[c]","33710","34410"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","Heterosexual / straight","45","[c]","42080","41060"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","HEO","Heterosexual / straight","40","[c]","35620","35040"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education (excl. agencies)","AA/AO","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education (excl. agencies)","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
