"Status","Year","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Counter Fraud","Unknown","25","20","[c]","[c]"
"In post","2023","Mixed","Debt","Heterosexual / straight","90","80","24080","22520"
"In post","2023","Mixed","Debt","LGBO","10","10","[c]","[c]"
"In post","2023","Mixed","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Debt","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Digital, Data & Technology","Heterosexual / straight","315","310","43270","40740"
"In post","2023","Mixed","Digital, Data & Technology","LGBO","50","50","43870","41550"
"In post","2023","Mixed","Digital, Data & Technology","Undeclared","35","35","44130","41440"
"In post","2023","Mixed","Digital, Data & Technology","Unknown","35","35","42980","39110"
"In post","2023","Mixed","Finance","Heterosexual / straight","185","180","42630","39150"
"In post","2023","Mixed","Finance","LGBO","20","20","[c]","[c]"
"In post","2023","Mixed","Finance","Undeclared","5","5","[c]","[c]"
"In post","2023","Mixed","Finance","Unknown","20","20","[c]","[c]"
"In post","2023","Mixed","Grants Management","Heterosexual / straight","30","30","26860","22150"
"In post","2023","Mixed","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Human Resources","Heterosexual / straight","240","235","40760","37100"
"In post","2023","Mixed","Human Resources","LGBO","30","30","41560","37500"
"In post","2023","Mixed","Human Resources","Undeclared","15","15","[c]","[c]"
"In post","2023","Mixed","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Heterosexual / straight","305","285","47960","51270"
"In post","2023","Mixed","Legal","LGBO","30","25","[c]","[c]"
"In post","2023","Mixed","Legal","Undeclared","20","20","[c]","[c]"
"In post","2023","Mixed","Legal","Unknown","30","30","54150","62160"
"In post","2023","Mixed","No function","Heterosexual / straight","4925","4670","35150","31310"
"In post","2023","Mixed","No function","LGBO","590","575","34350","30810"
"In post","2023","Mixed","No function","Undeclared","460","425","35070","30320"
"In post","2023","Mixed","No function","Unknown","315","285","34320","29310"
"In post","2023","Mixed","Project Delivery","Heterosexual / straight","320","310","45650","41830"
"In post","2023","Mixed","Project Delivery","LGBO","45","45","44430","41500"
"In post","2023","Mixed","Project Delivery","Undeclared","35","35","45610","42570"
"In post","2023","Mixed","Project Delivery","Unknown","45","40","39790","35660"
"In post","2023","Mixed","Property","Heterosexual / straight","95","90","36670","34240"
"In post","2023","Mixed","Property","LGBO","5","5","[c]","[c]"
"In post","2023","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","15","15","[c]","[c]"
"In post","2023","Mixed","Security","Heterosexual / straight","95","95","38850","37060"
"In post","2023","Mixed","Security","LGBO","5","5","[c]","[c]"
"In post","2023","Mixed","Security","Undeclared","10","10","[c]","[c]"
"In post","2023","Mixed","Security","Unknown","10","10","[c]","[c]"
"In post","2023","Mixed","Unknown","Heterosexual / straight","260","250","42160","38600"
"In post","2023","Mixed","Unknown","LGBO","50","45","39720","35250"
"In post","2023","Mixed","Unknown","Undeclared","30","25","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","50","50","33220","28840"
"In post","2023","Other ethnicity","Analysis","Heterosexual / straight","50","50","47700","41110"
"In post","2023","Other ethnicity","Analysis","LGBO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Undeclared","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Unknown","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Undeclared","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Undeclared","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Heterosexual / straight","50","50","33290","32520"
"In post","2023","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Undeclared","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Unknown","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Debt","Heterosexual / straight","35","30","24470","22520"
"In post","2023","Other ethnicity","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","Undeclared","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Debt","Unknown","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Heterosexual / straight","115","115","43750","40750"
"In post","2023","Other ethnicity","Digital, Data & Technology","LGBO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Undeclared","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Heterosexual / straight","45","45","44170","39150"
"In post","2023","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Heterosexual / straight","50","50","35810","32140"
"In post","2023","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Undeclared","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Undeclared","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Heterosexual / straight","100","95","48690","52020"
"In post","2023","Other ethnicity","Legal","LGBO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Undeclared","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Unknown","15","10","[c]","[c]"
"In post","2023","Other ethnicity","No function","Heterosexual / straight","1340","1275","35840","32520"
"In post","2023","Other ethnicity","No function","LGBO","145","140","37850","32520"
"In post","2023","Other ethnicity","No function","Undeclared","205","195","39640","34170"
"In post","2023","Other ethnicity","No function","Unknown","135","120","37270","31280"
"In post","2023","Other ethnicity","Project Delivery","Heterosexual / straight","80","75","50280","42510"
"In post","2023","Other ethnicity","Project Delivery","LGBO","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Undeclared","30","30","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Property","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Security","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Heterosexual / straight","65","65","37290","32960"
"In post","2023","Other ethnicity","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Analysis","Heterosexual / straight","45","45","45600","42220"
"In post","2023","Undeclared","Analysis","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Analysis","Undeclared","160","155","47300","43800"
"In post","2023","Undeclared","Analysis","Unknown","120","120","46880","49260"
"In post","2023","Undeclared","Commercial","Heterosexual / straight","40","40","51280","49360"
"In post","2023","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Undeclared","175","170","48360","42700"
"In post","2023","Undeclared","Commercial","Unknown","45","45","58850","56200"
"In post","2023","Undeclared","Communications","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Undeclared","80","75","42670","40920"
"In post","2023","Undeclared","Communications","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Heterosexual / straight","105","95","33200","32520"
"In post","2023","Undeclared","Counter Fraud","LGBO","20","20","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Undeclared","560","515","36780","34370"
"In post","2023","Undeclared","Counter Fraud","Unknown","220","190","32770","28130"
"In post","2023","Undeclared","Debt","Heterosexual / straight","35","30","24300","22520"
"In post","2023","Undeclared","Debt","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Debt","Undeclared","125","110","24870","22520"
"In post","2023","Undeclared","Debt","Unknown","70","60","24750","22520"
"In post","2023","Undeclared","Digital, Data & Technology","Heterosexual / straight","155","155","42100","38970"
"In post","2023","Undeclared","Digital, Data & Technology","LGBO","15","15","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Undeclared","885","865","44800","42050"
"In post","2023","Undeclared","Digital, Data & Technology","Unknown","145","140","45180","41000"
"In post","2023","Undeclared","Finance","Heterosexual / straight","80","75","39470","37990"
"In post","2023","Undeclared","Finance","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Finance","Undeclared","350","335","41660","37700"
"In post","2023","Undeclared","Finance","Unknown","110","100","44050","37770"
"In post","2023","Undeclared","Grants Management","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Undeclared","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Grants Management","Undeclared","130","120","26460","22150"
"In post","2023","Undeclared","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Heterosexual / straight","70","65","39900","36840"
"In post","2023","Undeclared","Human Resources","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Undeclared","355","345","37640","34170"
"In post","2023","Undeclared","Human Resources","Unknown","50","50","36610","36620"
"In post","2023","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Undeclared","10","10","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Legal","Heterosexual / straight","80","75","47570","50160"
"In post","2023","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal","Undeclared","230","215","52170","54100"
"In post","2023","Undeclared","Legal","Unknown","60","55","52430","56450"
"In post","2023","Undeclared","No function","Heterosexual / straight","2085","1940","32580","29050"
"In post","2023","Undeclared","No function","LGBO","205","195","33370","30610"
"In post","2023","Undeclared","No function","Undeclared","7855","7310","34940","31280"
"In post","2023","Undeclared","No function","Unknown","2030","1790","34190","28490"
"In post","2023","Undeclared","Project Delivery","Heterosexual / straight","105","100","45680","42860"
"In post","2023","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Undeclared","575","550","48320","43170"
"In post","2023","Undeclared","Project Delivery","Unknown","180","170","48520","48500"
"In post","2023","Undeclared","Property","Heterosexual / straight","40","40","43840","41000"
"In post","2023","Undeclared","Property","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Property","Undeclared","265","250","40030","36920"
"In post","2023","Undeclared","Property","Unknown","45","45","37260","34500"
"In post","2023","Undeclared","Security","Heterosexual / straight","45","45","36440","33020"
"In post","2023","Undeclared","Security","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Security","Undeclared","385","375","37720","38680"
"In post","2023","Undeclared","Security","Unknown","45","45","44880","40880"
"In post","2023","Undeclared","Unknown","Heterosexual / straight","65","65","42450","38470"
"In post","2023","Undeclared","Unknown","LGBO","10","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Undeclared","420","400","46190","42860"
"In post","2023","Undeclared","Unknown","Unknown","250","235","43890","43760"
"In post","2023","Unknown","Analysis","Heterosexual / straight","40","40","41080","37050"
"In post","2023","Unknown","Analysis","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Analysis","Undeclared","35","35","48760","43650"
"In post","2023","Unknown","Analysis","Unknown","1115","1095","41530","38520"
"In post","2023","Unknown","Commercial","Heterosexual / straight","55","55","42390","35890"
"In post","2023","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Undeclared","40","40","44400","43400"
"In post","2023","Unknown","Commercial","Unknown","610","595","41420","36880"
"In post","2023","Unknown","Communications","Heterosexual / straight","30","30","46260","45980"
"In post","2023","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Undeclared","45","45","47330","42780"
"In post","2023","Unknown","Communications","Unknown","660","650","44580","41410"
"In post","2023","Unknown","Counter Fraud","Heterosexual / straight","130","115","38300","35030"
"In post","2023","Unknown","Counter Fraud","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Undeclared","50","45","39250","36030"
"In post","2023","Unknown","Counter Fraud","Unknown","1885","1795","33930","32520"
"In post","2023","Unknown","Debt","Heterosexual / straight","60","50","26220","22520"
"In post","2023","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","Undeclared","20","15","[c]","[c]"
"In post","2023","Unknown","Debt","Unknown","1470","1370","23790","22520"
"In post","2023","Unknown","Digital, Data & Technology","Heterosexual / straight","190","180","39000","37660"
"In post","2023","Unknown","Digital, Data & Technology","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Undeclared","215","200","40340","39650"
"In post","2023","Unknown","Digital, Data & Technology","Unknown","3570","3510","43370","39460"
"In post","2023","Unknown","Finance","Heterosexual / straight","100","95","35570","31780"
"In post","2023","Unknown","Finance","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Finance","Undeclared","95","95","43270","41360"
"In post","2023","Unknown","Finance","Unknown","1295","1230","38750","34700"
"In post","2023","Unknown","Grants Management","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Unknown","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Grants Management","Unknown","480","440","26400","22150"
"In post","2023","Unknown","Human Resources","Heterosexual / straight","110","105","41160","38810"
"In post","2023","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Undeclared","55","55","37310","34190"
"In post","2023","Unknown","Human Resources","Unknown","1375","1340","39570","34900"
"In post","2023","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Unknown","25","25","[c]","[c]"
"In post","2023","Unknown","Legal","Heterosexual / straight","165","155","44750","46250"
"In post","2023","Unknown","Legal","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Legal","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","Legal","Unknown","1265","1175","48630","51270"
"In post","2023","Unknown","No function","Heterosexual / straight","2130","1970","33820","29890"
"In post","2023","Unknown","No function","LGBO","150","150","35690","32060"
"In post","2023","Unknown","No function","Undeclared","1485","1405","41750","37700"
"In post","2023","Unknown","No function","Unknown","45155","42670","31180","28080"
"In post","2023","Unknown","Project Delivery","Heterosexual / straight","180","175","46600","42510"
"In post","2023","Unknown","Project Delivery","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Undeclared","100","95","47760","41850"
"In post","2023","Unknown","Project Delivery","Unknown","2040","1985","44370","41550"
"In post","2023","Unknown","Property","Heterosexual / straight","85","80","35460","32970"
"In post","2023","Unknown","Property","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Undeclared","35","30","34460","30340"
"In post","2023","Unknown","Property","Unknown","1485","1420","33090","28490"
"In post","2023","Unknown","Security","Heterosexual / straight","80","80","33430","27550"
