"Status","Year","Function_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Analysis","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Home Office","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence (excl. agencies)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Justice (excl. agencies)","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Justice (excl. agencies)","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Justice (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","National Infrastructure Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","National Infrastructure Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Space Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","Heterosexual / straight","55","[c]","35500","33710"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Building Digital UK","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Building Digital UK","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Central Civil Service Fast Stream","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Central Civil Service Fast Stream","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Central Civil Service Fast Stream","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Commercial Service","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Equipment and Support","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Education (excl. agencies)","Heterosexual / straight","35","[c]","38070","39090"
"Leaver Dept.","2023","Commercial","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Licensing Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Commercial Organisation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Commercial Organisation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Commercial Organisation","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HM Revenue and Customs (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Maritime and Coastguard Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence (excl. agencies)","Heterosexual / straight","35","[c]","38230","40000"
"Leaver Dept.","2023","Commercial","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice (excl. agencies)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Health Security Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Building Digital UK","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Building Digital UK","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","Heterosexual / straight","40","[c]","42930","40600"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Central Civil Service Fast Stream","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Central Civil Service Fast Stream","LGBO","[c]","[c]","[c]","[c]"
