"Status","Year","Ethnicity","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Barnet","Heterosexual / straight","330","315","39220","32980"
"In post","2023","Asian","Barnet","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barnet","Undeclared","30","30","38760","32980"
"In post","2023","Asian","Barnet","Unknown","60","55","49140","41280"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","365","350","38080","34700"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","15","10","[c]","[c]"
"In post","2023","Asian","Bedford","Heterosexual / straight","80","75","29950","28120"
"In post","2023","Asian","Bedford","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bedford","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Bedford","Unknown","10","5","[c]","[c]"
"In post","2023","Asian","Belfast","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Belfast","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Belfast","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Belfast","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire","Heterosexual / straight","245","225","32410","31280"
"In post","2023","Asian","Berkshire","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Berkshire","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Berkshire","Unknown","35","35","30980","29730"
"In post","2023","Asian","Bexley and Greenwich","Heterosexual / straight","90","85","33230","32520"
"In post","2023","Asian","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Birmingham","Heterosexual / straight","2935","2770","29950","28120"
"In post","2023","Asian","Birmingham","LGBO","50","50","29960","27890"
"In post","2023","Asian","Birmingham","Undeclared","165","150","27830","26510"
"In post","2023","Asian","Birmingham","Unknown","335","305","29300","28120"
"In post","2023","Asian","Blackburn with Darwen","Heterosexual / straight","95","85","28360","28120"
"In post","2023","Asian","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Blackpool","Heterosexual / straight","125","120","31010","28120"
"In post","2023","Asian","Blackpool","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackpool","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackpool","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bradford","Heterosexual / straight","745","680","25910","22520"
"In post","2023","Asian","Bradford","LGBO","20","20","[c]","[c]"
"In post","2023","Asian","Bradford","Undeclared","30","25","23900","22520"
"In post","2023","Asian","Bradford","Unknown","135","110","25050","22520"
"In post","2023","Asian","Breckland and South Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brent","Heterosexual / straight","100","90","32170","32520"
"In post","2023","Asian","Brent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brent","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Brent","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bristol, City of","Heterosexual / straight","195","180","35150","30320"
"In post","2023","Asian","Bristol, City of","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Bristol, City of","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Bristol, City of","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Bromley","Heterosexual / straight","30","30","33410","32520"
"In post","2023","Asian","Bromley","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","Heterosexual / straight","90","85","33190","29140"
"In post","2023","Asian","Buckinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","Heterosexual / straight","150","140","27620","28120"
"In post","2023","Asian","Calderdale and Kirklees","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","Heterosexual / straight","85","80","36390","32000"
"In post","2023","Asian","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Camden and City of London","Heterosexual / straight","260","250","33960","29890"
"In post","2023","Asian","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Camden and City of London","Undeclared","20","15","[c]","[c]"
"In post","2023","Asian","Camden and City of London","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","Heterosexual / straight","265","255","33990","28130"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","Unknown","30","30","32300","28130"
"In post","2023","Asian","Causeway Coast and Glens","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Hampshire","Heterosexual / straight","70","70","33150","30560"
"In post","2023","Asian","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","Heterosexual / straight","40","40","29360","28120"
"In post","2023","Asian","Central Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","Heterosexual / straight","40","40","27890","27140"
"In post","2023","Asian","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","City of Edinburgh","Heterosexual / straight","180","175","38160","34570"
"In post","2023","Asian","City of Edinburgh","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","City of Edinburgh","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","City of Edinburgh","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Coventry","Heterosexual / straight","400","380","36060","31320"
"In post","2023","Asian","Coventry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Coventry","Undeclared","20","15","[c]","[c]"
"In post","2023","Asian","Coventry","Unknown","50","45","34560","30330"
"In post","2023","Asian","Croydon","Heterosexual / straight","1520","1440","37610","32890"
"In post","2023","Asian","Croydon","LGBO","25","20","[c]","[c]"
"In post","2023","Asian","Croydon","Undeclared","140","130","33900","30410"
"In post","2023","Asian","Croydon","Unknown","105","95","39440","39450"
"In post","2023","Asian","Darlington","Heterosexual / straight","45","40","36580","31270"
"In post","2023","Asian","Darlington","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Darlington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derby","Heterosexual / straight","95","85","26880","28120"
"In post","2023","Asian","Derby","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derby","Undeclared","15","10","[c]","[c]"
"In post","2023","Asian","Derby","Unknown","15","10","[c]","[c]"
"In post","2023","Asian","Derry City and Strabane","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derry City and Strabane","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derry City and Strabane","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon CC","Heterosexual / straight","50","45","34420","31090"
"In post","2023","Asian","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Dorset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dudley","Heterosexual / straight","90","85","25840","21690"
"In post","2023","Asian","Dudley","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dudley","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dudley","Unknown","15","10","[c]","[c]"
"In post","2023","Asian","Dumfries and Galloway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dumfries and Galloway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dumfries and Galloway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Durham","Heterosexual / straight","45","35","28320","23310"
"In post","2023","Asian","Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ealing","Heterosexual / straight","125","115","33300","32520"
"In post","2023","Asian","Ealing","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ealing","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Ealing","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Ayrshire and North Ayrshire mainland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Ayrshire and North Ayrshire mainland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Cumbria","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Derbyshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Kent","Heterosexual / straight","45","45","28980","25880"
"In post","2023","Asian","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Kent","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","East Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Lancashire","Heterosexual / straight","55","50","26920","28120"
"In post","2023","Asian","East Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Lancashire","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","East Lothian and Midlothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Merseyside","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Asian","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Riding of Yorkshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Riding of Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Surrey","Heterosexual / straight","45","40","33980","31310"
"In post","2023","Asian","East Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Surrey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Sussex CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","East Sussex CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Sussex CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Enfield","Heterosexual / straight","40","35","33240","32520"
"In post","2023","Asian","Enfield","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Enfield","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Enfield","Unknown","10","5","[c]","[c]"
"In post","2023","Asian","Essex Haven Gateway","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex Haven Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex Thames Gateway","Heterosexual / straight","35","35","29050","25610"
"In post","2023","Asian","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex Thames Gateway","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Falkirk","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Falkirk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Falkirk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Fermanagh and Omagh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Fermanagh and Omagh","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Fermanagh and Omagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Flintshire and Wrexham","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Glasgow City","Heterosexual / straight","315","295","31870","28120"
"In post","2023","Asian","Glasgow City","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Glasgow City","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Glasgow City","Unknown","30","30","33130","28010"
"In post","2023","Asian","Gloucestershire CC","Heterosexual / straight","30","30","33040","28120"
"In post","2023","Asian","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gloucestershire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gloucestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester North East","Heterosexual / straight","85","80","28940","28120"
"In post","2023","Asian","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester North East","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester North West","Heterosexual / straight","85","75","26130","24070"
"In post","2023","Asian","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester North West","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Greater Manchester South East","Heterosexual / straight","45","40","26760","28120"
"In post","2023","Asian","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester South East","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Greater Manchester South East","Unknown","10","5","[c]","[c]"
"In post","2023","Asian","Greater Manchester South West","Heterosexual / straight","910","875","32190","28130"
"In post","2023","Asian","Greater Manchester South West","LGBO","35","35","29040","28120"
"In post","2023","Asian","Greater Manchester South West","Undeclared","40","35","28260","26880"
"In post","2023","Asian","Greater Manchester South West","Unknown","120","110","30710","28120"
"In post","2023","Asian","Gwent Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gwent Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gwent Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gwynedd","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gwynedd","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gwynedd","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hackney and Newham","Heterosexual / straight","1125","1060","39290","34370"
"In post","2023","Asian","Hackney and Newham","LGBO","30","30","39250","37640"
"In post","2023","Asian","Hackney and Newham","Undeclared","70","60","36930","32540"
"In post","2023","Asian","Hackney and Newham","Unknown","270","250","38680","34370"
"In post","2023","Asian","Haringey and Islington","Heterosexual / straight","165","155","31920","32520"
"In post","2023","Asian","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Haringey and Islington","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Harrow and Hillingdon","Heterosexual / straight","1040","950","32290","30200"
"In post","2023","Asian","Harrow and Hillingdon","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Harrow and Hillingdon","Undeclared","95","85","31410","30400"
"In post","2023","Asian","Harrow and Hillingdon","Unknown","60","50","31680","32520"
"In post","2023","Asian","Hartlepool and Stockton-on-Tees","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hartlepool and Stockton-on-Tees","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Heart of Essex","Heterosexual / straight","35","35","33560","29150"
"In post","2023","Asian","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
