"Status","Year","Age","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Southern Scotland","AA/AO","35","30","21660","22180"
"In post","2023","16-19","Surrey, East and West Sussex","AA/AO","15","15","25550","25340"
"In post","2023","16-19","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tees Valley and Durham","AA/AO","25","25","25090","23230"
"In post","2023","16-19","Tees Valley and Durham","EO","10","10","[c]","[c]"
"In post","2023","16-19","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","EO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","30","30","19370","17400"
"In post","2023","16-19","West Central Scotland","AA/AO","50","45","22540","22400"
"In post","2023","16-19","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands","AA/AO","45","40","22630","22090"
"In post","2023","16-19","West Midlands","EO","10","10","26940","25830"
"In post","2023","16-19","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Wales and The Valleys","AA/AO","90","85","20850","21690"
"In post","2023","16-19","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Yorkshire","AA/AO","75","70","23570","22520"
"In post","2023","16-19","West Yorkshire","EO","5","5","[c]","[c]"
"In post","2023","16-19","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Bedfordshire and Hertfordshire","AA/AO","280","275","27560","27720"
"In post","2023","20-29","Bedfordshire and Hertfordshire","EO","180","175","29200","28200"
"In post","2023","20-29","Bedfordshire and Hertfordshire","G6/G7","10","10","57450","59810"
"In post","2023","20-29","Bedfordshire and Hertfordshire","SEO/HEO","115","115","38480","38020"
"In post","2023","20-29","Bedfordshire and Hertfordshire","Unknown","95","90","26590","25300"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","590","580","27790","27350"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","EO","310","305","29930","28540"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","10","10","57560","54600"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","220","220","35850","35250"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","Unknown","170","165","26450","24570"
"In post","2023","20-29","Cheshire","AA/AO","280","275","26600","28880"
"In post","2023","20-29","Cheshire","EO","190","190","31650","30740"
"In post","2023","20-29","Cheshire","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Cheshire","SEO/HEO","90","90","35760","34300"
"In post","2023","20-29","Cheshire","Unknown","65","60","24320","23640"
"In post","2023","20-29","Cornwall and Isles of Scilly","AA/AO","60","55","21640","21690"
"In post","2023","20-29","Cornwall and Isles of Scilly","EO","40","40","27600","28120"
"In post","2023","20-29","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cornwall and Isles of Scilly","SEO/HEO","20","20","34890","34170"
"In post","2023","20-29","Cornwall and Isles of Scilly","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Cumbria","AA/AO","165","160","23280","22150"
"In post","2023","20-29","Cumbria","EO","35","35","26720","25920"
"In post","2023","20-29","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cumbria","SEO/HEO","15","15","34130","33990"
"In post","2023","20-29","Cumbria","Unknown","50","50","27220","24570"
"In post","2023","20-29","Derbyshire and Nottinghamshire","AA/AO","970","945","24870","22520"
"In post","2023","20-29","Derbyshire and Nottinghamshire","EO","615","605","27870","27890"
"In post","2023","20-29","Derbyshire and Nottinghamshire","G6/G7","45","45","54320","55230"
"In post","2023","20-29","Derbyshire and Nottinghamshire","SEO/HEO","475","475","34910","34700"
"In post","2023","20-29","Derbyshire and Nottinghamshire","Unknown","200","195","24810","23640"
"In post","2023","20-29","Devon","AA/AO","490","485","24420","22520"
"In post","2023","20-29","Devon","EO","280","275","27690","27740"
"In post","2023","20-29","Devon","G6/G7","10","10","50130","49400"
"In post","2023","20-29","Devon","SEO/HEO","225","225","34960","33430"
"In post","2023","20-29","Devon","Unknown","110","105","25570","23640"
"In post","2023","20-29","Dorset and Somerset","AA/AO","270","265","25220","23390"
"In post","2023","20-29","Dorset and Somerset","EO","175","175","28020","27610"
"In post","2023","20-29","Dorset and Somerset","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Dorset and Somerset","SEO/HEO","95","95","35280","34370"
"In post","2023","20-29","Dorset and Somerset","Unknown","75","75","25470","24570"
"In post","2023","20-29","East Anglia","AA/AO","845","820","26540","24910"
"In post","2023","20-29","East Anglia","EO","350","340","27810","27490"
"In post","2023","20-29","East Anglia","G6/G7","20","20","53330","49700"
"In post","2023","20-29","East Anglia","SEO/HEO","260","255","34020","33830"
"In post","2023","20-29","East Anglia","Unknown","205","195","24790","24380"
"In post","2023","20-29","East Wales","AA/AO","1195","1165","23850","22520"
"In post","2023","20-29","East Wales","EO","890","880","27380","27890"
"In post","2023","20-29","East Wales","G6/G7","105","105","54290","52600"
"In post","2023","20-29","East Wales","SEO/HEO","1025","1020","35330","34700"
"In post","2023","20-29","East Wales","Unknown","140","140","24800","24330"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","AA/AO","465","455","27180","28880"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","EO","150","145","28390","28120"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","SEO/HEO","40","40","33870","31310"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","Unknown","80","80","24460","23640"
"In post","2023","20-29","Eastern Scotland","AA/AO","1325","1295","24050","23340"
"In post","2023","20-29","Eastern Scotland","EO","980","970","30020","29100"
"In post","2023","20-29","Eastern Scotland","G6/G7","150","145","54330","52360"
"In post","2023","20-29","Eastern Scotland","SEO/HEO","850","845","37250","35000"
"In post","2023","20-29","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Essex","AA/AO","260","255","25530","24910"
"In post","2023","20-29","Essex","EO","190","190","28830","27560"
"In post","2023","20-29","Essex","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Essex","SEO/HEO","45","45","35200","33200"
"In post","2023","20-29","Essex","Unknown","125","125","25730","24570"
"In post","2023","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","1340","1320","23690","22410"
"In post","2023","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","EO","975","960","27250","27080"
"In post","2023","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","170","170","52880","51870"
"In post","2023","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","2320","2310","34180","32500"
"In post","2023","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","595","590","29010","28370"
"In post","2023","20-29","Greater Manchester","AA/AO","1095","1075","23670","22520"
"In post","2023","20-29","Greater Manchester","EO","1110","1100","27250","27890"
"In post","2023","20-29","Greater Manchester","G6/G7","205","200","53870","52600"
"In post","2023","20-29","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Greater Manchester","SEO/HEO","1370","1365","35010","34460"
"In post","2023","20-29","Greater Manchester","Unknown","335","330","24590","23640"
"In post","2023","20-29","Hampshire and Isle of Wight","AA/AO","565","550","24710","22520"
"In post","2023","20-29","Hampshire and Isle of Wight","EO","480","470","27200","27080"
"In post","2023","20-29","Hampshire and Isle of Wight","G6/G7","55","55","51190","51060"
"In post","2023","20-29","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Hampshire and Isle of Wight","SEO/HEO","905","905","33980","32500"
"In post","2023","20-29","Hampshire and Isle of Wight","Unknown","125","120","24390","23640"
"In post","2023","20-29","Herefordshire, Worcestershire and Warwickshire","AA/AO","295","290","26170","24910"
"In post","2023","20-29","Herefordshire, Worcestershire and Warwickshire","EO","70","70","27710","28120"
"In post","2023","20-29","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","40","40","33860","32370"
"In post","2023","20-29","Herefordshire, Worcestershire and Warwickshire","Unknown","85","85","25630","24570"
"In post","2023","20-29","Highlands and Islands","AA/AO","130","130","24160","23520"
"In post","2023","20-29","Highlands and Islands","EO","55","55","30070","29450"
"In post","2023","20-29","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Highlands and Islands","SEO/HEO","20","20","33730","32730"
"In post","2023","20-29","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inner London - East","AA/AO","465","460","28700","26920"
"In post","2023","20-29","Inner London - East","EO","1010","1000","31960","32520"
"In post","2023","20-29","Inner London - East","G6/G7","315","315","58600","57230"
"In post","2023","20-29","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inner London - East","SEO/HEO","1200","1195","38760","39450"
"In post","2023","20-29","Inner London - East","Unknown","230","225","29080","27640"
"In post","2023","20-29","Inner London - West","AA/AO","845","840","27730","25610"
"In post","2023","20-29","Inner London - West","EO","2200","2180","29610","29400"
"In post","2023","20-29","Inner London - West","G6/G7","3345","3340","56910","55370"
"In post","2023","20-29","Inner London - West","SCS level","15","15","79570","74680"
"In post","2023","20-29","Inner London - West","SEO/HEO","9315","9285","37750","36620"
"In post","2023","20-29","Inner London - West","Unknown","50","50","30240","29300"
"In post","2023","20-29","Kent","AA/AO","710","705","26470","25610"
"In post","2023","20-29","Kent","EO","530","525","27720","25880"
"In post","2023","20-29","Kent","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Kent","SEO/HEO","75","75","34810","32160"
"In post","2023","20-29","Kent","Unknown","105","100","25400","24570"
"In post","2023","20-29","Lancashire","AA/AO","945","925","24510","22220"
"In post","2023","20-29","Lancashire","EO","490","480","28190","28120"
"In post","2023","20-29","Lancashire","G6/G7","15","15","52890","50160"
"In post","2023","20-29","Lancashire","SEO/HEO","160","155","35010","34170"
"In post","2023","20-29","Lancashire","Unknown","145","140","24990","23640"
"In post","2023","20-29","Leicestershire, Rutland and Northamptonshire","AA/AO","590","570","24670","22400"
"In post","2023","20-29","Leicestershire, Rutland and Northamptonshire","EO","180","175","27980","28120"
"In post","2023","20-29","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Leicestershire, Rutland and Northamptonshire","SEO/HEO","55","55","34260","34170"
"In post","2023","20-29","Leicestershire, Rutland and Northamptonshire","Unknown","135","135","25680","24570"
"In post","2023","20-29","Lincolnshire","AA/AO","190","190","26530","28880"
"In post","2023","20-29","Lincolnshire","EO","65","65","28790","28120"
"In post","2023","20-29","Lincolnshire","SEO/HEO","35","35","34140","32970"
"In post","2023","20-29","Lincolnshire","Unknown","55","55","24000","23640"
"In post","2023","20-29","Merseyside","AA/AO","1570","1525","22570","22400"
"In post","2023","20-29","Merseyside","EO","1190","1175","26760","26020"
"In post","2023","20-29","Merseyside","G6/G7","50","50","53890","54680"
"In post","2023","20-29","Merseyside","SEO/HEO","665","665","34750","34400"
"In post","2023","20-29","Merseyside","Unknown","185","180","24680","23640"
"In post","2023","20-29","North Eastern Scotland","AA/AO","95","90","25970","24890"
"In post","2023","20-29","North Eastern Scotland","EO","95","95","30850","29450"
"In post","2023","20-29","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","North Eastern Scotland","SEO/HEO","40","40","36320","34730"
"In post","2023","20-29","North Yorkshire","AA/AO","170","165","24030","22150"
"In post","2023","20-29","North Yorkshire","EO","185","180","26710","27110"
"In post","2023","20-29","North Yorkshire","G6/G7","15","15","53200","50100"
"In post","2023","20-29","North Yorkshire","SEO/HEO","215","215","33470","32800"
"In post","2023","20-29","North Yorkshire","Unknown","50","50","24600","23640"
"In post","2023","20-29","Northern Ireland","AA/AO","305","295","22470","22520"
"In post","2023","20-29","Northern Ireland","EO","180","175","27220","27890"
"In post","2023","20-29","Northern Ireland","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Northern Ireland","SEO/HEO","115","115","35180","34700"
"In post","2023","20-29","Northumberland, and Tyne and Wear","AA/AO","1200","1160","22150","22520"
"In post","2023","20-29","Northumberland, and Tyne and Wear","EO","990","980","27660","28120"
"In post","2023","20-29","Northumberland, and Tyne and Wear","G6/G7","85","85","53830","53190"
"In post","2023","20-29","Northumberland, and Tyne and Wear","SEO/HEO","780","775","35710","34700"
"In post","2023","20-29","Northumberland, and Tyne and Wear","Unknown","130","130","25110","24570"
"In post","2023","20-29","Outer London - East and North East","AA/AO","285","285","29550","27940"
"In post","2023","20-29","Outer London - East and North East","EO","205","200","32520","32520"
"In post","2023","20-29","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Outer London - East and North East","SEO/HEO","40","40","38050","39150"
"In post","2023","20-29","Outer London - East and North East","Unknown","75","75","29450","28580"
"In post","2023","20-29","Outer London - South","AA/AO","370","365","26420","26400"
"In post","2023","20-29","Outer London - South","EO","560","555","30990","29980"
"In post","2023","20-29","Outer London - South","G6/G7","100","100","62550","61540"
"In post","2023","20-29","Outer London - South","SEO/HEO","555","550","38840","39110"
"In post","2023","20-29","Outer London - South","Unknown","65","65","29670","28580"
"In post","2023","20-29","Outer London - West and North West","AA/AO","375","365","28320","26400"
"In post","2023","20-29","Outer London - West and North West","EO","660","655","30640","29890"
"In post","2023","20-29","Outer London - West and North West","G6/G7","10","10","63070","54410"
"In post","2023","20-29","Outer London - West and North West","SEO/HEO","315","315","36420","36000"
"In post","2023","20-29","Outer London - West and North West","Unknown","80","80","30310","28580"
"In post","2023","20-29","Overseas","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Overseas","EO","20","20","33670","34160"
"In post","2023","20-29","Overseas","G6/G7","45","45","53680","53530"
"In post","2023","20-29","Overseas","SEO/HEO","260","260","37340","34220"
"In post","2023","20-29","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Shropshire and Staffordshire","AA/AO","620","610","26260","24270"
"In post","2023","20-29","Shropshire and Staffordshire","EO","300","295","28450","28080"
"In post","2023","20-29","Shropshire and Staffordshire","G6/G7","20","20","54500","55110"
"In post","2023","20-29","Shropshire and Staffordshire","SEO/HEO","225","220","35810","34400"
"In post","2023","20-29","Shropshire and Staffordshire","Unknown","85","80","27180","25300"
"In post","2023","20-29","South Yorkshire","AA/AO","645","630","24340","22400"
"In post","2023","20-29","South Yorkshire","EO","540","530","26770","25880"
"In post","2023","20-29","South Yorkshire","G6/G7","75","75","54130","51700"
"In post","2023","20-29","South Yorkshire","SEO/HEO","450","445","34900","34130"
"In post","2023","20-29","South Yorkshire","Unknown","135","135","26370","24570"
"In post","2023","20-29","Southern Scotland","AA/AO","465","455","23380","22520"
"In post","2023","20-29","Southern Scotland","EO","235","230","28850","28540"
"In post","2023","20-29","Southern Scotland","G6/G7","35","35","52090","52360"
"In post","2023","20-29","Southern Scotland","SEO/HEO","90","90","36320","34950"
"In post","2023","20-29","Surrey, East and West Sussex","AA/AO","515","510","27550","25610"
"In post","2023","20-29","Surrey, East and West Sussex","EO","385","375","28820","28120"
"In post","2023","20-29","Surrey, East and West Sussex","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Surrey, East and West Sussex","SEO/HEO","165","165","35490","34170"
"In post","2023","20-29","Surrey, East and West Sussex","Unknown","140","135","25960","24570"
"In post","2023","20-29","Tees Valley and Durham","AA/AO","915","885","25680","23390"
"In post","2023","20-29","Tees Valley and Durham","EO","320","315","27390","28080"
"In post","2023","20-29","Tees Valley and Durham","G6/G7","30","30","52820","51360"
"In post","2023","20-29","Tees Valley and Durham","SEO/HEO","270","270","33200","31560"
"In post","2023","20-29","Tees Valley and Durham","Unknown","135","135","25200","23640"
"In post","2023","20-29","Unknown","AA/AO","50","50","23730","22400"
"In post","2023","20-29","Unknown","EO","65","65","26470","25830"
"In post","2023","20-29","Unknown","G6/G7","10","10","55960","55790"
"In post","2023","20-29","Unknown","SEO/HEO","40","40","36350","35240"
"In post","2023","20-29","Unknown","Unknown","375","375","32290","33280"
"In post","2023","20-29","West Central Scotland","AA/AO","1500","1460","23430","22520"
"In post","2023","20-29","West Central Scotland","EO","940","930","28430","28120"
"In post","2023","20-29","West Central Scotland","G6/G7","95","90","53400","52360"
"In post","2023","20-29","West Central Scotland","SEO/HEO","725","725","36110","34700"
"In post","2023","20-29","West Central Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","West Midlands","AA/AO","1395","1345","22760","21780"
"In post","2023","20-29","West Midlands","EO","1045","1030","27510","27890"
"In post","2023","20-29","West Midlands","G6/G7","130","130","52960","51360"
"In post","2023","20-29","West Midlands","SEO/HEO","855","850","34650","34170"
"In post","2023","20-29","West Midlands","Unknown","240","230","25270","23640"
"In post","2023","20-29","West Wales and The Valleys","AA/AO","1090","1035","22270","22500"
"In post","2023","20-29","West Wales and The Valleys","EO","520","510","27950","28120"
"In post","2023","20-29","West Wales and The Valleys","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","West Wales and The Valleys","SEO/HEO","230","225","35530","34520"
"In post","2023","20-29","West Wales and The Valleys","Unknown","190","185","24890","24570"
"In post","2023","20-29","West Yorkshire","AA/AO","1405","1365","24460","22520"
"In post","2023","20-29","West Yorkshire","EO","1110","1095","28100","28120"
"In post","2023","20-29","West Yorkshire","G6/G7","150","150","53470","51360"
"In post","2023","20-29","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","West Yorkshire","SEO/HEO","930","925","34880","34530"
"In post","2023","20-29","West Yorkshire","Unknown","265","260","24940","24310"
"In post","2023","30-39","Bedfordshire and Hertfordshire","AA/AO","205","195","28480","30880"
"In post","2023","30-39","Bedfordshire and Hertfordshire","EO","245","235","29930","29780"
"In post","2023","30-39","Bedfordshire and Hertfordshire","G6/G7","90","90","59750","59530"
"In post","2023","30-39","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Bedfordshire and Hertfordshire","SEO/HEO","230","225","39040","38680"
"In post","2023","30-39","Bedfordshire and Hertfordshire","Unknown","100","95","29350","27580"
"In post","2023","30-39","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","605","580","29810","30560"
"In post","2023","30-39","Berkshire, Buckinghamshire and Oxfordshire","EO","445","425","31760","29470"
"In post","2023","30-39","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","135","135","58840","56750"
"In post","2023","30-39","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","480","465","38910","37830"
"In post","2023","30-39","Berkshire, Buckinghamshire and Oxfordshire","Unknown","180","165","30880","30810"
"In post","2023","30-39","Cheshire","AA/AO","250","230","26310","25340"
"In post","2023","30-39","Cheshire","EO","325","315","32580","32540"
"In post","2023","30-39","Cheshire","G6/G7","70","65","55600","51810"
"In post","2023","30-39","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Cheshire","SEO/HEO","285","280","39580","38640"
"In post","2023","30-39","Cheshire","Unknown","100","95","29620","26840"
"In post","2023","30-39","Cornwall and Isles of Scilly","AA/AO","105","90","21820","21690"
"In post","2023","30-39","Cornwall and Isles of Scilly","EO","85","80","27840","28120"
"In post","2023","30-39","Cornwall and Isles of Scilly","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Cornwall and Isles of Scilly","SEO/HEO","40","35","35770","34170"
"In post","2023","30-39","Cornwall and Isles of Scilly","Unknown","30","25","27480","24570"
"In post","2023","30-39","Cumbria","AA/AO","185","170","23910","22150"
"In post","2023","30-39","Cumbria","EO","70","65","27050","25920"
"In post","2023","30-39","Cumbria","G6/G7","15","15","56110","59340"
"In post","2023","30-39","Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Cumbria","SEO/HEO","65","65","34690","33510"
"In post","2023","30-39","Cumbria","Unknown","75","70","34470","32620"
"In post","2023","30-39","Derbyshire and Nottinghamshire","AA/AO","785","725","25360","22520"
"In post","2023","30-39","Derbyshire and Nottinghamshire","EO","785","750","28340","28120"
"In post","2023","30-39","Derbyshire and Nottinghamshire","G6/G7","255","245","56820","56780"
"In post","2023","30-39","Derbyshire and Nottinghamshire","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Derbyshire and Nottinghamshire","SEO/HEO","1015","985","36870","35000"
"In post","2023","30-39","Derbyshire and Nottinghamshire","Unknown","220","205","29360","29050"
"In post","2023","30-39","Devon","AA/AO","540","500","25340","22520"
"In post","2023","30-39","Devon","EO","395","360","28470","28120"
"In post","2023","30-39","Devon","G6/G7","200","190","51480","48480"
"In post","2023","30-39","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Devon","SEO/HEO","610","580","37630","37420"
"In post","2023","30-39","Devon","Unknown","140","130","31990","31920"
