"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","No function","G6/G7","Female","4720","4545","58890","56450"
"In post","2023","30-39","No function","G6/G7","Male","4470","4430","59050","57570"
"In post","2023","30-39","No function","SCS level","Female","350","335","79580","76190"
"In post","2023","30-39","No function","SCS level","Male","290","285","80830","76390"
"In post","2023","30-39","No function","SEO/HEO","Female","9805","9375","37560","36180"
"In post","2023","30-39","No function","SEO/HEO","Male","8555","8500","38010","36990"
"In post","2023","30-39","No function","Unknown","Female","3920","3595","29890","29050"
"In post","2023","30-39","No function","Unknown","Male","1050","1030","29360","26840"
"In post","2023","30-39","Project Delivery","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","30-39","Project Delivery","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","30-39","Project Delivery","EO","Female","205","185","27770","27890"
"In post","2023","30-39","Project Delivery","EO","Male","155","155","27930","28120"
"In post","2023","30-39","Project Delivery","G6/G7","Female","895","860","57660","55720"
"In post","2023","30-39","Project Delivery","G6/G7","Male","800","795","58520","56300"
"In post","2023","30-39","Project Delivery","SCS level","Female","45","40","84930","78780"
"In post","2023","30-39","Project Delivery","SCS level","Male","30","30","80840","79900"
"In post","2023","30-39","Project Delivery","SEO/HEO","Female","1450","1385","37900","38070"
"In post","2023","30-39","Project Delivery","SEO/HEO","Male","1205","1200","38770","39450"
"In post","2023","30-39","Project Delivery","Unknown","Female","110","100","38450","39500"
"In post","2023","30-39","Project Delivery","Unknown","Male","260","260","43940","42620"
"In post","2023","30-39","Property","AA/AO","Female","140","125","22250","22520"
"In post","2023","30-39","Property","AA/AO","Male","140","140","24160","22520"
"In post","2023","30-39","Property","EO","Female","135","125","27320","27140"
"In post","2023","30-39","Property","EO","Male","115","115","28870","27380"
"In post","2023","30-39","Property","G6/G7","Female","110","105","56390","55790"
"In post","2023","30-39","Property","G6/G7","Male","110","110","57420","56080"
"In post","2023","30-39","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","SEO/HEO","Female","320","310","37830","37300"
"In post","2023","30-39","Property","SEO/HEO","Male","340","340","38040","36050"
"In post","2023","30-39","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","Unknown","Male","5","5","[c]","[c]"
"In post","2023","30-39","Security","AA/AO","Female","160","155","28720","25350"
"In post","2023","30-39","Security","AA/AO","Male","845","840","31210","28560"
"In post","2023","30-39","Security","EO","Female","95","95","29410","27470"
"In post","2023","30-39","Security","EO","Male","175","175","33690","29890"
"In post","2023","30-39","Security","G6/G7","Female","70","70","56740","55790"
"In post","2023","30-39","Security","G6/G7","Male","110","110","59500","56870"
"In post","2023","30-39","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","SEO/HEO","Female","200","190","37920","37850"
"In post","2023","30-39","Security","SEO/HEO","Male","235","235","39120","38960"
"In post","2023","30-39","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","Unknown","Male","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","AA/AO","Female","555","505","24490","24890"
"In post","2023","30-39","Unknown","AA/AO","Male","480","475","25140","24890"
"In post","2023","30-39","Unknown","EO","Female","775","720","30000","29450"
"In post","2023","30-39","Unknown","EO","Male","605","600","30280","29450"
"In post","2023","30-39","Unknown","G6/G7","Female","850","810","59860","58850"
"In post","2023","30-39","Unknown","G6/G7","Male","615","610","59070","57360"
"In post","2023","30-39","Unknown","SCS level","Female","25","25","[c]","[c]"
"In post","2023","30-39","Unknown","SCS level","Male","15","15","[c]","[c]"
"In post","2023","30-39","Unknown","SEO/HEO","Female","1850","1750","39960","39690"
"In post","2023","30-39","Unknown","SEO/HEO","Male","1405","1395","40280","39890"
"In post","2023","30-39","Unknown","Unknown","Female","45","45","43460","42500"
"In post","2023","30-39","Unknown","Unknown","Male","335","335","41950","40690"
"In post","2023","40-49","Analysis","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","40-49","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","EO","Female","65","60","27430","26740"
"In post","2023","40-49","Analysis","EO","Male","65","60","27040","25970"
"In post","2023","40-49","Analysis","G6/G7","Female","465","415","60900","59860"
"In post","2023","40-49","Analysis","G6/G7","Male","560","550","61250","59890"
"In post","2023","40-49","Analysis","SCS level","Female","45","45","86630","80860"
"In post","2023","40-49","Analysis","SCS level","Male","50","50","88760","80980"
"In post","2023","40-49","Analysis","SEO/HEO","Female","380","340","38280","38470"
"In post","2023","40-49","Analysis","SEO/HEO","Male","390","380","38780","39190"
"In post","2023","40-49","Commercial","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","40-49","Commercial","AA/AO","Male","40","35","23590","22920"
"In post","2023","40-49","Commercial","EO","Female","90","80","27780","27140"
"In post","2023","40-49","Commercial","EO","Male","45","45","28190","27380"
"In post","2023","40-49","Commercial","G6/G7","Female","410","395","62700","61250"
"In post","2023","40-49","Commercial","G6/G7","Male","390","390","64720","65100"
"In post","2023","40-49","Commercial","SCS level","Female","60","55","106260","99600"
"In post","2023","40-49","Commercial","SCS level","Male","50","50","115600","117940"
"In post","2023","40-49","Commercial","SEO/HEO","Female","460","435","38480","39090"
"In post","2023","40-49","Commercial","SEO/HEO","Male","300","295","38950","39190"
"In post","2023","40-49","Commercial","Unknown","Female","20","20","[c]","[c]"
"In post","2023","40-49","Commercial","Unknown","Male","15","15","[c]","[c]"
"In post","2023","40-49","Communications","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","40-49","Communications","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","40-49","Communications","EO","Female","50","45","29060","28120"
"In post","2023","40-49","Communications","EO","Male","30","30","28710","27470"
"In post","2023","40-49","Communications","G6/G7","Female","235","220","60380","59290"
"In post","2023","40-49","Communications","G6/G7","Male","140","135","60080","57750"
"In post","2023","40-49","Communications","SCS level","Female","35","30","90530","84400"
"In post","2023","40-49","Communications","SCS level","Male","35","35","92360","87850"
"In post","2023","40-49","Communications","SEO/HEO","Female","295","265","39630","39730"
"In post","2023","40-49","Communications","SEO/HEO","Male","200","200","40580","41000"
"In post","2023","40-49","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","AA/AO","Female","260","210","23140","22520"
"In post","2023","40-49","Counter Fraud","AA/AO","Male","155","155","23140","22520"
"In post","2023","40-49","Counter Fraud","EO","Female","820","740","29040","28120"
"In post","2023","40-49","Counter Fraud","EO","Male","630","625","29020","28130"
"In post","2023","40-49","Counter Fraud","G6/G7","Female","130","120","61760","57970"
"In post","2023","40-49","Counter Fraud","G6/G7","Male","210","210","62470","58180"
"In post","2023","40-49","Counter Fraud","SCS level","Female","5","5","[c]","[c]"
"In post","2023","40-49","Counter Fraud","SCS level","Male","10","10","[c]","[c]"
"In post","2023","40-49","Counter Fraud","SEO/HEO","Female","755","715","37570","35000"
"In post","2023","40-49","Counter Fraud","SEO/HEO","Male","785","780","38230","36990"
"In post","2023","40-49","Debt","AA/AO","Female","700","575","22520","22520"
"In post","2023","40-49","Debt","AA/AO","Male","370","355","22350","22520"
"In post","2023","40-49","Debt","EO","Female","180","160","28730","28120"
"In post","2023","40-49","Debt","EO","Male","115","115","28520","28130"
"In post","2023","40-49","Debt","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","40-49","Debt","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","SEO/HEO","Female","50","50","36350","34700"
"In post","2023","40-49","Debt","SEO/HEO","Male","30","30","36450","34700"
"In post","2023","40-49","Digital, Data & Technology","AA/AO","Female","60","55","22310","22220"
"In post","2023","40-49","Digital, Data & Technology","AA/AO","Male","65","60","22840","22220"
"In post","2023","40-49","Digital, Data & Technology","EO","Female","305","280","28120","28120"
"In post","2023","40-49","Digital, Data & Technology","EO","Male","450","445","28940","28120"
"In post","2023","40-49","Digital, Data & Technology","G6/G7","Female","915","885","58340","56430"
"In post","2023","40-49","Digital, Data & Technology","G6/G7","Male","1710","1700","60370","59000"
"In post","2023","40-49","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","SCS level","Female","50","50","98220","95430"
"In post","2023","40-49","Digital, Data & Technology","SCS level","Male","110","110","94230","89100"
"In post","2023","40-49","Digital, Data & Technology","SEO/HEO","Female","1255","1190","38420","38470"
"In post","2023","40-49","Digital, Data & Technology","SEO/HEO","Male","2055","2040","39580","39460"
"In post","2023","40-49","Digital, Data & Technology","Unknown","Female","10","5","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","Unknown","Male","15","15","[c]","[c]"
"In post","2023","40-49","Finance","AA/AO","Female","210","175","22820","22520"
"In post","2023","40-49","Finance","AA/AO","Male","90","85","22630","22520"
"In post","2023","40-49","Finance","EO","Female","280","255","28270","27890"
"In post","2023","40-49","Finance","EO","Male","135","135","28440","28120"
"In post","2023","40-49","Finance","G6/G7","Female","460","440","59740","58050"
"In post","2023","40-49","Finance","G6/G7","Male","445","445","60860","58710"
"In post","2023","40-49","Finance","SCS level","Female","60","60","88030","82560"
"In post","2023","40-49","Finance","SCS level","Male","80","80","89370","80270"
"In post","2023","40-49","Finance","SEO/HEO","Female","840","795","38820","38470"
"In post","2023","40-49","Finance","SEO/HEO","Male","625","620","38890","38470"
"In post","2023","40-49","Finance","Unknown","Female","5","5","[c]","[c]"
"In post","2023","40-49","Finance","Unknown","Male","10","10","[c]","[c]"
"In post","2023","40-49","Grants Management","AA/AO","Female","235","190","22120","22150"
"In post","2023","40-49","Grants Management","AA/AO","Male","150","150","22150","22150"
"In post","2023","40-49","Grants Management","EO","Female","130","110","26010","25920"
"In post","2023","40-49","Grants Management","EO","Male","80","80","26060","25920"
"In post","2023","40-49","Grants Management","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","40-49","Grants Management","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","40-49","Grants Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Grants Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Grants Management","SEO/HEO","Female","90","85","33040","31040"
"In post","2023","40-49","Grants Management","SEO/HEO","Male","55","55","33690","31700"
"In post","2023","40-49","Human Resources","AA/AO","Female","170","150","22820","22220"
"In post","2023","40-49","Human Resources","AA/AO","Male","65","65","22500","22220"
"In post","2023","40-49","Human Resources","EO","Female","415","385","28290","28080"
"In post","2023","40-49","Human Resources","EO","Male","295","295","29030","28120"
"In post","2023","40-49","Human Resources","G6/G7","Female","580","555","58320","56430"
"In post","2023","40-49","Human Resources","G6/G7","Male","280","275","59690","57990"
"In post","2023","40-49","Human Resources","SCS level","Female","70","70","90110","80650"
"In post","2023","40-49","Human Resources","SCS level","Male","35","35","87990","82100"
"In post","2023","40-49","Human Resources","SEO/HEO","Female","1120","1060","38670","38020"
"In post","2023","40-49","Human Resources","SEO/HEO","Male","485","480","39110","37760"
"In post","2023","40-49","Human Resources","Unknown","Female","25","25","[c]","[c]"
"In post","2023","40-49","Human Resources","Unknown","Male","5","5","[c]","[c]"
"In post","2023","40-49","Internal Audit","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","40-49","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","G6/G7","Female","35","30","59590","57970"
"In post","2023","40-49","Internal Audit","G6/G7","Male","35","35","57710","58360"
"In post","2023","40-49","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","SCS level","Male","5","5","[c]","[c]"
"In post","2023","40-49","Internal Audit","SEO/HEO","Female","60","55","40390","41740"
"In post","2023","40-49","Internal Audit","SEO/HEO","Male","35","35","42300","42700"
"In post","2023","40-49","Legal","AA/AO","Female","220","180","23270","22870"
"In post","2023","40-49","Legal","AA/AO","Male","90","85","23480","22870"
"In post","2023","40-49","Legal","EO","Female","285","255","28680","28430"
"In post","2023","40-49","Legal","EO","Male","130","125","28690","28200"
"In post","2023","40-49","Legal","G6/G7","Female","1495","1330","60940","59270"
"In post","2023","40-49","Legal","G6/G7","Male","655","645","62360","61920"
"In post","2023","40-49","Legal","SCS level","Female","100","95","83560","81390"
"In post","2023","40-49","Legal","SCS level","Male","80","75","90880","85000"
"In post","2023","40-49","Legal","SEO/HEO","Female","275","255","37330","36780"
"In post","2023","40-49","Legal","SEO/HEO","Male","170","170","37950","37680"
"In post","2023","40-49","No function","AA/AO","Female","11865","9970","23340","22400"
"In post","2023","40-49","No function","AA/AO","Male","8120","7905","25370","22520"
"In post","2023","40-49","No function","EO","Female","11695","10390","28670","28120"
"In post","2023","40-49","No function","EO","Male","8425","8305","29320","28120"
"In post","2023","40-49","No function","G6/G7","Female","4570","4320","61270","59290"
"In post","2023","40-49","No function","G6/G7","Male","4105","4060","61450","59290"
