"Status","Year","Age","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Education","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Education","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Education","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Education","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Education","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Education","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Education","Operational Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Education","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Education","Policy","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Education","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Education","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Education","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Operational Delivery","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Policy","60","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for International Trade","International Trade","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","Policy","85","[c]","44450","41560"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Transport","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Transport","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Transport","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Transport","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Transport","Human Resources","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Transport","Operational Delivery","55","[c]","26430","26130"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Transport","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Transport","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Transport","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Transport","Unknown","40","[c]","45580","43530"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Work and Pensions","Counter Fraud","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Work and Pensions","Digital, Data and Technology","30","[c]","40480","37540"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Work and Pensions","Finance","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Work and Pensions","Operational Delivery","410","[c]","28100","28120"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Work and Pensions","Other","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Work and Pensions","Policy","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Work and Pensions","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department of Health and Social Care","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Department of Health and Social Care","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Food Standards Agency","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Legal","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Operational Delivery","115","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Revenue and Customs","Tax","40","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Treasury","Economics","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Treasury","Policy","50","[c]","52270","53840"
"Leaver Dept.","2023","30-39","Declared non-disabled","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Home Office","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Home Office","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Home Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Home Office","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Home Office","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Home Office","Operational Delivery","105","[c]","31670","26750"
"Leaver Dept.","2023","30-39","Declared non-disabled","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Home Office","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Home Office","Policy","45","[c]","52200","54260"
"Leaver Dept.","2023","30-39","Declared non-disabled","Home Office","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Defence","Commercial","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Defence","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Defence","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Defence","Human Resources","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Defence","Intelligence Analysis","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Defence","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Defence","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Defence","Policy","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Defence","Project Delivery","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Defence","Science and Engineering","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Defence","Security","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Defence","Statistics","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Justice","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Justice","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Justice","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Justice","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Justice","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Justice","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Justice","Operational Delivery","235","[c]","29320","25120"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Justice","Policy","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Justice","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Justice","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Justice","Security","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Justice","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Ministry of Justice","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Gas and Electricity Markets","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of the Secretary of State for Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Scottish Government","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Scottish Government","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
