"Status","Year","Disability","Function_of_post","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Analysis","Economics","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","East Wales","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","Inner London - East","25","25","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","Inner London - West","60","60","51290","50080"
"In post","2023","Declared disabled","Analysis","Economics","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Economics","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Finance","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Finance","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Finance","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Finance","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Finance","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Intelligence Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Knowledge and Information Management","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Legal","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","East Wales","25","25","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Inner London - East","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Inner London - West","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Greater Manchester","10","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Hampshire and Isle of Wight","30","30","44640","46690"
"In post","2023","Declared disabled","Analysis","Operational Research","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Inner London - East","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Inner London - West","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","South Yorkshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Operational Research","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Inner London - East","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Inner London - West","25","20","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Other","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Planning","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","Inner London - West","15","15","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","South Yorkshire","10","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Dorset and Somerset","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","East Anglia","20","20","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","85","85","42810","39890"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Hampshire and Isle of Wight","60","60","46790","49260"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Science and Engineering","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","East Wales","30","30","39690","39300"
"In post","2023","Declared disabled","Analysis","Social Research","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Hampshire and Isle of Wight","35","30","38820","39300"
"In post","2023","Declared disabled","Analysis","Social Research","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Inner London - East","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Inner London - West","30","25","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Social Research","West Midlands","[c]","[c]","[c]","[c]"
