"Status","Year","Function_of_post","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Digital, Data & Technology","Office of Rail and Road","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Planning Inspectorate","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Planning Inspectorate","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Planning Inspectorate","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Planning Inspectorate","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Planning Inspectorate","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Planning Inspectorate","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Registers of Scotland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Registers of Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Registers of Scotland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Registers of Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Prison Service","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Prison Service","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Prison Service","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Prison Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Prison Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Prison Service","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Prison Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scottish Prison Service","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Serious Fraud Office","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Serious Fraud Office","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Serious Fraud Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Serious Fraud Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Serious Fraud Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Serious Fraud Office","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Serious Fraud Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Serious Fraud Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Serious Fraud Office","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Serious Fraud Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Submarine Delivery Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Submarine Delivery Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Submarine Delivery Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The Insolvency Service","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The Insolvency Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The Insolvency Service","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","The National Archives","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Debt Management Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Debt Management Office","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Debt Management Office","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Export Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Health Security Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Health Security Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Health Security Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Health Security Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Health Security Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Health Security Agency","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Health Security Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Health Security Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Hydrographic Office","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Hydrographic Office","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Hydrographic Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Hydrographic Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Hydrographic Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Hydrographic Office","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Hydrographic Office","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Hydrographic Office","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Hydrographic Office","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Hydrographic Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Hydrographic Office","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Hydrographic Office","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Hydrographic Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Hydrographic Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Hydrographic Office","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Statistics Authority","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Supreme Court","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Supreme Court","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Supreme Court","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","UK Supreme Court","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Valuation Office Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Valuation Office Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Vehicle Certification Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Vehicle Certification Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Vehicle Certification Agency","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Vehicle Certification Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Vehicle Certification Agency","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Vehicle Certification Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Water Services Regulation Authority","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Water Services Regulation Authority","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Water Services Regulation Authority","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Water Services Regulation Authority","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Water Services Regulation Authority","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Water Services Regulation Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Wilton Park","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Wilton Park","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office (excl. agencies)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office (excl. agencies)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office (excl. agencies)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office (excl. agencies)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office (excl. agencies)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office (excl. agencies)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Cabinet Office (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Central Civil Service Fast Stream","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Central Civil Service Fast Stream","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Central Civil Service Fast Stream","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Centre for Environment, Fisheries and Aquaculture Science","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Charity Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Companies House","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Companies House","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Companies House","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Companies House","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Companies House","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Companies House","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Competition and Markets Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Competition and Markets Authority","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Competition and Markets Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Crown Commercial Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Crown Commercial Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Crown Commercial Service","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Crown Commercial Service","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Crown Commercial Service","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Crown Prosecution Service","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Crown Prosecution Service","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Crown Prosecution Service","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Crown Prosecution Service","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Crown Prosecution Service","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Crown Prosecution Service","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Electronics and Components Agency","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Electronics and Components Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Electronics and Components Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Equipment and Support","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Science and Technology Laboratory","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Science and Technology Laboratory","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Defence Science and Technology Laboratory","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education (excl. agencies)","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education (excl. agencies)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education (excl. agencies)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education (excl. agencies)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education (excl. agencies)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Education (excl. agencies)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
