"Status","Year","Ethnicity","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Armagh City, Banbridge and Craigavon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Armagh City, Banbridge and Craigavon","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Armagh City, Banbridge and Craigavon","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Armagh City, Banbridge and Craigavon","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","AO","20","15","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","EO","125","115","32220","32520"
"In post","2023","Asian","Barking & Dagenham and Havering","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","HEO","15","10","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","SEO","5","5","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Barnet","AA","10","5","[c]","[c]"
"In post","2023","Asian","Barnet","AO","55","50","25250","25340"
"In post","2023","Asian","Barnet","EO","115","110","31080","32200"
"In post","2023","Asian","Barnet","G6","15","15","[c]","[c]"
"In post","2023","Asian","Barnet","G7","50","50","59910","58470"
"In post","2023","Asian","Barnet","HEO","75","75","35670","34350"
"In post","2023","Asian","Barnet","SCS level","10","10","[c]","[c]"
"In post","2023","Asian","Barnet","SEO","75","75","43330","42260"
"In post","2023","Asian","Barnet","Unknown","15","10","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","AO","10","10","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","EO","10","10","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","AO","45","45","24220","24750"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","40","40","27140","26000"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","10","10","[c]","[c]"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","40","35","55000","55280"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","110","105","33570","32550"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","110","105","42200","42620"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","45","45","39870","38790"
"In post","2023","Asian","Bedford","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bedford","AO","20","20","[c]","[c]"
"In post","2023","Asian","Bedford","EO","40","35","27740","28120"
"In post","2023","Asian","Bedford","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bedford","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bedford","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Bedford","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bedford","SEO","5","5","[c]","[c]"
"In post","2023","Asian","Bedford","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Belfast","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Belfast","AO","5","5","[c]","[c]"
"In post","2023","Asian","Belfast","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Belfast","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Belfast","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Belfast","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Belfast","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Belfast","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire","AA","5","5","[c]","[c]"
"In post","2023","Asian","Berkshire","AO","85","75","25200","24480"
"In post","2023","Asian","Berkshire","EO","115","105","31080","31280"
"In post","2023","Asian","Berkshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire","G7","15","15","[c]","[c]"
"In post","2023","Asian","Berkshire","HEO","30","30","37330","36990"
"In post","2023","Asian","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire","SEO","20","20","[c]","[c]"
"In post","2023","Asian","Berkshire","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","AA","10","10","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","AO","35","35","30270","32110"
"In post","2023","Asian","Bexley and Greenwich","EO","40","35","32350","32520"
"In post","2023","Asian","Bexley and Greenwich","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","HEO","10","10","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","SEO","5","5","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Birmingham","AA","45","40","21320","20200"
"In post","2023","Asian","Birmingham","AO","1240","1120","22240","21780"
"In post","2023","Asian","Birmingham","EO","1050","995","27740","28120"
"In post","2023","Asian","Birmingham","G6","25","25","[c]","[c]"
"In post","2023","Asian","Birmingham","G7","175","170","54110","53710"
"In post","2023","Asian","Birmingham","HEO","570","560","34400","34700"
"In post","2023","Asian","Birmingham","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Birmingham","SEO","270","265","41710","42140"
"In post","2023","Asian","Birmingham","Unknown","100","90","27330","25300"
"In post","2023","Asian","Blackburn with Darwen","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","AO","10","10","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","EO","65","55","28120","28120"
"In post","2023","Asian","Blackburn with Darwen","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Blackpool","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackpool","AO","25","20","[c]","[c]"
"In post","2023","Asian","Blackpool","EO","75","70","28090","28120"
"In post","2023","Asian","Blackpool","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackpool","G7","10","10","[c]","[c]"
"In post","2023","Asian","Blackpool","HEO","20","20","[c]","[c]"
"In post","2023","Asian","Blackpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackpool","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bradford","AA","5","5","[c]","[c]"
"In post","2023","Asian","Bradford","AO","525","455","22240","22520"
"In post","2023","Asian","Bradford","EO","270","245","28010","28120"
"In post","2023","Asian","Bradford","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bradford","G7","5","5","[c]","[c]"
"In post","2023","Asian","Bradford","HEO","50","50","34140","34400"
"In post","2023","Asian","Bradford","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bradford","SEO","25","25","[c]","[c]"
"In post","2023","Asian","Bradford","Unknown","50","50","28600","26840"
"In post","2023","Asian","Breckland and South Norfolk","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brent","AA","5","5","[c]","[c]"
"In post","2023","Asian","Brent","AO","30","25","[c]","[c]"
"In post","2023","Asian","Brent","EO","70","60","32170","32520"
"In post","2023","Asian","Brent","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brent","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brent","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Brent","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Brent","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","EO","5","5","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bristol, City of","AA","5","5","[c]","[c]"
"In post","2023","Asian","Bristol, City of","AO","50","45","22810","22490"
"In post","2023","Asian","Bristol, City of","EO","60","55","27820","28120"
"In post","2023","Asian","Bristol, City of","G6","10","10","[c]","[c]"
"In post","2023","Asian","Bristol, City of","G7","25","25","[c]","[c]"
"In post","2023","Asian","Bristol, City of","HEO","45","40","33860","34700"
"In post","2023","Asian","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bristol, City of","SEO","25","25","[c]","[c]"
"In post","2023","Asian","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","EO","25","20","[c]","[c]"
"In post","2023","Asian","Bromley","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Bromley","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","AA","5","5","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","AO","25","20","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","EO","40","40","28210","28120"
"In post","2023","Asian","Buckinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","G7","5","5","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","AO","15","15","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","EO","120","115","28020","28120"
"In post","2023","Asian","Calderdale and Kirklees","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","Unknown","25","20","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","AO","20","20","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","EO","20","20","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","G7","10","10","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Camden and City of London","AA","20","20","[c]","[c]"
"In post","2023","Asian","Camden and City of London","AO","95","90","25750","25480"
"In post","2023","Asian","Camden and City of London","EO","75","75","30370","30040"
"In post","2023","Asian","Camden and City of London","G6","10","10","[c]","[c]"
"In post","2023","Asian","Camden and City of London","G7","10","10","[c]","[c]"
"In post","2023","Asian","Camden and City of London","HEO","35","35","36190","35790"
"In post","2023","Asian","Camden and City of London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Camden and City of London","SEO","35","35","45020","43650"
"In post","2023","Asian","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","AO","100","95","23030","22520"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","EO","85","80","27940","28120"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","G6","5","5","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","G7","25","25","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","HEO","70","65","34840","34700"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","SEO","25","25","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Hampshire","AA","10","10","[c]","[c]"
"In post","2023","Asian","Central Hampshire","AO","10","10","[c]","[c]"
"In post","2023","Asian","Central Hampshire","EO","15","15","[c]","[c]"
"In post","2023","Asian","Central Hampshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Hampshire","G7","10","10","[c]","[c]"
"In post","2023","Asian","Central Hampshire","HEO","20","20","[c]","[c]"
"In post","2023","Asian","Central Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Hampshire","SEO","5","5","[c]","[c]"
"In post","2023","Asian","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","AO","10","5","[c]","[c]"
"In post","2023","Asian","Central Valleys","EO","25","25","[c]","[c]"
"In post","2023","Asian","Central Valleys","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","AO","15","15","[c]","[c]"
"In post","2023","Asian","Cheshire East","EO","10","10","[c]","[c]"
"In post","2023","Asian","Cheshire East","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","HEO","10","5","[c]","[c]"
"In post","2023","Asian","Cheshire East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","AO","10","10","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","HEO","10","5","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","City of Edinburgh","AA","5","5","[c]","[c]"
"In post","2023","Asian","City of Edinburgh","AO","45","45","24130","22520"
"In post","2023","Asian","City of Edinburgh","EO","40","40","29330","28620"
"In post","2023","Asian","City of Edinburgh","G6","10","10","[c]","[c]"
"In post","2023","Asian","City of Edinburgh","G7","20","20","[c]","[c]"
"In post","2023","Asian","City of Edinburgh","HEO","50","50","35610","34730"
"In post","2023","Asian","City of Edinburgh","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","City of Edinburgh","SEO","35","35","46960","46640"
"In post","2023","Asian","Clackmannanshire and Fife","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","AO","[c]","[c]","[c]","[c]"
