"Status","Year","Organisation","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Animal and Plant Health Agency","Bristol, City of","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Bristol, City of","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Buckinghamshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Caithness and Sutherland, and Ross and Cromarty","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Caithness and Sutherland, and Ross and Cromarty","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Calderdale and Kirklees","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","SEO/HEO","20","20","33640","32490"
"In post","2023","Animal and Plant Health Agency","Cambridgeshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","AA/AO","45","40","22120","22150"
"In post","2023","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","EO","20","20","26020","25920"
"In post","2023","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","G6/G7","10","10","56430","56940"
"In post","2023","Animal and Plant Health Agency","Cardiff and Vale of Glamorgan","Outside London","SEO/HEO","25","25","34840","37300"
"In post","2023","Animal and Plant Health Agency","Central Hampshire","Outside London","EO","15","15","27370","26230"
"In post","2023","Animal and Plant Health Agency","Central Hampshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Central Hampshire","Outside London","SEO/HEO","10","10","33270","32330"
"In post","2023","Animal and Plant Health Agency","Central Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire East","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire East","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cheshire East","Outside London","SEO/HEO","15","10","34910","32250"
"In post","2023","Animal and Plant Health Agency","City of Edinburgh","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","AA/AO","15","10","22150","22150"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","EO","15","15","26040","25920"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","SEO/HEO","25","25","36280","37300"
"In post","2023","Animal and Plant Health Agency","Devon CC","Outside London","AA/AO","110","105","22180","22150"
"In post","2023","Animal and Plant Health Agency","Devon CC","Outside London","EO","45","45","26270","25920"
"In post","2023","Animal and Plant Health Agency","Devon CC","Outside London","G6/G7","15","15","53670","51210"
"In post","2023","Animal and Plant Health Agency","Devon CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Devon CC","Outside London","SEO/HEO","45","45","36210","37300"
"In post","2023","Animal and Plant Health Agency","Dorset","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dorset","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Cumbria","Outside London","AA/AO","125","120","22280","22150"
"In post","2023","Animal and Plant Health Agency","East Cumbria","Outside London","EO","35","30","26380","25920"
"In post","2023","Animal and Plant Health Agency","East Cumbria","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Cumbria","Outside London","SEO/HEO","25","20","36350","37300"
"In post","2023","Animal and Plant Health Agency","East Kent","Outside London","EO","25","25","28360","29150"
"In post","2023","Animal and Plant Health Agency","East Kent","Outside London","SEO/HEO","15","15","34580","33300"
"In post","2023","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","EO","15","15","26990","25920"
"In post","2023","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","SEO/HEO","15","15","33940","31450"
"In post","2023","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Essex Haven Gateway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gloucestershire CC","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gloucestershire CC","Outside London","EO","35","35","25990","25920"
"In post","2023","Animal and Plant Health Agency","Gloucestershire CC","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gloucestershire CC","Outside London","SEO/HEO","30","30","34420","37300"
"In post","2023","Animal and Plant Health Agency","Greater Manchester North West","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gwent Valleys","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gwynedd","Outside London","AA/AO","30","25","22150","22150"
"In post","2023","Animal and Plant Health Agency","Gwynedd","Outside London","EO","15","15","26560","26090"
"In post","2023","Animal and Plant Health Agency","Gwynedd","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Gwynedd","Outside London","SEO/HEO","15","15","36080","37300"
"In post","2023","Animal and Plant Health Agency","Harrow and Hillingdon","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Harrow and Hillingdon","London","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Harrow and Hillingdon","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Harrow and Hillingdon","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Heart of Essex","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Heart of Essex","Outside London","EO","15","15","27650","27950"
"In post","2023","Animal and Plant Health Agency","Heart of Essex","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Heart of Essex","Outside London","SEO/HEO","15","15","35720","37300"
"In post","2023","Animal and Plant Health Agency","Hertfordshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hertfordshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hertfordshire CC","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","EO","25","25","32190","32720"
"In post","2023","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","SEO/HEO","15","15","37470","38060"
"In post","2023","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Leeds","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Leeds","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lewisham and Southwark","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lewisham and Southwark","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire CC","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Lincolnshire CC","Outside London","SEO/HEO","10","10","34780","37300"
"In post","2023","Animal and Plant Health Agency","Manchester","Outside London","EO","10","10","26890","25920"
"In post","2023","Animal and Plant Health Agency","Manchester","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Manchester","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Mid Kent","Outside London","EO","10","10","29040","29150"
"In post","2023","Animal and Plant Health Agency","Mid Kent","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Mid Kent","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Mid Lancashire","Outside London","AA/AO","30","25","22210","22150"
"In post","2023","Animal and Plant Health Agency","Mid Lancashire","Outside London","EO","30","30","26450","25920"
"In post","2023","Animal and Plant Health Agency","Mid Lancashire","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Mid Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Mid Lancashire","Outside London","SEO/HEO","25","25","34130","32170"
"In post","2023","Animal and Plant Health Agency","North Yorkshire CC","Outside London","AA/AO","20","15","22450","22150"
"In post","2023","Animal and Plant Health Agency","North Yorkshire CC","Outside London","EO","55","50","26050","25920"
"In post","2023","Animal and Plant Health Agency","North Yorkshire CC","Outside London","G6/G7","15","15","54120","51300"
"In post","2023","Animal and Plant Health Agency","North Yorkshire CC","Outside London","SEO/HEO","50","50","34300","31830"
"In post","2023","Animal and Plant Health Agency","North and West Norfolk","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Northumberland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Nottingham","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Nottingham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Nottingham","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Oxfordshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Oxfordshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Oxfordshire CC","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Perth and Kinross, and Stirling","Outside London","AA/AO","15","15","22170","22150"
"In post","2023","Animal and Plant Health Agency","Perth and Kinross, and Stirling","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Perth and Kinross, and Stirling","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Perth and Kinross, and Stirling","Outside London","SEO/HEO","15","15","34580","37300"
"In post","2023","Animal and Plant Health Agency","Portsmouth","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Powys","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Powys","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Powys","Outside London","SEO/HEO","15","10","34480","37300"
"In post","2023","Animal and Plant Health Agency","Redbridge and Waltham Forest","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Redbridge and Waltham Forest","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scottish Borders","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scottish Borders","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scottish Borders","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scottish Borders","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Shropshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Shropshire","Outside London","EO","10","10","26040","25920"
"In post","2023","Animal and Plant Health Agency","Shropshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Shropshire","Outside London","SEO/HEO","20","20","37370","37300"
"In post","2023","Animal and Plant Health Agency","Somerset CC","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Somerset CC","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Somerset CC","Outside London","SEO/HEO","15","15","36270","37300"
"In post","2023","Animal and Plant Health Agency","South Ayrshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South Ayrshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South Ayrshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
