"Status","Year","Age","Function_of_post","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Digital, Data & Technology","Department for Work and Pensions","Greater Manchester","5","5","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Department for Work and Pensions","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Department for Work and Pensions","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","HM Land Registry","Devon","5","5","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","HM Revenue and Customs","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","HM Revenue and Customs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Home Office","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Home Office","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Home Office","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Ministry of Defence","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Ministry of Defence","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","UK Statistics Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Attorney General's Departments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Department for Education","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Department for Transport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Department for Transport","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Department of Health and Social Care","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","16-19","Finance","HM Revenue and Customs","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","HM Revenue and Customs","West Central Scotland","5","5","[c]","[c]"
"In post","2023","16-19","Finance","HM Revenue and Customs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","19540","19460"
"In post","2023","16-19","Finance","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","UK Export Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Cabinet Office","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Department for Business, Energy and Industrial Strategy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Department for Transport","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Department for Work and Pensions","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Department for Work and Pensions","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","HM Revenue and Customs","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","HM Treasury","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Ministry of Defence","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Ministry of Defence","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Ministry of Defence","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Ministry of Defence","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Office for Standards in Education, Children's Services and Skills","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","UK Statistics Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","UK Statistics Authority","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","Essex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","Inner London - West","10","10","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","West Midlands","5","5","[c]","[c]"
"In post","2023","16-19","Legal","Attorney General's Departments","West Yorkshire","5","5","[c]","[c]"
"In post","2023","16-19","Legal","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","HM Revenue and Customs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Business, Energy and Industrial Strategy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Business, Energy and Industrial Strategy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Digital, Culture, Media and Sport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Education","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Education","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Education","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Education","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Education","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs","Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2023","16-19","No function","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for International Trade","Inner London - West","5","5","[c]","[c]"
"In post","2023","16-19","No function","Department for Levelling Up, Housing and Communities","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Levelling Up, Housing and Communities","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Transport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Transport","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Transport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Transport","Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Transport","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Transport","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Transport","West Wales and The Valleys","75","65","20560","19000"
"In post","2023","16-19","No function","Department for Transport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","Lancashire","5","5","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","16-19","No function","Department for Work and Pensions","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department of Health and Social Care","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department of Health and Social Care","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Department of Health and Social Care","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Land Registry","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Land Registry","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Land Registry","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Revenue and Customs","Derbyshire and Nottinghamshire","10","10","23040","22520"
"In post","2023","16-19","No function","HM Revenue and Customs","East Wales","10","10","22970","22520"
"In post","2023","16-19","No function","HM Revenue and Customs","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Revenue and Customs","Greater Manchester","10","10","23080","22520"
"In post","2023","16-19","No function","HM Revenue and Customs","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Revenue and Customs","Merseyside","15","15","22520","22520"
"In post","2023","16-19","No function","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Revenue and Customs","Northumberland, and Tyne and Wear","15","15","22870","22520"
"In post","2023","16-19","No function","HM Revenue and Customs","Outer London - South","5","5","[c]","[c]"
"In post","2023","16-19","No function","HM Revenue and Customs","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Revenue and Customs","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Revenue and Customs","West Midlands","5","5","[c]","[c]"
"In post","2023","16-19","No function","HM Revenue and Customs","West Yorkshire","10","10","23940","22520"
"In post","2023","16-19","No function","HM Treasury","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","HM Treasury","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Home Office","East Anglia","10","5","[c]","[c]"
"In post","2023","16-19","No function","Home Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Home Office","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Home Office","Essex","10","10","[c]","[c]"
"In post","2023","16-19","No function","Home Office","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Home Office","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Home Office","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Home Office","Kent","40","40","23280","22400"
"In post","2023","16-19","No function","Home Office","Merseyside","25","20","22820","22400"
"In post","2023","16-19","No function","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Home Office","Outer London - South","5","5","[c]","[c]"
"In post","2023","16-19","No function","Home Office","Outer London - West and North West","15","15","26990","26400"
"In post","2023","16-19","No function","Home Office","South Yorkshire","5","5","[c]","[c]"
"In post","2023","16-19","No function","Home Office","Tees Valley and Durham","10","5","[c]","[c]"
"In post","2023","16-19","No function","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Home Office","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Home Office","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Home Office","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Defence","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Defence","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Defence","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Defence","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Defence","East Wales","10","10","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","65","65","19210","18780"
"In post","2023","16-19","No function","Ministry of Defence","Hampshire and Isle of Wight","10","10","19100","18530"
"In post","2023","16-19","No function","Ministry of Defence","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Defence","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Defence","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Defence","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Defence","Southern Scotland","10","10","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Defence","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","15","15","23060","23230"
"In post","2023","16-19","No function","Ministry of Justice","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Cumbria","5","5","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Derbyshire and Nottinghamshire","20","20","25890","26050"
"In post","2023","16-19","No function","Ministry of Justice","Devon","5","5","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","East Anglia","30","25","25490","23640"
"In post","2023","16-19","No function","Ministry of Justice","East Wales","15","15","24290","23230"
"In post","2023","16-19","No function","Ministry of Justice","East Yorkshire and Northern Lincolnshire","10","10","26820","28880"
"In post","2023","16-19","No function","Ministry of Justice","Essex","5","5","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","25010","23230"
"In post","2023","16-19","No function","Ministry of Justice","Greater Manchester","15","15","26560","28880"
"In post","2023","16-19","No function","Ministry of Justice","Hampshire and Isle of Wight","20","20","26240","26470"
"In post","2023","16-19","No function","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Inner London - East","5","5","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Kent","10","10","26670","25600"
"In post","2023","16-19","No function","Ministry of Justice","Lancashire","15","15","23890","23230"
"In post","2023","16-19","No function","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","20","20","25770","26050"
"In post","2023","16-19","No function","Ministry of Justice","Lincolnshire","10","10","26030","25930"
"In post","2023","16-19","No function","Ministry of Justice","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Shropshire and Staffordshire","15","15","25590","23230"
"In post","2023","16-19","No function","Ministry of Justice","South Yorkshire","5","5","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","Tees Valley and Durham","15","15","26160","28880"
"In post","2023","16-19","No function","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","West Midlands","20","20","23480","21780"
"In post","2023","16-19","No function","Ministry of Justice","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Ministry of Justice","West Yorkshire","30","25","25710","26260"
