"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Economics","North West (England)","SEO","15","15","41290","41780"
"In post","2023","Analysis","Economics","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Scotland","G7","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Scotland","HEO","15","15","34170","34260"
"In post","2023","Analysis","Economics","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South East (England)","G7","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","South East (England)","HEO","15","15","31460","31560"
"In post","2023","Analysis","Economics","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South West (England)","G7","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Wales","AO","20","20","21390","21200"
"In post","2023","Analysis","Economics","Wales","EO","10","10","24840","24840"
"In post","2023","Analysis","Economics","Wales","G6","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Wales","G7","20","20","53780","52490"
"In post","2023","Analysis","Economics","Wales","HEO","40","40","31810","31560"
"In post","2023","Analysis","Economics","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Wales","SEO","15","15","40100","39300"
"In post","2023","Analysis","Economics","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","West Midlands (England)","G6","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","West Midlands (England)","G7","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","West Midlands (England)","HEO","15","15","35850","35330"
"In post","2023","Analysis","Economics","West Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Yorkshire and The Humber","G6","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Yorkshire and The Humber","G7","15","15","54100","53190"
"In post","2023","Analysis","Economics","Yorkshire and The Humber","HEO","15","15","32480","31350"
"In post","2023","Analysis","Economics","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Yorkshire and The Humber","SEO","10","10","[c]","[c]"
"In post","2023","Analysis","Finance","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Finance","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","London","G7","15","15","57960","58050"
"In post","2023","Analysis","Intelligence Analysis","London","HEO","10","10","36930","36180"
"In post","2023","Analysis","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","London","SEO","15","15","45090","45120"
"In post","2023","Analysis","Intelligence Analysis","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North West (England)","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South West (England)","G7","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South West (England)","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Wales","EO","10","10","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Wales","HEO","10","10","31920","31750"
"In post","2023","Analysis","Intelligence Analysis","Wales","SEO","10","10","41270","41240"
"In post","2023","Analysis","Intelligence Analysis","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","West Midlands (England)","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","International Trade","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","International Trade","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","London","G7","10","5","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","London","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","London","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Legal","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","London","AO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","London","EO","55","55","29160","28500"
"In post","2023","Analysis","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","London","G7","10","10","59660","59290"
"In post","2023","Analysis","Operational Delivery","London","HEO","40","40","36090","35410"
"In post","2023","Analysis","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","London","SEO","20","20","42570","43210"
"In post","2023","Analysis","Operational Delivery","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North East (England)","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North East (England)","G7","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North East (England)","HEO","10","10","32230","31560"
"In post","2023","Analysis","Operational Delivery","North East (England)","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","EO","15","15","26490","25920"
"In post","2023","Analysis","Operational Delivery","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","G7","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North West (England)","HEO","20","15","31940","31410"
"In post","2023","Analysis","Operational Delivery","North West (England)","SEO","15","15","39600","39190"
"In post","2023","Analysis","Operational Delivery","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Scotland","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South East (England)","EO","30","25","25820","25100"
"In post","2023","Analysis","Operational Delivery","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South East (England)","G7","10","10","51380","51460"
"In post","2023","Analysis","Operational Delivery","South East (England)","HEO","40","40","31200","31060"
"In post","2023","Analysis","Operational Delivery","South East (England)","SEO","30","25","37920","37760"
"In post","2023","Analysis","Operational Delivery","South West (England)","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Wales","AO","15","15","21330","21200"
"In post","2023","Analysis","Operational Delivery","Wales","EO","80","70","25810","25100"
"In post","2023","Analysis","Operational Delivery","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Wales","G7","30","30","51910","51460"
"In post","2023","Analysis","Operational Delivery","Wales","HEO","115","110","31660","31060"
"In post","2023","Analysis","Operational Delivery","Wales","SEO","105","105","38410","37760"
"In post","2023","Analysis","Operational Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","HEO","15","15","32380","32160"
"In post","2023","Analysis","Operational Delivery","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","London","EO","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","London","G6","25","25","71570","70250"
"In post","2023","Analysis","Operational Research","London","G7","100","95","60180","60570"
"In post","2023","Analysis","Operational Research","London","HEO","85","85","37010","36250"
"In post","2023","Analysis","Operational Research","London","SCS level","10","10","81710","80500"
"In post","2023","Analysis","Operational Research","London","SEO","85","80","45830","45560"
"In post","2023","Analysis","Operational Research","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North West (England)","G6","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","North West (England)","G7","25","25","56780","56900"
"In post","2023","Analysis","Operational Research","North West (England)","HEO","25","25","34660","34700"
"In post","2023","Analysis","Operational Research","North West (England)","SEO","25","20","42610","42510"
"In post","2023","Analysis","Operational Research","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","G6","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","South East (England)","G7","80","75","51820","49260"
"In post","2023","Analysis","Operational Research","South East (England)","HEO","45","45","29470","30650"
"In post","2023","Analysis","Operational Research","South East (England)","SEO","40","40","39050","39890"
"In post","2023","Analysis","Operational Research","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","South West (England)","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","South West (England)","G7","15","15","51770","49260"
"In post","2023","Analysis","Operational Research","South West (England)","HEO","15","15","32740","32950"
"In post","2023","Analysis","Operational Research","South West (England)","SEO","10","10","40760","39890"
"In post","2023","Analysis","Operational Research","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Wales","HEO","15","15","33200","32000"
"In post","2023","Analysis","Operational Research","Wales","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","AO","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","AO","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","G6","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","G7","30","25","54000","53190"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","HEO","20","20","33440","33950"
"In post","2023","Analysis","Operational Research","Yorkshire and The Humber","SEO","25","20","42490","43250"
"In post","2023","Analysis","Other","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East Midlands (England)","HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Other","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East of England","EO","5","5","[c]","[c]"
"In post","2023","Analysis","Other","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East of England","G7","5","5","[c]","[c]"
"In post","2023","Analysis","Other","East of England","HEO","10","5","[c]","[c]"
"In post","2023","Analysis","Other","East of England","SEO","15","15","38860","38030"
"In post","2023","Analysis","Other","London","AO","5","5","[c]","[c]"
"In post","2023","Analysis","Other","London","EO","60","55","30430","30090"
"In post","2023","Analysis","Other","London","G6","110","95","90900","84100"
"In post","2023","Analysis","Other","London","G7","60","60","58020","57890"
"In post","2023","Analysis","Other","London","HEO","90","85","36860","36180"
"In post","2023","Analysis","Other","London","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Other","London","SEO","65","65","46010","44570"
"In post","2023","Analysis","Other","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North East (England)","HEO","5","5","[c]","[c]"
"In post","2023","Analysis","Other","North East (England)","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","HEO","10","10","[c]","[c]"
"In post","2023","Analysis","Other","North West (England)","SEO","5","5","[c]","[c]"
"In post","2023","Analysis","Other","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Scotland","G6","10","10","79740","71780"
"In post","2023","Analysis","Other","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South East (England)","G7","[c]","[c]","[c]","[c]"
