"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Heterosexual / straight","95","90","40150","40750"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Cheshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Cheshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Cheshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","30","30","62500","56130"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","35","35","39090","39470"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","SEO/HEO","Heterosexual / straight","35","30","37880","38470"
"In post","2023","Commercial","Devon","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","SEO/HEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","East Anglia","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","EO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Commercial","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","G6/G7","Heterosexual / straight","40","35","66580","66000"
"In post","2023","Commercial","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","East Anglia","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","East Anglia","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","SEO/HEO","Heterosexual / straight","105","100","38250","37890"
"In post","2023","Commercial","East Anglia","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","East Anglia","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","East Anglia","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2023","Commercial","East Anglia","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Commercial","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","G6/G7","Heterosexual / straight","30","30","61160","59620"
"In post","2023","Commercial","East Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","East Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","SEO/HEO","Heterosexual / straight","90","90","36610","34680"
"In post","2023","Commercial","East Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","East Wales","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","East Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Heterosexual / straight","80","75","23400","22390"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Unknown","35","35","23920","22220"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","90","85","26470","27080"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","25","25","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Heterosexual / straight","280","270","60600","56000"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Undeclared","35","35","57830","56000"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Unknown","40","40","62740","56000"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Heterosexual / straight","35","35","105000","97790"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Heterosexual / straight","620","590","38110","36190"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Undeclared","80","75","39270","41200"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Unknown","90","85","37550","35900"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","100","100","44300","42620"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","G6/G7","Heterosexual / straight","90","90","66540","65500"
"In post","2023","Commercial","Greater Manchester","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","G6/G7","Unknown","40","35","65190","65500"
"In post","2023","Commercial","Greater Manchester","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","SEO/HEO","Heterosexual / straight","115","115","38730","38470"
"In post","2023","Commercial","Greater Manchester","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","SEO/HEO","Unknown","35","35","36510","37590"
"In post","2023","Commercial","Greater Manchester","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","EO","Heterosexual / straight","45","45","26980","27140"
"In post","2023","Commercial","Hampshire and Isle of Wight","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","G6/G7","Heterosexual / straight","55","55","64180","66270"
"In post","2023","Commercial","Hampshire and Isle of Wight","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","SEO/HEO","Heterosexual / straight","140","130","38170","38560"
"In post","2023","Commercial","Hampshire and Isle of Wight","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Inner London - East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","G6/G7","Heterosexual / straight","40","40","64800","60720"
"In post","2023","Commercial","Inner London - East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Inner London - East","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Inner London - East","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Commercial","Inner London - East","SCS level","LGBO","[c]","[c]","[c]","[c]"
