"Status","Year","Disability","Organisation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Cumbria","30","25","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Gloucestershire CC","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Mid Lancashire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North Yorkshire CC","20","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Perth and Kinross, and Stirling","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Scottish Borders","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South Ayrshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South West Wales","25","20","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Staffordshire CC","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Suffolk CC","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Tyneside","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Surrey","90","85","32830","29120"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Worcestershire CC","30","30","31400","26400"
"In post","2023","Declared disabled","Animal and Plant Health Agency","York","30","25","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Westminster","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Birmingham","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Bristol, City of","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Glasgow City","50","45","39780","33020"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Greater Manchester South West","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Leeds","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Liverpool","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Manchester","25","25","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Milton Keynes","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Norwich and East Norfolk","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Sheffield","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Tower Hamlets","165","160","52110","56430"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Tyneside","65","55","28190","24860"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Westminster","260","255","48330","41870"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","York","95","90","34600","34020"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Birmingham","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Bristol, City of","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Central Hampshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","City of Edinburgh","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Glasgow City","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Greater Manchester South West","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Hackney and Newham","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Leeds","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Manchester","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Tower Hamlets","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Tyneside","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Westminster","200","200","30860","30130"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","York","5","5","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Dorset","15","15","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Suffolk CC","35","35","32540","30320"
"In post","2023","Declared disabled","Charity Commission","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Sefton","25","25","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Westminster","5","5","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Cardiff and Vale of Glamorgan","100","90","31750","25700"
"In post","2023","Declared disabled","Companies House","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","South and West Derbyshire","[c]","[c]","[c]","[c]"
