"Status","Year","Age","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Other","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","16-19","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Unknown","45","45","20070","18660"
"In post","2023","16-19","Policy","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Property","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Unknown","20","20","[c]","[c]"
"In post","2023","16-19","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Heterosexual / straight","50","50","20070","19430"
"In post","2023","16-19","Science and Engineering","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Unknown","50","50","19050","18280"
"In post","2023","16-19","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Heterosexual / straight","35","35","23530","22520"
"In post","2023","16-19","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","50","50","23670","22520"
"In post","2023","16-19","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Heterosexual / straight","690","685","34920","32960"
"In post","2023","20-29","Commercial","LGBO","80","80","37210","34590"
"In post","2023","20-29","Commercial","Undeclared","45","45","36520","34190"
"In post","2023","20-29","Commercial","Unknown","315","315","35360","31270"
"In post","2023","20-29","Communications","Heterosexual / straight","480","475","35920","34300"
"In post","2023","20-29","Communications","LGBO","70","70","35900","34370"
"In post","2023","20-29","Communications","Undeclared","45","45","35160","35040"
"In post","2023","20-29","Communications","Unknown","220","220","37760","37380"
"In post","2023","20-29","Corporate Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Heterosexual / straight","860","855","29280","28120"
"In post","2023","20-29","Counter Fraud","LGBO","95","95","29540","28120"
"In post","2023","20-29","Counter Fraud","Undeclared","50","45","29350","28120"
"In post","2023","20-29","Counter Fraud","Unknown","215","215","30540","28130"
"In post","2023","20-29","Digital, Data and Technology","Heterosexual / straight","1995","1980","36360","34400"
"In post","2023","20-29","Digital, Data and Technology","LGBO","265","260","36330","34450"
"In post","2023","20-29","Digital, Data and Technology","Undeclared","225","220","36320","33880"
"In post","2023","20-29","Digital, Data and Technology","Unknown","1035","1030","35850","34400"
"In post","2023","20-29","Economics","Heterosexual / straight","800","800","40740","37940"
"In post","2023","20-29","Economics","LGBO","100","95","40470","36120"
"In post","2023","20-29","Economics","Undeclared","80","80","38870","36710"
"In post","2023","20-29","Economics","Unknown","255","255","40000","36400"
"In post","2023","20-29","Finance","Heterosexual / straight","920","915","33670","31920"
"In post","2023","20-29","Finance","LGBO","80","80","34650","32160"
"In post","2023","20-29","Finance","Undeclared","70","65","33230","32200"
"In post","2023","20-29","Finance","Unknown","355","350","32530","29660"
"In post","2023","20-29","Geography","Heterosexual / straight","50","50","29310","27610"
"In post","2023","20-29","Geography","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Geography","Unknown","40","40","25480","27610"
"In post","2023","20-29","Human Resources","Heterosexual / straight","1020","1010","33150","31060"
"In post","2023","20-29","Human Resources","LGBO","140","140","34670","31270"
"In post","2023","20-29","Human Resources","Undeclared","85","85","33090","30320"
"In post","2023","20-29","Human Resources","Unknown","290","285","30480","28000"
"In post","2023","20-29","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","Heterosexual / straight","310","310","32920","31130"
"In post","2023","20-29","Intelligence Analysis","LGBO","30","30","35110","35310"
"In post","2023","20-29","Intelligence Analysis","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","Unknown","140","140","32560","30110"
"In post","2023","20-29","Internal Audit","Heterosexual / straight","35","35","33600","33420"
"In post","2023","20-29","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","International Trade","Heterosexual / straight","335","335","40390","39450"
"In post","2023","20-29","International Trade","LGBO","60","60","39560","38050"
"In post","2023","20-29","International Trade","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","International Trade","Unknown","190","190","41630","41550"
"In post","2023","20-29","Knowledge and Information Management","Heterosexual / straight","180","180","31250","29840"
"In post","2023","20-29","Knowledge and Information Management","LGBO","40","40","32030","29840"
"In post","2023","20-29","Knowledge and Information Management","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","Unknown","50","50","32540","30280"
"In post","2023","20-29","Legal","Heterosexual / straight","760","755","39460","37680"
"In post","2023","20-29","Legal","LGBO","85","85","39960","37680"
"In post","2023","20-29","Legal","Undeclared","55","55","40190","37680"
"In post","2023","20-29","Legal","Unknown","205","205","35470","32540"
"In post","2023","20-29","Medicine","Heterosexual / straight","70","70","33150","31070"
"In post","2023","20-29","Medicine","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Medicine","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Medicine","Unknown","45","40","36520","33620"
"In post","2023","20-29","Operational Delivery","Heterosexual / straight","24630","24125","27590","27640"
"In post","2023","20-29","Operational Delivery","LGBO","3215","3170","27150","25830"
"In post","2023","20-29","Operational Delivery","Undeclared","1605","1565","27720","26410"
"In post","2023","20-29","Operational Delivery","Unknown","12080","11815","26460","25750"
"In post","2023","20-29","Operational Research","Heterosexual / straight","205","205","38240","37350"
"In post","2023","20-29","Operational Research","LGBO","40","40","37910","35990"
"In post","2023","20-29","Operational Research","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Operational Research","Unknown","100","100","32740","32810"
"In post","2023","20-29","Other","Heterosexual / straight","1065","1045","28430","27140"
"In post","2023","20-29","Other","LGBO","135","135","27300","25850"
"In post","2023","20-29","Other","Undeclared","100","100","27960","28120"
"In post","2023","20-29","Other","Unknown","815","805","30620","29860"
"In post","2023","20-29","Planning","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Planning Inspectors","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Policy","Heterosexual / straight","5050","5030","40630","38130"
"In post","2023","20-29","Policy","LGBO","945","940","40930","38010"
"In post","2023","20-29","Policy","Undeclared","540","540","40330","38660"
"In post","2023","20-29","Policy","Unknown","1820","1815","40930","39130"
"In post","2023","20-29","Project Delivery","Heterosexual / straight","1560","1550","36060","34110"
"In post","2023","20-29","Project Delivery","LGBO","180","180","36980","34250"
"In post","2023","20-29","Project Delivery","Undeclared","105","105","36750","34170"
"In post","2023","20-29","Project Delivery","Unknown","695","690","34610","32260"
"In post","2023","20-29","Property","Heterosexual / straight","455","450","31330","30200"
"In post","2023","20-29","Property","LGBO","50","50","30720","29400"
"In post","2023","20-29","Property","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Property","Unknown","315","310","29700","28720"
"In post","2023","20-29","Psychology","Heterosexual / straight","290","290","30340","30940"
"In post","2023","20-29","Psychology","LGBO","30","30","[c]","[c]"
"In post","2023","20-29","Psychology","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Psychology","Unknown","60","60","29390","30940"
"In post","2023","20-29","Science and Engineering","Heterosexual / straight","1825","1815","31670","30650"
"In post","2023","20-29","Science and Engineering","LGBO","225","225","31610","30650"
"In post","2023","20-29","Science and Engineering","Undeclared","185","185","30910","30240"
"In post","2023","20-29","Science and Engineering","Unknown","610","605","30000","29120"
"In post","2023","20-29","Security","Heterosexual / straight","605","605","30820","28560"
"In post","2023","20-29","Security","LGBO","70","70","33490","30820"
"In post","2023","20-29","Security","Undeclared","35","35","34430","32660"
"In post","2023","20-29","Security","Unknown","395","395","29180","27480"
"In post","2023","20-29","Social Research","Heterosexual / straight","405","400","38970","39110"
"In post","2023","20-29","Social Research","LGBO","85","85","35870","34060"
"In post","2023","20-29","Social Research","Undeclared","40","35","39580","39190"
"In post","2023","20-29","Social Research","Unknown","95","95","38210","36780"
"In post","2023","20-29","Statistics","Heterosexual / straight","595","590","38100","35760"
"In post","2023","20-29","Statistics","LGBO","115","115","38400","36830"
"In post","2023","20-29","Statistics","Undeclared","60","60","36230","34300"
"In post","2023","20-29","Statistics","Unknown","255","255","34670","31560"
"In post","2023","20-29","Tax","Heterosexual / straight","1525","1495","32220","28130"
"In post","2023","20-29","Tax","LGBO","215","210","31510","28130"
"In post","2023","20-29","Tax","Undeclared","100","100","32620","28130"
"In post","2023","20-29","Tax","Unknown","1060","1045","29550","27890"
"In post","2023","20-29","Unknown","Heterosexual / straight","3155","3125","34240","32960"
"In post","2023","20-29","Unknown","LGBO","580","580","34170","32960"
"In post","2023","20-29","Unknown","Undeclared","565","560","37660","34190"
"In post","2023","20-29","Unknown","Unknown","2435","2405","31590","29450"
"In post","2023","20-29","Veterinarian","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Heterosexual / straight","1255","1220","44230","40450"
"In post","2023","30-39","Commercial","LGBO","95","95","41760","37900"
"In post","2023","30-39","Commercial","Undeclared","100","95","43840","41910"
"In post","2023","30-39","Commercial","Unknown","335","330","45890","41230"
"In post","2023","30-39","Communications","Heterosexual / straight","775","745","44640","41870"
"In post","2023","30-39","Communications","LGBO","90","90","44820","43250"
"In post","2023","30-39","Communications","Undeclared","70","70","46560","44040"
"In post","2023","30-39","Communications","Unknown","260","255","45510","43000"
"In post","2023","30-39","Corporate Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","30-39","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Corporate Finance","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Heterosexual / straight","1245","1190","31180","28130"
"In post","2023","30-39","Counter Fraud","LGBO","115","110","31270","28120"
"In post","2023","30-39","Counter Fraud","Undeclared","75","75","32270","28120"
"In post","2023","30-39","Counter Fraud","Unknown","295","285","31660","28130"
"In post","2023","30-39","Digital, Data and Technology","Heterosexual / straight","3585","3520","43700","41170"
"In post","2023","30-39","Digital, Data and Technology","LGBO","410","405","44440","41540"
"In post","2023","30-39","Digital, Data and Technology","Undeclared","390","385","44750","42100"
"In post","2023","30-39","Digital, Data and Technology","Unknown","1245","1225","44100","41040"
"In post","2023","30-39","Economics","Heterosexual / straight","360","350","58460","59100"
"In post","2023","30-39","Economics","LGBO","35","35","54080","54540"
"In post","2023","30-39","Economics","Undeclared","50","50","57560","57820"
"In post","2023","30-39","Economics","Unknown","60","60","57330","56770"
"In post","2023","30-39","Finance","Heterosexual / straight","1565","1510","43500","40600"
"In post","2023","30-39","Finance","LGBO","100","100","44110","38920"
"In post","2023","30-39","Finance","Undeclared","130","125","43290","41430"
"In post","2023","30-39","Finance","Unknown","350","340","42700","40400"
"In post","2023","30-39","Geography","Heterosexual / straight","100","95","34870","34370"
"In post","2023","30-39","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Geography","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Geography","Unknown","20","20","[c]","[c]"
"In post","2023","30-39","Human Resources","Heterosexual / straight","1970","1885","39390","36590"
"In post","2023","30-39","Human Resources","LGBO","195","190","40500","36930"
"In post","2023","30-39","Human Resources","Undeclared","120","115","39720","36750"
"In post","2023","30-39","Human Resources","Unknown","430","410","38820","36180"
"In post","2023","30-39","Inspector of Education and Training","Heterosexual / straight","130","130","58140","52750"
"In post","2023","30-39","Inspector of Education and Training","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Intelligence Analysis","Heterosexual / straight","585","565","35090","32160"
"In post","2023","30-39","Intelligence Analysis","LGBO","50","50","32960","28480"
"In post","2023","30-39","Intelligence Analysis","Undeclared","65","65","36000","34300"
"In post","2023","30-39","Intelligence Analysis","Unknown","125","120","36570","34700"
"In post","2023","30-39","Internal Audit","Heterosexual / straight","105","100","44130","42700"
"In post","2023","30-39","Internal Audit","LGBO","10","5","[c]","[c]"
"In post","2023","30-39","Internal Audit","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Internal Audit","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","International Trade","Heterosexual / straight","375","370","50840","55370"
"In post","2023","30-39","International Trade","LGBO","45","45","52000","55370"
"In post","2023","30-39","International Trade","Undeclared","40","40","52390","55370"
"In post","2023","30-39","International Trade","Unknown","170","170","50120","54590"
"In post","2023","30-39","Knowledge and Information Management","Heterosexual / straight","340","330","37080","34170"
"In post","2023","30-39","Knowledge and Information Management","LGBO","40","40","36370","34510"
"In post","2023","30-39","Knowledge and Information Management","Undeclared","45","40","37120","34240"
"In post","2023","30-39","Knowledge and Information Management","Unknown","75","70","37650","34170"
"In post","2023","30-39","Legal","Heterosexual / straight","2200","2105","51070","52360"
"In post","2023","30-39","Legal","LGBO","155","155","51460","52790"
"In post","2023","30-39","Legal","Undeclared","170","165","50640","52020"
"In post","2023","30-39","Legal","Unknown","470","455","46590","45560"
"In post","2023","30-39","Medicine","Heterosexual / straight","380","340","48160","41190"
"In post","2023","30-39","Medicine","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","Medicine","Undeclared","25","20","[c]","[c]"
"In post","2023","30-39","Medicine","Unknown","140","115","48360","40590"
"In post","2023","30-39","Operational Delivery","Heterosexual / straight","37280","35035","30430","28130"
"In post","2023","30-39","Operational Delivery","LGBO","3385","3305","30350","28120"
"In post","2023","30-39","Operational Delivery","Undeclared","3090","2910","30640","28120"
"In post","2023","30-39","Operational Delivery","Unknown","11910","11150","28580","27370"
"In post","2023","30-39","Operational Research","Heterosexual / straight","235","225","48140","48660"
"In post","2023","30-39","Operational Research","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Operational Research","Undeclared","20","15","[c]","[c]"
"In post","2023","30-39","Operational Research","Unknown","65","65","39840","39890"
"In post","2023","30-39","Other","Heterosexual / straight","1795","1670","34800","31280"
"In post","2023","30-39","Other","LGBO","135","135","33200","30090"
"In post","2023","30-39","Other","Undeclared","180","170","35960","34170"
"In post","2023","30-39","Other","Unknown","850","820","37290","35410"
"In post","2023","30-39","Planning","Heterosexual / straight","50","50","43920","41190"
"In post","2023","30-39","Planning","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","Heterosexual / straight","50","50","53290","48660"
"In post","2023","30-39","Planning Inspectors","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Policy","Heterosexual / straight","6735","6560","50630","53050"
"In post","2023","30-39","Policy","LGBO","835","820","50570","53030"
"In post","2023","30-39","Policy","Undeclared","695","680","49780","53030"
"In post","2023","30-39","Policy","Unknown","1685","1655","50880","53500"
"In post","2023","30-39","Project Delivery","Heterosexual / straight","3090","3000","44390","41540"
"In post","2023","30-39","Project Delivery","LGBO","270","270","45280","42510"
"In post","2023","30-39","Project Delivery","Undeclared","255","250","46350","42510"
"In post","2023","30-39","Project Delivery","Unknown","660","640","43770","41780"
"In post","2023","30-39","Property","Heterosexual / straight","655","635","38000","34440"
"In post","2023","30-39","Property","LGBO","50","50","34520","33960"
"In post","2023","30-39","Property","Undeclared","50","50","40200","36000"
"In post","2023","30-39","Property","Unknown","210","205","35070","32970"
"In post","2023","30-39","Psychology","Heterosexual / straight","475","460","37060","32420"
"In post","2023","30-39","Psychology","LGBO","35","35","35900","31670"
"In post","2023","30-39","Psychology","Undeclared","30","30","35850","32420"
"In post","2023","30-39","Psychology","Unknown","85","80","37270","36740"
"In post","2023","30-39","Science and Engineering","Heterosexual / straight","2035","1985","41840","40880"
"In post","2023","30-39","Science and Engineering","LGBO","160","155","39180","39800"
"In post","2023","30-39","Science and Engineering","Undeclared","250","240","40780","40790"
"In post","2023","30-39","Science and Engineering","Unknown","465","455","40620","39890"
"In post","2023","30-39","Security","Heterosexual / straight","1075","1065","35350","34170"
"In post","2023","30-39","Security","LGBO","85","85","38180","35040"
"In post","2023","30-39","Security","Undeclared","115","115","36820","37300"
"In post","2023","30-39","Security","Unknown","465","465","35790","35010"
"In post","2023","30-39","Social Research","Heterosexual / straight","355","335","46560","43650"
"In post","2023","30-39","Social Research","LGBO","40","40","47690","43810"
"In post","2023","30-39","Social Research","Undeclared","30","25","[c]","[c]"
"In post","2023","30-39","Social Research","Unknown","65","65","45470","42710"
"In post","2023","30-39","Statistics","Heterosexual / straight","620","595","46690","43750"
"In post","2023","30-39","Statistics","LGBO","75","70","46510","43750"
"In post","2023","30-39","Statistics","Undeclared","65","60","45870","43720"
"In post","2023","30-39","Statistics","Unknown","95","95","43390","41850"
"In post","2023","30-39","Tax","Heterosexual / straight","3150","3045","38350","35000"
"In post","2023","30-39","Tax","LGBO","305","300","38440","34700"
"In post","2023","30-39","Tax","Undeclared","240","235","39580","35000"
"In post","2023","30-39","Tax","Unknown","1455","1395","33850","34700"
"In post","2023","30-39","Unknown","Heterosexual / straight","4705","4535","42700","38460"
"In post","2023","30-39","Unknown","LGBO","655","645","41190","38330"
"In post","2023","30-39","Unknown","Undeclared","655","635","46480","42860"
"In post","2023","30-39","Unknown","Unknown","2470","2385","38980","34700"
"In post","2023","30-39","Veterinarian","Heterosexual / straight","60","60","40070","37980"
"In post","2023","30-39","Veterinarian","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Veterinarian","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Veterinarian","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Commercial","Heterosexual / straight","1485","1440","51270","43400"
"In post","2023","40-49","Commercial","LGBO","65","60","47910","43210"
"In post","2023","40-49","Commercial","Undeclared","140","135","46590","42620"
"In post","2023","40-49","Commercial","Unknown","295","290","54390","54330"
"In post","2023","40-49","Communications","Heterosexual / straight","785","740","48680","43900"
"In post","2023","40-49","Communications","LGBO","45","45","50640","50590"
"In post","2023","40-49","Communications","Undeclared","70","65","45370","42130"
"In post","2023","40-49","Communications","Unknown","185","170","51050","48070"
"In post","2023","40-49","Corporate Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","Heterosexual / straight","1405","1325","32650","28890"
"In post","2023","40-49","Counter Fraud","LGBO","85","85","32550","30030"
"In post","2023","40-49","Counter Fraud","Undeclared","175","165","32090","28130"
"In post","2023","40-49","Counter Fraud","Unknown","405","375","33380","32260"
"In post","2023","40-49","Digital, Data and Technology","Heterosexual / straight","4365","4280","47920","44000"
"In post","2023","40-49","Digital, Data and Technology","LGBO","230","225","47860","43680"
"In post","2023","40-49","Digital, Data and Technology","Undeclared","580","570","46430","42510"
"In post","2023","40-49","Digital, Data and Technology","Unknown","1100","1075","47460","43760"
"In post","2023","40-49","Economics","Heterosexual / straight","190","175","66240","64610"
"In post","2023","40-49","Economics","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Economics","Undeclared","15","15","[c]","[c]"
"In post","2023","40-49","Economics","Unknown","30","30","66180","64340"
"In post","2023","40-49","Finance","Heterosexual / straight","2070","1985","45980","42090"
"In post","2023","40-49","Finance","LGBO","75","70","47500","42140"
"In post","2023","40-49","Finance","Undeclared","190","185","46220","42510"
"In post","2023","40-49","Finance","Unknown","355","340","45560","42140"
"In post","2023","40-49","Geography","Heterosexual / straight","60","60","36970","34370"
"In post","2023","40-49","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Geography","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Geography","Unknown","30","30","32760","34370"
"In post","2023","40-49","Human Resources","Heterosexual / straight","2485","2365","42540","38470"
"In post","2023","40-49","Human Resources","LGBO","135","135","47370","41580"
"In post","2023","40-49","Human Resources","Undeclared","200","190","40530","37640"
"In post","2023","40-49","Human Resources","Unknown","450","435","43120","38470"
"In post","2023","40-49","Inspector of Education and Training","Heterosexual / straight","325","320","66190","66170"
"In post","2023","40-49","Inspector of Education and Training","LGBO","30","30","69710","77470"
"In post","2023","40-49","Inspector of Education and Training","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","Heterosexual / straight","610","585","36180","32160"
"In post","2023","40-49","Intelligence Analysis","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","Undeclared","85","80","37130","34050"
"In post","2023","40-49","Intelligence Analysis","Unknown","70","70","38010","32950"
"In post","2023","40-49","Internal Audit","Heterosexual / straight","150","145","49770","48780"
"In post","2023","40-49","Internal Audit","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Internal Audit","Undeclared","15","10","[c]","[c]"
"In post","2023","40-49","Internal Audit","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","International Trade","Heterosexual / straight","245","240","53210","55370"
