"Status","Year","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","HM Land Registry","Undeclared","640","555","34390","34850"
"In post","2023","HM Land Registry","Unknown","2020","1865","30300","28080"
"In post","2023","HM Revenue and Customs","Heterosexual / straight","43345","40520","36770","34700"
"In post","2023","HM Revenue and Customs","LGBO","3100","3000","35560","34400"
"In post","2023","HM Revenue and Customs","Undeclared","4890","4485","37160","34700"
"In post","2023","HM Revenue and Customs","Unknown","21050","19470","31910","28130"
"In post","2023","HM Treasury","Heterosexual / straight","2020","1960","48700","51350"
"In post","2023","HM Treasury","LGBO","220","220","46340","42700"
"In post","2023","HM Treasury","Undeclared","305","300","46870","44130"
"In post","2023","HM Treasury","Unknown","160","155","58960","54560"
"In post","2023","Home Office","Heterosexual / straight","27355","25525","34190","29890"
"In post","2023","Home Office","LGBO","1365","1330","35020","29980"
"In post","2023","Home Office","Undeclared","3690","3390","34530","30200"
"In post","2023","Home Office","Unknown","10715","10340","29780","25880"
"In post","2023","Ministry of Defence","Heterosexual / straight","42065","40595","36830","33990"
"In post","2023","Ministry of Defence","LGBO","1410","1385","36060","33990"
"In post","2023","Ministry of Defence","Undeclared","5370","5165","37350","34300"
"In post","2023","Ministry of Defence","Unknown","9335","9090","37280","33990"
"In post","2023","Ministry of Justice","Heterosexual / straight","65315","61260","32400","30410"
"In post","2023","Ministry of Justice","LGBO","4970","4835","32460","30440"
"In post","2023","Ministry of Justice","Undeclared","6805","6300","33140","31270"
"In post","2023","Ministry of Justice","Unknown","14785","13775","30820","29050"
"In post","2023","National Crime Agency","Heterosexual / straight","4355","4235","42690","40440"
"In post","2023","National Crime Agency","LGBO","235","230","40530","38310"
"In post","2023","National Crime Agency","Undeclared","350","345","41840","39770"
"In post","2023","National Crime Agency","Unknown","630","605","43770","42110"
"In post","2023","Northern Ireland Office","Heterosexual / straight","105","100","47150","43650"
"In post","2023","Northern Ireland Office","LGBO","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","Undeclared","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","Unknown","45","45","46230","37680"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","1685","1635","53120","52750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","LGBO","145","145","50960","47750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Undeclared","105","100","49240","42650"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Unknown","100","95","42920","33130"
"In post","2023","Office of Gas and Electricity Markets","Heterosexual / straight","970","960","44350","41280"
"In post","2023","Office of Gas and Electricity Markets","LGBO","130","130","37660","33200"
"In post","2023","Office of Gas and Electricity Markets","Undeclared","90","90","45980","45000"
"In post","2023","Office of Gas and Electricity Markets","Unknown","365","355","51880","47800"
"In post","2023","Office of Qualifications and Examinations Regulation","Heterosexual / straight","275","265","44750","40960"
"In post","2023","Office of Qualifications and Examinations Regulation","LGBO","15","15","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Undeclared","40","35","42590","39140"
"In post","2023","Office of Qualifications and Examinations Regulation","Unknown","15","15","[c]","[c]"
"In post","2023","Office of Rail and Road","Heterosexual / straight","245","240","54550","54650"
"In post","2023","Office of Rail and Road","LGBO","20","20","[c]","[c]"
"In post","2023","Office of Rail and Road","Undeclared","35","35","54890","57700"
"In post","2023","Office of Rail and Road","Unknown","65","60","61130","60320"
"In post","2023","Office of the Secretary of State for Scotland","Heterosexual / straight","50","45","56900","55720"
"In post","2023","Office of the Secretary of State for Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Undeclared","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Unknown","70","65","47910","52060"
"In post","2023","Office of the Secretary of State for Wales","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","LGBO","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Unknown","10","10","[c]","[c]"
"In post","2023","Scottish Government","Heterosexual / straight","14685","14000","41830","37060"
"In post","2023","Scottish Government","LGBO","1290","1255","38970","34730"
"In post","2023","Scottish Government","Undeclared","885","845","43210","38330"
"In post","2023","Scottish Government","Unknown","10770","10160","35600","31970"
"In post","2023","The National Archives","Heterosexual / straight","270","260","38610","35090"
"In post","2023","The National Archives","LGBO","50","50","33730","31450"
"In post","2023","The National Archives","Undeclared","65","60","36940","33560"
"In post","2023","The National Archives","Unknown","205","195","36920","34940"
"In post","2023","UK Export Finance","Heterosexual / straight","440","430","54440","51510"
"In post","2023","UK Export Finance","LGBO","25","25","[c]","[c]"
"In post","2023","UK Export Finance","Undeclared","55","55","60320","52600"
"In post","2023","UK Statistics Authority","Heterosexual / straight","4215","3765","35630","31560"
"In post","2023","UK Statistics Authority","LGBO","335","320","36180","31660"
"In post","2023","UK Statistics Authority","Undeclared","275","255","35940","32630"
"In post","2023","UK Statistics Authority","Unknown","1310","1170","34640","31060"
"In post","2023","UK Supreme Court","Heterosexual / straight","45","45","39720","36720"
"In post","2023","UK Supreme Court","LGBO","10","10","[c]","[c]"
"In post","2023","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Heterosexual / straight","180","175","56110","50400"
"In post","2023","Water Services Regulation Authority","LGBO","10","10","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Undeclared","25","25","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Unknown","50","45","56950","48340"
"In post","2023","Welsh Government","Heterosexual / straight","4835","4570","43710","39690"
"In post","2023","Welsh Government","LGBO","260","255","43870","39690"
"In post","2023","Welsh Government","Undeclared","700","660","44530","39690"
"In post","2023","Welsh Government","Unknown","255","240","42560","36590"
"Leaver CS","2023","Attorney General's Departments","Heterosexual / straight","580","[c]","42740","38910"
"Leaver CS","2023","Attorney General's Departments","LGBO","55","[c]","44000","43360"
"Leaver CS","2023","Attorney General's Departments","Undeclared","35","[c]","43790","45540"
"Leaver CS","2023","Attorney General's Departments","Unknown","130","[c]","48740","54250"
"Leaver CS","2023","Cabinet Office","Heterosexual / straight","555","[c]","47140","40580"
"Leaver CS","2023","Cabinet Office","LGBO","85","[c]","43330","38570"
"Leaver CS","2023","Cabinet Office","Undeclared","70","[c]","46900","40660"
"Leaver CS","2023","Cabinet Office","Unknown","430","[c]","50860","41870"
"Leaver CS","2023","Chancellor's other departments","Heterosexual / straight","40","[c]","56420","45460"
"Leaver CS","2023","Chancellor's other departments","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Heterosexual / straight","100","[c]","55560","54070"
"Leaver CS","2023","Competition and Markets Authority","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","725","[c]","43330","40050"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","LGBO","90","[c]","42380","40050"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Undeclared","110","[c]","41720","40040"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Unknown","210","[c]","34890","30600"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Heterosexual / straight","140","[c]","44830","38800"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","LGBO","35","[c]","46570","52770"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Unknown","45","[c]","45400","40520"
"Leaver CS","2023","Department for Education","Heterosexual / straight","365","[c]","44680","41440"
"Leaver CS","2023","Department for Education","LGBO","50","[c]","39930","37590"
"Leaver CS","2023","Department for Education","Undeclared","30","[c]","44650","38450"
"Leaver CS","2023","Department for Education","Unknown","100","[c]","38400","37580"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Heterosexual / straight","645","[c]","30210","25980"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","LGBO","70","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Undeclared","85","[c]","34330","30030"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Unknown","325","[c]","25950","22440"
"Leaver CS","2023","Department for International Trade","Heterosexual / straight","130","[c]","45140","43020"
"Leaver CS","2023","Department for International Trade","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Unknown","105","[c]","37260","32630"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Heterosexual / straight","250","[c]","43640","39600"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","LGBO","40","[c]","40630","33210"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Unknown","75","[c]","38600","33210"
"Leaver CS","2023","Department for Transport","Heterosexual / straight","955","[c]","32530","26960"
"Leaver CS","2023","Department for Transport","LGBO","65","[c]","32050","27450"
"Leaver CS","2023","Department for Transport","Undeclared","230","[c]","29950","26780"
"Leaver CS","2023","Department for Transport","Unknown","400","[c]","27810","26350"
"Leaver CS","2023","Department for Work and Pensions","Heterosexual / straight","5745","[c]","28290","27570"
"Leaver CS","2023","Department for Work and Pensions","LGBO","460","[c]","27920","27570"
"Leaver CS","2023","Department for Work and Pensions","Undeclared","650","[c]","27960","27570"
"Leaver CS","2023","Department for Work and Pensions","Unknown","1570","[c]","27650","26120"
"Leaver CS","2023","Department of Health and Social Care","Heterosexual / straight","1355","[c]","38930","33790"
"Leaver CS","2023","Department of Health and Social Care","LGBO","175","[c]","39240","32640"
"Leaver CS","2023","Department of Health and Social Care","Undeclared","445","[c]","38920","33710"
"Leaver CS","2023","Department of Health and Social Care","Unknown","655","[c]","47970","40880"
"Leaver CS","2023","Estyn","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Heterosexual / straight","65","[c]","39290","35550"
"Leaver CS","2023","Food Standards Agency","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Heterosexual / straight","310","[c]","37260","32750"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Heterosexual / straight","285","[c]","35430","33840"
"Leaver CS","2023","HM Land Registry","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Unknown","175","[c]","32310","28080"
"Leaver CS","2023","HM Revenue and Customs","Heterosexual / straight","150","[c]","36680","33740"
"Leaver CS","2023","HM Revenue and Customs","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Unknown","4410","[c]","31390","26020"
"Leaver CS","2023","HM Treasury","Heterosexual / straight","275","[c]","44400","38890"
"Leaver CS","2023","HM Treasury","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Undeclared","50","[c]","38880","34910"
"Leaver CS","2023","HM Treasury","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Heterosexual / straight","1485","[c]","34130","27650"
"Leaver CS","2023","Home Office","LGBO","85","[c]","34080","27050"
"Leaver CS","2023","Home Office","Undeclared","210","[c]","35350","29750"
"Leaver CS","2023","Home Office","Unknown","740","[c]","28430","25880"
"Leaver CS","2023","Ministry of Defence","Heterosexual / straight","3390","[c]","34820","32150"
"Leaver CS","2023","Ministry of Defence","LGBO","130","[c]","34140","32550"
"Leaver CS","2023","Ministry of Defence","Undeclared","435","[c]","37550","34680"
"Leaver CS","2023","Ministry of Defence","Unknown","1240","[c]","35280","31930"
"Leaver CS","2023","Ministry of Justice","Heterosexual / straight","6030","[c]","30100","25020"
"Leaver CS","2023","Ministry of Justice","LGBO","585","[c]","31480","25480"
"Leaver CS","2023","Ministry of Justice","Undeclared","660","[c]","30390","23720"
"Leaver CS","2023","Ministry of Justice","Unknown","2750","[c]","27380","21780"
"Leaver CS","2023","National Crime Agency","Heterosexual / straight","270","[c]","43080","39630"
"Leaver CS","2023","National Crime Agency","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Unknown","55","[c]","40340","38660"
"Leaver CS","2023","Northern Ireland Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","190","[c]","56430","52750"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Heterosexual / straight","155","[c]","41610","35890"
"Leaver CS","2023","Office of Gas and Electricity Markets","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Unknown","70","[c]","52980","46320"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","Heterosexual / straight","690","[c]","40190","36330"
"Leaver CS","2023","Scottish Government","LGBO","70","[c]","35330","31960"
"Leaver CS","2023","Scottish Government","Undeclared","60","[c]","39610","34730"
"Leaver CS","2023","Scottish Government","Unknown","895","[c]","33010","29450"
"Leaver CS","2023","The National Archives","Heterosexual / straight","55","[c]","32860","29840"
"Leaver CS","2023","The National Archives","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Heterosexual / straight","60","[c]","54970","42000"
"Leaver CS","2023","UK Export Finance","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Heterosexual / straight","460","[c]","29490","21200"
"Leaver CS","2023","UK Statistics Authority","LGBO","30","[c]","30550","24840"
"Leaver CS","2023","UK Statistics Authority","Undeclared","30","[c]","28940","21200"
"Leaver CS","2023","UK Statistics Authority","Unknown","175","[c]","30820","25310"
"Leaver CS","2023","UK Supreme Court","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Heterosexual / straight","165","[c]","42750","38160"
"Leaver CS","2023","Welsh Government","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Heterosexual / straight","185","[c]","42070","32660"
"Leaver Dept.","2023","Attorney General's Departments","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Unknown","65","[c]","47950","51940"
"Leaver Dept.","2023","Cabinet Office","Heterosexual / straight","755","[c]","45380","40600"
"Leaver Dept.","2023","Cabinet Office","LGBO","105","[c]","40100","36440"
"Leaver Dept.","2023","Cabinet Office","Undeclared","90","[c]","45870","41870"
"Leaver Dept.","2023","Cabinet Office","Unknown","760","[c]","36670","32000"
"Leaver Dept.","2023","Chancellor's other departments","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","460","[c]","41850","40050"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","LGBO","75","[c]","40990","40050"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Undeclared","45","[c]","45520","41060"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Unknown","125","[c]","40030","34550"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Heterosexual / straight","175","[c]","45990","38280"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Heterosexual / straight","370","[c]","43590","38210"
"Leaver Dept.","2023","Department for Education","LGBO","45","[c]","44130","40980"
"Leaver Dept.","2023","Department for Education","Undeclared","40","[c]","41900","38120"
"Leaver Dept.","2023","Department for Education","Unknown","80","[c]","43870","39350"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Heterosexual / straight","380","[c]","26720","24920"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","LGBO","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Unknown","105","[c]","28380","25040"
"Leaver Dept.","2023","Department for International Trade","Heterosexual / straight","130","[c]","41960","38160"
"Leaver Dept.","2023","Department for International Trade","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Unknown","65","[c]","43680","38940"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Heterosexual / straight","330","[c]","42230","36340"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","LGBO","50","[c]","40200","38570"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Unknown","60","[c]","43400","37610"
"Leaver Dept.","2023","Department for Transport","Heterosexual / straight","395","[c]","35710","31660"
"Leaver Dept.","2023","Department for Transport","LGBO","35","[c]","37490","34710"
"Leaver Dept.","2023","Department for Transport","Undeclared","40","[c]","35610","31980"
"Leaver Dept.","2023","Department for Transport","Unknown","130","[c]","35380","32560"
"Leaver Dept.","2023","Department for Work and Pensions","Heterosexual / straight","2025","[c]","30090","28120"
"Leaver Dept.","2023","Department for Work and Pensions","LGBO","175","[c]","30120","28120"
"Leaver Dept.","2023","Department for Work and Pensions","Undeclared","160","[c]","29890","28120"
"Leaver Dept.","2023","Department for Work and Pensions","Unknown","380","[c]","31250","28120"
