"Status","Year","Disability","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Outside London","Heterosexual / straight","275","260","37340","34320"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Outside London","LGBO","40","40","41130","38460"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Outside London","Undeclared","30","30","37840","34320"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","London","Heterosexual / straight","45","45","32440","32960"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","London","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","London","Unknown","145","145","30170","30130"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Outside London","Unknown","75","75","29900","28840"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Outside London","Heterosexual / straight","85","75","31900","27260"
"In post","2023","Declared disabled","Companies House","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","London","Heterosexual / straight","30","30","58160","54640"
"In post","2023","Declared disabled","Competition and Markets Authority","London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Outside London","Heterosexual / straight","35","30","24910","25830"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Outside London","Heterosexual / straight","50","50","42250","40540"
"In post","2023","Declared disabled","Crown Commercial Service","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","Heterosexual / straight","120","115","39210","33120"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","London","Heterosexual / straight","180","170","47330","41340"
"In post","2023","Declared disabled","Crown Prosecution Service","London","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","London","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Outside London","Heterosexual / straight","550","505","39900","33100"
"In post","2023","Declared disabled","Crown Prosecution Service","Outside London","LGBO","55","55","39520","31180"
"In post","2023","Declared disabled","Crown Prosecution Service","Outside London","Undeclared","35","30","41620","38940"
"In post","2023","Declared disabled","Crown Prosecution Service","Outside London","Unknown","70","60","42670","36780"
"In post","2023","Declared disabled","Crown Prosecution Service","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Defence Electronics and Components Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Outside London","Heterosexual / straight","880","840","38430","35200"
"In post","2023","Declared disabled","Defence Equipment and Support","Outside London","LGBO","55","55","35240","32500"
"In post","2023","Declared disabled","Defence Equipment and Support","Outside London","Undeclared","140","130","40260","41140"
"In post","2023","Declared disabled","Defence Equipment and Support","Outside London","Unknown","40","40","31940","31920"
"In post","2023","Declared disabled","Defence Equipment and Support","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Equipment and Support","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","Outside London","Heterosexual / straight","565","540","41860","39890"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","Outside London","LGBO","75","70","38020","39890"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Defence Science and Technology Laboratory","Outside London","Unknown","180","175","45890","49260"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Heterosexual / straight","345","335","51670","54710"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","LGBO","75","75","46030","41360"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Undeclared","50","50","48120","43030"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Heterosexual / straight","80","75","42180","37750"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","LGBO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Heterosexual / straight","100","95","51200","52900"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","London","LGBO","40","40","44430","38570"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","London","Heterosexual / straight","145","135","52630","55020"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","London","LGBO","30","30","50730","55020"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","London","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Outside London","Heterosexual / straight","400","380","41400","37590"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Outside London","LGBO","70","65","41300","37590"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Outside London","Undeclared","40","40","40190","37590"
"In post","2023","Declared disabled","Department for Education (excl. agencies)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Heterosexual / straight","235","225","45650","40290"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","LGBO","50","50","46700","40260"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Heterosexual / straight","435","420","40870","37300"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","LGBO","65","65","40680","37300"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Undeclared","50","45","40980","37300"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","London","Heterosexual / straight","140","140","48500","41750"
"In post","2023","Declared disabled","Department for International Trade","London","LGBO","40","40","48120","41650"
"In post","2023","Declared disabled","Department for International Trade","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","London","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Outside London","Heterosexual / straight","40","40","41080","39270"
"In post","2023","Declared disabled","Department for International Trade","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Heterosexual / straight","185","180","48020","44180"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","LGBO","55","55","46730","40800"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Heterosexual / straight","110","105","41220","37540"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","LGBO","30","30","41350","38920"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","London","Heterosexual / straight","130","125","50640","47150"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","London","LGBO","35","35","51410","55740"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Outside London","Heterosexual / straight","35","30","41160","31660"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","London","Heterosexual / straight","1250","1145","35640","32520"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","London","LGBO","110","110","37960","32520"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","London","Undeclared","180","165","33130","32520"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","London","Unknown","150","130","32910","32520"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","Heterosexual / straight","11525","10030","27980","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","LGBO","1165","1095","28010","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","Undeclared","1610","1385","27220","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","Unknown","980","805","26560","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","50","45","33160","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","London","Heterosexual / straight","75","75","48600","41950"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","London","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","London","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","Heterosexual / straight","55","55","46460","39880"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Disclosure Scotland","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Disclosure Scotland","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Disclosure Scotland","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Disclosure Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","Heterosexual / straight","435","370","26070","22500"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","LGBO","35","35","26040","22500"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","Undeclared","205","165","24310","22500"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
