"Status","Year","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Home Office","Social Research","175","170","47920","44240"
"In post","2023","Home Office","Statistics","135","130","38600","36310"
"In post","2023","Home Office","Unknown","190","185","52500","59290"
"In post","2023","Ministry of Defence","Commercial","2205","2120","39850","35840"
"In post","2023","Ministry of Defence","Communications","625","605","37560","34300"
"In post","2023","Ministry of Defence","Corporate Finance","10","5","[c]","[c]"
"In post","2023","Ministry of Defence","Counter Fraud","20","20","51450","46470"
"In post","2023","Ministry of Defence","Digital, Data and Technology","2535","2480","38700","34370"
"In post","2023","Ministry of Defence","Finance","2325","2240","40870","35260"
"In post","2023","Ministry of Defence","Geography","470","445","32960","34370"
"In post","2023","Ministry of Defence","Human Resources","4315","4180","35970","33830"
"In post","2023","Ministry of Defence","Intelligence Analysis","825","800","39570","37210"
"In post","2023","Ministry of Defence","Internal Audit","115","110","38270","34500"
"In post","2023","Ministry of Defence","Knowledge and Information Management","855","830","31850","28040"
"In post","2023","Ministry of Defence","Legal","45","40","63970","68400"
"In post","2023","Ministry of Defence","Medicine","1615","1415","49680","40590"
"In post","2023","Ministry of Defence","Operational Delivery","11335","10820","30290","27140"
"In post","2023","Ministry of Defence","Operational Research","310","300","42490","39890"
"In post","2023","Ministry of Defence","Other","6160","6010","34100","30650"
"In post","2023","Ministry of Defence","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Policy","1410","1385","48390","45750"
"In post","2023","Ministry of Defence","Project Delivery","5915","5735","44100","41200"
"In post","2023","Ministry of Defence","Property","2075","2020","33850","33990"
"In post","2023","Ministry of Defence","Psychology","30","25","47210","49260"
"In post","2023","Ministry of Defence","Science and Engineering","8075","7870","41050","39890"
"In post","2023","Ministry of Defence","Security","6555","6420","32230","27500"
"In post","2023","Ministry of Defence","Statistics","325","315","42600","40290"
"In post","2023","Ministry of Defence","Unknown","35","35","36640","36460"
"In post","2023","Ministry of Justice","Commercial","735","720","44890","42250"
"In post","2023","Ministry of Justice","Communications","275","270","44750","43650"
"In post","2023","Ministry of Justice","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Digital, Data and Technology","1470","1445","47580","44530"
"In post","2023","Ministry of Justice","Economics","75","75","47220","43650"
"In post","2023","Ministry of Justice","Finance","700","680","44240","41510"
"In post","2023","Ministry of Justice","Human Resources","1350","1310","41720","37680"
"In post","2023","Ministry of Justice","Intelligence Analysis","430","415","32330","29790"
"In post","2023","Ministry of Justice","Internal Audit","60","60","51710","53200"
"In post","2023","Ministry of Justice","Knowledge and Information Management","140","135","30360","25830"
"In post","2023","Ministry of Justice","Legal","1260","1145","45390","43960"
"In post","2023","Ministry of Justice","Operational Delivery","81000","75670","30680","29050"
"In post","2023","Ministry of Justice","Operational Research","110","105","51640","51770"
"In post","2023","Ministry of Justice","Other","170","165","39010","35410"
"In post","2023","Ministry of Justice","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Policy","1255","1225","47090","43650"
"In post","2023","Ministry of Justice","Project Delivery","410","405","43870","43650"
"In post","2023","Ministry of Justice","Property","480","470","44890","41510"
"In post","2023","Ministry of Justice","Psychology","1430","1370","37580","31670"
"In post","2023","Ministry of Justice","Security","115","110","44450","43650"
"In post","2023","Ministry of Justice","Social Research","115","110","50910","49950"
"In post","2023","Ministry of Justice","Statistics","155","150","47760","43650"
"In post","2023","Ministry of Justice","Unknown","140","130","40360","35410"
"In post","2023","National Crime Agency","Commercial","25","25","47510","47380"
"In post","2023","National Crime Agency","Communications","35","35","46360","47380"
"In post","2023","National Crime Agency","Digital, Data and Technology","265","255","44670","42240"
"In post","2023","National Crime Agency","Finance","60","55","40480","38640"
"In post","2023","National Crime Agency","Human Resources","190","180","42610","39780"
"In post","2023","National Crime Agency","Legal","50","50","56480","63040"
"In post","2023","National Crime Agency","Operational Delivery","4690","4570","42280","40440"
"In post","2023","National Crime Agency","Project Delivery","105","100","45710","47380"
"In post","2023","National Crime Agency","Property","45","40","46770","45610"
"In post","2023","National Crime Agency","Security","100","100","42650","40440"
"In post","2023","Northern Ireland Office","Communications","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Economics","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Finance","10","10","40580","39520"
"In post","2023","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Operational Delivery","50","50","42730","40060"
"In post","2023","Northern Ireland Office","Other","15","15","67530","55720"
"In post","2023","Northern Ireland Office","Policy","60","55","47720","43650"
"In post","2023","Northern Ireland Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","15","15","36140","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","35","35","45260","41050"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","125","120","44970","41050"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","35","35","44780","37090"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","65","65","40800","33130"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","990","975","66850","66170"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","20","15","65420","64680"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","200","185","30920","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","275","265","30800","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","90","90","51040","43840"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","10","10","32340","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","45","45","45580","38490"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","125","120","41060","40640"
"In post","2023","Office of Gas and Electricity Markets","Communications","65","65","46870","43650"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","200","200","50530","46160"
"In post","2023","Office of Gas and Electricity Markets","Economics","40","40","52330","54650"
"In post","2023","Office of Gas and Electricity Markets","Finance","35","35","48770","45820"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","55","55","42640","41900"
"In post","2023","Office of Gas and Electricity Markets","Legal","95","95","62710","60310"
"In post","2023","Office of Gas and Electricity Markets","Operational Delivery","380","375","32440","26910"
"In post","2023","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Policy","325","315","51040","47030"
