"Status","Year","Age","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Overseas","SEO/HEO","Male","270","270","42080","38200"
"In post","2023","30-39","Overseas","Unknown","Female","20","20","[c]","[c]"
"In post","2023","30-39","Overseas","Unknown","Male","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","AA/AO","Female","20","15","[c]","[c]"
"In post","2023","30-39","Unknown","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","EO","Female","30","30","28190","28120"
"In post","2023","30-39","Unknown","EO","Male","55","55","26860","26140"
"In post","2023","30-39","Unknown","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","30-39","Unknown","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","Female","45","45","42780","41630"
"In post","2023","30-39","Unknown","Unknown","Male","335","335","41920","40690"
"In post","2023","40-49","London","AA/AO","Female","1140","965","26490","25810"
"In post","2023","40-49","London","AA/AO","Male","900","880","28950","26400"
"In post","2023","40-49","London","EO","Female","2140","1930","31440","31310"
"In post","2023","40-49","London","EO","Male","1465","1445","31830","31450"
"In post","2023","40-49","London","G6/G7","Female","4285","3970","63400","62710"
"In post","2023","40-49","London","G6/G7","Male","3730","3690","64220","63790"
"In post","2023","40-49","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","London","SCS level","Female","1005","940","88180","80840"
"In post","2023","40-49","London","SCS level","Male","925","915","92060","83270"
"In post","2023","40-49","London","SEO/HEO","Female","3440","3260","41070","40880"
"In post","2023","40-49","London","SEO/HEO","Male","2900","2875","41630","41540"
"In post","2023","40-49","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","London","Unknown","Female","370","345","38370","39030"
"In post","2023","40-49","London","Unknown","Male","155","155","36770","34820"
"In post","2023","40-49","Outside London","AA/AO","Female","13425","11300","23090","22400"
"In post","2023","40-49","Outside London","AA/AO","Male","9585","9345","25280","22520"
"In post","2023","40-49","Outside London","EO","Female","13295","11840","28250","28120"
"In post","2023","40-49","Outside London","EO","Male","9785","9655","28970","28120"
"In post","2023","40-49","Outside London","G6/G7","Female","7395","6985","59480","57360"
"In post","2023","40-49","Outside London","G6/G7","Male","7070","7005","59840","57970"
"In post","2023","40-49","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Outside London","SCS level","Female","450","435","88640","82630"
"In post","2023","40-49","Outside London","SCS level","Male","485","475","89280","83530"
"In post","2023","40-49","Outside London","SEO/HEO","Female","15075","14165","38190","37680"
"In post","2023","40-49","Outside London","SEO/HEO","Male","12760","12650","38800","38330"
"In post","2023","40-49","Outside London","Unknown","Female","3675","3340","33280","31920"
"In post","2023","40-49","Outside London","Unknown","Male","1315","1275","36000","33340"
"In post","2023","40-49","Overseas","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","40-49","Overseas","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","40-49","Overseas","EO","Female","20","20","[c]","[c]"
"In post","2023","40-49","Overseas","EO","Male","30","30","[c]","[c]"
"In post","2023","40-49","Overseas","G6/G7","Female","180","180","62760","60700"
"In post","2023","40-49","Overseas","G6/G7","Male","265","265","61900","59770"
"In post","2023","40-49","Overseas","SCS level","Female","55","55","84450","77480"
"In post","2023","40-49","Overseas","SCS level","Male","70","70","83320","75370"
"In post","2023","40-49","Overseas","SEO/HEO","Female","150","150","47130","43690"
"In post","2023","40-49","Overseas","SEO/HEO","Male","205","205","44360","40410"
"In post","2023","40-49","Overseas","Unknown","Female","25","25","[c]","[c]"
"In post","2023","40-49","Overseas","Unknown","Male","40","40","[c]","[c]"
"In post","2023","40-49","Unknown","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","EO","Female","55","50","27900","28120"
"In post","2023","40-49","Unknown","EO","Male","30","30","27240","27650"
"In post","2023","40-49","Unknown","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","40-49","Unknown","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","SEO/HEO","Female","35","35","38520","35740"
"In post","2023","40-49","Unknown","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","Female","40","40","42360","39020"
"In post","2023","40-49","Unknown","Unknown","Male","280","280","46400","42050"
"In post","2023","50-59","London","AA/AO","Female","1835","1650","26190","25610"
"In post","2023","50-59","London","AA/AO","Male","1345","1320","27670","26400"
"In post","2023","50-59","London","EO","Female","3265","3050","31630","31950"
"In post","2023","50-59","London","EO","Male","2130","2075","32120","31660"
"In post","2023","50-59","London","G6/G7","Female","2895","2765","64610","63990"
"In post","2023","50-59","London","G6/G7","Male","3325","3290","65710","65080"
"In post","2023","50-59","London","SCS level","Female","650","630","96260","86630"
"In post","2023","50-59","London","SCS level","Male","735","725","101670","94620"
"In post","2023","50-59","London","SEO/HEO","Female","3635","3515","41400","40800"
"In post","2023","50-59","London","SEO/HEO","Male","3420","3390","42480","42060"
"In post","2023","50-59","London","Unknown","Female","390","370","37330","34820"
"In post","2023","50-59","London","Unknown","Male","190","185","38260","33820"
"In post","2023","50-59","Outside London","AA/AO","Female","19620","16860","22800","22220"
"In post","2023","50-59","Outside London","AA/AO","Male","13745","13100","24970","22520"
"In post","2023","50-59","Outside London","EO","Female","18220","16360","28340","28120"
"In post","2023","50-59","Outside London","EO","Male","13130","12705","29720","28120"
"In post","2023","50-59","Outside London","G6/G7","Female","6840","6565","60600","57970"
"In post","2023","50-59","Outside London","G6/G7","Male","7920","7815","61420","58970"
"In post","2023","50-59","Outside London","SCS level","Female","555","540","92020","85200"
"In post","2023","50-59","Outside London","SCS level","Male","710","700","97030","89410"
"In post","2023","50-59","Outside London","SEO/HEO","Female","15640","14845","38180","37310"
"In post","2023","50-59","Outside London","SEO/HEO","Male","15045","14795","39680","38790"
"In post","2023","50-59","Outside London","Unknown","Female","3085","2875","32120","29050"
"In post","2023","50-59","Outside London","Unknown","Male","1665","1585","37160","30810"
"In post","2023","50-59","Overseas","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","50-59","Overseas","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","50-59","Overseas","EO","Female","35","35","34210","33370"
"In post","2023","50-59","Overseas","EO","Male","35","35","34940","33060"
"In post","2023","50-59","Overseas","G6/G7","Female","120","120","65910","64360"
"In post","2023","50-59","Overseas","G6/G7","Male","175","175","65370","62890"
"In post","2023","50-59","Overseas","SCS level","Female","45","45","91100","80820"
"In post","2023","50-59","Overseas","SCS level","Male","65","65","91850","90280"
"In post","2023","50-59","Overseas","SEO/HEO","Female","105","105","48540","45160"
"In post","2023","50-59","Overseas","SEO/HEO","Male","255","255","45010","43690"
"In post","2023","50-59","Overseas","Unknown","Female","15","15","[c]","[c]"
"In post","2023","50-59","Overseas","Unknown","Male","20","20","[c]","[c]"
"In post","2023","50-59","Unknown","AA/AO","Female","35","30","22110","21690"
"In post","2023","50-59","Unknown","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","EO","Female","50","50","28710","28120"
"In post","2023","50-59","Unknown","EO","Male","55","45","29590","28120"
"In post","2023","50-59","Unknown","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","50-59","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","SEO/HEO","Female","45","45","41430","38470"
"In post","2023","50-59","Unknown","SEO/HEO","Male","60","55","44220","45700"
"In post","2023","50-59","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","Male","430","430","47590","43140"
"In post","2023","60-64","London","AA/AO","Female","860","740","25920","25610"
"In post","2023","60-64","London","AA/AO","Male","590","545","27310","26400"
"In post","2023","60-64","London","EO","Female","1095","935","31670","31980"
"In post","2023","60-64","London","EO","Male","725","645","32250","32230"
"In post","2023","60-64","London","G6/G7","Female","485","430","64610","64140"
"In post","2023","60-64","London","G6/G7","Male","735","665","66790","65230"
"In post","2023","60-64","London","SCS level","Female","80","70","105550","96780"
"In post","2023","60-64","London","SCS level","Male","150","140","107900","98210"
"In post","2023","60-64","London","SEO/HEO","Female","850","755","41680","41020"
"In post","2023","60-64","London","SEO/HEO","Male","910","830","43260","42600"
"In post","2023","60-64","London","Unknown","Female","140","130","36390","33050"
"In post","2023","60-64","London","Unknown","Male","85","80","38370","36050"
"In post","2023","60-64","Outside London","AA/AO","Female","8105","6250","22450","22220"
"In post","2023","60-64","Outside London","AA/AO","Male","5540","4750","23980","22400"
"In post","2023","60-64","Outside London","EO","Female","5670","4340","28380","28120"
"In post","2023","60-64","Outside London","EO","Male","4375","3605","29490","28120"
"In post","2023","60-64","Outside London","G6/G7","Female","1045","900","61200","57990"
"In post","2023","60-64","Outside London","G6/G7","Male","1705","1490","61960","59340"
"In post","2023","60-64","Outside London","SCS level","Female","75","70","95200","86390"
"In post","2023","60-64","Outside London","SCS level","Male","125","110","100920","96870"
"In post","2023","60-64","Outside London","SEO/HEO","Female","3365","2755","37900","36540"
"In post","2023","60-64","Outside London","SEO/HEO","Male","4290","3690","39750","38790"
"In post","2023","60-64","Outside London","Unknown","Female","945","815","30690","29050"
"In post","2023","60-64","Outside London","Unknown","Male","680","595","36120","30810"
"In post","2023","60-64","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Overseas","EO","Female","5","5","[c]","[c]"
"In post","2023","60-64","Overseas","EO","Male","10","10","[c]","[c]"
"In post","2023","60-64","Overseas","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","60-64","Overseas","G6/G7","Male","35","35","68880","66780"
"In post","2023","60-64","Overseas","SCS level","Female","10","10","[c]","[c]"
"In post","2023","60-64","Overseas","SCS level","Male","15","15","[c]","[c]"
"In post","2023","60-64","Overseas","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","60-64","Overseas","SEO/HEO","Male","50","50","45740","43900"
"In post","2023","60-64","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Overseas","Unknown","Male","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","60-64","Unknown","EO","Female","10","5","[c]","[c]"
"In post","2023","60-64","Unknown","EO","Male","15","10","[c]","[c]"
"In post","2023","60-64","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","60-64","Unknown","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Unknown","Unknown","Male","130","130","45460","41200"
"In post","2023","65+","London","AA/AO","Female","540","435","25610","25610"
"In post","2023","65+","London","AA/AO","Male","390","340","26470","25610"
"In post","2023","65+","London","EO","Female","395","305","31760","32520"
"In post","2023","65+","London","EO","Male","310","255","32070","31950"
"In post","2023","65+","London","G6/G7","Female","135","115","65420","64680"
"In post","2023","65+","London","G6/G7","Male","245","200","67340","64900"
"In post","2023","65+","London","SCS level","Female","25","20","[c]","[c]"
"In post","2023","65+","London","SCS level","Male","35","25","126030","110140"
"In post","2023","65+","London","SEO/HEO","Female","180","150","41370","39790"
"In post","2023","65+","London","SEO/HEO","Male","355","300","43280","42060"
"In post","2023","65+","London","Unknown","Female","85","70","34840","33050"
"In post","2023","65+","London","Unknown","Male","35","25","40060","36680"
"In post","2023","65+","Outside London","AA/AO","Female","2630","1895","22430","22150"
"In post","2023","65+","Outside London","AA/AO","Male","2235","1790","23150","22220"
"In post","2023","65+","Outside London","EO","Female","1495","1055","28450","28120"
"In post","2023","65+","Outside London","EO","Male","1420","1055","29240","28120"
"In post","2023","65+","Outside London","G6/G7","Female","150","110","62400","59290"
"In post","2023","65+","Outside London","G6/G7","Male","520","400","62790","60050"
"In post","2023","65+","Outside London","SCS level","Female","15","10","[c]","[c]"
"In post","2023","65+","Outside London","SCS level","Male","35","30","113990","112080"
"In post","2023","65+","Outside London","SEO/HEO","Female","670","510","38090","36780"
"In post","2023","65+","Outside London","SEO/HEO","Male","1325","1040","40390","38910"
"In post","2023","65+","Outside London","Unknown","Female","305","225","29730","29050"
"In post","2023","65+","Outside London","Unknown","Male","250","200","33840","29050"
"In post","2023","65+","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Overseas","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","65+","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Overseas","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","65+","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","EO","Female","5","5","[c]","[c]"
"In post","2023","65+","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Unknown","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Unknown","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","EO","Female","10","5","[c]","[c]"
"In post","2023","Unknown","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Outside London","AA/AO","Female","80","[c]","21490","21780"
"Leaver CS","2023","16-19","Outside London","AA/AO","Male","55","[c]","21350","21780"
"Leaver CS","2023","16-19","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","London","AA/AO","Female","495","[c]","24010","24780"
"Leaver CS","2023","20-29","London","AA/AO","Male","335","[c]","23900","23750"
"Leaver CS","2023","20-29","London","EO","Female","580","[c]","29260","29660"
"Leaver CS","2023","20-29","London","EO","Male","370","[c]","28740","29150"
"Leaver CS","2023","20-29","London","G6/G7","Female","150","[c]","55670","54700"
"Leaver CS","2023","20-29","London","G6/G7","Male","150","[c]","55670","54690"
"Leaver CS","2023","20-29","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","London","SEO/HEO","Female","690","[c]","36440","35490"
"Leaver CS","2023","20-29","London","SEO/HEO","Male","560","[c]","37070","36030"
"Leaver CS","2023","20-29","London","Unknown","Female","80","[c]","[c]","[c]"
"Leaver CS","2023","20-29","London","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Outside London","AA/AO","Female","2470","[c]","21850","21780"
"Leaver CS","2023","20-29","Outside London","AA/AO","Male","2230","[c]","22280","21780"
"Leaver CS","2023","20-29","Outside London","EO","Female","855","[c]","27200","27570"
"Leaver CS","2023","20-29","Outside London","EO","Male","720","[c]","27350","27570"
"Leaver CS","2023","20-29","Outside London","G6/G7","Female","45","[c]","53390","51770"
"Leaver CS","2023","20-29","Outside London","G6/G7","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Outside London","SEO/HEO","Female","495","[c]","34130","32960"
"Leaver CS","2023","20-29","Outside London","SEO/HEO","Male","560","[c]","34600","33130"
"Leaver CS","2023","20-29","Outside London","Unknown","Female","370","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Outside London","Unknown","Male","125","[c]","28500","28610"
"Leaver CS","2023","20-29","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
