"Status","Year","Disability","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Undeclared","Property","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Policy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Policy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Economics","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Economics","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Economics","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Economics","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Economics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Economics","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Operational Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Operational Research","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Science and Engineering","South East (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Science and Engineering","South West (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Social Research","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Social Research","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Statistics","London","55","[c]","34370","33250"
"Leaver Dept.","2023","Unknown","Analysis","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Statistics","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Statistics","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Commercial","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Commercial","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Commercial","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Commercial","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Commercial","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Unknown","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Unknown","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Communications","London","65","[c]","37560","34250"
"Leaver Dept.","2023","Unknown","Communications","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Unknown","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Legal","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Tax","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Tax","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Tax","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Operational Delivery","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Operational Delivery","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Other","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Tax","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Tax","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Tax","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Tax","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Digital, Data and Technology","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Digital, Data and Technology","London","75","[c]","43000","38680"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Digital, Data and Technology","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Digital, Data and Technology","North West (England)","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Digital, Data and Technology","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Digital, Data and Technology","South East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Digital, Data and Technology","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Digital, Data and Technology","Wales","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Digital, Data and Technology","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Digital, Data and Technology","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Policy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Unknown","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Finance","London","65","[c]","41600","33250"
"Leaver Dept.","2023","Unknown","Finance","Finance","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Finance","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Finance","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Finance","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Finance","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Tax","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Tax","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Grants Management","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Human Resources","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Human Resources","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Human Resources","South East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Human Resources","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Human Resources","Wales","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Human Resources","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Human Resources","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Unknown","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Unknown","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Legal","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Legal","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Operational Delivery","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Operational Delivery","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Economics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Economics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Geography","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Geography","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Intelligence Analysis","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","International Trade","London","35","[c]","39990","35010"
"Leaver Dept.","2023","Unknown","No function","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Legal","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Operational Delivery","East Midlands (England)","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Operational Delivery","East of England","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Operational Delivery","London","270","[c]","39300","34260"
"Leaver Dept.","2023","Unknown","No function","Operational Delivery","North East (England)","70","[c]","26510","25880"
"Leaver Dept.","2023","Unknown","No function","Operational Delivery","North West (England)","175","[c]","28410","26750"
"Leaver Dept.","2023","Unknown","No function","Operational Delivery","Northern Ireland","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Operational Delivery","Scotland","100","[c]","27090","25470"
