"Status","Year","Age","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","FCDO Services","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Unknown","15","10","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Heterosexual / straight","165","165","25930","28880"
"In post","2023","16-19","HM Prison and Probation Service","LGBO","25","25","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Undeclared","10","10","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Unknown","105","100","26270","26630"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","85","80","23300","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","LGBO","15","15","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","Unknown","70","70","23200","22520"
"In post","2023","16-19","HM Treasury (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Unknown","115","105","23760","22400"
"In post","2023","16-19","Legal Aid Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Maritime and Coastguard Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Maritime and Coastguard Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Met Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Met Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","Unknown","25","25","[c]","[c]"
"In post","2023","16-19","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Public Guardian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Public Guardian","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Royal Fleet Auxiliary","Unknown","30","30","[c]","[c]"
"In post","2023","16-19","Rural Payments Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Prison Service","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","Scottish Public Pensions Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Security Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Security Scotland","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Student Awards Agency for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Submarine Delivery Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Submarine Delivery Agency","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","The Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Accountant in Bankruptcy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Accountant in Bankruptcy","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Active Travel England","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Active Travel England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","35","35","29190","25620"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Heterosexual / straight","375","370","27150","25920"
"In post","2023","20-29","Animal and Plant Health Agency","LGBO","85","85","26580","25340"
"In post","2023","20-29","Animal and Plant Health Agency","Undeclared","50","50","28500","25920"
"In post","2023","20-29","Animal and Plant Health Agency","Unknown","60","60","25660","22150"
"In post","2023","20-29","Attorney General's Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Heterosexual / straight","35","35","41050","35880"
"In post","2023","20-29","Building Digital UK","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Heterosexual / straight","740","735","37660","35650"
"In post","2023","20-29","Cabinet Office (excl. agencies)","LGBO","160","160","38300","35650"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Undeclared","75","75","41050","41410"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","275","270","38540","35650"
"In post","2023","20-29","Central Civil Service Fast Stream","Heterosexual / straight","325","325","32530","32960"
"In post","2023","20-29","Central Civil Service Fast Stream","LGBO","60","60","32010","32960"
"In post","2023","20-29","Central Civil Service Fast Stream","Undeclared","45","45","32600","32960"
"In post","2023","20-29","Central Civil Service Fast Stream","Unknown","1040","1040","29900","30130"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","35","30","28400","30320"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Unknown","65","60","26860","25970"
"In post","2023","20-29","Charity Commission","Heterosexual / straight","30","30","29610","30170"
"In post","2023","20-29","Charity Commission","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Unknown","35","35","26230","25300"
"In post","2023","20-29","Companies House","Heterosexual / straight","100","100","28890","25610"
"In post","2023","20-29","Companies House","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Companies House","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Companies House","Unknown","35","35","27350","21380"
"In post","2023","20-29","Competition and Markets Authority","Heterosexual / straight","130","130","37450","34110"
"In post","2023","20-29","Competition and Markets Authority","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Criminal Injuries Compensation Authority","Unknown","25","25","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Heterosexual / straight","80","75","30700","31640"
"In post","2023","20-29","Crown Commercial Service","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Crown Commercial Service","Unknown","30","30","34130","32250"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","Heterosexual / straight","480","470","32020","28700"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","LGBO","55","55","30420","24490"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Crown Office and Procurator Fiscal Service","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Crown Prosecution Service","Heterosexual / straight","1015","1005","28550","26900"
"In post","2023","20-29","Crown Prosecution Service","LGBO","115","115","27500","26900"
"In post","2023","20-29","Crown Prosecution Service","Undeclared","55","55","27020","25600"
"In post","2023","20-29","Crown Prosecution Service","Unknown","60","60","33140","28200"
"In post","2023","20-29","Defence Electronics and Components Agency","Heterosexual / straight","40","40","23130","22210"
"In post","2023","20-29","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Electronics and Components Agency","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Defence Equipment and Support","Heterosexual / straight","1310","1300","30000","31920"
"In post","2023","20-29","Defence Equipment and Support","LGBO","100","100","30300","31920"
"In post","2023","20-29","Defence Equipment and Support","Undeclared","105","105","30140","31920"
"In post","2023","20-29","Defence Equipment and Support","Unknown","300","300","27020","25540"
"In post","2023","20-29","Defence Science and Technology Laboratory","Heterosexual / straight","725","725","32010","30650"
"In post","2023","20-29","Defence Science and Technology Laboratory","LGBO","105","105","30610","30650"
"In post","2023","20-29","Defence Science and Technology Laboratory","Undeclared","35","35","30020","30650"
"In post","2023","20-29","Defence Science and Technology Laboratory","Unknown","305","300","30540","30650"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","1305","1305","42910","41060"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","235","235","43280","41060"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","145","145","43980","41360"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","365","360","42280","41060"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Heterosexual / straight","375","375","41280","36560"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","LGBO","95","95","39950","35620"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Undeclared","65","65","37830","35620"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","65","65","39150","37690"
"In post","2023","20-29","Department for Education (excl. agencies)","Heterosexual / straight","1005","1000","37790","37590"
"In post","2023","20-29","Department for Education (excl. agencies)","LGBO","155","155","38080","37590"
"In post","2023","20-29","Department for Education (excl. agencies)","Undeclared","70","70","36510","34890"
"In post","2023","20-29","Department for Education (excl. agencies)","Unknown","155","150","37970","34030"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","870","865","36570","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","135","135","37810","37300"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","90","90","36680","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","190","185","36240","33830"
"In post","2023","20-29","Department for International Trade","Heterosexual / straight","665","665","40960","41310"
