"Status","Year","Parent_department","Region_ITL1","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Liverpool","Outside London","420","405","37820","31180"
"In post","2023","Attorney General's Departments","North West (England)","Manchester","Outside London","400","370","41040","35000"
"In post","2023","Attorney General's Departments","North West (England)","Mid Lancashire","Outside London","195","185","40980","38850"
"In post","2023","Attorney General's Departments","North West (England)","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Warrington","Outside London","15","15","57720","59690"
"In post","2023","Attorney General's Departments","North West (England)","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North West (England)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Berkshire","Outside London","130","125","41590","33750"
"In post","2023","Attorney General's Departments","South East (England)","Brighton and Hove","Outside London","120","115","40800","30560"
"In post","2023","Attorney General's Departments","South East (England)","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","East Kent","Outside London","130","120","40720","34730"
"In post","2023","Attorney General's Departments","South East (England)","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Mid Kent","Outside London","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","Portsmouth","Outside London","125","120","41710","30560"
"In post","2023","Attorney General's Departments","South East (England)","South Hampshire","Outside London","170","160","44810","40800"
"In post","2023","Attorney General's Departments","South East (England)","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Surrey","Outside London","80","75","45490","40800"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South East (England)","West Sussex (South West)","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","30","25","58010","55470"
"In post","2023","Attorney General's Departments","South West (England)","Bristol, City of","Outside London","235","220","43730","49050"
"In post","2023","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","Outside London","30","25","37220","30020"
"In post","2023","Attorney General's Departments","South West (England)","Devon CC","Outside London","110","105","40930","38940"
"In post","2023","Attorney General's Departments","South West (England)","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South West (England)","Swindon","Outside London","15","10","36820","35000"
"In post","2023","Attorney General's Departments","South West (England)","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Cardiff and Vale of Glamorgan","Outside London","235","215","41220","38760"
"In post","2023","Attorney General's Departments","Wales","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Flintshire and Wrexham","Outside London","95","85","40810","38940"
"In post","2023","Attorney General's Departments","Wales","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Wales","Swansea","Outside London","95","90","40760","38940"
"In post","2023","Attorney General's Departments","West Midlands (England)","Birmingham","Outside London","540","510","40770","38760"
"In post","2023","Attorney General's Departments","West Midlands (England)","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Staffordshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Stoke-on-Trent","Outside London","70","65","42220","38850"
"In post","2023","Attorney General's Departments","West Midlands (England)","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands (England)","Worcestershire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Kingston upon Hull, City of","Outside London","80","75","39810","33810"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Leeds","Outside London","565","525","44240","49050"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Sheffield","Outside London","160","145","35740","28850"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","Wakefield","Outside London","70","65","37010","31180"
"In post","2023","Attorney General's Departments","Yorkshire and The Humber","York","Outside London","160","150","43760","38940"
"In post","2023","Cabinet Office","East Midlands (England)","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","Nottingham","Outside London","70","70","49230","45830"
"In post","2023","Cabinet Office","East Midlands (England)","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Midlands (England)","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Cambridgeshire CC","Outside London","10","10","52720","55050"
"In post","2023","Cabinet Office","East of England","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East of England","Norwich and East Norfolk","Outside London","210","200","45110","40450"
"In post","2023","Cabinet Office","East of England","Peterborough","Outside London","10","10","69070","70020"
"In post","2023","Cabinet Office","East of England","Suffolk CC","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","London","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Croydon","London","30","25","67530","68090"
"In post","2023","Cabinet Office","London","Hackney and Newham","London","40","40","38820","31540"
"In post","2023","Cabinet Office","London","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","London","Tower Hamlets","London","1325","1295","55350","56430"
"In post","2023","Cabinet Office","London","Westminster","London","4185","4130","50730","41870"
"In post","2023","Cabinet Office","North East (England)","Darlington","Outside London","15","15","60620","65500"
"In post","2023","Cabinet Office","North East (England)","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North East (England)","Tyneside","Outside London","395","370","31540","27100"
"In post","2023","Cabinet Office","North West (England)","Blackpool","Outside London","45","45","56130","56000"
"In post","2023","Cabinet Office","North West (England)","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","East Merseyside","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Greater Manchester South East","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Greater Manchester South West","Outside London","170","165","44710","38460"
"In post","2023","Cabinet Office","North West (England)","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Liverpool","Outside London","475","465","42500","40450"
"In post","2023","Cabinet Office","North West (England)","Manchester","Outside London","330","325","50640","51290"
"In post","2023","Cabinet Office","North West (England)","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Warrington","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","West Cumbria","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","North West (England)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","Ards and North Down","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Northern Ireland","Belfast","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","City of Edinburgh","Outside London","30","30","36350","30130"
"In post","2023","Cabinet Office","Scotland","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","Glasgow City","Outside London","435","425","39650","33020"
"In post","2023","Cabinet Office","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Scotland","South Lanarkshire","Outside London","25","25","66710","65500"
"In post","2023","Cabinet Office","South East (England)","Berkshire","Outside London","15","15","39860","34320"
"In post","2023","Cabinet Office","South East (England)","Buckinghamshire","Outside London","10","10","53170","65970"
"In post","2023","Cabinet Office","South East (England)","Central Hampshire","Outside London","50","50","63000","66270"
"In post","2023","Cabinet Office","South East (England)","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","Milton Keynes","Outside London","70","70","37340","34320"
"In post","2023","Cabinet Office","South East (England)","North Hampshire","Outside London","30","25","43910","38230"
"In post","2023","Cabinet Office","South East (England)","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","Portsmouth","Outside London","20","20","47790","35390"
"In post","2023","Cabinet Office","South East (England)","South Hampshire","Outside London","10","10","45880","34320"
"In post","2023","Cabinet Office","South East (England)","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South East (England)","West Surrey","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","45","45","70950","66270"
"In post","2023","Cabinet Office","South West (England)","Bristol, City of","Outside London","195","190","50200","51020"
"In post","2023","Cabinet Office","South West (England)","Devon CC","Outside London","10","10","63770","68080"
"In post","2023","Cabinet Office","South West (England)","Dorset","Outside London","10","10","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","South West (England)","Swindon","Outside London","15","15","48550","40560"
"In post","2023","Cabinet Office","South West (England)","Wiltshire","Outside London","60","60","68940","65890"
"In post","2023","Cabinet Office","Unknown","Unknown","Unknown","175","170","42980","35740"
"In post","2023","Cabinet Office","Wales","Cardiff and Vale of Glamorgan","Outside London","85","85","41310","34280"
"In post","2023","Cabinet Office","Wales","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Wales","Monmouthshire and Newport","Outside London","140","135","40230","38340"
"In post","2023","Cabinet Office","Wales","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Wales","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","Birmingham","Outside London","265","265","51680","40000"
"In post","2023","Cabinet Office","West Midlands (England)","Coventry","Outside London","10","10","77040","71930"
"In post","2023","Cabinet Office","West Midlands (England)","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","Solihull","Outside London","10","10","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","Staffordshire CC","Outside London","10","10","49790","36800"
"In post","2023","Cabinet Office","West Midlands (England)","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","Telford and Wrekin","Outside London","15","15","73380","66270"
"In post","2023","Cabinet Office","West Midlands (England)","Wolverhampton","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","West Midlands (England)","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Yorkshire and The Humber","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Yorkshire and The Humber","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Yorkshire and The Humber","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Yorkshire and The Humber","Leeds","Outside London","275","270","51240","51290"
"In post","2023","Cabinet Office","Yorkshire and The Humber","North Yorkshire CC","Outside London","10","10","60490","51290"
"In post","2023","Cabinet Office","Yorkshire and The Humber","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Yorkshire and The Humber","Sheffield","Outside London","100","95","53260","55260"
"In post","2023","Cabinet Office","Yorkshire and The Humber","Wakefield","Outside London","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Yorkshire and The Humber","York","Outside London","620","590","35120","33020"
"In post","2023","Chancellor's other departments","London","Camden and City of London","London","200","190","68340","62610"
"In post","2023","Chancellor's other departments","London","Westminster","London","150","145","54760","49550"
"In post","2023","Chancellor's other departments","North East (England)","Durham","Outside London","20","20","50310","45690"
"In post","2023","Chancellor's other departments","North West (England)","Mid Lancashire","Outside London","25","25","44380","45000"
"In post","2023","Chancellor's other departments","Scotland","City of Edinburgh","Outside London","15","10","70680","70000"
"In post","2023","Chancellor's other departments","Scotland","Glasgow City","Outside London","15","15","44380","42290"
"In post","2023","Charity Commission","London","Westminster","London","80","80","45710","41370"
"In post","2023","Charity Commission","North West (England)","Sefton","Outside London","380","360","33830","30170"
"In post","2023","Charity Commission","South West (England)","Somerset CC","Outside London","35","30","34850","32360"
"In post","2023","Charity Commission","Wales","Monmouthshire and Newport","Outside London","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","Tower Hamlets","London","795","770","62880","58330"
"In post","2023","Competition and Markets Authority","North East (England)","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","Manchester","Outside London","15","15","48150","42920"
"In post","2023","Competition and Markets Authority","Northern Ireland","Belfast","Outside London","15","15","59620","59300"
"In post","2023","Competition and Markets Authority","Scotland","City of Edinburgh","Outside London","70","65","59150","55950"
"In post","2023","Competition and Markets Authority","Wales","Cardiff and Vale of Glamorgan","Outside London","10","10","56500","57910"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Lincolnshire CC","Outside London","35","35","34540","32810"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Nottingham","Outside London","185","175","33210","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","South Nottinghamshire","Outside London","10","10","36480","36410"
"In post","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Bedford","Outside London","10","10","36430","36190"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Cambridgeshire CC","Outside London","10","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Hertfordshire CC","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Suffolk CC","Outside London","110","100","32660","31620"
"In post","2023","Department for Business, Energy and Industrial Strategy","East of England","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","Croydon","London","65","60","37030","30570"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","Hackney and Newham","London","270","260","43020","39650"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","Harrow and Hillingdon","London","25","20","35090","33050"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","Hounslow and Richmond upon Thames","London","90","90","45580","43210"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","Wandsworth","London","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","London","Westminster","London","5270","5155","51920","54710"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","Darlington","Outside London","70","70","43370","38020"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North East (England)","Tyneside","Outside London","225","210","33640","32110"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","Blackpool","Outside London","40","35","39050","40280"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","Chorley and West Lancashire","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","North West (England)","Greater Manchester South West","Outside London","410","405","43240","37750"
