"Status","Year","Disability","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Undeclared","30","30","30220","28480"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Heterosexual / straight","55","50","61300","58880"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Heterosexual / straight","220","210","39300","37670"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","LGBO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Undeclared","30","30","38180","36990"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","105","100","32030","29320"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","AA/AO","Heterosexual / straight","125","105","23500","21780"
"In post","2023","Declared disabled","Cheshire","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","EO","Heterosexual / straight","125","110","29100","28120"
"In post","2023","Declared disabled","Cheshire","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","SEO/HEO","Heterosexual / straight","95","90","38620","38600"
"In post","2023","Declared disabled","Cheshire","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Unknown","Heterosexual / straight","50","50","29630","27480"
"In post","2023","Declared disabled","Cheshire","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","AA/AO","Heterosexual / straight","70","60","21900","21690"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","AA/AO","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","EO","Heterosexual / straight","70","60","28010","28120"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","EO","Undeclared","10","5","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","SEO/HEO","Heterosexual / straight","35","30","36770","34170"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","AA/AO","Heterosexual / straight","125","110","22380","22150"
"In post","2023","Declared disabled","Cumbria","AA/AO","LGBO","15","10","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","EO","Heterosexual / straight","65","60","27390","28000"
"In post","2023","Declared disabled","Cumbria","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","SEO/HEO","Heterosexual / straight","50","45","35560","34170"
"In post","2023","Declared disabled","Cumbria","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","Unknown","Heterosexual / straight","30","30","37110","32790"
"In post","2023","Declared disabled","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","420","375","23760","22520"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","AA/AO","LGBO","55","55","23780","22520"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","AA/AO","Undeclared","55","50","23230","21780"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","AA/AO","Unknown","40","35","23030","22520"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","425","385","27990","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","EO","LGBO","50","50","28080","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","EO","Undeclared","65","60","28470","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","EO","Unknown","30","25","28080","28120"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","105","100","59390","57970"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","360","345","37500","35000"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","50","45","35240","34930"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","SEO/HEO","Undeclared","65","65","36970","35000"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","155","140","30130","29050"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","AA/AO","Heterosexual / straight","295","255","23200","21860"
"In post","2023","Declared disabled","Devon","AA/AO","LGBO","35","30","23660","22090"
"In post","2023","Declared disabled","Devon","AA/AO","Undeclared","40","35","24960","22150"
"In post","2023","Declared disabled","Devon","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Devon","EO","Heterosexual / straight","255","230","28410","28120"
"In post","2023","Declared disabled","Devon","EO","LGBO","35","35","27430","28120"
"In post","2023","Declared disabled","Devon","EO","Undeclared","45","40","28410","28120"
"In post","2023","Declared disabled","Devon","EO","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Devon","G6/G7","Heterosexual / straight","70","65","54480","50760"
"In post","2023","Declared disabled","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Devon","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Devon","SEO/HEO","Heterosexual / straight","235","220","37440","37420"
"In post","2023","Declared disabled","Devon","SEO/HEO","LGBO","30","30","37240","37360"
"In post","2023","Declared disabled","Devon","SEO/HEO","Undeclared","45","40","38290","39330"
"In post","2023","Declared disabled","Devon","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Devon","Unknown","Heterosexual / straight","80","70","32350","29740"
"In post","2023","Declared disabled","Devon","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Devon","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","AA/AO","Heterosexual / straight","170","155","23990","22220"
"In post","2023","Declared disabled","Dorset and Somerset","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","AA/AO","Unknown","10","5","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","EO","Heterosexual / straight","160","145","28410","28120"
"In post","2023","Declared disabled","Dorset and Somerset","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","EO","Undeclared","35","30","28420","28120"
"In post","2023","Declared disabled","Dorset and Somerset","EO","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","SEO/HEO","Heterosexual / straight","145","140","38440","36460"
"In post","2023","Declared disabled","Dorset and Somerset","SEO/HEO","LGBO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Unknown","Heterosexual / straight","60","55","29630","29050"
"In post","2023","Declared disabled","Dorset and Somerset","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Unknown","Undeclared","10","5","[c]","[c]"
"In post","2023","Declared disabled","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","AA/AO","Heterosexual / straight","435","385","25130","22870"
"In post","2023","Declared disabled","East Anglia","AA/AO","LGBO","40","35","24800","23230"
"In post","2023","Declared disabled","East Anglia","AA/AO","Undeclared","50","45","24760","22220"
"In post","2023","Declared disabled","East Anglia","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","EO","Heterosexual / straight","370","330","28590","28120"
"In post","2023","Declared disabled","East Anglia","EO","LGBO","35","35","28020","28120"
"In post","2023","Declared disabled","East Anglia","EO","Undeclared","40","35","29130","28120"
"In post","2023","Declared disabled","East Anglia","EO","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","G6/G7","Heterosexual / straight","45","40","59380","56060"
"In post","2023","Declared disabled","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","SEO/HEO","Heterosexual / straight","330","310","38220","35560"
"In post","2023","Declared disabled","East Anglia","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","SEO/HEO","Undeclared","40","35","38070","34550"
"In post","2023","Declared disabled","East Anglia","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Unknown","Heterosexual / straight","140","130","29450","27190"
"In post","2023","Declared disabled","East Anglia","Unknown","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Anglia","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Wales","AA/AO","Heterosexual / straight","390","350","23140","22520"
"In post","2023","Declared disabled","East Wales","AA/AO","LGBO","60","60","23030","22520"
"In post","2023","Declared disabled","East Wales","AA/AO","Undeclared","60","55","23610","22460"
"In post","2023","Declared disabled","East Wales","AA/AO","Unknown","40","30","22380","22520"
"In post","2023","Declared disabled","East Wales","EO","Heterosexual / straight","380","350","28150","28120"
"In post","2023","Declared disabled","East Wales","EO","LGBO","50","45","27810","28120"
"In post","2023","Declared disabled","East Wales","EO","Undeclared","50","45","28070","28120"
"In post","2023","Declared disabled","East Wales","EO","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","East Wales","G6/G7","Heterosexual / straight","165","155","59480","57970"
"In post","2023","Declared disabled","East Wales","G6/G7","LGBO","30","30","58070","56310"
"In post","2023","Declared disabled","East Wales","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Wales","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Wales","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Wales","SEO/HEO","Heterosexual / straight","450","425","37780","37690"
"In post","2023","Declared disabled","East Wales","SEO/HEO","LGBO","80","80","36460","35000"
"In post","2023","Declared disabled","East Wales","SEO/HEO","Undeclared","60","55","37990","36940"
"In post","2023","Declared disabled","East Wales","SEO/HEO","Unknown","30","30","35790","34850"
"In post","2023","Declared disabled","East Wales","Unknown","Heterosexual / straight","85","80","31190","29050"
"In post","2023","Declared disabled","East Wales","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Wales","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","AA/AO","Heterosexual / straight","160","135","24360","22400"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","AA/AO","Undeclared","30","25","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","185","170","28760","28120"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO/HEO","Heterosexual / straight","65","65","36900","34850"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","70","65","30750","29050"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Eastern Scotland","AA/AO","Heterosexual / straight","380","345","23380","22520"
"In post","2023","Declared disabled","Eastern Scotland","AA/AO","LGBO","75","70","23470","22520"
"In post","2023","Declared disabled","Eastern Scotland","AA/AO","Undeclared","50","45","23000","21690"
"In post","2023","Declared disabled","Eastern Scotland","AA/AO","Unknown","85","75","25440","24980"
"In post","2023","Declared disabled","Eastern Scotland","EO","Heterosexual / straight","495","445","29860","28120"
"In post","2023","Declared disabled","Eastern Scotland","EO","LGBO","90","85","29610","29100"
"In post","2023","Declared disabled","Eastern Scotland","EO","Undeclared","40","40","29630","28120"
"In post","2023","Declared disabled","Eastern Scotland","EO","Unknown","100","90","33500","35570"
