"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Food Standards Agency","SEO/HEO","40","[c]","36700","37350"
"Leaver CS","2023","Food Standards Scotland","Scottish Government","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Scotland","Scottish Government","SEO/HEO","15","[c]","38080","34730"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","135","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","35","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","95","[c]","[c]","[c]"
"Leaver CS","2023","Forestry and Land Scotland","Scottish Government","AA/AO","65","[c]","26580","26220"
"Leaver CS","2023","Forestry and Land Scotland","Scottish Government","EO","20","[c]","33770","33260"
"Leaver CS","2023","Forestry and Land Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Forestry and Land Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Forestry and Land Scotland","Scottish Government","SEO/HEO","25","[c]","43860","41500"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","G6/G7","15","[c]","86850","82800"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Actuary's Department","Chancellor's other departments","SEO/HEO","15","[c]","39510","38430"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","G6/G7","125","[c]","68290","67500"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","SCS level","20","[c]","142980","127030"
"Leaver CS","2023","Government Commercial Organisation","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","G6/G7","15","[c]","57410","54130"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Internal Audit Agency","HM Treasury","SEO/HEO","25","[c]","41090","40990"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","EO","50","[c]","28050","27760"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","G6/G7","155","[c]","60240","56550"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","SCS level","20","[c]","88490","85660"
"Leaver CS","2023","Government Legal Department","Attorney General's Departments","SEO/HEO","30","[c]","39540","42130"
"Leaver CS","2023","Government Property Agency","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Government Property Agency","Cabinet Office","SEO/HEO","15","[c]","36510","36440"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","1510","[c]","21960","21780"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","EO","220","[c]","27220","25830"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","55","[c]","59940","59940"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","225","[c]","38330","37680"
"Leaver CS","2023","HM Land Registry","HM Land Registry","AA/AO","130","[c]","23500","23390"
"Leaver CS","2023","HM Land Registry","HM Land Registry","EO","145","[c]","28970","28080"
"Leaver CS","2023","HM Land Registry","HM Land Registry","G6/G7","35","[c]","63000","61730"
"Leaver CS","2023","HM Land Registry","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","HM Land Registry","SEO/HEO","180","[c]","39460","39460"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","AA/AO","4340","[c]","27860","28880"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","EO","520","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","415","[c]","47350","45620"
"Leaver CS","2023","HM Prison and Probation Service","Ministry of Justice","Unknown","1955","[c]","36030","29050"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","2135","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","840","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","370","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","45","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","940","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","AA/AO","45","[c]","22180","22750"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","EO","35","[c]","26870","27090"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","G6/G7","95","[c]","56970","54130"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","SCS level","15","[c]","102470","88690"
"Leaver CS","2023","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","95","[c]","35180","33630"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","AA/AO","25","[c]","22180","22410"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","EO","35","[c]","28070","27350"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","G6/G7","35","[c]","62440","59760"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","120","[c]","44310","42470"
"Leaver CS","2023","Home Office","Home Office","AA/AO","775","[c]","22850","22400"
"Leaver CS","2023","Home Office","Home Office","EO","920","[c]","27520","26750"
"Leaver CS","2023","Home Office","Home Office","G6/G7","255","[c]","62300","59290"
"Leaver CS","2023","Home Office","Home Office","SCS level","30","[c]","95220","85230"
"Leaver CS","2023","Home Office","Home Office","SEO/HEO","530","[c]","38370","37620"
"Leaver CS","2023","Home Office","Home Office","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","10","[c]","21400","21810"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","35","[c]","26840","25040"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","10","[c]","63480","62250"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","30","[c]","41420","41650"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","AA/AO","35","[c]","21420","21780"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","EO","15","[c]","26880","26900"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal Aid Agency","Ministry of Justice","SEO/HEO","15","[c]","41240","41510"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","AA/AO","55","[c]","22270","22500"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","EO","40","[c]","26750","26960"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","G6/G7","30","[c]","56720","54000"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","65","[c]","36860","32950"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","35","[c]","28410","27840"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","60","[c]","62500","62390"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","30","[c]","89790","89000"
"Leaver CS","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","75","[c]","37990","40450"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","30","[c]","19580","19080"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","EO","15","[c]","25720","26640"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","40","[c]","50270","47960"
"Leaver CS","2023","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","80","[c]","36730","35230"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","1490","[c]","24580","22220"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","600","[c]","30040","27740"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","240","[c]","65040","61440"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","40","[c]","97280","97380"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","1040","[c]","39890","40000"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","15","[c]","22940","18300"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","40","[c]","22970","21780"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","95","[c]","28480","29660"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","170","[c]","60850","59590"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","10","[c]","97880","87960"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","230","[c]","38900","38690"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","National Crime Agency","AA/AO","40","[c]","26180","24730"
