"Status","Year","Disability","Ethnicity","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","North Yorkshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northumberland, and Tyne and Wear","45","45","28650","28120"
"In post","2023","Declared disabled","Asian","Outer London - East and North East","135","120","31160","32520"
"In post","2023","Declared disabled","Asian","Outer London - South","180","170","36200","32520"
"In post","2023","Declared disabled","Asian","Outer London - West and North West","280","245","33290","32520"
"In post","2023","Declared disabled","Asian","Overseas","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Shropshire and Staffordshire","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","South Yorkshire","45","40","30680","28120"
"In post","2023","Declared disabled","Asian","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Surrey, East and West Sussex","30","30","33480","31280"
"In post","2023","Declared disabled","Asian","Tees Valley and Durham","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Central Scotland","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Midlands","550","500","29300","28120"
"In post","2023","Declared disabled","Asian","West Wales and The Valleys","15","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","West Yorkshire","240","220","29860","28120"
"In post","2023","Declared disabled","Black","Bedfordshire and Hertfordshire","35","30","33140","31280"
"In post","2023","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","35","35","31270","28120"
"In post","2023","Declared disabled","Black","Cheshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Derbyshire and Nottinghamshire","55","55","29120","28120"
"In post","2023","Declared disabled","Black","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","East Anglia","25","20","[c]","[c]"
"In post","2023","Declared disabled","Black","East Wales","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Essex","30","30","30630","31280"
"In post","2023","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","33180","31920"
"In post","2023","Declared disabled","Black","Greater Manchester","70","65","32160","28120"
"In post","2023","Declared disabled","Black","Hampshire and Isle of Wight","15","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Inner London - East","380","360","34280","32520"
"In post","2023","Declared disabled","Black","Inner London - West","580","555","39200","35410"
"In post","2023","Declared disabled","Black","Kent","25","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Leicestershire, Rutland and Northamptonshire","35","30","26930","25830"
"In post","2023","Declared disabled","Black","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Merseyside","15","15","[c]","[c]"
"In post","2023","Declared disabled","Black","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","North Yorkshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northumberland, and Tyne and Wear","10","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Outer London - East and North East","130","120","33060","32520"
"In post","2023","Declared disabled","Black","Outer London - South","225","210","35510","32520"
"In post","2023","Declared disabled","Black","Outer London - West and North West","115","110","32870","32520"
"In post","2023","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Shropshire and Staffordshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","South Yorkshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Surrey, East and West Sussex","25","25","[c]","[c]"
"In post","2023","Declared disabled","Black","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","West Central Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","West Midlands","195","180","29720","28120"
"In post","2023","Declared disabled","Black","West Wales and The Valleys","10","5","[c]","[c]"
"In post","2023","Declared disabled","Black","West Yorkshire","50","45","29530","27890"
"In post","2023","Declared disabled","Mixed","Bedfordshire and Hertfordshire","30","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Berkshire, Buckinghamshire and Oxfordshire","35","35","35160","32420"
"In post","2023","Declared disabled","Mixed","Cheshire","15","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Derbyshire and Nottinghamshire","50","45","28850","27890"
"In post","2023","Declared disabled","Mixed","Devon","15","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Dorset and Somerset","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","East Anglia","40","40","31100","28120"
"In post","2023","Declared disabled","Mixed","East Wales","55","55","32550","30810"
"In post","2023","Declared disabled","Mixed","East Yorkshire and Northern Lincolnshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Eastern Scotland","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Essex","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","85","80","37080","33020"
"In post","2023","Declared disabled","Mixed","Greater Manchester","80","75","32500","28840"
"In post","2023","Declared disabled","Mixed","Hampshire and Isle of Wight","35","35","37000","30650"
"In post","2023","Declared disabled","Mixed","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Inner London - East","110","100","38080","33400"
"In post","2023","Declared disabled","Mixed","Inner London - West","295","290","44950","40390"
"In post","2023","Declared disabled","Mixed","Kent","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Lancashire","35","30","29080","28120"
"In post","2023","Declared disabled","Mixed","Leicestershire, Rutland and Northamptonshire","30","30","29460","28120"
"In post","2023","Declared disabled","Mixed","Lincolnshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Merseyside","65","60","28610","26140"
"In post","2023","Declared disabled","Mixed","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","North Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Northumberland, and Tyne and Wear","35","30","33170","28170"
"In post","2023","Declared disabled","Mixed","Outer London - East and North East","20","20","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Outer London - South","75","70","39600","34440"
"In post","2023","Declared disabled","Mixed","Outer London - West and North West","45","40","33200","32520"
"In post","2023","Declared disabled","Mixed","Overseas","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Shropshire and Staffordshire","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","South Yorkshire","40","35","33730","28120"
"In post","2023","Declared disabled","Mixed","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Surrey, East and West Sussex","55","50","32460","28730"
"In post","2023","Declared disabled","Mixed","Tees Valley and Durham","20","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","West Central Scotland","30","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","West Midlands","70","60","28170","28120"
"In post","2023","Declared disabled","Mixed","West Wales and The Valleys","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","West Yorkshire","60","55","30540","28660"
"In post","2023","Declared disabled","Other ethnicity","Bedfordshire and Hertfordshire","10","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","East Anglia","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","East Wales","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Essex","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Greater Manchester","20","20","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Inner London - East","35","35","38220","32790"
"In post","2023","Declared disabled","Other ethnicity","Inner London - West","105","100","45680","41060"
"In post","2023","Declared disabled","Other ethnicity","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Lancashire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Merseyside","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Outer London - East and North East","20","20","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Outer London - South","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Outer London - West and North West","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","South Yorkshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Surrey, East and West Sussex","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","West Central Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","West Midlands","20","15","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other ethnicity","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","50","45","32590","28760"
"In post","2023","Declared disabled","Undeclared","Cheshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Cornwall and Isles of Scilly","15","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Cumbria","20","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Derbyshire and Nottinghamshire","75","65","30410","28120"
"In post","2023","Declared disabled","Undeclared","Devon","50","45","30050","28120"
"In post","2023","Declared disabled","Undeclared","Dorset and Somerset","40","40","30980","28120"
"In post","2023","Declared disabled","Undeclared","East Anglia","65","60","32190","31670"
"In post","2023","Declared disabled","Undeclared","East Wales","55","50","34170","31660"
"In post","2023","Declared disabled","Undeclared","East Yorkshire and Northern Lincolnshire","20","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Eastern Scotland","60","55","37540","37060"
"In post","2023","Declared disabled","Undeclared","Essex","20","20","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","230","220","41010","39890"
"In post","2023","Declared disabled","Undeclared","Greater Manchester","95","85","31340","28120"
"In post","2023","Declared disabled","Undeclared","Hampshire and Isle of Wight","110","100","39360","39740"
"In post","2023","Declared disabled","Undeclared","Herefordshire, Worcestershire and Warwickshire","20","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Highlands and Islands","5","5","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Inner London - East","100","90","40090","32550"
"In post","2023","Declared disabled","Undeclared","Inner London - West","190","185","46660","41550"
"In post","2023","Declared disabled","Undeclared","Kent","55","50","32080","29890"
"In post","2023","Declared disabled","Undeclared","Lancashire","70","60","30330","28120"
"In post","2023","Declared disabled","Undeclared","Leicestershire, Rutland and Northamptonshire","45","40","27390","25830"
"In post","2023","Declared disabled","Undeclared","Lincolnshire","20","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Merseyside","80","70","28580","28120"
"In post","2023","Declared disabled","Undeclared","North Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","North Yorkshire","25","25","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Northern Ireland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Northumberland, and Tyne and Wear","90","80","31420","28120"
"In post","2023","Declared disabled","Undeclared","Outer London - East and North East","45","40","31610","31450"
"In post","2023","Declared disabled","Undeclared","Outer London - South","65","60","34530","32520"
"In post","2023","Declared disabled","Undeclared","Outer London - West and North West","55","50","34500","32520"
"In post","2023","Declared disabled","Undeclared","Overseas","15","15","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Shropshire and Staffordshire","35","30","32800","29050"
"In post","2023","Declared disabled","Undeclared","South Yorkshire","50","50","31810","28120"
"In post","2023","Declared disabled","Undeclared","Southern Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","Surrey, East and West Sussex","45","40","29530","28150"
"In post","2023","Declared disabled","Undeclared","Tees Valley and Durham","35","30","29990","28120"
"In post","2023","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Undeclared","West Central Scotland","60","55","30860","28120"
"In post","2023","Declared disabled","Undeclared","West Midlands","105","95","28810","28120"
"In post","2023","Declared disabled","Undeclared","West Wales and The Valleys","65","60","29050","28080"
"In post","2023","Declared disabled","Undeclared","West Yorkshire","80","70","30710","28120"
"In post","2023","Declared disabled","Unknown","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","30","30","37280","32900"
"In post","2023","Declared disabled","Unknown","Cheshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Derbyshire and Nottinghamshire","40","35","32660","29150"
"In post","2023","Declared disabled","Unknown","Devon","30","30","30640","29530"
"In post","2023","Declared disabled","Unknown","Dorset and Somerset","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East Anglia","30","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","East Wales","40","35","36690","31120"
"In post","2023","Declared disabled","Unknown","East Yorkshire and Northern Lincolnshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Eastern Scotland","125","115","35560","36990"
"In post","2023","Declared disabled","Unknown","Essex","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","85","80","41110","37450"
"In post","2023","Declared disabled","Unknown","Greater Manchester","55","50","34440","29810"
"In post","2023","Declared disabled","Unknown","Hampshire and Isle of Wight","65","60","35350","31780"
"In post","2023","Declared disabled","Unknown","Herefordshire, Worcestershire and Warwickshire","10","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Highlands and Islands","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Inner London - East","55","55","38880","35240"
"In post","2023","Declared disabled","Unknown","Inner London - West","145","140","46130","41470"
"In post","2023","Declared disabled","Unknown","Kent","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lancashire","40","35","28380","27570"
"In post","2023","Declared disabled","Unknown","Leicestershire, Rutland and Northamptonshire","15","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Merseyside","70","60","27080","25750"
"In post","2023","Declared disabled","Unknown","North Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","North Yorkshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northern Ireland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northumberland, and Tyne and Wear","65","55","28260","23640"
"In post","2023","Declared disabled","Unknown","Outer London - East and North East","15","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Outer London - South","50","45","35970","32100"
"In post","2023","Declared disabled","Unknown","Outer London - West and North West","20","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Southern Scotland","35","30","31670","28910"
"In post","2023","Declared disabled","Unknown","Surrey, East and West Sussex","15","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Tees Valley and Durham","25","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Central Scotland","115","100","33930","33220"
"In post","2023","Declared disabled","Unknown","West Midlands","50","45","29600","28120"
"In post","2023","Declared disabled","Unknown","West Wales and The Valleys","25","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Yorkshire","35","30","31390","28120"
"In post","2023","Declared disabled","White","Bedfordshire and Hertfordshire","405","370","33750","31280"
"In post","2023","Declared disabled","White","Berkshire, Buckinghamshire and Oxfordshire","895","840","34020","31280"
"In post","2023","Declared disabled","White","Cheshire","485","440","31520","28120"
"In post","2023","Declared disabled","White","Cornwall and Isles of Scilly","230","205","28120","28120"
"In post","2023","Declared disabled","White","Cumbria","335","300","29460","26040"
"In post","2023","Declared disabled","White","Derbyshire and Nottinghamshire","1630","1490","31910","28120"
"In post","2023","Declared disabled","White","Devon","1125","1015","31150","28120"
"In post","2023","Declared disabled","White","Dorset and Somerset","670","615","31060","28120"
"In post","2023","Declared disabled","White","East Anglia","1460","1335","30930","28120"
"In post","2023","Declared disabled","White","East Wales","1820","1690","33760","29730"
"In post","2023","Declared disabled","White","East Yorkshire and Northern Lincolnshire","590","530","29090","28120"
"In post","2023","Declared disabled","White","Eastern Scotland","1960","1820","35640","30260"
"In post","2023","Declared disabled","White","Essex","550","495","31290","31280"
"In post","2023","Declared disabled","White","Gloucestershire, Wiltshire and Bath/Bristol area","3145","2970","37140","33990"
"In post","2023","Declared disabled","White","Greater Manchester","2225","2060","33270","28120"
"In post","2023","Declared disabled","White","Hampshire and Isle of Wight","1725","1575","33260","29730"
"In post","2023","Declared disabled","White","Herefordshire, Worcestershire and Warwickshire","475","430","30460","28120"
"In post","2023","Declared disabled","White","Highlands and Islands","180","165","29530","28120"
"In post","2023","Declared disabled","White","Inner London - East","990","950","45650","41870"
"In post","2023","Declared disabled","White","Inner London - West","3820","3695","49440","44180"
"In post","2023","Declared disabled","White","Kent","965","890","31480","31280"
"In post","2023","Declared disabled","White","Lancashire","2025","1810","29410","28120"
"In post","2023","Declared disabled","White","Leicestershire, Rutland and Northamptonshire","610","555","28920","28120"
"In post","2023","Declared disabled","White","Lincolnshire","445","410","29630","28120"
"In post","2023","Declared disabled","White","Merseyside","2445","2200","30410","28120"
"In post","2023","Declared disabled","White","North Eastern Scotland","135","125","34510","29450"
"In post","2023","Declared disabled","White","North Yorkshire","535","500","33240","29050"
"In post","2023","Declared disabled","White","Northern Ireland","360","335","31590","28130"
"In post","2023","Declared disabled","White","Northumberland, and Tyne and Wear","2635","2330","29630","28120"
"In post","2023","Declared disabled","White","Outer London - East and North East","275","255","32320","32520"
"In post","2023","Declared disabled","White","Outer London - South","660","615","41930","36350"
"In post","2023","Declared disabled","White","Outer London - West and North West","395","365","35120","32520"
"In post","2023","Declared disabled","White","Overseas","145","145","49540","47300"
"In post","2023","Declared disabled","White","Shropshire and Staffordshire","1110","1025","32040","28120"
"In post","2023","Declared disabled","White","South Yorkshire","1290","1150","32800","28120"
"In post","2023","Declared disabled","White","Southern Scotland","445","390","29730","28120"
"In post","2023","Declared disabled","White","Surrey, East and West Sussex","990","890","31160","28120"
"In post","2023","Declared disabled","White","Tees Valley and Durham","1320","1180","30090","28120"
"In post","2023","Declared disabled","White","Unknown","95","90","34740","28120"
"In post","2023","Declared disabled","White","West Central Scotland","2015","1825","31140","28120"
"In post","2023","Declared disabled","White","West Midlands","1685","1530","32330","28120"
"In post","2023","Declared disabled","White","West Wales and The Valleys","2060","1825","28030","27450"
"In post","2023","Declared disabled","White","West Yorkshire","1815","1665","33740","29050"
"In post","2023","Declared non-disabled","Asian","Bedfordshire and Hertfordshire","495","445","32300","30810"
"In post","2023","Declared non-disabled","Asian","Berkshire, Buckinghamshire and Oxfordshire","470","430","32440","30810"
"In post","2023","Declared non-disabled","Asian","Cheshire","55","55","30370","27530"
"In post","2023","Declared non-disabled","Asian","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Cumbria","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Derbyshire and Nottinghamshire","805","750","32140","28130"
"In post","2023","Declared non-disabled","Asian","Devon","60","55","35190","31920"
"In post","2023","Declared non-disabled","Asian","Dorset and Somerset","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","East Anglia","300","265","29060","25980"
"In post","2023","Declared non-disabled","Asian","East Wales","350","340","34370","30410"
"In post","2023","Declared non-disabled","Asian","East Yorkshire and Northern Lincolnshire","35","30","33460","28880"
"In post","2023","Declared non-disabled","Asian","Eastern Scotland","205","195","35760","31060"
"In post","2023","Declared non-disabled","Asian","Essex","140","130","34540","31280"
"In post","2023","Declared non-disabled","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","625","595","36780","33990"
"In post","2023","Declared non-disabled","Asian","Greater Manchester","1500","1420","31880","28120"
"In post","2023","Declared non-disabled","Asian","Hampshire and Isle of Wight","250","235","31890","28120"
"In post","2023","Declared non-disabled","Asian","Herefordshire, Worcestershire and Warwickshire","165","150","29200","28120"
"In post","2023","Declared non-disabled","Asian","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Inner London - East","2175","2055","40490","35590"
"In post","2023","Declared non-disabled","Asian","Inner London - West","4770","4625","44710","41360"
"In post","2023","Declared non-disabled","Asian","Kent","140","130","30940","31280"
"In post","2023","Declared non-disabled","Asian","Lancashire","895","810","27240","23640"
"In post","2023","Declared non-disabled","Asian","Leicestershire, Rutland and Northamptonshire","780","700","27100","25830"
"In post","2023","Declared non-disabled","Asian","Lincolnshire","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Merseyside","180","170","32500","27850"
"In post","2023","Declared non-disabled","Asian","North Eastern Scotland","30","30","45780","38330"
"In post","2023","Declared non-disabled","Asian","North Yorkshire","65","60","33650","30320"
"In post","2023","Declared non-disabled","Asian","Northern Ireland","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Northumberland, and Tyne and Wear","425","405","31140","27890"
"In post","2023","Declared non-disabled","Asian","Outer London - East and North East","695","620","31150","32520"
"In post","2023","Declared non-disabled","Asian","Outer London - South","1490","1400","37150","32540"
