"Status","Year","Parent_department","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","G6/G7","G7","80","70","53510","52670"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HEO","10","10","33100","33170"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","G6/G7","G7","15","15","56150","56450"
"In post","2023","Attorney General's Departments","Merseyside","AA/AO","AO","105","100","22560","22870"
"In post","2023","Attorney General's Departments","Merseyside","EO","EO","95","90","27670","27150"
"In post","2023","Attorney General's Departments","Merseyside","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","G6/G7","G7","145","140","54470","54500"
"In post","2023","Attorney General's Departments","Merseyside","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","SEO/HEO","HEO","35","35","32210","32000"
"In post","2023","Attorney General's Departments","Merseyside","SEO/HEO","SEO","35","35","39070","38940"
"In post","2023","Attorney General's Departments","North Yorkshire","AA/AO","AO","10","10","22700","22870"
"In post","2023","Attorney General's Departments","North Yorkshire","EO","EO","35","35","27340","27150"
"In post","2023","Attorney General's Departments","North Yorkshire","G6/G7","G6","20","20","72770","72170"
"In post","2023","Attorney General's Departments","North Yorkshire","G6/G7","G7","45","40","57220","57280"
"In post","2023","Attorney General's Departments","North Yorkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","SEO/HEO","HEO","25","25","31980","32000"
"In post","2023","Attorney General's Departments","North Yorkshire","SEO/HEO","SEO","25","25","40230","39710"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","AA/AO","AO","70","65","22260","22870"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","EO","EO","55","50","27900","27030"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","G6/G7","G7","100","90","54810","55070"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","SEO/HEO","HEO","20","20","32350","31490"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","SEO/HEO","SEO","20","20","39540","38940"
"In post","2023","Attorney General's Departments","Outer London - East and North East","AA/AO","AO","10","10","24050","25600"
"In post","2023","Attorney General's Departments","Outer London - East and North East","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","AA/AO","AO","10","10","24690","25600"
"In post","2023","Attorney General's Departments","Outer London - South","EO","EO","10","10","28380","28170"
"In post","2023","Attorney General's Departments","Outer London - South","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","G6/G7","G7","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","SEO/HEO","HEO","10","10","33300","32620"
"In post","2023","Attorney General's Departments","Outer London - South","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","AA/AO","AO","15","15","22750","22870"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","EO","EO","15","15","27950","27980"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","G6/G7","G7","35","30","56570","56450"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","SEO/HEO","SEO","10","10","39050","38760"
"In post","2023","Attorney General's Departments","South Yorkshire","AA/AO","AO","50","45","22590","22870"
"In post","2023","Attorney General's Departments","South Yorkshire","EO","EO","40","35","27760","27150"
"In post","2023","Attorney General's Departments","South Yorkshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","South Yorkshire","G6/G7","G7","45","40","54140","53750"
"In post","2023","Attorney General's Departments","South Yorkshire","SEO/HEO","HEO","15","15","33160","33100"
"In post","2023","Attorney General's Departments","South Yorkshire","SEO/HEO","SEO","10","10","38990","38760"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","AA/AO","AO","40","40","23840","24480"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","EO","EO","55","55","29060","28200"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","G6/G7","G7","85","75","59960","61100"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","SEO/HEO","HEO","10","10","34170","33190"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","SEO/HEO","SEO","10","10","40780","40800"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","AA/AO","AO","25","20","22580","22870"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","EO","EO","25","20","27870","27400"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","G6/G7","G7","45","40","55240","56450"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","SEO/HEO","HEO","10","10","32780","32650"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","AA/AO","AO","120","115","22830","22870"
"In post","2023","Attorney General's Departments","West Midlands","EO","EO","110","105","27690","26900"
"In post","2023","Attorney General's Departments","West Midlands","G6/G7","G6","20","20","73370","69810"
"In post","2023","Attorney General's Departments","West Midlands","G6/G7","G7","220","205","54440","53750"
"In post","2023","Attorney General's Departments","West Midlands","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","West Midlands","SEO/HEO","HEO","40","40","32230","31490"
"In post","2023","Attorney General's Departments","West Midlands","SEO/HEO","SEO","30","30","39550","38940"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","AA/AO","AO","15","15","22730","22870"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","EO","EO","15","15","27510","26900"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","G6/G7","G7","40","40","54450","54670"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","SEO/HEO","HEO","15","15","32230","31180"
"In post","2023","Attorney General's Departments","West Wales and The Valleys","SEO/HEO","SEO","15","15","38870","38940"
"In post","2023","Attorney General's Departments","West Yorkshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","West Yorkshire","AA/AO","AO","90","85","22740","22870"
"In post","2023","Attorney General's Departments","West Yorkshire","EO","EO","120","110","27790","27030"
"In post","2023","Attorney General's Departments","West Yorkshire","G6/G7","G6","60","55","66990","65470"
"In post","2023","Attorney General's Departments","West Yorkshire","G6/G7","G7","250","230","54010","52370"
"In post","2023","Attorney General's Departments","West Yorkshire","SCS level","SCS level","15","15","88730","86600"
"In post","2023","Attorney General's Departments","West Yorkshire","SEO/HEO","HEO","65","65","34630","33560"
"In post","2023","Attorney General's Departments","West Yorkshire","SEO/HEO","SEO","40","40","39440","38760"
"In post","2023","Cabinet Office","Bedfordshire and Hertfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bedfordshire and Hertfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bedfordshire and Hertfordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bedfordshire and Hertfordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Bedfordshire and Hertfordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","20","20","21810","21830"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","15","15","62840","65500"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","45","45","34100","34320"
"In post","2023","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Cheshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cheshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cheshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cumbria","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cumbria","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Cumbria","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","G6/G7","G6","15","15","71750","66240"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","G6/G7","G7","20","20","57070","56000"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","SEO/HEO","HEO","25","25","31850","32720"
"In post","2023","Cabinet Office","Derbyshire and Nottinghamshire","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Devon","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Devon","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Devon","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Dorset and Somerset","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Dorset and Somerset","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Dorset and Somerset","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Anglia","EO","EO","20","15","26710","26410"
"In post","2023","Cabinet Office","East Anglia","G6/G7","G6","30","30","69730","69850"
"In post","2023","Cabinet Office","East Anglia","G6/G7","G7","55","55","56430","56000"
"In post","2023","Cabinet Office","East Anglia","SCS level","SCS level","10","10","100640","105000"
"In post","2023","Cabinet Office","East Anglia","SEO/HEO","HEO","55","50","32840","32350"
"In post","2023","Cabinet Office","East Anglia","SEO/HEO","SEO","70","65","39880","40450"
"In post","2023","Cabinet Office","East Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","EO","EO","15","15","26040","26410"
"In post","2023","Cabinet Office","East Wales","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","G6/G7","G7","50","50","54380","52770"
"In post","2023","Cabinet Office","East Wales","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Cabinet Office","East Wales","SEO/HEO","HEO","90","90","31750","32110"
"In post","2023","Cabinet Office","East Wales","SEO/HEO","SEO","50","45","39510","40450"
"In post","2023","Cabinet Office","East Yorkshire and Northern Lincolnshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Yorkshire and Northern Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","East Yorkshire and Northern Lincolnshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Eastern Scotland","SEO/HEO","HEO","25","25","30640","30130"
"In post","2023","Cabinet Office","Eastern Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Essex","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","EO","EO","10","10","26050","26300"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G6","55","55","71400","66270"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","115","115","56190","56000"
"In post","2023","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","SCS level","35","35","113580","112680"
