"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Policy","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","EO","EO","60","[c]","26210","28510"
"Leaver CS","2023","Unknown","Policy","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","G6/G7","G7","55","[c]","56180","55010"
"Leaver CS","2023","Unknown","Policy","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","SEO/HEO","HEO","90","[c]","33950","33950"
"Leaver CS","2023","Unknown","Policy","SEO/HEO","SEO","60","[c]","41720","41550"
"Leaver CS","2023","Unknown","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","SEO/HEO","HEO","45","[c]","32280","32910"
"Leaver CS","2023","Unknown","Project Delivery","SEO/HEO","SEO","40","[c]","41010","40460"
"Leaver CS","2023","Unknown","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","AA/AO","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","AA/AO","AO","30","[c]","21730","20750"
"Leaver CS","2023","Unknown","Science and Engineering","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","SEO/HEO","HEO","30","[c]","31730","30810"
"Leaver CS","2023","Unknown","Science and Engineering","SEO/HEO","SEO","30","[c]","42390","42360"
"Leaver CS","2023","Unknown","Science and Engineering","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","AA/AO","AA","55","[c]","24900","25000"
"Leaver CS","2023","Unknown","Security","AA/AO","AO","70","[c]","31110","28750"
"Leaver CS","2023","Unknown","Security","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","AA/AO","AA","35","[c]","22660","23500"
"Leaver CS","2023","Unknown","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","AA/AO","AO","125","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","EO","EO","85","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","SEO/HEO","HEO","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","AA","130","[c]","23010","22180"
"Leaver CS","2023","Unknown","Unknown","AA/AO","AO","105","[c]","22210","21720"
"Leaver CS","2023","Unknown","Unknown","EO","EO","225","[c]","27050","29100"
"Leaver CS","2023","Unknown","Unknown","G6/G7","G6","105","[c]","74230","70920"
"Leaver CS","2023","Unknown","Unknown","G6/G7","G7","240","[c]","60870","58620"
"Leaver CS","2023","Unknown","Unknown","SCS level","SCS level","60","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","HEO","230","[c]","33650","34550"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","SEO","160","[c]","43530","42860"
"Leaver CS","2023","Unknown","Unknown","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","EO","EO","45","[c]","27420","27140"
"Leaver CS","2023","White","Commercial","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Commercial","SEO/HEO","HEO","60","[c]","34090","33920"
"Leaver CS","2023","White","Commercial","SEO/HEO","SEO","95","[c]","41190","41590"
"Leaver CS","2023","White","Commercial","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","G6/G7","G7","45","[c]","55950","55780"
"Leaver CS","2023","White","Communications","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Communications","SEO/HEO","HEO","70","[c]","34960","34140"
"Leaver CS","2023","White","Communications","SEO/HEO","SEO","75","[c]","42800","42170"
"Leaver CS","2023","White","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Corporate Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","AA/AO","AO","80","[c]","22300","21690"
"Leaver CS","2023","White","Counter Fraud","EO","EO","185","[c]","28370","28120"
"Leaver CS","2023","White","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Counter Fraud","SEO/HEO","HEO","45","[c]","34820","34290"
"Leaver CS","2023","White","Counter Fraud","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data and Technology","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data and Technology","AA/AO","AO","45","[c]","22790","22220"
"Leaver CS","2023","White","Digital, Data and Technology","EO","EO","170","[c]","28070","27680"
"Leaver CS","2023","White","Digital, Data and Technology","G6/G7","G6","80","[c]","70760","70990"
"Leaver CS","2023","White","Digital, Data and Technology","G6/G7","G7","270","[c]","57010","56000"
"Leaver CS","2023","White","Digital, Data and Technology","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Digital, Data and Technology","SEO/HEO","HEO","215","[c]","34520","34170"
"Leaver CS","2023","White","Digital, Data and Technology","SEO/HEO","SEO","280","[c]","42320","41590"
"Leaver CS","2023","White","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Economics","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Economics","AA/AO","AO","40","[c]","20980","19860"
"Leaver CS","2023","White","Economics","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Economics","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Economics","G6/G7","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Economics","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Economics","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","AA/AO","AO","55","[c]","22710","22000"
"Leaver CS","2023","White","Finance","EO","EO","90","[c]","27570","27430"
"Leaver CS","2023","White","Finance","G6/G7","G6","40","[c]","69560","69140"
"Leaver CS","2023","White","Finance","G6/G7","G7","75","[c]","56910","55740"
"Leaver CS","2023","White","Finance","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Finance","SEO/HEO","HEO","105","[c]","34230","34170"
"Leaver CS","2023","White","Finance","SEO/HEO","SEO","105","[c]","43830","42510"
"Leaver CS","2023","White","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Geography","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Geography","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Geography","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Geography","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","AA/AO","AA","45","[c]","21270","20750"
"Leaver CS","2023","White","Human Resources","AA/AO","AO","260","[c]","22090","22220"
"Leaver CS","2023","White","Human Resources","EO","EO","230","[c]","28490","27620"
"Leaver CS","2023","White","Human Resources","G6/G7","G6","45","[c]","69890","67100"
"Leaver CS","2023","White","Human Resources","G6/G7","G7","90","[c]","55860","55130"
"Leaver CS","2023","White","Human Resources","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Human Resources","SEO/HEO","HEO","200","[c]","35200","34300"
"Leaver CS","2023","White","Human Resources","SEO/HEO","SEO","90","[c]","43180","41800"
"Leaver CS","2023","White","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Inspector of Education and Training","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Inspector of Education and Training","G6/G7","G7","60","[c]","75920","77470"
"Leaver CS","2023","White","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Inspector of Education and Training","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Inspector of Education and Training","SEO/HEO","SEO","40","[c]","51240","52750"
"Leaver CS","2023","White","Intelligence Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Intelligence Analysis","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Intelligence Analysis","EO","EO","65","[c]","28310","27650"
"Leaver CS","2023","White","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Intelligence Analysis","SEO/HEO","HEO","35","[c]","36530","36490"
"Leaver CS","2023","White","Intelligence Analysis","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Internal Audit","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","International Trade","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","White","International Trade","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","White","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","International Trade","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","International Trade","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Knowledge and Information Management","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Knowledge and Information Management","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Knowledge and Information Management","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Knowledge and Information Management","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","EO","EO","75","[c]","28900","28080"
"Leaver CS","2023","White","Legal","G6/G7","G6","95","[c]","71060","70210"
"Leaver CS","2023","White","Legal","G6/G7","G7","205","[c]","56080","55000"
"Leaver CS","2023","White","Legal","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","SEO/HEO","HEO","60","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal","SEO/HEO","SEO","90","[c]","42570","41510"
"Leaver CS","2023","White","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Medicine","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Medicine","EO","EO","35","[c]","33590","32930"
"Leaver CS","2023","White","Medicine","G6/G7","G6","30","[c]","83450","92420"
"Leaver CS","2023","White","Medicine","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Medicine","SCS level","SCS level","35","[c]","110490","119130"
"Leaver CS","2023","White","Medicine","SEO/HEO","HEO","80","[c]","38580","40590"
"Leaver CS","2023","White","Medicine","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Operational Delivery","AA/AO","AA","1080","[c]","19960","19930"
"Leaver CS","2023","White","Operational Delivery","AA/AO","AO","7145","[c]","22110","21690"
"Leaver CS","2023","White","Operational Delivery","EO","EO","4570","[c]","28280","27960"
"Leaver CS","2023","White","Operational Delivery","G6/G7","G6","140","[c]","68720","66860"
"Leaver CS","2023","White","Operational Delivery","G6/G7","G7","320","[c]","55230","53870"
"Leaver CS","2023","White","Operational Delivery","SCS level","SCS level","85","[c]","99250","95140"
"Leaver CS","2023","White","Operational Delivery","SEO/HEO","HEO","1035","[c]","34410","33970"
"Leaver CS","2023","White","Operational Delivery","SEO/HEO","SEO","620","[c]","41990","40880"
"Leaver CS","2023","White","Operational Delivery","Unknown","Unknown","1050","[c]","39850","33300"
"Leaver CS","2023","White","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Operational Research","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Operational Research","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Operational Research","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Other","AA/AO","AA","130","[c]","19920","19770"
"Leaver CS","2023","White","Other","AA/AO","AO","340","[c]","22030","21690"
"Leaver CS","2023","White","Other","EO","EO","105","[c]","28040","27740"
"Leaver CS","2023","White","Other","G6/G7","G6","30","[c]","[c]","[c]"
"Leaver CS","2023","White","Other","G6/G7","G7","60","[c]","53410","52990"
"Leaver CS","2023","White","Other","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Other","SEO/HEO","HEO","110","[c]","34340","34070"
"Leaver CS","2023","White","Other","SEO/HEO","SEO","65","[c]","41780","40650"
"Leaver CS","2023","White","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Planning","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Planning","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Planning Inspectors","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Planning Inspectors","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Policy","AA/AO","AO","70","[c]","23070","22500"
"Leaver CS","2023","White","Policy","EO","EO","110","[c]","28190","28090"
"Leaver CS","2023","White","Policy","G6/G7","G6","145","[c]","67060","66050"
"Leaver CS","2023","White","Policy","G6/G7","G7","315","[c]","54950","53600"
"Leaver CS","2023","White","Policy","SCS level","SCS level","90","[c]","92210","81510"
"Leaver CS","2023","White","Policy","SEO/HEO","HEO","270","[c]","34400","34020"
"Leaver CS","2023","White","Policy","SEO/HEO","SEO","225","[c]","41640","41160"
"Leaver CS","2023","White","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","EO","EO","60","[c]","26770","26360"
"Leaver CS","2023","White","Project Delivery","G6/G7","G6","90","[c]","69460","68640"
"Leaver CS","2023","White","Project Delivery","G6/G7","G7","170","[c]","54140","54250"
"Leaver CS","2023","White","Project Delivery","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Project Delivery","SEO/HEO","HEO","200","[c]","33510","33000"
"Leaver CS","2023","White","Project Delivery","SEO/HEO","SEO","230","[c]","41750","41200"
"Leaver CS","2023","White","Project Delivery","Unknown","Unknown","30","[c]","42000","40970"
"Leaver CS","2023","White","Property","AA/AO","AA","45","[c]","19210","18830"
"Leaver CS","2023","White","Property","AA/AO","AO","35","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","EO","EO","60","[c]","27660","27140"
"Leaver CS","2023","White","Property","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","G6/G7","G7","30","[c]","57130","56520"
"Leaver CS","2023","White","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Property","SEO/HEO","HEO","80","[c]","34230","33990"
"Leaver CS","2023","White","Property","SEO/HEO","SEO","95","[c]","44560","44710"
"Leaver CS","2023","White","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Psychology","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Psychology","EO","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","White","Psychology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Psychology","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Psychology","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Science and Engineering","AA/AO","AA","40","[c]","19810","19280"
"Leaver CS","2023","White","Science and Engineering","AA/AO","AO","105","[c]","22690","22220"
"Leaver CS","2023","White","Science and Engineering","EO","EO","115","[c]","27050","26760"
"Leaver CS","2023","White","Science and Engineering","G6/G7","G6","30","[c]","73700","72380"
"Leaver CS","2023","White","Science and Engineering","G6/G7","G7","125","[c]","53610","50080"
"Leaver CS","2023","White","Science and Engineering","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Science and Engineering","SEO/HEO","HEO","305","[c]","33070","32840"
"Leaver CS","2023","White","Science and Engineering","SEO/HEO","SEO","260","[c]","42330","41660"
"Leaver CS","2023","White","Science and Engineering","Unknown","Unknown","45","[c]","40990","34510"
"Leaver CS","2023","White","Security","AA/AO","AA","190","[c]","23140","21500"
"Leaver CS","2023","White","Security","AA/AO","AO","230","[c]","34310","36010"
"Leaver CS","2023","White","Security","EO","EO","65","[c]","37050","32190"
"Leaver CS","2023","White","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Security","SEO/HEO","HEO","65","[c]","41920","35650"
"Leaver CS","2023","White","Security","SEO/HEO","SEO","40","[c]","45380","44120"
"Leaver CS","2023","White","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Social Research","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Social Research","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Social Research","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Social Research","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Social Research","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Statistics","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Statistics","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Statistics","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Statistics","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Statistics","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Statistics","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Statistics","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Tax","AA/AO","AO","120","[c]","[c]","[c]"
"Leaver CS","2023","White","Tax","EO","EO","160","[c]","[c]","[c]"
"Leaver CS","2023","White","Tax","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Tax","G6/G7","G7","65","[c]","[c]","[c]"
"Leaver CS","2023","White","Tax","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Tax","SEO/HEO","HEO","145","[c]","[c]","[c]"
"Leaver CS","2023","White","Tax","SEO/HEO","SEO","60","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","AA/AO","AA","110","[c]","23740","23340"
"Leaver CS","2023","White","Unknown","AA/AO","AO","255","[c]","25380","26220"
"Leaver CS","2023","White","Unknown","EO","EO","310","[c]","29420","29450"
"Leaver CS","2023","White","Unknown","G6/G7","G6","185","[c]","73170","71100"
"Leaver CS","2023","White","Unknown","G6/G7","G7","320","[c]","57380","56430"
"Leaver CS","2023","White","Unknown","SCS level","SCS level","100","[c]","99080","86580"
"Leaver CS","2023","White","Unknown","SEO/HEO","HEO","340","[c]","35990","35060"
"Leaver CS","2023","White","Unknown","SEO/HEO","SEO","300","[c]","44450","43750"
"Leaver CS","2023","White","Unknown","Unknown","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2023","White","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Veterinarian","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Veterinarian","SCS level","SCS level","[c]","[c]","[c]","[c]"
