"Status","Year","Age","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Ministry of Justice","SEO/HEO","1835","1820","36480","35410"
"In post","2023","20-29","Ministry of Justice","Unknown","4450","4345","25660","24570"
"In post","2023","20-29","National Crime Agency","AA/AO","50","50","24440","22950"
"In post","2023","20-29","National Crime Agency","EO","540","540","35260","34670"
"In post","2023","20-29","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","National Crime Agency","SEO/HEO","165","165","43240","42240"
"In post","2023","20-29","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","SEO/HEO","30","30","38700","37680"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","AA/AO","45","45","22490","22490"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","EO","60","60","27800","27140"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","SEO/HEO","70","70","36540","36000"
"In post","2023","20-29","Office of Gas and Electricity Markets","AA/AO","20","20","21690","21670"
"In post","2023","20-29","Office of Gas and Electricity Markets","EO","170","170","25880","25750"
"In post","2023","20-29","Office of Gas and Electricity Markets","G6/G7","55","55","49680","47520"
"In post","2023","20-29","Office of Gas and Electricity Markets","SEO/HEO","135","135","34750","33400"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","EO","10","10","23990","23250"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","SEO/HEO","35","30","34140","32020"
"In post","2023","20-29","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","EO","10","10","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","SEO/HEO","20","20","37900","35920"
"In post","2023","20-29","Office of the Secretary of State for Scotland","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","EO","5","5","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","SEO/HEO","15","15","39290","38670"
"In post","2023","20-29","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","SEO/HEO","10","10","34630","33390"
"In post","2023","20-29","Scottish Government","AA/AO","1945","1900","24460","24490"
"In post","2023","20-29","Scottish Government","EO","1390","1375","30640","29450"
"In post","2023","20-29","Scottish Government","G6/G7","200","200","54040","52360"
"In post","2023","20-29","Scottish Government","SEO/HEO","1075","1070","37770","35940"
"In post","2023","20-29","The National Archives","AA/AO","25","20","23520","23460"
"In post","2023","20-29","The National Archives","EO","25","25","25880","24990"
"In post","2023","20-29","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","The National Archives","SEO/HEO","35","35","34080","31770"
"In post","2023","20-29","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","UK Export Finance","EO","35","35","32370","32300"
"In post","2023","20-29","UK Export Finance","G6/G7","20","20","60890","56400"
"In post","2023","20-29","UK Export Finance","SEO/HEO","70","70","39330","40720"
"In post","2023","20-29","UK Statistics Authority","AA/AO","170","155","21380","21200"
"In post","2023","20-29","UK Statistics Authority","EO","170","160","25010","24840"
"In post","2023","20-29","UK Statistics Authority","G6/G7","75","75","53370","51460"
"In post","2023","20-29","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","UK Statistics Authority","SEO/HEO","865","860","34480","31560"
"In post","2023","20-29","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","UK Supreme Court","EO","10","10","26780","24540"
"In post","2023","20-29","UK Supreme Court","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Water Services Regulation Authority","EO","20","20","30430","29000"
"In post","2023","20-29","Water Services Regulation Authority","SEO/HEO","25","25","41010","37870"
"In post","2023","20-29","Welsh Government","AA/AO","220","210","24470","25620"
"In post","2023","20-29","Welsh Government","EO","175","175","28520","27890"
"In post","2023","20-29","Welsh Government","G6/G7","15","15","57100","56450"
"In post","2023","20-29","Welsh Government","SEO/HEO","140","140","36420","34520"
"In post","2023","30-39","Attorney General's Departments","AA/AO","220","195","23400","22870"
"In post","2023","30-39","Attorney General's Departments","EO","330","315","28200","27800"
"In post","2023","30-39","Attorney General's Departments","G6/G7","1305","1245","56140","53670"
"In post","2023","30-39","Attorney General's Departments","SCS level","10","10","79880","78000"
"In post","2023","30-39","Attorney General's Departments","SEO/HEO","415","400","37560","38760"
"In post","2023","30-39","Cabinet Office","AA/AO","70","65","22430","21720"
"In post","2023","30-39","Cabinet Office","EO","190","180","26610","26410"
"In post","2023","30-39","Cabinet Office","G6/G7","1285","1265","60590","56430"
"In post","2023","30-39","Cabinet Office","SCS level","125","125","85080","77100"
"In post","2023","30-39","Cabinet Office","SEO/HEO","960","945","36480","35650"
"In post","2023","30-39","Chancellor's other departments","EO","10","10","28450","30040"
"In post","2023","30-39","Chancellor's other departments","G6/G7","70","65","75590","71590"
"In post","2023","30-39","Chancellor's other departments","SEO/HEO","40","40","42220","43500"
"In post","2023","30-39","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Charity Commission","EO","30","25","25520","25300"
"In post","2023","30-39","Charity Commission","G6/G7","20","20","56490","52240"
"In post","2023","30-39","Charity Commission","SEO/HEO","65","65","33700","30170"
"In post","2023","30-39","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Competition and Markets Authority","EO","15","10","28520","28760"
"In post","2023","30-39","Competition and Markets Authority","G6/G7","215","205","66960","71370"
"In post","2023","30-39","Competition and Markets Authority","SCS level","20","20","99030","99650"
"In post","2023","30-39","Competition and Markets Authority","SEO/HEO","65","60","38380","35920"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","AA/AO","235","220","22470","22180"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","EO","405","385","26660","25610"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","G6/G7","1455","1420","57870","55350"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","SCS level","85","80","79070","75940"
"In post","2023","30-39","Department for Business, Energy and Industrial Strategy","SEO/HEO","1675","1625","38230","38000"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport","EO","35","30","28120","27780"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport","G6/G7","470","460","56980","54500"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport","SCS level","40","40","81150","77100"
"In post","2023","30-39","Department for Digital, Culture, Media and Sport","SEO/HEO","190","190","36680","35620"
"In post","2023","30-39","Department for Education","AA/AO","20","20","22190","22020"
"In post","2023","30-39","Department for Education","EO","160","155","27280","26940"
"In post","2023","30-39","Department for Education","G6/G7","995","960","56250","55020"
"In post","2023","30-39","Department for Education","SCS level","55","55","79230","76000"
"In post","2023","30-39","Department for Education","SEO/HEO","1150","1110","36850","37590"
"In post","2023","30-39","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","AA/AO","470","435","22460","22150"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","EO","425","410","26550","25920"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","G6/G7","795","770","54110","54330"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","SCS level","30","25","79230","75600"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","SEO/HEO","1290","1240","35670","37300"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Department for International Trade","EO","40","40","27970","29280"
"In post","2023","30-39","Department for International Trade","G6/G7","525","520","59060","55500"
"In post","2023","30-39","Department for International Trade","SCS level","55","55","78940","75050"
"In post","2023","30-39","Department for International Trade","SEO/HEO","380","375","39420","41550"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","AA/AO","40","35","23210","23250"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","EO","60","55","27590","26940"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","G6/G7","620","605","57180","54630"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","SCS level","45","40","79260","75040"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","SEO/HEO","365","360","37190","37540"
"In post","2023","30-39","Department for Transport","AA/AO","1245","1090","22470","22500"
"In post","2023","30-39","Department for Transport","EO","740","715","28040","27190"
"In post","2023","30-39","Department for Transport","G6/G7","675","665","59970","56340"
"In post","2023","30-39","Department for Transport","SCS level","55","55","79140","75660"
"In post","2023","30-39","Department for Transport","SEO/HEO","985","970","38040","39430"
"In post","2023","30-39","Department for Work and Pensions","AA/AO","3590","3155","21940","21690"
"In post","2023","30-39","Department for Work and Pensions","EO","7565","7020","28840","28120"
"In post","2023","30-39","Department for Work and Pensions","G6/G7","695","685","57880","55150"
"In post","2023","30-39","Department for Work and Pensions","SCS level","25","25","81110","76720"
"In post","2023","30-39","Department for Work and Pensions","SEO/HEO","2430","2355","37110","34170"
"In post","2023","30-39","Department of Health and Social Care","AA/AO","130","115","22650","22480"
"In post","2023","30-39","Department of Health and Social Care","EO","260","245","27270","27840"
"In post","2023","30-39","Department of Health and Social Care","G6/G7","1060","1020","58580","54690"
"In post","2023","30-39","Department of Health and Social Care","SCS level","110","105","83970","77390"
"In post","2023","30-39","Department of Health and Social Care","SEO/HEO","1135","1095","37890","38120"
"In post","2023","30-39","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","EO","10","5","[c]","[c]"
"In post","2023","30-39","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","EO","50","45","27790","28090"
"In post","2023","30-39","Food Standards Agency","G6/G7","65","65","56300","55850"
"In post","2023","30-39","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","SEO/HEO","235","230","35960","37720"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","AA/AO","65","65","26130","26100"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","EO","140","135","30290","29890"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","G6/G7","1200","1185","58290","56700"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","SCS level","45","45","75740","75580"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","SEO/HEO","870","860","39160","38600"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","HM Land Registry","AA/AO","425","395","23480","23390"
"In post","2023","30-39","HM Land Registry","EO","460","435","28410","28080"
"In post","2023","30-39","HM Land Registry","G6/G7","75","70","60380","58140"
"In post","2023","30-39","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Land Registry","SEO/HEO","260","250","38840","39460"
"In post","2023","30-39","HM Revenue and Customs","AA/AO","3765","3425","22650","22520"
"In post","2023","30-39","HM Revenue and Customs","EO","4175","4030","28370","28130"
"In post","2023","30-39","HM Revenue and Customs","G6/G7","2275","2220","61340","57970"
"In post","2023","30-39","HM Revenue and Customs","SCS level","50","50","85240","82950"
"In post","2023","30-39","HM Revenue and Customs","SEO/HEO","7145","6980","37580","35000"
"In post","2023","30-39","HM Treasury","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","HM Treasury","EO","40","35","27840","27950"
"In post","2023","30-39","HM Treasury","G6/G7","545","535","59260","56330"
"In post","2023","30-39","HM Treasury","SCS level","50","50","78330","75370"
"In post","2023","30-39","HM Treasury","SEO/HEO","180","180","36830","36140"
"In post","2023","30-39","Home Office","AA/AO","1850","1655","22850","22400"
"In post","2023","30-39","Home Office","EO","4215","4030","26960","25880"
"In post","2023","30-39","Home Office","G6/G7","1205","1185","61340","59290"
"In post","2023","30-39","Home Office","SCS level","45","40","79770","78100"
"In post","2023","30-39","Home Office","SEO/HEO","2930","2860","36720","36180"
"In post","2023","30-39","Home Office","Unknown","40","40","[c]","[c]"
"In post","2023","30-39","Ministry of Defence","AA/AO","2150","2060","26210","22220"
"In post","2023","30-39","Ministry of Defence","EO","1285","1235","29000","27470"
"In post","2023","30-39","Ministry of Defence","G6/G7","1685","1640","56900","55110"
"In post","2023","30-39","Ministry of Defence","SCS level","50","45","84400","78320"
"In post","2023","30-39","Ministry of Defence","SEO/HEO","4930","4785","38710","38790"
"In post","2023","30-39","Ministry of Defence","Unknown","850","840","42010","41580"
"In post","2023","30-39","Ministry of Justice","AA/AO","9070","8580","28250","28880"
"In post","2023","30-39","Ministry of Justice","EO","2840","2755","31300","29660"
"In post","2023","30-39","Ministry of Justice","G6/G7","905","880","59800","58180"
"In post","2023","30-39","Ministry of Justice","SCS level","60","55","81210","78130"
"In post","2023","30-39","Ministry of Justice","SEO/HEO","3780","3680","38900","37680"
"In post","2023","30-39","Ministry of Justice","Unknown","4940","4595","29760","29050"
"In post","2023","30-39","National Crime Agency","AA/AO","30","30","24540","22950"
"In post","2023","30-39","National Crime Agency","EO","720","705","35820","36040"
"In post","2023","30-39","National Crime Agency","G6/G7","75","75","62870","61240"
"In post","2023","30-39","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","National Crime Agency","SEO/HEO","570","560","44270","45610"
"In post","2023","30-39","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","G6/G7","15","15","58480","56080"
"In post","2023","30-39","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","SEO/HEO","20","20","38930","37680"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","AA/AO","35","35","22340","22490"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","EO","55","55","27420","27140"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","G6/G7","100","95","70820","72470"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
