"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Commercial","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Commercial","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","London","115","110","41750","39460"
"In post","2023","Asian","Communications","Communications","Outside London","35","35","36170","33130"
"In post","2023","Asian","Communications","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","London","10","10","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Counter Fraud","London","385","355","32690","32520"
"In post","2023","Asian","Counter Fraud","Counter Fraud","Outside London","455","430","29070","28120"
"In post","2023","Asian","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","London","10","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Intelligence Analysis","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Legal","London","65","65","37420","34370"
"In post","2023","Asian","Counter Fraud","Legal","Outside London","50","50","32270","32540"
"In post","2023","Asian","Counter Fraud","Operational Delivery","London","75","70","35400","32540"
"In post","2023","Asian","Counter Fraud","Operational Delivery","Outside London","175","160","30820","28130"
"In post","2023","Asian","Counter Fraud","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","London","15","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Tax","London","75","70","40380","39620"
"In post","2023","Asian","Counter Fraud","Tax","Outside London","95","90","36120","34700"
"In post","2023","Asian","Counter Fraud","Unknown","London","25","25","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Operational Delivery","London","150","130","28040","26920"
"In post","2023","Asian","Debt","Operational Delivery","Outside London","455","410","23550","22520"
"In post","2023","Asian","Debt","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Other","Outside London","405","345","23150","21690"
"In post","2023","Asian","Debt","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Tax","London","5","5","[c]","[c]"
"In post","2023","Asian","Debt","Tax","Outside London","65","60","23270","22520"
"In post","2023","Asian","Debt","Unknown","London","5","5","[c]","[c]"
"In post","2023","Asian","Debt","Unknown","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","London","730","720","48730","44270"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","Outside London","915","900","40740","38390"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Human Resources","London","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","London","30","30","36120","34490"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Delivery","London","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Delivery","Outside London","40","40","35520","34850"
"In post","2023","Asian","Digital, Data & Technology","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Other","London","25","20","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Other","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Project Delivery","London","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Science and Engineering","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Tax","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Tax","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Unknown","London","35","35","49570","56430"
"In post","2023","Asian","Digital, Data & Technology","Unknown","Outside London","65","65","43720","41780"
"In post","2023","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Commercial","London","20","20","[c]","[c]"
"In post","2023","Asian","Finance","Commercial","Outside London","35","35","35000","34170"
"In post","2023","Asian","Finance","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Corporate Finance","London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Corporate Finance","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Finance","London","480","470","46370","43450"
"In post","2023","Asian","Finance","Finance","Outside London","395","385","37610","34170"
"In post","2023","Asian","Finance","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Operational Delivery","London","25","25","[c]","[c]"
"In post","2023","Asian","Finance","Operational Delivery","Outside London","90","85","27700","24180"
"In post","2023","Asian","Finance","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Other","London","5","5","[c]","[c]"
"In post","2023","Asian","Finance","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Security","London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Security","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Finance","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Tax","London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Tax","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Unknown","London","35","35","44290","39790"
"In post","2023","Asian","Finance","Unknown","Outside London","20","15","[c]","[c]"
"In post","2023","Asian","Grants Management","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Operational Delivery","Outside London","50","50","23340","22150"
"In post","2023","Asian","Grants Management","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Human Resources","London","345","335","41790","38560"
"In post","2023","Asian","Human Resources","Human Resources","Outside London","265","255","35000","34000"
"In post","2023","Asian","Human Resources","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Operational Delivery","London","30","30","[c]","[c]"
"In post","2023","Asian","Human Resources","Operational Delivery","Outside London","75","75","31090","28120"
"In post","2023","Asian","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Other","London","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Tax","London","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","Tax","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Unknown","London","15","15","[c]","[c]"
"In post","2023","Asian","Human Resources","Unknown","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Internal Audit","London","60","55","47590","46200"
"In post","2023","Asian","Internal Audit","Internal Audit","Outside London","40","40","44180","42700"
"In post","2023","Asian","Internal Audit","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Finance","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Legal","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2023","Asian","Legal","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Legal","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Legal","London","490","460","57070","55170"
"In post","2023","Asian","Legal","Legal","Outside London","340","320","50680","51630"
"In post","2023","Asian","Legal","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Operational Delivery","London","245","230","28900","27760"
"In post","2023","Asian","Legal","Operational Delivery","Outside London","245","230","26540","24480"
"In post","2023","Asian","Legal","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Other","London","5","5","[c]","[c]"
"In post","2023","Asian","Legal","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Policy","London","10","10","[c]","[c]"
"In post","2023","Asian","Legal","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Property","London","[c]","[c]","[c]","[c]"
