"Status","Year","Ethnicity","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","Health and Safety Executive","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Health and Safety Executive","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Health and Safety Executive","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Home Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Home Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Home Office","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Home Office","London","Unknown","175","[c]","43380","39160"
"Leaver Dept.","2023","Unknown","Home Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Home Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Home Office","Outside London","Unknown","120","[c]","28130","25880"
"Leaver Dept.","2023","Unknown","Home Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Home Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intellectual Property Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intellectual Property Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intellectual Property Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intellectual Property Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intellectual Property Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intellectual Property Office","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal Aid Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal Aid Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal Aid Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal Aid Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal Aid Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal Aid Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Maritime and Coastguard Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Maritime and Coastguard Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Maritime and Coastguard Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Met Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Met Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","London","Unknown","35","[c]","47740","45750"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","Outside London","Unknown","35","[c]","31150","27500"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","London","Unknown","55","[c]","40630","39170"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Infrastructure Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Infrastructure Commission","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Savings and Investments","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Savings and Investments","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Savings and Investments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Savings and Investments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office for Budget Responsibility","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office for Budget Responsibility","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office for Standards in Education, Children's Services and Skills","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office for Standards in Education, Children's Services and Skills","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Rail and Road","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Rail and Road","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Rail and Road","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Public Guardian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Public Guardian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Public Guardian","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Wales","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Wales","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Wales","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Wales","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning Inspectorate","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning Inspectorate","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Queen Elizabeth II Centre","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Queen Elizabeth II Centre","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Registers of Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Registers of Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Registers of Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Rural Payments Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Rural Payments Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Rural Payments Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Rural Payments Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Rural Payments Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Rural Payments Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Rural Payments Agency","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Courts and Tribunals Service","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Courts and Tribunals Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Courts and Tribunals Service","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Public Pensions Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Public Pensions Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Public Pensions Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Serious Fraud Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Serious Fraud Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Serious Fraud Office","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Standards and Testing Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Standards and Testing Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Standards and Testing Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Standards and Testing Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Standards and Testing Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Standards and Testing Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Student Awards Agency for Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Student Awards Agency for Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Submarine Delivery Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Submarine Delivery Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Submarine Delivery Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Teaching Regulation Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Teaching Regulation Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The National Archives","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The National Archives","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The National Archives","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Export Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","London","Unknown","60","[c]","44360","40650"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","Outside London","Unknown","45","[c]","41770","36820"
"Leaver Dept.","2023","Unknown","UK Hydrographic Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Hydrographic Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Hydrographic Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","Outside London","Unknown","35","[c]","30750","30710"
"Leaver Dept.","2023","Unknown","UK Supreme Court","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Supreme Court","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Valuation Office Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Valuation Office Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Valuation Office Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Valuation Office Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Valuation Office Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Valuation Office Agency","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Vehicle Certification Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Vehicle Certification Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Veterinary Medicines Directorate","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Veterinary Medicines Directorate","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Veterinary Medicines Directorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Water Services Regulation Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Water Services Regulation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Wilton Park","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Wilton Park","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Active Travel England","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Active Travel England","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Active Travel England","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Active Travel England","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Active Travel England","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Active Travel England","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Active Travel England","Outside London","Undeclared","[c]","[c]","[c]","[c]"
