"Status","Year","Age","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Black","HM Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","HM Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","HM Land Registry","London","10","10","[c]","[c]"
"In post","2023","30-39","Black","HM Land Registry","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Black","HM Prison and Probation Service","London","325","320","34170","34110"
"In post","2023","30-39","Black","HM Prison and Probation Service","Outside London","290","280","30090","28960"
"In post","2023","30-39","Black","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","HM Revenue and Customs (excl. agencies)","London","185","180","41020","39480"
"In post","2023","30-39","Black","HM Revenue and Customs (excl. agencies)","Outside London","345","335","31070","28130"
"In post","2023","30-39","Black","HM Treasury (excl. agencies)","London","5","5","[c]","[c]"
"In post","2023","30-39","Black","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Health and Safety Executive","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Black","Home Office","London","230","220","36160","36000"
"In post","2023","30-39","Black","Home Office","Outside London","95","90","28240","25880"
"In post","2023","30-39","Black","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Legal Aid Agency","Outside London","10","5","[c]","[c]"
"In post","2023","30-39","Black","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Medicines and Healthcare Products Regulatory Agency","London","15","15","[c]","[c]"
"In post","2023","30-39","Black","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Met Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Ministry of Defence (excl. agencies)","London","35","35","42750","42750"
"In post","2023","30-39","Black","Ministry of Defence (excl. agencies)","Outside London","60","60","33630","33910"
"In post","2023","30-39","Black","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Ministry of Justice (excl. agencies)","London","60","60","43770","43650"
"In post","2023","30-39","Black","Ministry of Justice (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Black","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","National Crime Agency","London","5","5","[c]","[c]"
"In post","2023","30-39","Black","National Crime Agency","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Black","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Office for Standards in Education, Children's Services and Skills","London","5","5","[c]","[c]"
"In post","2023","30-39","Black","Office for Standards in Education, Children's Services and Skills","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Black","Office of Gas and Electricity Markets","London","35","35","43700","45020"
"In post","2023","30-39","Black","Office of Gas and Electricity Markets","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Black","Office of Qualifications and Examinations Regulation","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Black","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Office of the Public Guardian","Outside London","20","15","[c]","[c]"
"In post","2023","30-39","Black","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Scottish Government (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2023","30-39","Black","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Serious Fraud Office","London","5","5","[c]","[c]"
"In post","2023","30-39","Black","Social Security Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Black","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Submarine Delivery Agency","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Black","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","The Insolvency Service","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Black","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","UK Export Finance","London","10","10","[c]","[c]"
"In post","2023","30-39","Black","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","UK Health Security Agency","London","55","55","39350","34100"
"In post","2023","30-39","Black","UK Health Security Agency","Outside London","25","25","[c]","[c]"
"In post","2023","30-39","Black","UK Health Security Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","UK Statistics Authority","London","5","5","[c]","[c]"
"In post","2023","30-39","Black","UK Statistics Authority","Outside London","25","25","[c]","[c]"
"In post","2023","30-39","Black","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Valuation Office Agency","London","10","10","[c]","[c]"
"In post","2023","30-39","Black","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Welsh Revenue Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Active Travel England","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Active Travel England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Animal and Plant Health Agency","Outside London","15","15","[c]","[c]"
"In post","2023","30-39","Mixed","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Building Digital UK","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Building Digital UK","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Cabinet Office (excl. agencies)","London","45","45","53360","56430"
"In post","2023","30-39","Mixed","Cabinet Office (excl. agencies)","Outside London","20","15","[c]","[c]"
"In post","2023","30-39","Mixed","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
